,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
190,"Slater Mill Loan Fund LP, LP Certificates (3)(17)(22)",,8.200%,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,8375,,,5569,,,5529,,,,
191,TOTAL STRUCTURED PRODUCTS AND OTHER,,,210767,,,,217723,,,,,,,,,,,
192,PREFERRED EQUITY-7.2%,,,,,,,,Shares,,,,,,,,,,
193,"AMP Solar (UK) Limited, Class A Preference Shares (2)(17)",,16.430%,,10/31/49,,Energy - Electricity,,74429212,,,,114307,,,,112302,,
194,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except share data)",,,,,,,,,,,,,,,,,,
195,INVESTMENTS IN NON-CONTROLLED/AFFILIATED  INVESTMENTS-23.6%(4)(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Par  Amount(12),,Cost,,Fair  Value (1),,,,,,
196,PREFERRED EQUITY-7.2% (continued),,,,,,Shares,,,,,,,,,,,,
197,"Renewable Funding Group, Inc., Series B Preferred Stock (13)",,N/A,,N/A,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,1505868,,,,8343,,,,19114,,
198,TOTAL PREFERRED EQUITY,,,122650,,,,131416,,,,,,,,,,,
199,EQUITY-4.3%,,,,,,,,,,,,,,,,,,
200,Common Equity/Interests-4.3%,,,,,,,,,,,,,,,,,,
201,"AMP Solar Group, Inc., Class A Common Unit (3)(13)(17)",,N/A,,N/A,,Energy - Electricity,,140688,,,,6000,,,,6000,,
202,"Generation Brands Holdings, Inc., Basic Common Stock (3)(13)",,N/A,,N/A,,Consumer Goods – Durable,,9007,,,-,,,8264,,,,
203,"Generation Brands Holdings, Inc., Series 2L Common Stock (3)(13)",,N/A,,N/A,,Consumer Goods – Durable,,36700,,,11242,,,33674,,,,
204,"Generation Brands Holdings, Inc., Series H Common Stock (3)(13)",,N/A,,N/A,,Consumer Goods – Durable,,7500,,,2298,,,6881,,,,
205,"LVI Group Investments, LLC, Common Units (3)(13)",,N/A,,N/A,,Environmental Industries,,212460,,,17505,,,24139,,,,
206,Total Common Equity/Interests,,,37045,,,,78958,,,,,,,,,,,
207,TOTAL EQUITY,,,37045,,,,78958,,,,,,,,,,,
208,Total Investments in Non-Controlled/Affiliated Investments,,,372477,,,,430480,,,,,,,,,,,
209,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2015  (in thousands, except share data)",,,,,,,,,,,,,,,,,,
210,INVESTMENTS IN CONTROLLED INVESTMENTS-30.9%(5)(10),,Interest Rate (20),,Maturity Date,,Industry (9),,Par  Amount(12),,Cost,,Fair  Value (1),,,,,,
211,CORPORATE DEBT-19.3%,,,,,,,,,,,,,,,,,,
212,SECURED DEBT-19.3%,,,,,,,,,,,,,,,,,,
213,Funded and Unfunded Revolver Obligations-19.3%,,,,,,,,,,,,,,,,,,
214,"Merx Aviation Finance, LLC, (Revolver) (5)(16)",,12.000% Funded,,10/31/18,,Aviation and Consumer Transport,,,352084,,,,352084,,,,352084,
215,"Merx Aviation Finance, LLC, (Unfunded Revolver) (5)(13)(16)",,0.000% Unfunded,,10/31/18,,Aviation and Consumer Transport,,47916,,,-,,,-,,,,
216,Total Funded and Unfunded Revolver Obligations,,,352084,,,,352084,,,,,,,,,,,
217,Letters of Credit-0.0%,,,,,,,,,,,,,,,,,,
218,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)(16)(23)",,2.250%,,9/30/16,,Aviation and Consumer Transport,,,1800,,,,-,,,,-,
219,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)(16)(23)",,2.250%,,9/30/16,,Aviation and Consumer Transport,,1800,,,-,,,-,,,,
220,"Merx Aviation Finance, LLC, Letter of Credit (5)(16)(23)",,2.250%,,7/13/16,,Aviation and Consumer Transport,,177,,,-,,,-,,,,
221,Total Letters of Credit,,,-,,,,-,,,,,,,,,,,
222,TOTAL SECURED DEBT,,,352084,,,,352084,,,,,,,,,,,
223,TOTAL CORPORATE DEBT,,,352084,,,,352084,,,,,,,,,,,
224,EQUITY-11.7%,,,,,,,,,,,,,,,,,,
225,Common Equity/Interests-11.7%,,,,,,,,,,,,,,,,,,
226,"Dynamic Product Tankers (Prime), LLC, Class A Units (5)(17)(24)",,N/A,,N/A,,"Transportation – Cargo, Distribution",,-,,,,38756,,,,38756,,
227,"Merx Aviation Finance, LLC, Membership Interests (5)(13)",,N/A,,N/A,,Aviation and Consumer Transport,,-,,,82354,,,108375,,,,
228,"MSEA Tankers LLC, Class A Units (5)(17)(25)",,N/A,,N/A,,"Transportation – Cargo, Distribution",,-,,,66000,,,66000,,,,
229,Total Common Equity/Interests,,,187110,,,,213131,,,,,,,,,,,
230,TOTAL EQUITY,,,187110,,,,213131,,,,,,,,,,,
231,Total Investments in Controlled Investments,,,539194,,,,565215,,,,,,,,,,,
232,Total Investments-174.8% (6)(7),,,3311174,,,,3194049,,,,,,,,,,,
233,Liabilities in Excess of Other Assets-(74.8)%,,,,,"(1,367,189",,,,,,,,,,,,,
234,Net Assets-100.0%,,,,,1826860,,,,,,,,,,,,,
235,(9),"As a result of the amendment of our Senior Secured Facility on April 24, 2015, the industry classifications were updated in the Schedule of Investments as of  September 30, 2015  .",,,,,,,,,,,,,,,,,
236,(20),"Generally, the interest rate on variable interest rate investments is at benchmark rate plus spread. The borrower has an option to choose the benchmark rate which can be LIBOR , ABR, prime or any other similarly defined rate. The spread may change based on the type of rate used. The terms in the schedule of investments disclose the actual interest rate in effect which is at LIBOR plus spread or ABR plus spread as of reporting period. LIBOR loans are typically indexed to 30-day, 90-day,180-day or 360-day LIBOR rates (1M L, 3M L, 6M L or 12M L, respectively), at the borrower’s option, and ABR rates are typically indexed to the current prime rate or federal funds rate. Both LIBOR and ABR rates are subject to interest floors. As of  September 30, 2015  , rates for 1M L, 3M L, 6M L or 12M L are 0.193%, 0.325%, 0.534% and 0.851%, respectively.",,,,,,,,,,,,,,,,,
