,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
207,TOTAL PREFERRED EQUITY,,,7582,,,,9364,,,,,,,,,,,
208,EQUITY-0.2%,,,,,,,,,,,,,,,,,,
209,Common Equity/Interests-0.2%,,,,,,,,Shares,,,,,,,,,,
210,"AMP Solar Group, Inc., Class A Common Shares (4)(17)",,N/A,,N/A,,Energy,,81493,,,,3500,,,,3500,,
211,Total Common Equity/Interests,,,3500,,,,3500,,,,,,,,,,,
212,TOTAL EQUITY,,,3500,,,,3500,,,,,,,,,,,
213,Total Investments in Non-Controlled/Affiliated Investments,,,189673,,,,198739,,,,,,,,,,,
214,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  December 31, 2014  (in thousands, except shares)",,,,,,,,,,,,,,,,,,
215,INVESTMENTS IN CONTROLLED INVESTMENTS-37.4%(5)(18),,Interest Rate,,Maturity Date,,Industry,,Par  Amount (12),,Cost,,Fair  Value (1),,,,,,
216,CORPORATE DEBT-16.7%,,,,,,,,,,,,,,,,,,
217,SECURED DEBT-16.7%,,,,,,,,,,,,,,,,,,
218,1st Lien Secured Debt-16.7%,,,,,,,,,,,,,,,,,,
219,"Merx Aviation Finance, LLC, (Revolver) (5)(16)",,12.00% Funded,,10/31/18,,Aviation,,,334084,,,,334084,,,,334084,
220,Total 1st Lien Secured Debt,,,334084,,,,334084,,,,,,,,,,,
221,Unfunded Revolver Obligation-0.0%,,,,,,,,,,,,,,,,,,
222,"Merx Aviation Finance, LLC, (Unfunded Revolver) (5)(16)",,"12.00% Funded, 0.00% Unfunded",,10/31/18,,Aviation,,,65916,,,,-,,,,-,
223,Total Unfunded Revolver Obligation,,,-,,,,-,,,,,,,,,,,
224,Letters of Credit-0.0%,,,,,,,,,,,,,,,,,,
225,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)",,2.250%,,9/30/15,,Aviation,,,1800,,,,-,,,,-,
226,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)",,2.250%,,9/30/15,,Aviation,,1800,,,-,,,-,,,,
227,Total Letters of Credit,,,-,,,,-,,,,,,,,,,,
228,TOTAL SECURED DEBT,,,334084,,,,334084,,,,,,,,,,,
229,TOTAL CORPORATE DEBT,,,334084,,,,334084,,,,,,,,,,,
230,PREFERRED EQUITY-4.4%,,Shares,,,,,,,,,,,,,,,,
231,"AMP Solar (UK) Limited, Class A Preference Shares (2)(5)(11)(17)",,8.500%,,10/31/49,,Utilities,,19811333,,,,30632,,,,30439,,
232,"Playpower Holdings, Inc., Series A Preferred (5)",,14.00% PIK,,11/15/20,,Leisure,,49178,,,57428,,,57428,,,,
233,TOTAL PREFERRED EQUITY,,,88060,,,,87867,,,,,,,,,,,
234,EQUITY-16.3%,,,,,,,,,,,,,,,,,,
235,Common Equity/Interests-16.3%,,Shares,,,,,,,,,,,,,,,,
236,"Generation Brands Holdings, Inc. (Quality Home Brands), Basic Common Stock (5)(13)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,9007,,,,-,,,,5531,,
237,"Generation Brands Holdings, Inc. (Quality Home Brands), Series 2L Common Stock (5)(13)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,36700,,,11242,,,22537,,,,
238,"Generation Brands Holdings, Inc. (Quality Home Brands), Series H Common Stock (5)(13)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,7500,,,2298,,,4605,,,,
239,"LVI Group Investments, LLC, Common Units (5)(13)",,N/A,,N/A,,Environmental Services,,212460,,,17505,,,19274,,,,
240,"Merx Aviation Finance, LLC, Partnership Interest (5)(13)",,N/A,,N/A,,Aviation,,-,,,152082,,,165072,,,,
241,MSEA Tankers LLC (5)(17),,N/A,,N/A,,Cargo Transport,,-,,,33000,,,33000,,,,
242,"Playpower Holdings, Inc., Common Stock (5)(13)",,N/A,,N/A,,Leisure,,1000,,,77722,,,74474,,,,
243,Total Common Equity/Interests,,,293849,,,,324493,,,,,,,,,,,
244,TOTAL EQUITY,,,293849,,,,324493,,,,,,,,,,,
245,Total Investments in Controlled Investments,,,715993,,,,746444,,,,,,,,,,,
246,Total Investments-176.0% (6)(7),,,3589572,,,,3514015,,,,,,,,,,,
247,Liabilities in Excess of Other Assets-(76.0)%,,,,,"(1,517,324",,,,,,,,,,,,,
248,Net Assets-100.0%,,,,,1996691,,,,,,,,,,,,,
