,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
224,"Merx Aviation Finance, LLC, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.250,,7/13/16,,,177,,,,0,,,,0,
225,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.250,,9/30/16,,1800,,,0,,,0,,,,
226,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.250,,9/30/16,,1800,,,0,,,0,,,,
227,Total Letters of Credit,,,,,,,,,0,,,,0,,,,,
228,Total First Lien Secured Debt,,,,,,,,,515838,,,,511072,,,,,
229,Total Secured Debt,,,,,,,,,515838,,,,511072,,,,,
230,Total Corporate Debt,,,,,,,,,515838,,,,511072,,,,,
231,Equity013.3,,,,,,,,,,,,,,,,,,
232,Common Equity/Interests013.3,,,,,,Shares,,,,,,,,,,,,
233,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,,38756,,,,38714,,
234,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,N/A,,N/A,,N/A,,,73854,,,102966,,,,
235,"MSEA Tankers LLC, Class A Units (17)(25)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,85000,,,84622,,,,
236,"Solarplicity Group Limited, Class B Common Shares (2)(13)(17)",,Energy – Electricity,,N/A,,N/A,,2825,,,2472,,,2394,,,,
237,Total Common Equity/Interests,,,,,,,,,200082,,,,228696,,,,,
238,Total Equity,,,,,,,,,200082,,,,228696,,,,,
239,Total Controlled Investments,,,,,,,,,715920,,,,739768,,,,,
240,Total Investments0178.0 (6)(7),,,,,,,,,3258500,,,,3068993,,,,,
241,Liabilities in Excess of Other Assets0(78.0),,,,,,,,,,,"(1,344,784",,,,,,,
242,Net Assets0100.0,,,,,,,,,,,1724209,,,,,,,
243,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5 or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2015  and  December 31, 2015  along with transactions during the  nine months ended December 31, 2015  in these Affiliated investments are as follows:",,,,,,,,,,,,,,,,,
244,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2015  and  December 31, 2015  along with transactions during the  nine months ended December 31, 2015  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,
245,(10),The percentage is calculated over net assets.,,,,,,,,,,,,,,,,,
246,(15),The investment has a put option attached to it and the combined instrument has been recorded in its entirety at fair value as a hybrid instrument in accordance with ASC 815-15-25-4 with subsequent changes in fair value charged or credited to investment gains/losses for each period.,,,,,,,,,,,,,,,,,
247,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,
248,Industry Classification,"Percentage of Total Investments (at Fair Value) as of December 31, 2015",,,,,,,,,,,,,,,,,
249,Business Services,17.1,,,,,,,,,,,,,,,,,
250,Aviation and Consumer Transport,15.2,,,,,,,,,,,,,,,,,
251,"Diversified Investment Vehicles, Banking, Finance, Real Estate",13.9,,,,,,,,,,,,,,,,,
252,Energy – Oil & Gas,12.9,,,,,,,,,,,,,,,,,
253,"Transportation – Cargo, Distribution",9.1,,,,,,,,,,,,,,,,,
254,Energy – Electricity,5.4,,,,,,,,,,,,,,,,,
255,High Tech Industries,4.0,,,,,,,,,,,,,,,,,
256,Insurance,2.6,,,,,,,,,,,,,,,,,
257,"Hotel, Gaming, Leisure, Restaurants",2.6,,,,,,,,,,,,,,,,,
258,"Chemicals, Plastics & Rubber",2.6,,,,,,,,,,,,,,,,,
259,Consumer Goods – Durable,2.5,,,,,,,,,,,,,,,,,
260,Telecommunications,1.9,,,,,,,,,,,,,,,,,
261,"Containers, Packaging & Glass",1.7,,,,,,,,,,,,,,,,,
262,Healthcare & Pharmaceuticals,1.4,,,,,,,,,,,,,,,,,
263,Consumer Services,1.1,,,,,,,,,,,,,,,,,
264,Utilities – Electric,1.0,,,,,,,,,,,,,,,,,
265,Aerospace & Defense,0.9,,,,,,,,,,,,,,,,,
266,Education,0.9,,,,,,,,,,,,,,,,,
267,Food & Grocery,0.9,,,,,,,,,,,,,,,,,
268,Environmental Industries,0.7,,,,,,,,,,,,,,,,,
269,Broadcasting & Subscription,0.5,,,,,,,,,,,,,,,,,
270,"Manufacturing, Capital Equipment",0.4,,,,,,,,,,,,,,,,,
271,Retail,0.3,,,,,,,,,,,,,,,,,
272,Metals & Mining,0.3,,,,,,,,,,,,,,,,,
273,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,
274,Total Investments,100.0,,,,,,,,,,,,,,,,,
275,•,our future operating results;,,,,,,,,,,,,,,,,,
