,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
181,FC2 LLC (4),,Common Equity - Common Stock,,,N/A,,N/A,,,5  Shares,,,,,0,,,,,0,,,(13)(24),,,,,,,,,,,,,,,,,,,,,
182,,,Secured Debt - Promissory Note,,,6.50,,10/14/27,,,,12500,,,,,12500,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,69005,,,,,31978,,,,,,,,,,,,,,,,,,,,,,,
184,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"Westfall Technik, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,09/13/24,,,,21248,,,,,21121,,,,,20762,,,(9)(32),,,,,,,,,,,,,,,,,,,,
187,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00   Floor",,09/13/24,,,,2039,,,,,2029,,,,,1993,,,(9)(23)(32),,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,23150,,,,,22755,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,"Total Chemicals, Plastics & Rubber",,,,,92155,,,,,54733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"Gutter Buyer, Inc.",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,03/06/25,,,,28894,,,,,28654,,,,,27991,,,(9)(28),,,,,,,,,,,,,,,,,,,,
193,,,First Lien Secured Debt - Revolver,,,P+  525,,03/06/24,,,,2727,,,,,2566,,,,,2531,,,(9)(20)(21)(23)  (25),,,,,,,,,,,,,,,,,,,,
194,"Gutter Holdings, LP",,Common Equity - Common Stock,,,N/A,,N/A,,,500  Shares,,,,,500,,,,,149,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,31720,,,,,30671,,,,,,,,,,,,,,,,,,,,,,,
196,Pave America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"Pavement Partners Interco, LLC",,First Lien Secured Debt,,,"SOFR+  675  ,  1.00   Floor",,02/07/28,,,,11558,,,,,9801,,,,,9788,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
198,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  1.00   Floor",,02/07/28,,,,942,,,,,287,,,,,286,,,(9)(21)(23)(33),,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,10088,,,,,10074,,,,,,,,,,,,,,,,,,,,,,,
200,Yak Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Yak Access LLC,,First Lien Secured Debt - Revolver,,,"SOFR+  475  ,  1.00   Floor",,09/10/27,,,,5000,,,,,1176,,,,,1175,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
202,,,,,,,Total Construction & Building,,,,,42984,,,,,41920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Consumer Goods - Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"A&V Holdings Midco, LLC",,First Lien Secured Debt - Revolver,,,"L+  450  ,  1.00   Floor",,03/10/25,,,,1505,,,,,397,,,,,413,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,
206,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,KDC US Holdings,,First Lien Secured Debt - Revolver,,,"L+  325  ,  0.00   Floor",,12/21/23,,,,6020,,,,,781,,,,,744,,,(20)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
208,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1244311 B.C. Ltd. (4),,First Lien Secured Debt,,,"L+  500  ,  1.00   Floor",,09/30/25,,,,2978,,,,,2978,,,,,2828,,,(17)(28),,,,,,,,,,,,,,,,,,,,
210,,,First Lien Secured Debt,,,"L+  500  PIK,  1.00   Floor",,09/30/25,,,,1158,,,,,1158,,,,,1093,,,(17)(28),,,,,,,,,,,,,,,,,,,,
211,,,Common Equity - Common Stock,,,N/A,,N/A,,,"1,000,032  Shares",,,,,1000,,,,,806,,,(2)(13)(17)(24),,,,,,,,,,,,,,,,,,,,,
212,GSC Technologies Inc. (1244311 BC LTD) (4),,First Lien Secured Debt,,,"L+  500  Cash plus  5.00   PIK,  1.00   Floor",,09/30/25,,,,186,,,,,186,,,,,175,,,(17)(28),,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,5322,,,,,4902,,,,,,,,,,,,,,,,,,,,,,,
214,NSi Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"Wildcat BuyerCo, Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,02/27/26,,,,16987,,,,,16595,,,,,16742,,,(32),,,,,,,,,,,,,,,,,,,,
216,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,02/27/26,,,,725,,,,,108,,,,,106,,,(20)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,
217,Wildcat Parent LP,,Common Equity - Common Stock,,,N/A,,N/A,,,"1,070  Shares",,,,,107,,,,,218,,,(13),,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,16810,,,,,17066,,,,,,,,,,,,,,,,,,,,,,,
219,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Sorenson Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Sorenson Holdings, LLC",,Common Equity - Membership Interests,,,N/A,,N/A,,,587  Shares,,,,,0,,,,,323,,,(10)(13),,,,,,,,,,,,,,,,,,,,,
222,,,,,,,Total Consumer Goods – Durable,,,,,23310,,,,,23448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Consumer Goods - Non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,3D Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Protein For Pets Opco, LLC",,First Lien Secured Debt - Revolver,,,"L+  450  ,  1.00   Floor",,05/31/24,,,,2219,,,,,(  14,,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,
226,Dan Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  700  ,  1.00   Floor",,02/01/25,,,,22251,,,,,22044,,,,,21657,,,(9)(31),,,,,,,,,,,,,,,,,,,,
228,,,First Lien Secured Debt - Revolver,,,"L+  700  ,  1.00   Floor",,02/01/25,,,,3462,,,,,(  28,,,,,(  94,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
229,,,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"491,405  Shares",,,,,492,,,,,69,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,22508,,,,,21632,,,,,,,,,,,,,,,,,,,,,,,
231,LashCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Lash OpCo, LLC",,First Lien Secured Debt,,,"L+  700  ,  1.00   Floor",,03/18/26,,,,43030,,,,,42373,,,,,42267,,,(9)(29),,,,,,,,,,,,,,,,,,,,
233,,,First Lien Secured Debt - Revolver,,,"L+  700  ,  1.00   Floor",,09/18/25,,,,1612,,,,,1114,,,,,1124,,,(9)(21)(23)(26)  (28)(29),,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,43487,,,,,43391,,,,,,,,,,,,,,,,,,,,,,,
235,Paladone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Paladone Group Bidco Limited,,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,11/12/27,,,,6043,,,,,5947,,,,,5975,,,(9)(17)(28),,,,,,,,,,,,,,,,,,,,
237,,,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,11/12/27,,,,1883,,,,,(  10,,,,,(  21,,,(8)(9)(17)(21)  (23),,,,,,,,,,,,,,,,,,,,
238,,,First Lien Secured Debt - Revolver,,,"SON+  575  ,  1.00   Floor",,11/12/27,,£,,353,,,,,(  7,,,,,(  5,,,(8)(9)(17)(21)  (23),,,,,,,,,,,,,,,,,,,,
239,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,11/12/27,,,,1412,,,,,(  22,,,,,(  16,,,(8)(9)(17)(21)  (23),,,,,,,,,,,,,,,,,,,,
240,Paladone Group Holdings Limited,,Common Equity - Common Stock,,,N/A,,N/A,,,"94,151  Shares",,,,,94,,,,,85,,,(9)(13)(17),,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,6002,,,,,6018,,,,,,,,,,,,,,,,,,,,,,,
242,"Sequential Brands Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Gainline Galaxy Holdings LLC,,Common Equity - Common Stock,,,N/A,,N/A,,,"10,854  Shares",,,,,2041,,,,,1061,,,(13)(16)(17),,,,,,,,,,,,,,,,,,,,,
244,Sequential Avia Holdings LLC,,First Lien Secured Debt,,,"L+  525  ,  1.00   Floor",,11/12/26,,,,1225,,,,,1225,,,,,1221,,,(17)(29),,,,,,,,,,,,,,,,,,,,
245,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,,8.75,,02/07/24,,,,1293,,,,,0,,,,,233,,,(14)(17),,,,,,,,,,,,,,,,,,,,
246,"Swisstech IP CO, LLC",,First Lien Secured Debt,,,6   PIK,,11/29/24,,,,281,,,,,26,,,,,276,,,(17),,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,3292,,,,,2791,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,Total Consumer Goods – Non-durable,,,,,75275,,,,,73832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Activ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"Activ Software Holdings, LLC",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,05/04/27,,,,29566,,,,,29136,,,,,28827,,,(9)(30),,,,,,,,,,,,,,,,,,,,
252,,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,05/04/27,,,,2800,,,,,2721,,,,,2731,,,(9)(33),,,,,,,,,,,,,,,,,,,,
253,,,First Lien Secured Debt - Revolver,,,"L+  625  ,  1.00   Floor",,05/04/27,,,,2407,,,,,(  33,,,,,(  72,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,31824,,,,,31486,,,,,,,,,,,,,,,,,,,,,,,
255,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"Bird US Opco, LLC",,First Lien Secured Debt,,,"SOFR+  750  ,  1.00   Floor",,01/13/25,,,,14202,,,,,13996,,,,,14085,,,(9)(31),,,,,,,,,,,,,,,,,,,,
258,Clarus Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"Marlin DTC-LS Midco 2, LLC",,First Lien Secured Debt,,,"L+  650  ,  1.00   Floor",,07/01/25,,,,21492,,,,,21276,,,,,21294,,,(28),,,,,,,,,,,,,,,,,,,,
260,,,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00   Floor",,07/01/25,,,,685,,,,,0,,,,,(  6,,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,21276,,,,,21288,,,,,,,,,,,,,,,,,,,,,,,
262,Go Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Go Car Wash Management Corp.,,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,12/31/26,,,,26336,,,,,10871,,,,,10573,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
264,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00   Floor",,12/31/26,,,,417,,,,,(  2,,,,,(  8,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,10869,,,,,10565,,,,,,,,,,,,,,,,,,,,,,,
266,Lending Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,LendingPoint LLC,,First Lien Secured Debt,,,"SOFR+  1050  ,  1.00   Floor",,12/30/26,,,,32500,,,,,32165,,,,,32162,,,(9)(32),,,,,,,,,,,,,,,,,,,,
268,,,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,12/30/26,,,,4167,,,,,4136,,,,,4124,,,(9)(32),,,,,,,,,,,,,,,,,,,,
269,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,12/30/26,,,,8333,,,,,4111,,,,,4082,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,40412,,,,,40368,,,,,,,,,,,,,,,,,,,,,,,
271,Renovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"HomeRenew Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  650  ,  1.00   Floor",,11/23/27,,,,17929,,,,,15039,,,,,14863,,,(9)(21)(23)(31)  (32)(33),,,,,,,,,,,,,,,,,,,,
273,,,First Lien Secured Debt - Revolver,,,"SOFR+  660  ,  1.00   Floor",,11/23/27,,,,1958,,,,,946,,,,,930,,,(9)(21)(23)(31)  (32),,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,15985,,,,,15793,,,,,,,,,,,,,,,,,,,,,,,
275,The Club Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Eldrickco Limited,,First Lien Secured Debt,,,"SON+  575  ,  0.50   Floor",,11/26/25,,£,,14914,,,,,14633,,,,,14002,,,(9)(17)(21)(23)  (27),,,,,,,,,,,,,,,,,,,,
277,,,First Lien Secured Debt - Revolver,,,"SON+  575  ,  0.50   Floor",,11/26/25,,£,,356,,,,,413,,,,,432,,,(9)(17)(23)(27),,,,,,,,,,,,,,,,,,,,
278,,,First Lien Secured Debt - Revolver,,,"SON+  525  ,  0.50   Floor",,05/26/25,,£,,345,,,,,0,,,,,(  7,,,(8)(9)(17)(21)  (23),,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,15046,,,,,14427,,,,,,,,,,,,,,,,,,,,,,,
280,US Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"U.S. Auto Finance, Inc.",,First Lien Secured Debt,,,"SOFR+  525  ,  1.00   Floor",,04/17/24,,,,20000,,,,,9584,,,,,8715,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
282,,,First Lien Secured Debt,,,"SOFR+  900  ,  1.00   Floor",,04/17/25,,,,3550,,,,,3511,,,,,3492,,,(9)(31),,,,,,,,,,,,,,,,,,,,
283,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00   Floor",,04/17/24,,,,13333,,,,,12700,,,,,12301,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,25795,,,,,24508,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,Total Consumer Services,,,,,175203,,,,,172520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Celink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Compu-Link Corporation,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,06/11/24,,,,2273,,,,,(  12,,,,,(  13,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
289,"Peer Advisors, LLC",,First Lien Secured Debt,,,"SOFR+  550  ,  1.00   Floor",,06/11/24,,,,12841,,,,,12769,,,,,12766,,,(9)(31),,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,12757,,,,,12753,,,,,,,,,,,,,,,,,,,,,,,
291,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Definiti LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Greylock Holdings LLC,,Common Equity - Common Stock,,,N/A,,N/A,,,"100,000  Shares",,,,,100,,,,,100,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
294,RHI Acquisition LLC,,First Lien Secured Debt,,,"SOFR+  650  ,  1.00   Floor",,03/16/29,,,,9240,,,,,5863,,,,,5862,,,(9)(21)(23)(33),,,,,,,,,,,,,,,,,,,,
295,,,First Lien Secured Debt - Revolver,,,"SOFR+  650  ,  1.00   Floor",,03/16/29,,,,660,,,,,(  20,,,,,(  20,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,5943,,,,,5942,,,,,,,,,,,,,,,,,,,,,,,
297,Golden Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,,N/A,,09/20/42,,,N/A,,,,,17103,,,,,10902,,,(3)(17),,,,,,,,,,,,,,,,,,,,,
299,"Purchasing Power, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"Purchasing Power Funding I, LLC",,First Lien Secured Debt - Revolver,,,"L+  650  ,  0.00   Floor",,02/24/25,,,,9113,,,,,3378,,,,,3378,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
301,Spectrum Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Shelby 2021 Holdings Corp.,,First Lien Secured Debt,,,"L+  575  ,  0.75   Floor",,06/29/28,,,,14358,,,,,13281,,,,,13230,,,(9)(21)(23)(28),,,,,,,,,,,,,,,,,,,,
303,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  0.75   Floor",,06/29/27,,,,420,,,,,(  4,,,,,(  6,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,13277,,,,,13224,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,52458,,,,,46199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,NFA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,SSCP Spring Bidco Limited,,First Lien Secured Debt,,,"SON+  600  ,  0.50   Floor",,07/30/25,,£,,30000,,,,,36437,,,,,36697,,,(9)(17)(27),,,,,,,,,,,,,,,,,,,,
309,,,,,,,Total Education,,,,,36437,,,,,36697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Energy - Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,,N/A,,N/A,,,"534,375  Shares",,,,,534,,,,,111,,,(15)(17)(24),,,,,,,,,,,,,,,,,,,,,
313,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"1,000,000  Shares",,,,,1000,,,,,1960,,,(13)(17)(24),,,,,,,,,,,,,,,,,,,,,
314,,,Preferred Equity - Series B Preferred Stock,,,N/A,,N/A,,,"1,505,868  Shares",,,,,8343,,,,,0,,,(13)(24),,,,,,,,,,,,,,,,,,,,,
315,,,Preferred Equity - Series D Preferred Stock,,,N/A,,N/A,,,"436,689  Shares",,,,,5568,,,,,0,,,(13)(24),,,,,,,,,,,,,,,,,,,,,
316,,,Common Equity - Common Stock,,,N/A,,N/A,,,"441,576  Shares",,,,,1902,,,,,0,,,(13)(17)(24),,,,,,,,,,,,,,,,,,,,,
317,Renew JV LLC (4),,Common Equity - Membership Interests,,,N/A,,N/A,,,"360,302  Shares",,,,,360,,,,,428,,,(13)(17)(24),,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,17707,,,,,2499,,,,,,,,,,,,,,,,,,,,,,,
319,Solarplicity Group Limited (f/k/a AMP Solar UK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,,4.00,,03/08/23,,£,,5562,,,,,7231,,,,,2011,,,(11)(14)(17),,,,,,,,,,,,,,,,,,,,
321,,,Preferred Equity - Preferred Stock,,,N/A,,N/A,,,"4,286  Shares",,,,,5623,,,,,0,,,(2)(13)(17),,,,,,,,,,,,,,,,,,,,,
322,,,Common Equity - Ordinary Shares,,,N/A,,N/A,,,"2,825  Shares",,,,,4,,,,,0,,,(2)(13)(17),,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,12858,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,Total Energy – Electricity,,,,,30565,,,,,4510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Energy - Oil & Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Pelican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"Pelican Energy, LLC (4)",,Common Equity - Membership Interests,,,N/A,,N/A,,,"1,444  Shares",,,,,12271,,,,,195,,,(13)(16)(17)(24),,,,,,,,,,,,,,,,,,,,,
329,Spotted Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"SHD Oil & Gas, LLC (5)",,Common Equity - Series C Units,,,N/A,,N/A,,,"50,952,525  Shares",,,,,43454,,,,,480,,,(13)(16)(24),,,,,,,,,,,,,,,,,,,,,
331,,,Common Equity - Series A Units,,,N/A,,N/A,,,"7,600,000  Shares",,,,,1411,,,,,0,,,(13)(16)(24),,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,44865,,,,,480,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,Total Energy – Oil & Gas,,,,,57136,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,83bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"83Bar, Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.50   Floor",,07/02/26,,,,3445,,,,,3435,,,,,3385,,,(9)(31),,,,,,,,,,,,,,,,,,,,
337,Akoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"Akoya Biosciences, Inc.",,First Lien Secured Debt,,,"SOFR+  680  ,  2.50   Floor",,11/01/27,,,,22500,,,,,19113,,,,,19125,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
339,Alcami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Alcami Corporation,,First Lien Secured Debt,,,"SOFR+  700  ,  1.00   Floor",,12/21/28,,,,8884,,,,,7901,,,,,7888,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
341,,,First Lien Secured Debt - Revolver,,,"SOFR+  700  ,  1.00   Floor",,12/21/28,,,,1096,,,,,(  37,,,,,(  38,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,7864,,,,,7850,,,,,,,,,,,,,,,,,,,,,,,
343,Analogic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Analogic Corporation,,First Lien Secured Debt,,,"L+  525  ,  1.00   Floor",,06/22/24,,,,17667,,,,,17563,,,,,17579,,,(9)(28),,,,,,,,,,,,,,,,,,,,
345,,,First Lien Secured Debt - Revolver,,,"L+  525  ,  1.00   Floor",,06/22/23,,,,1826,,,,,1301,,,,,1304,,,(9)(21)(23)(28),,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,18864,,,,,18883,,,,,,,,,,,,,,,,,,,,,,,
347,Carbon6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"Carbon6 Technologies, Inc.",,First Lien Secured Debt,,,"SOFR+  675  ,  1.00   Floor",,08/01/27,,,,12500,,,,,2489,,,,,2413,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
349,,,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"280,899  Shares",,,,,250,,,,,250,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,2739,,,,,2663,,,,,,,,,,,,,,,,,,,,,,,
351,Cato Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,"LS Clinical Services Holdings, Inc.",,First Lien Secured Debt,,,"L+  675  ,  1.00   Floor",,12/16/27,,,,12961,,,,,12702,,,,,12610,,,(9)(28),,,,,,,,,,,,,,,,,,,,
353,,,First Lien Secured Debt - Revolver,,,"L+  675  ,  1.00   Floor",,12/16/26,,,,1875,,,,,1839,,,,,1828,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,14541,,,,,14438,,,,,,,,,,,,,,,,,,,,,,,
355,Celerion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,"Celerion Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  650  ,  0.75   Floor",,11/05/29,,,,9340,,,,,7795,,,,,7828,,,(9)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
