,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
112,"Broder Bros., Co.","Pennsylvania / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(4)(31)",121475,44678,121475,38113,121475,1.1%,3.5%,2350.0,,0.1%,,,,,,,
113,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(4)(31)",121966,"Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(4)(31)",121966,44678,121966,38113,3.6%,1.1%,3.5%,2350.0,,0.1%,,,,,,,
114,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(4)(31)",121966,"Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(4)(31)",121966,243441,121966,243441,3.6%,7.1%,3.5%,2350.0,,0.1%,,,,,,,
115,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.23%)(24)(32)",26000,243441,20131,243441,18490,7.1%,0.5%,2350.0,,0.1%,,,,,,,
116,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.23%)(24)(32)",26000,20131,20131,18490,18490,0.5%,0.5%,2350.0,,0.1%,,,,,,,
117,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)(27)(31)",102500,20131,101948,18490,98169,0.5%,2.9%,2350.0,,0.1%,,,,,,,
118,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(4)(27)(31)",102500,101948,101948,98169,98169,2.9%,2.9%,2350.0,,0.1%,,,,,,,
119,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.54%)(24)(32)",24870,101948,19206,98169,16208,2.9%,0.5%,2350.0,,0.1%,,,,,,,
120,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.54%)(24)(32)",24870,19206,19206,16208,16208,0.5%,0.5%,2350.0,,0.1%,,,,,,,
121,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.58%)(24)(32)",40275,19206,33574,16208,25023,0.5%,0.7%,2350.0,,0.1%,,,,,,,
122,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.58%)(24)(32)",40275,33574,33574,25023,25023,0.7%,0.7%,2350.0,,0.1%,,,,,,,
123,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.70%)(24)(25)(32)",48528,33574,39614,25023,29616,0.7%,0.9%,2350.0,,0.1%,,,,,,,
124,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.70%)(24)(25)(32)",48528,39614,39614,29616,29616,0.9%,0.9%,2350.0,,0.1%,,,,,,,
125,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.80%)(24)(32)",44100,39614,32902,29616,29752,0.9%,0.9%,2350.0,,0.1%,,,,,,,
126,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.80%)(24)(32)",44100,32902,32902,29752,29752,0.9%,0.9%,2350.0,,0.1%,,,,,,,
127,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.45%)(24)(32)",45500,32902,34078,29752,33278,0.9%,1.0%,2350.0,,0.1%,,,,,,,
128,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.45%)(24)(32)",45500,34078,34078,33278,33278,1.0%,1.0%,2350.0,,0.1%,,,,,,,
129,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.41%)(24)(25)(32)",41500,34078,32303,33278,29486,1.0%,0.9%,2350.0,,0.1%,,,,,,,
130,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.41%)(24)(25)(32)",41500,32303,32303,29486,29486,0.9%,0.9%,2350.0,,0.1%,,,,,,,
131,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)(6)(30)",66543,32303,66493,29486,66543,0.9%,1.9%,2350.0,,0.1%,,,,,,,
132,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(4)(6)(30)",66543,66493,66493,66543,66543,1.9%,1.9%,2350.0,,0.1%,,,,,,,
133,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,66543,1.9%,1.9%,2350.0,,0.1%,,,,,,,
134,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)(30)",Principal Value,24500,Fair  Value(2),% of Net Assets,24500,1.9%,1.9%,24500.0,,0.7%,,,,,,,
135,"Senior Secured Term Loan B(12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)(30)",25000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)(30)",25000,24500,25000,% of Net Assets,0.7%,1.9%,1.9%,24500.0,,0.7%,,,,,,,
136,"Senior Secured Term Loan B(12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)(30)",25000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(4)(30)",25000,49500,25000,49500,0.7%,1.4%,1.9%,24500.0,,0.7%,,,,,,,
137,Crosman Corporation,New York / Manufacturing,"Senior Secured Term Loan A (9.13% (LIBOR + 8.70% with 0.3% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(4)(6)(31)",53707,49500,53707,49500,51660,1.4%,1.5%,24500.0,,0.7%,,,,,,,
138,"Senior Secured Term Loan B (16.13% (LIBOR + 15.70% with 0.3% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(4)(6)(31)",40920,"Senior Secured Term Loan A (9.13% (LIBOR + 8.70% with 0.3% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(4)(6)(31)",40920,49500,38396,49500,1.1%,1.4%,1.5%,24500.0,,0.7%,,,,,,,
139,"Senior Secured Term Loan B (16.13% (LIBOR + 15.70% with 0.3% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(4)(6)(31)",40920,"Senior Secured Term Loan A (9.13% (LIBOR + 8.70% with 0.3% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(4)(6)(31)",40920,94627,38396,90056,1.1%,2.6%,1.5%,24500.0,,0.7%,,,,,,,
140,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.63% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(4)(30)",17413,94627,17413,90056,17413,2.6%,0.5%,24500.0,,0.7%,,,,,,,
141,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.63% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(4)(30)",17413,17413,17413,17413,17413,0.5%,0.5%,24500.0,,0.7%,,,,,,,
142,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(27)",15700,17413,15602,17413,15700,0.5%,0.5%,24500.0,,0.7%,,,,,,,
143,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(27)",15700,15602,15602,15700,15700,0.5%,0.5%,24500.0,,0.7%,,,,,,,
144,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)(30)",24446,15602,24446,15700,24117,0.5%,0.7%,24500.0,,0.7%,,,,,,,
145,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(4)(33)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)(30)",-,15602,(202,15700,-%,0.5%,0.7%,24500.0,,0.7%,,,,,,,
146,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(4)(33)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(4)(30)",-,24446,(202,23915,-%,0.7%,0.7%,24500.0,,0.7%,,,,,,,
147,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(27)(31)",18000,24446,17862,23915,18000,0.7%,0.5%,24500.0,,0.7%,,,,,,,
148,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(4)(27)(31)",18000,17862,17862,18000,18000,0.5%,0.5%,24500.0,,0.7%,,,,,,,
149,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.15%)(24)(32)",39275,17862,29195,18000,29001,0.5%,0.8%,24500.0,,0.7%,,,,,,,
150,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.15%)(24)(32)",39275,29195,29195,29001,29001,0.8%,0.8%,24500.0,,0.7%,,,,,,,
151,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.96%)(24)(32)",24575,29195,19420,29001,18092,0.8%,0.5%,24500.0,,0.7%,,,,,,,
152,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.96%)(24)(32)",24575,19420,19420,18092,18092,0.5%,0.5%,24500.0,,0.7%,,,,,,,
153,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.67%)(24)(25)(32)",39905,19420,31376,18092,29034,0.5%,0.8%,24500.0,,0.7%,,,,,,,
154,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.67%)(24)(25)(32)",39905,31376,31376,29034,29034,0.8%,0.8%,24500.0,,0.7%,,,,,,,
155,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(4)(31)",49379,31376,49379,29034,48893,0.8%,1.4%,24500.0,,0.7%,,,,,,,
156,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(4)(31)",49379,49379,49379,48893,48893,1.4%,1.4%,24500.0,,0.7%,,,,,,,
157,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.06%)(24)(32)",23188,49379,18672,48893,18969,1.4%,0.6%,24500.0,,0.7%,,,,,,,
158,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.06%)(24)(32)",23188,18672,18672,18969,18969,0.6%,0.6%,24500.0,,0.7%,,,,,,,
159,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 23.80%)(24)(32)",40400,18672,32563,18969,33415,0.6%,1.0%,24500.0,,0.7%,,,,,,,
160,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 23.80%)(24)(32)",40400,32563,32563,33415,33415,1.0%,1.0%,24500.0,,0.7%,,,,,,,
161,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,33415,1.0%,1.0%,24500.0,,0.7%,,,,,,,
162,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.25%)(24)(32)",Principal Value,24500,Fair  Value(2),% of Net Assets,18853,1.0%,1.0%,17435.0,,0.5%,,,,,,,
163,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.25%)(24)(32)",Principal Value,18853,Fair  Value(2),17435,18853,0.5%,1.0%,17435.0,,0.5%,,,,,,,
164,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.67%)(24)(25)(32)",41164,18853,31691,17435,31344,0.5%,0.9%,17435.0,,0.5%,,,,,,,
165,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.67%)(24)(25)(32)",41164,31691,31691,31344,31344,0.9%,0.9%,17435.0,,0.5%,,,,,,,
166,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.00%)(24)(25)(32)",39598,31691,40552,31344,38102,0.9%,1.1%,17435.0,,0.5%,,,,,,,
167,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.00%)(24)(25)(32)",39598,40552,40552,38102,38102,1.1%,1.1%,17435.0,,0.5%,,,,,,,
168,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%)(24)(25)(32)",19025,40552,14516,38102,12179,1.1%,0.4%,17435.0,,0.5%,,,,,,,
169,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.12%)(24)(25)(32)",19025,14516,14516,12179,12179,0.4%,0.4%,17435.0,,0.5%,,,,,,,
170,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(27)(30)",9000,14516,8878,12179,8878,0.4%,0.3%,17435.0,,0.5%,,,,,,,
171,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)(27)(30)",9000,8878,8878,8878,8878,0.3%,0.3%,17435.0,,0.5%,,,,,,,
172,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(4)(30)",22275,8878,22275,8878,21396,0.3%,0.6%,17435.0,,0.5%,,,,,,,
173,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(4)(30)",22275,22275,22275,21396,21396,0.6%,0.6%,17435.0,,0.5%,,,,,,,
174,"ICV-CAS Holdings, LLC",New York / Transportation,Escrow Receivable,-,22275,-,21396,58,0.6%,-%,17435.0,,0.5%,,,,,,,
175,"ICV-CAS Holdings, LLC",New York / Transportation,Escrow Receivable,-,22275,-,21396,58,0.6%,-%,17435.0,,0.5%,,,,,,,
176,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(30)",115442,22275,115442,21396,115442,0.6%,3.4%,17435.0,,0.5%,,,,,,,
177,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(4)(30)",150100,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(30)",150100,22275,150100,21396,4.3%,0.6%,3.4%,17435.0,,0.5%,,,,,,,
178,"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)(30)",27000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(30)",27000,22275,27000,21396,0.8%,0.6%,3.4%,17435.0,,0.5%,,,,,,,
179,"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(33)",-,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(30)",-,22275,-,21396,-%,0.6%,3.4%,17435.0,,0.5%,,,,,,,
180,"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(33)",-,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)(30)",-,292542,-,292542,-%,8.5%,3.4%,17435.0,,0.5%,,,,,,,
181,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(4)(31)",79759,292542,79759,292542,79759,8.5%,2.3%,17435.0,,0.5%,,,,,,,
182,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(4)(31)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(4)(31)",131125,292542,129979,292542,3.8%,8.5%,2.3%,17435.0,,0.5%,,,,,,,
183,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(4)(31)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(4)(31)",131125,210884,129979,209738,3.8%,6.1%,2.3%,17435.0,,0.5%,,,,,,,
184,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(27)",2868,210884,2868,209738,2777,6.1%,0.1%,17435.0,,0.5%,,,,,,,
185,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(27)",2868,2868,2868,2777,2777,0.1%,0.1%,17435.0,,0.5%,,,,,,,
186,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.40%)(24)(25)(32)",19500,2868,16925,2777,12241,0.1%,0.4%,17435.0,,0.5%,,,,,,,
187,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.40%)(24)(25)(32)",19500,16925,16925,12241,12241,0.4%,0.4%,17435.0,,0.5%,,,,,,,
188,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(30)",35432,16925,35432,12241,35432,0.4%,1.0%,17435.0,,0.5%,,,,,,,
189,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(30)",35432,35432,35432,35432,35432,1.0%,1.0%,17435.0,,0.5%,,,,,,,
190,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,35432,1.0%,1.0%,17435.0,,0.5%,,,,,,,
191,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(4)(6)(31)",Principal Value,34629,Fair  Value(2),% of Net Assets,34629,1.0%,1.0%,29495.0,,0.9%,,,,,,,
192,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(31)",21245,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(4)(6)(31)",21245,34629,18095,% of Net Assets,0.5%,1.0%,1.0%,29495.0,,0.9%,,,,,,,
193,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(31)",21245,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(4)(6)(31)",21245,55874,18095,47590,0.5%,1.4%,1.0%,29495.0,,0.9%,,,,,,,
194,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.71%)(24)(32)",30500,55874,23256,47590,22225,1.4%,0.6%,29495.0,,0.9%,,,,,,,
195,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.71%)(24)(32)",30500,23256,23256,22225,22225,0.6%,0.6%,29495.0,,0.9%,,,,,,,
196,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.38%)(24)(32)",31110,23256,22617,22225,23670,0.6%,0.7%,29495.0,,0.9%,,,,,,,
197,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.38%)(24)(32)",31110,22617,22617,23670,23670,0.7%,0.7%,29495.0,,0.9%,,,,,,,
198,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",32327,22617,32327,23670,32260,0.7%,0.9%,29495.0,,0.9%,,,,,,,
199,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",40562,22617,40562,23670,1.2%,0.7%,0.9%,29495.0,,0.9%,,,,,,,
200,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",40562,72889,40562,72822,1.2%,2.1%,0.9%,29495.0,,0.9%,,,,,,,
201,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,72889,1252,72822,2037,2.1%,0.1%,29495.0,,0.9%,,,,,,,
202,"Class A Common Units (1,250,000 units)",-,"Preferred Units (1,250,000 units)",-,72889,895,72822,-%,2.1%,0.1%,29495.0,,0.9%,,,,,,,
203,"Class A Common Units (1,250,000 units)",-,"Preferred Units (1,250,000 units)",-,1252,895,2932,-%,0.1%,0.1%,29495.0,,0.9%,,,,,,,
204,Mineral Fusions Natural Brands,Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%)(40),-,1252,-,2932,266,0.1%,-%,29495.0,,0.9%,,,,,,,
205,Mineral Fusions Natural Brands,Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%)(40),-,-,-,266,266,-%,-%,29495.0,,0.9%,,,,,,,
206,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.24%)(24)(32)",43650,-,34466,266,31761,-%,0.9%,29495.0,,0.9%,,,,,,,
207,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.24%)(24)(32)",43650,34466,34466,31761,31761,0.9%,0.9%,29495.0,,0.9%,,,,,,,
208,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.81%)(24)(25)(32)",47830,34466,43830,31761,39129,0.9%,1.1%,29495.0,,0.9%,,,,,,,
209,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.81%)(24)(25)(32)",47830,43830,43830,39129,39129,1.1%,1.1%,29495.0,,0.9%,,,,,,,
210,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(27)",3000,43830,3000,39129,3000,1.1%,0.1%,29495.0,,0.9%,,,,,,,
211,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(27)",3000,3000,3000,3000,3000,0.1%,0.1%,29495.0,,0.9%,,,,,,,
212,NCP Finance Limited Partnership(37),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(27)(31)(32)",16169,3000,15977,3000,16125,0.1%,0.5%,29495.0,,0.9%,,,,,,,
213,NCP Finance Limited Partnership(37),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(27)(31)(32)",16169,15977,15977,16125,16125,0.5%,0.5%,29495.0,,0.9%,,,,,,,
214,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, due 4/16/2018)(3)(6)(27)",14192,15977,14061,16125,13133,0.5%,0.4%,29495.0,,0.9%,,,,,,,
215,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, due 4/16/2018)(3)(6)(27)",14192,14061,14061,13133,13133,0.4%,0.4%,29495.0,,0.9%,,,,,,,
216,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.20%)(24)(32)",32921,14061,26520,13133,23862,0.4%,0.7%,29495.0,,0.9%,,,,,,,
217,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.20%)(24)(32)",32921,26520,26520,23862,23862,0.7%,0.7%,29495.0,,0.9%,,,,,,,
218,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.20%)(24)(25)(32)",28200,26520,20456,23862,19547,0.7%,0.6%,29495.0,,0.9%,,,,,,,
219,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.20%)(24)(25)(32)",28200,20456,20456,19547,19547,0.6%,0.6%,29495.0,,0.9%,,,,,,,
220,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,19547,0.6%,0.6%,29495.0,,0.9%,,,,,,,
221,Onyx Payments(43),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(30)(33)",Principal Value,1000,Fair  Value(2),% of Net Assets,1000,0.6%,0.6%,1000.0,,-%,,,,,,,
