,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
197,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.31%, due 10/15/2030)(5)(14)",3/14/2013,50525,,35806,,28328,,0.9%,,,,,,,,,,
198,,,,,,35806,,28328,,0.9%,,,,,,,,,,,
199,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.50%, due 5/16/2031)(5)(14)",4/17/2018,24575,,16735,,13062,,0.4%,,,,,,,,,,
200,,,,,,16735,,13062,,0.4%,,,,,,,,,,,
201,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.99%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,,29748,,20516,,0.6%,,,,,,,,,,
202,,,,,,29748,,20516,,0.6%,,,,,,,,,,,
203,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Rated Secured Structured Note (11.96% (LIBOR + 8.48%), due 7/15/2031)(6)(11)(14)(37)",7/16/2018,6658,,6187,,6784,,0.2%,,,,,,,,,,
204,,,,,,6187,,6784,,0.2%,,,,,,,,,,,
205,Global Tel*Link Corporation,Diversified Telecommunication Services,"Second Lien Term Loan (10.75% (LIBOR + 8.25%), due 11/29/2026)(3)(8)(13)",12/4/2018,26750,,26296,,26296,,0.8%,,,,,,,,,,
206,,,,,,26296,,26296,,0.8%,,,,,,,,,,,
207,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,"Second Lien Term Loan (10.50% (LIBOR + 8.00%), due 10/16/2026)(3)(8)(13)",10/25/2018,12500,,12322,,12704,,0.4%,,,,,,,,,,
208,,,,,,12322,,12704,,0.4%,,,,,,,,,,,
209,"H.I.G. ECI Merger Sub, Inc.",IT Services,"Senior Secured Term Loan A (8.31% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,44352,,44352,,44352,,1.3%,,,,,,,,,,
210,"Senior Secured Term Loan B (13.31% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,,29900,,29416,,0.9%,,,,,,,,,,,,
211,,,,,,74252,,73768,,2.2%,,,,,,,,,,,
212,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/21/2012,23188,,3804,,564,,-%,,,,,,,,,,
213,,,,,,3804,,564,,-%,,,,,,,,,,,
214,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,,20218,,8841,,0.3%,,,,,,,,,,
215,,,,,,20218,,8841,,0.3%,,,,,,,,,,,
216,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
217,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
218,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
219,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/18/2026)(5)(14)(17)",3/6/2014,,24500,,,12130,,,5446.0,,0.2%,,,,,,,
220,,,,,,12130,,5446,,0.2%,,,,,,,,,,,
221,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(6)(14)(17)",4/28/2014,41164,,21322,,5847,,0.2%,,,,,,,,,,
222,,,,,,21322,,5847,,0.2%,,,,,,,,,,,
223,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 16.33%, due 10/18/2027)(5)(6)(14)",9/3/2015,39598,,33354,,29922,,0.9%,,,,,,,,,,
224,,,,,,33354,,29922,,0.9%,,,,,,,,,,,
225,"Halyard MD OPCO, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (10.61% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,,,,
226,"First Lien Term Loan (10.61% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(3)(11)",8/6/2018,11700,,11700,,11700,,0.4%,,,,,,,,,,,,
227,,,,,,11700,,11700,,0.4%,,,,,,,,,,,
228,"Harbortouch Payments, LLC",Commercial Services & Supplies,Escrow Receivable,3/31/2014,-,,-,,1008,,-%,,,,,,,,,,
229,,,,,,-,,1008,,-%,,,,,,,,,,,
230,"HarbourView CLO VII-R, Ltd. (f/k/a HarbourView CLO VII, Ltd.)",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.98%, due 7/18/2031)(5)(6)(14)",6/10/2015,19025,,13469,,12512,,0.4%,,,,,,,,,,
231,,,,,,13469,,12512,,0.4%,,,,,,,,,,,
232,"Help/Systems Holdings, Inc.",Software,"Second Lien Term Loan (10.25% (LIBOR + 7.75%), due 3/27/2026)(3)(8)(13)",4/17/2018,12499,,12455,,12455,,0.4%,,,,,,,,,,
233,,,,,,12455,,12455,,0.4%,,,,,,,,,,,
234,"Ingenio, LLC",Interactive Media & Services,"Senior Secured Term Loan (10.11% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",9/25/2017,9647,,9647,,9647,,0.3%,,,,,,,,,,
235,,,,,,9647,,9647,,0.3%,,,,,,,,,,,
236,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,19583,,19583,,19583,,0.6%,,,,,,,,,,
237,,,,,,19583,,19583,,0.6%,,,,,,,,,,,
238,"Janus International Group, LLC",Building Products,"Second Lien Term Loan (10.25% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(3)(8)(13)",2/22/2018,20000,,19836,,19836,,0.6%,,,,,,,,,,
239,,,,,,19836,,19836,,0.6%,,,,,,,,,,,
240,JD Power and Associates,Capital Markets,"Second Lien Term Loan (11.00% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",9/16/2016,25222,,25079,,25222,,0.8%,,,,,,,,,,
241,,,,,,25079,,25222,,0.8%,,,,,,,,,,,
242,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.79%, due 10/20/2031)(5)(6)(14)",7/28/2015,23594,,18190,,12859,,0.4%,,,,,,,,,,
243,,,,,,18190,,12859,,0.4%,,,,,,,,,,,
244,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (11.25% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",10/20/2016,25887,,25430,,25430,,0.8%,,,,,,,,,,
245,,,,,,25430,,25430,,0.8%,,,,,,,,,,,
246,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
247,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
248,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
249,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (11.85% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,,50000,,,50000,,,50000.0,,1.5%,,,,,,,
250,,,,,,50000,,50000,,1.5%,,,,,,,,,,,
251,LCM XIV Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.00%, due 7/21/2031)(5)(14)",7/11/2013,49934,,27462,,22665,,0.7%,,,,,,,,,,
252,,,,,,27462,,22665,,0.7%,,,,,,,,,,,
253,"Madison Park Funding IX, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 8/15/2022)(5)(14)(17)",7/18/2012,43110,,1958,,1261,,-%,,,,,,,,,,
254,,,,,,1958,,1261,,-%,,,,,,,,,,,
255,"MedMark Services, Inc.(51)",Health Care Providers & Services,"Second Lien Term Loan (10.74% (LIBOR + 8.25% with 1.00% LIBOR floor), due 3/1/2025)(3)(8)(13)",3/16/2018,7000,,6940,,6940,,0.2%,,,,,,,,,,
256,,,,,,6940,,6940,,0.2%,,,,,,,,,,,
257,"Memorial MRI & Diagnostic, LLC",Health Care Providers & Services,"Senior Secured Term Loan (11.11% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(3)(11)",3/16/2017,36355,,36355,,36355,,1.1%,,,,,,,,,,
258,,,,,,36355,,36355,,1.1%,,,,,,,,,,,
259,"Mobile Posse, Inc.",Media,"First Lien Term Loan (11.11% (LIBOR + 8.50% with 2.00% LIBOR floor), due 4/3/2023)(3)(11)",4/3/2018,26800,,26800,,26800,,0.8%,,,,,,,,,,
260,,,,,,26800,,26800,,0.8%,,,,,,,,,,,
261,Mountain View CLO 2013-I Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.83%, due 10/15/2030)(5)(14)",5/1/2013,43650,,29083,,21543,,0.6%,,,,,,,,,,
262,,,,,,29083,,21543,,0.6%,,,,,,,,,,,
263,Mountain View CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 20.60%, due 7/15/2031)(5)(6)(14)",6/25/2015,47830,,29321,,32900,,1.0%,,,,,,,,,,
264,,,,,,29321,,32900,,1.0%,,,,,,,,,,,
265,"MRP Holdco, Inc.",Professional Services,"Senior Secured Term Loan A (7.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 4/17/2024)(3)(13)",4/17/2018,54237,,54237,,54237,,1.6%,,,,,,,,,,
266,"Senior Secured Term Loan B (11.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 4/17/2024)(13)",4/17/2018,55000,,55000,,55000,,1.7%,,,,,,,,,,,,
267,,,,,,109237,,109237,,3.3%,,,,,,,,,,,
268,"Octagon Investment Partners XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.18%, due 7/19/2030)(5)(14)",2/20/2013,42064,,32925,,26332,,0.8%,,,,,,,,,,
269,,,,,,32925,,26332,,0.8%,,,,,,,,,,,
270,"Octagon Investment Partners 18-R Ltd. (f/k/a Octagon Investment Partners XVIII, Ltd.)",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 17.89%, due 4/16/2031)(5)(6)(14)",8/17/2015,46016,,27341,,24837,,0.7%,,,,,,,,,,
271,,,,,,27341,,24837,,0.7%,,,,,,,,,,,
272,Pearl Intermediate Parent LLC,Health Care Providers & Services,"Second Lien Term Loan (8.74% (LIBOR + 6.25%), due 2/15/2026)(3)(8)(13)",2/28/2018,5000,,4978,,4978,,0.1%,,,,,,,,,,
273,,,,,,4978,,4978,,0.1%,,,,,,,,,,,
274,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
275,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
276,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
277,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Interactive Media & Services,"Revolving Line of Credit – $1,000 Commitment (12.30% (LIBOR + 9.50% with 1.00% LIBOR floor), due 7/1/2020)(11)(15)",7/1/2015,,500,,,500,,,500.0,,-%,,,,,,,
278,"Senior Secured Term Loan A (9.30% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,18190,,18190,,18190,,0.6%,,,,,,,,,,,,
279,"Senior Secured Term Loan B (15.30% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,19844,,19844,,19844,,0.6%,,,,,,,,,,,,
280,,,,,,38534,,38534,,1.2%,,,,,,,,,,,
281,"PGX Holdings, Inc.",Diversified Consumer Services,"Second Lien Term Loan (11.50% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",9/29/2014,100091,,100091,,98590,,3.0%,,,,,,,,,,
282,,,,,,100091,,98590,,3.0%,,,,,,,,,,,
283,Photonis Technologies SAS,"Electronic Equipment, Instruments & Components","First Lien Term Loan (10.00% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(3)(8)(13)(14)",9/10/2013,12872,,12736,,12872,,0.4%,,,,,,,,,,
284,,,,,,12736,,12872,,0.4%,,,,,,,,,,,
285,"PlayPower, Inc.",Leisure Products,"Second Lien Term Loan (11.25% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(13)",6/23/2015,11000,,10922,,10968,,0.3%,,,,,,,,,,
286,,,,,,10922,,10968,,0.3%,,,,,,,,,,,
287,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,"First Lien Term Loan (8.00% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(3)(8)(13)",1/5/2018,9875,,9447,,9875,,0.3%,,,,,,,,,,
288,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(3)(8)(13)",1/5/2018,50000,,47068,,49955,,1.5%,,,,,,,,,,,,
289,,,,,,56515,,59830,,1.8%,,,,,,,,,,,
290,"RGIS Services, LLC",Commercial Services & Supplies,"Senior Secured Term Loan (10.24% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,6786,,6759,,5997,,0.2%,,,,,,,,,,
291,"Senior Secured Term Loan (10.00% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(13)",4/20/2017,8278,,8245,,7315,,0.2%,,,,,,,,,,,,
292,,,,,,15004,,13312,,0.4%,,,,,,,,,,,
293,RME Group Holding Company,Media,"Senior Secured Term Loan A (8.61% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,29383,,29383,,29294,,0.9%,,,,,,,,,,
294,"Senior Secured Term Loan B (13.61% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,22861,,22861,,22861,,0.7%,,,,,,,,,,,,
295,,,,,,52244,,52155,,1.6%,,,,,,,,,,,
296,"Rocket Software, Inc.",Software,"Second Lien Term Loan (10.75% (LIBOR + 8.25%), due 11/27/2026)(3)(8)(13)",12/7/2018,50000,,49521,,50000,,1.5%,,,,,,,,,,
297,,,,,,49521,,50000,,1.5%,,,,,,,,,,,
298,Romark WM-R Ltd. (f/k/a Washington Mill CLO Ltd.),Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.78%, due 4/20/2031)(5)(6)(14)",5/15/2014,27725,,22516,,16671,,0.5%,,,,,,,,,,
299,,,,,,22516,,16671,,0.5%,,,,,,,,,,,
300,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
301,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
302,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
303,Rosa Mexicano,"Hotels, Restaurants & Leisure","Revolving Line of Credit – $2,500 Commitment (10.11% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(11)(15)",3/29/2018,,-,,,-,,,-,,-%,,,,,,,
304,"Senior Secured Term Loan (10.11% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(3)(11)",3/29/2018,28363,,28363,,28363,,0.9%,,,,,,,,,,,,
305,,,,,,28363,,28363,,0.9%,,,,,,,,,,,
306,"SCS Merger Sub, Inc.",IT Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(13)",11/6/2015,20000,,19661,,20000,,0.6%,,,,,,,,,,
307,,,,,,19661,,20000,,0.6%,,,,,,,,,,,
308,"Securus Technologies Holdings, Inc.",Communications Equipment,"Second Lien Term Loan (10.75% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(3)(8)(13)",11/3/2017,50662,,50497,,50497,,1.5%,,,,,,,,,,
309,,,,,,50497,,50497,,1.5%,,,,,,,,,,,
310,"SEOTownCenter, Inc.",IT Services,"Senior Secured Term Loan A (10.11% (LIBOR + 7.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,26500,,26500,,26500,,0.8%,,,,,,,,,,
311,"Senior Secured Term Loan B (15.11% (LIBOR + 12.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,19000,,19000,,19000,,0.6%,,,,,,,,,,,,
312,,,,,,45500,,45500,,1.4%,,,,,,,,,,,
313,SESAC Holdco II LLC,Entertainment,"Second Lien Term Loan (9.75% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(3)(8)(13)",3/2/2017,8000,,7953,,7953,,0.2%,,,,,,,,,,
314,,,,,,7953,,7953,,0.2%,,,,,,,,,,,
315,SMG US Midco,"Hotels, Restaurants & Leisure","Second Lien Term Loan (9.50% (LIBOR + 7.00%), due 1/23/2026)(3)(8)(13)",1/23/2018,7500,,7484,,7484,,0.2%,,,,,,,,,,
316,,,,,,7484,,7484,,0.2%,,,,,,,,,,,
317,"Spartan Energy Services, Inc.",Energy Equipment & Services,"Senior Secured Term Loan A (10.49% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/15/2019)(13)",10/20/2014,13156,,13156,,13103,,0.4%,,,,,,,,,,
318,"Senior Secured Term Loan B (16.49% PIK (LIBOR + 14.00% with 1.00% LIBOR floor), due 4/15/2019)(13)(46)",10/20/2014,20372,,20372,,20210,,0.6%,,,,,,,,,,,,
319,,,,,,33528,,33313,,1.0%,,,,,,,,,,,
320,Spectrum Holdings III Corp,Health Care Equipment & Supplies,"Second Lien Term Loan (9.50% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(3)(8)(13)",1/31/2018,7500,,7468,,7202,,0.2%,,,,,,,,,,
321,,,,,,7468,,7202,,0.2%,,,,,,,,,,,
322,Strategic Materials,Household Durables,"Second Lien Term Loan (10.49% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(3)(8)(11)",11/1/2017,7000,,6942,,5634,,0.2%,,,,,,,,,,
323,,,,,,6942,,5634,,0.2%,,,,,,,,,,,
324,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests(43),12/4/2006,,,-,,-,,-%,,,,,,,,,,
325,,,,,,-,,-,,-%,,,,,,,,,,,
326,Sudbury Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 6.72%, due 1/17/2026)(5)(14)",12/5/2013,28200,,15711,,13262,,0.4%,,,,,,,,,,
327,,,,,,15711,,13262,,0.4%,,,,,,,,,,,
328,Symphony CLO XIV Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/14/2026)(5)(6)(14)(17)",5/29/2014,49250,,31890,,20762,,0.6%,,,,,,,,,,
329,,,,,,31890,,20762,,0.6%,,,,,,,,,,,
330,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
331,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
332,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
333,"Symphony CLO XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.76%, due 1/17/2032)(5)(14)",11/17/2014,,63831,,,42785,,,21959.0,,0.7%,,,,,,,
334,,,,,,42785,,21959,,0.7%,,,,,,,,,,,
335,"Symphony CLO XV, Ltd.",Structured Finance,"Rated Secured Structured Note (11.83% (LIBOR + 8.68%), due 1/17/2032)(11)(14)(37)",12/24/2018,12000,,11398,,12157,,0.4%,,,,,,,,,,
336,,,,,,11398,,12157,,0.4%,,,,,,,,,,,
337,TGP HOLDINGS III LLC,Household Durables,"Second Lien Term Loan (11.10% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(11)",10/3/2017,3000,,2963,,2963,,0.1%,,,,,,,,,,
338,,,,,,,2963,,2963,,0.1%,,,,,,,,,,
339,"TouchTunes Interactive Networks, Inc.",Entertainment,"Second Lien Term Loan (10.73% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(13)",5/29/2015,14000,,13940,,14000,,0.4%,,,,,,,,,,
340,,,,,,,13940,,14000,,0.4%,,,,,,,,,,
341,"Town & Country Holdings, Inc.",Distributors,"First Lien Term Loan (11.11% (LIBOR + 8.50% with 1.50% LIBOR floor), due 1/26/2023)(3)(11)",1/26/2018,173274,,173274,,173274,,5.2%,,,,,,,,,,
342,,,,,,,173274,,173274,,5.2%,,,,,,,,,,
343,"Transplace Holdings, Inc.",Transportation Infrastructure,"Second Lien Term Loan (11.23% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(3)(8)(13)",10/5/2017,28104,,27557,,28104,,0.8%,,,,,,,,,,
344,,,,,,,27557,,28104,,0.8%,,,,,,,,,,
345,"Turning Point Brands, Inc.(42)",Tobacco,"Second Lien Term Loan (9.48% (LIBOR + 7.00%), due 3/7/2024)(3)(8)(13)",2/17/2017,14500,,14412,,14500,,0.4%,,,,,,,,,,
346,,,,,,,14412,,14500,,0.4%,,,,,,,,,,
347,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods","Second Lien Term Loan (12.00% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(13)",10/2/2015,37000,,36631,,36631,,1.1%,,,,,,,,,,
348,,,,,,,36631,,36631,,1.1%,,,,,,,,,,
349,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit – $2,000 Commitment (11.75% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2019)(13)(15)",4/15/2015,1500,,1500,,1500,,-%,,,,,,,,,,
350,"Senior Secured Term Loan A (9.25% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,8072,,8072,,8072,,0.3%,,,,,,,,,,,,
351,"Senior Secured Term Loan B (14.25% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,19747,,19747,,19747,,0.6%,,,,,,,,,,,,
352,Equity(16),4/15/2015,-,,1,,-,,-%,,,,,,,,,,,,
353,,,,,,,29320,,29319,,0.9%,,,,,,,,,,
354,"UTZ Quality Foods, LLC",Food Products,"Second Lien Term Loan (9.75% (LIBOR + 7.25%), due 11/21/2025)(3)(8)(13)",11/21/2017,10000,,9896,,9995,,0.3%,,,,,,,,,,
355,,,,,,,9896,,9995,,0.3%,,,,,,,,,,
356,"VC GB Holdings, Inc.",Household Durables,"Subordinated Secured Term Loan (10.50% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(13)",2/28/2017,14433,,14197,,14433,,0.4%,,,,,,,,,,
357,,,,,,,14197,,14433,,0.4%,,,,,,,,,,
358,Venio LLC,Professional Services,"Second Lien Term Loan (4.00% plus 10.31% PIK (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",2/19/2014,23762,,21290,,21750,,0.7%,,,,,,,,,,
359,,,,,,,21290,,21750,,0.7%,,,,,,,,,,
360,"Voya CLO 2012-2, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",8/28/2012,38070,,450,,584,,-%,,,,,,,,,,
361,,,,,,,450,,584,,-%,,,,,,,,,,
362,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
363,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,
364,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,
365,"Voya CLO 2012-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",10/18/2012,,46632,,,-,,,583.0,,-%,,,,,,,
366,,,,,,,-,,583,,-%,,,,,,,,,,
367,"Voya CLO 2012-4, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.11%, due 10/16/2028)(5)(14)",11/29/2012,40613,,31067,,28286,,0.8%,,,,,,,,,,
368,,,,,,,31067,,28286,,0.8%,,,,,,,,,,
369,"Voya CLO 2014-1, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.88%, due 4/18/2031)(5)(6)(14)",3/13/2014,40773,,29600,,23454,,0.7%,,,,,,,,,,
370,,,,,,,29600,,23454,,0.7%,,,,,,,,,,
371,"Voya CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.76%, due 10/20/2031)(5)(6)(14)",10/27/2016,28100,,27366,,23356,,0.7%,,,,,,,,,,
372,,,,,,,27366,,23356,,0.7%,,,,,,,,,,
373,"Voya CLO 2017-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.35%, due 7/20/2030)(5)(6)(14)",7/12/2017,44885,,49652,,43235,,1.3%,,,,,,,,,,
374,,,,,,,49652,,43235,,1.3%,,,,,,,,,,
375,"VT Topco, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (9.60% (LIBOR + 7.00%), due 8/17/2026)(3)(8)(11)",8/23/2018,7000,,6968,,6968,,0.2%,,,,,,,,,,
376,,,,,,,6968,,6968,,0.2%,,,,,,,,,,
377,"Wink Holdco, Inc.",Insurance,"Second Lien Term Loan (9.25% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(3)(8)(13)",12/1/2017,3000,,2988,,2945,,0.1%,,,,,,,,,,
378,,,,,,,2988,,2945,,0.1%,,,,,,,,,,
379,,Total Non-Control/Non-Affiliate Investments (Level 3),,,3437174,,,3214915,,96.5%,,,,,,,,,,,
380,,,Total Portfolio Investments (Level 3),,,5949069,,,5700673,,171.1%,,,,,,,,,,
381,Health Care Providers & Services,,244359,,,-,,,-,,,-,,,-,,,-,244359.0,,
382,Machinery,-,,28622,,-,,-,,-,,6866,,35488,,,,,,,
383,Media,4614,,-,,-,,-,,-,,12869,,17483,,,,,,,
384,Online Lending,172000,,-,,-,,-,,-,,100949,,272949,,,,,,,
385,Personal Products,217325,,-,,-,,-,,-,,15000,,232325,,,,,,,
386,Trading Companies & Distributors,63375,,-,,-,,-,,-,,-,,63375,,,,,,,
387,Total Control Investments,,1390613,,,370530,,,-,,,-,,,7057,,,563416,2331616.0,,
388,Affiliate Investments,,,,,,,,,,,,,,,,,,,,
389,Distributors,,-,,,127091,,,-,,,-,,,-,,,-,127091.0,,
390,Diversified Consumer Services,-,,7608,,-,,-,,31849,,6577,,46034,,,,,,,
391,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,7154,,7154,,,,,,,
392,Total Affiliate Investments,,-,,,134699,,,-,,,-,,,31849,,,13731,180279.0,,
393,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,
394,Air Freight & Logistics,,-,,,12322,,,-,,,-,,,-,,,-,12322.0,,
