,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
204,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.75%)(6)(7)(15)",19500,,16915,,13072,,0.4%,,,,,,,,,,,,,
205,,,,,16915,,13072,,0.4%,,,,,,,,,,,,,,
206,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(11)(13)(47)",35477,,35477,,35477,,1.0%,,,,,,,,,,,,,
207,,,,,35477,,35477,,1.0%,,,,,,,,,,,,,,
208,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",34570,,34570,,32113,,0.9%,,,,,,,,,,,,,
209,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",21214,,21214,,19705,,0.6%,,,,,,,,,,,,,,,
210,,,,,55784,,51818,,1.5%,,,,,,,,,,,,,,
211,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.80%)(6)(15)",30500,,22890,,23376,,0.7%,,,,,,,,,,,,,
212,,,,,22890,,23376,,0.7%,,,,,,,,,,,,,,
213,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.15%)(6)(15)",31110,,22259,,21174,,0.6%,,,,,,,,,,,,,
214,,,,,22259,,21174,,0.6%,,,,,,,,,,,,,,
215,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",30177,,30177,,30177,,0.9%,,,,,,,,,,,,,
216,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",40562,,40562,,40562,,1.2%,,,,,,,,,,,,,,,
217,,,,,70739,,70739,,2.1%,,,,,,,,,,,,,,
218,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",,,1252,,2037,,0.1%,,,,,,,,,,,,,
219,"Class A Common Units (1,250,000 units)",,,-,,353,,-%,,,,,,,,,,,,,,,
220,,,,,1252,,2390,,0.1%,,,,,,,,,,,,,,
221,Mineral Fusion Natural Brands,Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%)(37),,,-,,266,,-%,,,,,,,,,,,,,
222,,,,,-,,266,,-%,,,,,,,,,,,,,,
223,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.72%)(6)(15)",43650,,33156,,30928,,0.9%,,,,,,,,,,,,,
224,,,,,33156,,30928,,0.9%,,,,,,,,,,,,,,
225,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.23%)(6)(7)(15)",47830,,43088,,40218,,1.2%,,,,,,,,,,,,,
226,,,,,43088,,40218,,1.2%,,,,,,,,,,,,,,
227,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,,,
228,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,
229,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,
230,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(9)",,3000,,,3000,,,3000.0,,0.1%,,,,,,,,,,
231,,,,,3000,,3000,,0.1%,,,,,,,,,,,,,,
232,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(9)(11)(14)(15)",27199,,26504,,25838,,0.7%,,,,,,,,,,,,,
233,,,,,26504,,25838,,0.7%,,,,,,,,,,,,,,
234,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, due 4/16/2018)(3)(9)(47)",14311,,14197,,11776,,0.3%,,,,,,,,,,,,,
235,,,,,14197,,11776,,0.3%,,,,,,,,,,,,,,
236,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.54%)(6)(15)",32921,,26213,,24027,,0.7%,,,,,,,,,,,,,
237,,,,,26213,,24027,,0.7%,,,,,,,,,,,,,,
238,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.29%)(6)(7)(15)",28200,,20046,,19701,,0.6%,,,,,,,,,,,,,
239,,,,,20046,,19701,,0.6%,,,,,,,,,,,,,,
240,Onyx Payments(39),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(11)(13)(16)",1000,,1000,,1000,,-%,,,,,,,,,,,,,
241,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(11)(13)",48352,,48352,,48352,,1.4%,,,,,,,,,,,,,,,
242,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(11)(13)",59389,,59389,,59389,,1.8%,,,,,,,,,,,,,,,
243,,,,,108741,,108741,,3.2%,,,,,,,,,,,,,,
244,Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)(16)",2500,,2500,,2500,,0.1%,,,,,,,,,,,,,
245,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)",97994,,97994,,93624,,2.7%,,,,,,,,,,,,,,,
246,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(11)(14)",97994,,97994,,81567,,2.4%,,,,,,,,,,,,,,,
247,,,,,198488,,177691,,5.2%,,,,,,,,,,,,,,
248,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(9)(11)(14)",17500,,17486,,15744,,0.5%,,,,,,,,,,,,,
249,,,,,17486,,15744,,0.5%,,,,,,,,,,,,,,
250,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/16)(11)(13)(16)",-,,-,,-,,-%,,,,,,,,,,,,,
251,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)(13)",20379,,20379,,19907,,0.6%,,,,,,,,,,,,,,,
252,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)(13)",20938,,20938,,20215,,0.6%,,,,,,,,,,,,,,,
253,,,,,41317,,40122,,1.2%,,,,,,,,,,,,,,
254,"PGX Holdings, Inc.(40)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(11)(14)",135000,,135000,,135000,,3.9%,,,,,,,,,,,,,
255,,,,,135000,,135000,,3.9%,,,,,,,,,,,,,,
256,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,,,
257,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,
258,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,
259,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(9)(11)(14)(15)",,9927,,,9756,,,9015.0,,0.3%,,,,,,,,,,
260,,,,,9756,,9015,,0.3%,,,,,,,,,,,,,,
261,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(9)(11)(13)",7037,,6918,,5425,,0.2%,,,,,,,,,,,,,
262,,,,,6918,,5425,,0.2%,,,,,,,,,,,,,,
263,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(9)(11)(13)",11000,,10856,,10911,,0.3%,,,,,,,,,,,,,
264,,,,,10856,,10911,,0.3%,,,,,,,,,,,,,,
265,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(9)(11)(14)",10000,,9870,,10000,,0.3%,,,,,,,,,,,,,
266,,,,,9870,,10000,,0.3%,,,,,,,,,,,,,,
267,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",53683,,53683,,53683,,1.6%,,,,,,,,,,,,,
268,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",74500,,74500,,74500,,2.1%,,,,,,,,,,,,,,,
269,,,,,128183,,128183,,3.7%,,,,,,,,,,,,,,
270,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(9)",10000,,9934,,8701,,0.3%,,,,,,,,,,,,,
271,,,,,9934,,8701,,0.3%,,,,,,,,,,,,,,
272,"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(9)(11)(13)",20000,,19854,,20000,,0.6%,,,,,,,,,,,,,
273,,,,,19854,,20000,,0.6%,,,,,,,,,,,,,,
274,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(9)(11)(14)",5000,,4967,,4819,,0.1%,,,,,,,,,,,,,
275,,,,,4967,,4819,,0.1%,,,,,,,,,,,,,,
276,"SCS Merger Sub, Inc.",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(9)(11)(14)",20000,,19456,,19655,,0.6%,,,,,,,,,,,,,
277,,,,,19456,,19655,,0.6%,,,,,,,,,,,,,,
278,"Security Alarm Financing Enterprises, L.P.(41)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(11)(14)",25000,,25000,,22700,,0.7%,,,,,,,,,,,,,
279,,,,,25000,,22700,,0.7%,,,,,,,,,,,,,,
280,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(9)(11)(13)",10000,,9878,,9878,,0.3%,,,,,,,,,,,,,
281,,,,,9878,,9878,,0.3%,,,,,,,,,,,,,,
282,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(9)(11)(13)",16000,,15715,,15715,,0.5%,,,,,,,,,,,,,
283,,,,,15715,,15715,,0.5%,,,,,,,,,,,,,,
284,Small Business Whole Loan Portfolio(43),New York / Online Lending,"741 Small Business Loans purchased from On Deck Capital, Inc.",14603,,14603,,14215,,0.4%,,,,,,,,,,,,,
285,,,,,14603,,14215,,0.4%,,,,,,,,,,,,,,
286,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,,,
287,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,
288,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,
289,"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",,13156,,,12923,,,11368.0,,0.3%,,,,,,,,,,
290,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",14123,,13669,,984,,0.1%,,,,,,,,,,,,,,,
291,,,,,26592,,12352,,0.4%,,,,,,,,,,,,,,
292,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(10),-,,-,,-,,-%,,,,,,,,,,,,,
293,,,,,-,,-,,-%,,,,,,,,,,,,,,
294,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.64%)(6)(15)",28200,,20865,,17395,,0.5%,,,,,,,,,,,,,
295,,,,,20865,,17395,,0.5%,,,,,,,,,,,,,,
296,Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.11%)(6)(15)",45500,,32629,,29267,,0.9%,,,,,,,,,,,,,
297,,,,,32629,,29267,,0.9%,,,,,,,,,,,,,,
298,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.12%)(6)(7)(15)",49250,,39602,,35703,,1.0%,,,,,,,,,,,,,
299,,,,,39602,,35703,,1.0%,,,,,,,,,,,,,,
300,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.76%)(6)(15)",50250,,44141,,39523,,1.2%,,,,,,,,,,,,,
301,,,,,44141,,39523,,1.2%,,,,,,,,,,,,,,
302,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(11)(14)",104553,,104553,,104553,,3.0%,,,,,,,,,,,,,
303,,,,,104553,,104553,,3.0%,,,,,,,,,,,,,,
304,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(9)(11)(14)",5000,,4936,,4936,,0.1%,,,,,,,,,,,,,
305,,,,,4936,,4936,,0.1%,,,,,,,,,,,,,,
306,Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",34519,,34519,,34519,,1.0%,,,,,,,,,,,,,
307,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",36506,,36506,,36506,,1.1%,,,,,,,,,,,,,,,
308,,,,,71025,,71025,,2.1%,,,,,,,,,,,,,,
309,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(9)(11)(13)",4410,,4392,,4392,,0.1%,,,,,,,,,,,,,
310,,,,,4392,,4392,,0.1%,,,,,,,,,,,,,,
311,"Trinity Services Group, Inc.(44)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(11)(13)",9626,,9626,,9626,,0.3%,,,,,,,,,,,,,
312,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(11)(13)",125000,,125000,,125000,,3.6%,,,,,,,,,,,,,,,
313,,,,,134626,,134626,,3.9%,,,,,,,,,,,,,,
314,"United Sporting Companies, Inc.(45)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(11)(14)",140847,,140847,,136668,,4.0%,,,,,,,,,,,,,
315,,,,,140847,,136668,,4.0%,,,,,,,,,,,,,,
316,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(9)(11)(14)",37000,,36340,,36340,,1.1%,,,,,,,,,,,,,
317,,,,,36340,,36340,,1.1%,,,,,,,,,,,,,,
318,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,,,
319,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,
320,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,
321,"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(11)(14)(16)",,1000,,,1000,,,1000.0,,-%,,,,,,,,,,
322,"Senior Secured Term Loan A (8.25% (LIBOR + 7.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(11)(14)",16779,,16779,,16779,,0.5%,,,,,,,,,,,,,,,
323,"Senior Secured Term Loan B (13.25% (LIBOR + 12.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(11)(14)",19960,,19960,,19960,,0.6%,,,,,,,,,,,,,,,
324,Equity,,,1,,-,,-%,,,,,,,,,,,,,,,
325,,,,,37740,,37739,,1.1%,,,,,,,,,,,,,,
326,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(11)(13)",17000,,17000,,12876,,0.4%,,,,,,,,,,,,,
327,,,,,17000,,12876,,0.4%,,,,,,,,,,,,,,
328,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.84%)(6)(15)",38070,,28112,,28982,,0.8%,,,,,,,,,,,,,
329,,,,,28112,,28982,,0.8%,,,,,,,,,,,,,,
330,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.51%)(6)(15)",46632,,34597,,34319,,1.0%,,,,,,,,,,,,,
331,,,,,34597,,34319,,1.0%,,,,,,,,,,,,,,
332,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 19.09%)(6)(15)",40613,,30772,,30756,,0.9%,,,,,,,,,,,,,
333,,,,,30772,,30756,,0.9%,,,,,,,,,,,,,,
334,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.32%)(6)(7)(15)",32383,,26133,,26741,,0.8%,,,,,,,,,,,,,
335,,,,,26133,,26741,,0.8%,,,,,,,,,,,,,,
336,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.52%)(6)(7)(15)",22600,,18406,,15056,,0.4%,,,,,,,,,,,,,
337,,,,,18406,,15056,,0.4%,,,,,,,,,,,,,,
338,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(9)(11)(13)",15439,,15097,,15097,,0.4%,,,,,,,,,,,,,
339,,,,,15097,,15097,,0.4%,,,,,,,,,,,,,,
340,"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",12000,,12000,,12000,,0.4%,,,,,,,,,,,,,
341,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",5460,,5460,,5460,,0.2%,,,,,,,,,,,,,,,
342,,,,,17460,,17460,,0.6%,,,,,,,,,,,,,,
343,Total Non-Control/Non-Affiliate Investments (Level 3),,,4312122,,,4133939,,120.3%,,,,,,,,,,,,,,
344,Total Portfolio Investments,,,6091100,,,5897708,,171.6%,,,,,,,,,,,,,,
345,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,,,,,,,,,,,
346,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,
347,Credit Central Loan Company,6.49%,3.51%,10.00%,,,,,,,,,,,,,,,,,,,
348,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,,,,,,,,,,,,,,,,,,,
349,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,,,,,,,,,,,,,,,,,,,
350,Echelon Aviation LLC,-%,2.25%,2.25%,,,,,,,,,,,,,,,,,,,
351,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,,
352,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,
353,First Tower Finance Company LLC,0.80%,11.20%,12.00%,,,,,,,,,,,,,,,,,,,
354,"Harbortouch Payments, LLC",,,3.00%,(A),,,,,,,,,,,,,,,,,,
355,"JHH Holdings, Inc.",0.50%,-%,0.50%,,,,,,,,,,,,,,,,,,,
356,"LaserShip , Inc. - Term Loan A",2.00%,-%,2.00%,,,,,,,,,,,,,,,,,,,
357,"LaserShip , Inc. - Term Loan B",2.00%,-%,2.00%,,,,,,,,,,,,,,,,,,,
358,"Mity, Inc.",-%,10.00%,10.00%,,,,,,,,,,,,,,,,,,,
359,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,,
360,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,,
361,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Holdings, Inc.",-%,5.00%,5.00%,,,,,,,,,,,,,,,,,,,
362,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,,,,,,
363,"Nixon, Inc.",3.00%,-%,3.00%,,,,,,,,,,,,,,,,,,,
364,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,,,,
365,"Valley Electric Company, Inc.",3.42%,5.08%,8.50%,,,,,,,,,,,,,,,,,,,
366,American Property REIT Corp.,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,,
367,CCPI Inc.,7.00%,-%,7.00%,,,,,,,,,,,,,,,,,,,
368,"Cinedigm DC Holdings, LLC",2.50%,-%,2.50%,,,,,,,,,,,,,,,,,,,
369,CP Energy Services Inc. - Second Lien Term Loan,9.00%,-%,9.00%,,,,,,,,,,,,,,,,,,,
370,CP Energy Services Inc. - Senior Secured Term Loan B,7.50%,-%,7.50%,,,,,,,,,,,,,,,,,,,
371,"Credit Central Loan Company, LLC",-%,10.00%,10.00%,,,,,,,,,,,,,,,,,,,
372,Echelon Aviation LLC,,,2.25%,(B),,,,,,,,,,,,,,,,,,
373,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",,,8.50%,(B),,,,,,,,,,,,,,,,,,
374,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",,,10.00%,(B),,,,,,,,,,,,,,,,,,
375,First Tower Finance Company LLC,1.64%,10.36%,12.00%,,,,,,,,,,,,,,,,,,,
376,"Harbortouch Payments, LLC",5.50%,-%,5.50%,(C),,,,,,,,,,,,,,,,,,
377,"JHH Holdings, Inc.",0.50%,-%,0.50%,,,,,,,,,,,,,,,,,,,
378,"Mity, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,,,,
379,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,,
380,National Property REIT Corp. - Senior Secured Term Loan C,-%,7.50%,7.50%,,,,,,,,,,,,,,,,,,,
381,National Property REIT Corp. - Senior Secured Term Loan D,-%,4.50%,4.50%,,,,,,,,,,,,,,,,,,,
382,"National Property REIT Corp. - Senior Secured Term Loan A to ACL Loan Holdings, Inc.",-%,7.50%,7.50%,,,,,,,,,,,,,,,,,,,
383,"National Property REIT Corp. - Senior Secured Term Loan B to ACL Loan Holdings, Inc.",-%,4.50%,4.50%,,,,,,,,,,,,,,,,,,,
384,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,,,,,,
385,"Nixon, Inc.",2.75%,-%,2.75%,,,,,,,,,,,,,,,,,,,
386,"Ryan, LLC",3.00%,-%,3.00%,,,,,,,,,,,,,,,,,,,
387,TB Corp.,-%,1.50%,1.50%,,,,,,,,,,,,,,,,,,,
388,"Targus Group International, Inc.",1.00%,-%,1.00%,,,,,,,,,,,,,,,,,,,
389,United Property REIT Corp.,-%,5.50%,5.50%,,,,,,,,,,,,,,,,,,,
390,"Valley Electric Co. of Mt. Vernon, Inc.",2.50%,-%,2.50%,,,,,,,,,,,,,,,,,,,
391,"Valley Electric Company, Inc.",8.50%,-%,8.50%,,,,,,,,,,,,,,,,,,,
392,Airmall Inc.,,45284,,,-,,,,"(57,500",,,12216,,,-,,,576,,-,3000.0,"(2,808"
393,American Property REIT Corp.,206159,,"(102,543",,***,(32,,14672,,118256,,14747,,-,,1342,,-,,,,
394,Appalachian Energy LLC,-,,-,,,"(2,050",,2050,,-,,-,,-,,-,,"(2,050",,,,
395,"Arctic Energy Services, LLC",61114,,-,,,-,,(750,,60364,,6721,,-,,-,,-,,,,
396,"Borga, Inc.",436,,-,,,"(3,177",,2741,,-,,-,,-,,-,,"(2,589",,,,
397,"BXC Company, Inc.",2115,,250,,,"(17,698",,15333,,-,,-,,-,,5,,"(16,949",,,,
398,CCPI Inc.,32594,,599,,,(476,,8635,,41352,,3332,,-,,525,,-,,,,
399,"Change Clean Energy Company, LLC",-,,-,,,-,,-,,-,,-,,-,,-,,-,,,,
400,"Coalbed, LLC",-,,-,,,-,,-,,-,,-,,-,,-,,-,,,,
401,CP Energy Services Inc.,130119,,2818,,,-,,"(41,927",,91010,,16420,,-,,-,,-,,,,
402,"Credit Central Loan Company, LLC",50432,,300,,,"(2,337",,6777,,55172,,7375,,159,,1220,,-,,,,
403,Echelon Aviation LLC,92628,,5800,,,"(37,713",,8226,,68941,,6895,,-,,-,,-,,,,
404,"Edmentum Ultimate Holdings, LLC",-,,60772,,,"(23,556",,-,,37216,,-,,-,,-,,"(22,116",,,,
405,First Tower Finance Company LLC,326785,,332,,,"(1,932",,40765,,365950,,52900,,1929,,-,,-,,,,
406,"Freedom Marine Solutions, LLC",32004,,-,,,(485,,"(4,429",,27090,,4461,,-,,-,,-,,,,
407,Gulf Coast Machine & Supply Company,14459,,8500,,,-,,"(16,041",,6918,,1370,,-,,-,,-,,,,
408,"Harbortouch Payments, LLC",291314,,35374,,,"(8,609",,58857,,376936,,29834,,-,,579,,-,,,,
409,"Manx Energy, Inc.",-,,-,,,(50,,50,,-,,-,,-,,-,,(50,,,,
410,"MITY, Inc.",49289,,3032,,,"(2,594",,1068,,50795,,5783,,-,,-,,(5,,,,
411,National Property REIT Corp.,124511,,361481,,***,"(38,420",,24317,,471889,,30611,,-,,1959,,-,,,,
