,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
241,"IDQ Holdings, Inc.",,Texas / Automobile,,"Senior Secured Note (11.50%, due 4/1/2017)",,12500,,12310,,12500,,0.4%,,
242,,,,,,,,,12310,,12500,,0.4%,,
243,"ING IM CLO 2012-II, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,38070,,33518,,38477,,1.3%,,
244,,,,,,,,,33518,,38477,,1.3%,,
245,"ING IM CLO 2012-III, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,46632,,42614,,47322,,1.6%,,
246,,,,,,,,,42614,,47322,,1.6%,,
247,"ING IM CLO 2012-IV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,40613,,37855,,41867,,1.4%,,
248,,,,,,,,,37855,,41867,,1.4%,,
249,Injured Workers Pharmacy LLC,,Massachusetts / Healthcare,,"Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",,22506,,22506,,22506,,0.8%,,
250,,,,,,,,,22506,,22506,,0.8%,,
251,"Interdent, Inc.  (4)",,California / Healthcare,,"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",,53131,,53131,,53131,,1.8%,,
252,,,,,"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",,55000,,55000,,55000,,1.9%,,
253,,,,,,,,,108131,,108131,,3.7%,,
254,"JHH Holdings, Inc.",,Texas / Healthcare,,"Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)",,35000,,35000,,35000,,1.2%,,
255,,,,,,,,,35000,,35000,,1.2%,,
256,"LaserShip, Inc.  (4)",,Virginia / Transportation,,"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",,-,,-,,-,,0.0%,,
257,,,,,"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",,36797,,36797,,36797,,1.3%,,
258,,,,,,,,,36797,,36797,,1.3%,,
259,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
260,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
261,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
262,LCM XIV CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 26,500",,"$ 26,161",,"$ 25,732",,0.9%,,
263,,,,,,,,,26161,,25732,,0.9%,,
264,LHC Holdings Corp.,,Florida / Healthcare,,"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",,-,,-,,-,,0.0%,,
265,,,,,"Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",,2665,,2665,,2665,,0.1%,,
266,,,,,Membership Interest (125 units),,,,216,,256,,0.0%,,
267,,,,,,,,,2881,,2921,,0.1%,,
268,"Madison Park Funding IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,31110,,26061,,27703,,1.0%,,
269,,,,,,,,,26061,,27703,,1.0%,,
270,"Material Handling Services, LLC  (4)",,Ohio / Business Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",,27300,,27300,,27322,,0.9%,,
271,,,,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",,37578.0,,37578,,37174,,1.3%,,,
272,,,,,,,,,64878,,64496,,2.2%,,
273,"Matrixx Initiatives, Inc.  (4)",,New Jersey / Pharmaceuticals,,"Revolving Line of Credit - $10,000 Commitment (10.00% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/9/2014)  (25)",,4000,,4000,,4000,,0.1%,,
274,,,,,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)",,35000,,35000,,35000,,1.2%,,
275,,,,,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)",,35000,,35000,,35000,,1.2%,,
276,,,,,,,,,74000,,74000,,2.5%,,
277,"Maverick Healthcare, LLC",,Arizona / Healthcare,,"Preferred Units (1,250,000 units)",,,,1252,,677,,0.0%,,
278,,,,"Common Units (1,250,000 units)",,,,-,,-,,0.0%,,,
279,,,,,,,,,1252,,677,,0.0%,,
280,Mountain View CLO 2013-I Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,43650,,44523,,43056,,1.5%,,
281,,,,,,,,,44523,,43056,,1.5%,,
282,"National Bankruptcy Services, LLC  (4)",,Texas / Diversified Financial Services,,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",,18755,,18755,,11004,,0.4%,,
283,,,,,,,,,18755,,11004,,0.4%,,
284,"Naylor, LLC  (4)",,Florida / Media,,"Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",,-,,-,,-,,0.0%,,
285,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",,45562,,45562,,45562,,1.6%,,
286,,,,,,,,,45562,,45562,,1.6%,,
287,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
288,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
289,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
290,"NCP Finance Limited Partnership  (22), (23)",,Ohio / Consumer Finance,,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4), (16)",,"$ 12,000",,"$ 11,760",,"$ 12,000",,0.4%,,
291,,,,,,,,,11760,,12000,,0.4%,,
292,"New Century Transportation, Inc.",,New Jersey / Transportation,,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",,45467,,45467,,43832,,1.5%,,
293,,,,,,,,,45467,,43832,,1.5%,,
294,"New Star Metals, Inc.",,Indiana / Metal Services & Minerals,,"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",,50405,,50405,,50405,,1.7%,,
295,,,,,,,,,50405,,50405,,1.7%,,
296,"Nixon, Inc.",,California / Durable Consumer Products,,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",,14325,,14078,,14325,,0.5%,,
297,,,,,,,,,14078,,14325,,0.5%,,
298,"NRG Manufacturing, Inc.",,Texas / Manufacturing,,Escrow Receivable,,,,-,,1040,,0.0%,,
299,,,,,,,,,-,,1040,,0.0%,,
300,"Pegasus Business Intelligence, LP",,Texas / Diversified Financial Services,,"Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)",,-,,-,,-,,0.0%,,
301,,,,,"Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)",,15938,,15938,,15938,,0.5%,,
302,,,,,"Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",,15938,,15938,,15938,,0.5%,,
303,,,,,,,,,31876,,31876,,1.0%,,
304,"Octagon Investment Partners XV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,26901,,25578,,26032,,0.9%,,
305,,,,,,,,,25578,,26032,,0.9%,,
306,"Pelican Products, Inc.  (16)",,California / Durable Consumer Products,,"Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",,15000,,14736,,15000,,0.5%,,
307,,,,,,,,,14736,,15000,,0.5%,,
308,"The Petroleum Place, Inc.",,Colorado / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",,22000,,21698,,22000,,0.8%,,
309,,,,,,,,,21698,,22000,,0.8%,,
310,Photonis Technologies SAS  (22),,France / Aerospace & Defense,,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",,12500,,12126,,12323,,0.4%,,
311,,,,,,,,,12126,,12323,,0.4%,,
312,Pinnacle (US) Acquisition Co Limited  (16),,Texas / Software & Computer Services,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",,10000,,9819,,10000,,0.3%,,
313,,,,,,,,,9819,,10000,,0.3%,,
314,Prince Mineral Holding Corp.,,New York / Metal Services & Minerals,,"Senior Secured Term Loan (11.50%, due 12/15/2019)",,10000,,9892,,10000,,0.3%,,
315,,,,,,,,,9892,,10000,,0.3%,,
316,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
317,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
318,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
319,"Progrexion Holdings, Inc.  (4),(28)",,Utah / Consumer Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",,"$ 240,277",,"$ 240,277",,"$ 240,277",,8.3%,,
320,,,,,,,,,240277,,240277,,8.3%,,
321,"Rocket Software, Inc.  (3), (4)",,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",,20000,,19729,,19738,,0.7%,,
322,,,,,,,,,19729,,19738,,0.7%,,
323,"Royal Adhesives & Sealants, LLC",,Indiana / Chemicals,,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)  (4), (16)",,20000,,19605,,19605,,0.7%,,
324,,,,,,,,,19605,,19605,,0.7%,,
325,"Ryan, LLC  (4)",,Texas / Business Services,,"Subordinated Unsecured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",,70000,,70000,,70000,,2.4%,,
326,,,,,,,,,70000,,70000,,2.4%,,
327,"Sandow Media, LLC",,Florida / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 1.50% PIK, due 5/8/2018)  (3), (4)",,25150,,25150,,25150,,0.9%,,
328,,,,,,,,,25150,,25150,,0.9%,,
329,SESAC Holdco II LLC,,Tennessee / Media,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4), (16)",,6000,,5916,,6000,,0.2%,,
330,,,,,,,,,5916,,6000,,0.2%,,
331,Skillsoft Public Limited Company  (22),,Ireland / Software & Computer Services,,"Senior Unsecured (11.125%, due 6/1/2018)",,15000,,14930,,15000,,0.5%,,
332,,,,,,,,,14930,,15000,,0.5%,,
333,Snacks Holding Corporation,,Minnesota / Food Products,,"Series A Preferred Stock (4,021.45 shares)",,,,56,,56,,0.0%,,
334,,,"Series B Preferred Stock (1,866.10 shares)",,,,56,,56,,0.0%,,,,
335,,,,,"Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",,,,479,,484,,0.0%,,
336,,,,,,,,,591,,596,,0.0%,,
337,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
338,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
339,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
340,"Spartan Energy Services, Inc.  (3)  .",,Louisiana / Energy,,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)  (4)  )",,"$ 31,625",,"$ 31,625",,"$ 31,625",,1.1%,,
341,,,,,,,,,31625,,31625,,1.1%,,
342,Speedy Group Holdings Corp.,,Canada / Consumer Finance,,"Senior Unsecured (12.00%, due 11/15/2017)  (22)",,15000,,15000,,15000,,0.5%,,
343,,,,,,,,,15000,,15000,,0.5%,,
344,"Sport Helmets Holdings, LLC  (14)",,New York / Personal & Nondurable Consumer Products,,Escrow Receivable,,,,-,,395,,0.0%,,
345,,,,,,,,,-,,395,,0.0%,,
346,"Stauber Performance Ingredients, Inc.  (3), (4)",,California / Food Products,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",,13772,,13772,,13772,,0.5%,,
347,,,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",,10172.0,,10172.0,,10172.0,,0.3%,,,
348,,,,,,,,,23944,,23944,,0.8%,,
349,"Stryker Energy, LLC",,Ohio / Oil & Gas Production,,"Subordinated Secured Revolving Credit Facility - $50,300 Commitment (12.25% (LIBOR + 10.75% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)  (4), (25)",,35072,,32710,,-,,0.0%,,
350,,,,,Overriding Royalty Interests  (18),,,,-,,-,,0.0%,,
351,,,,,,,,,32710,,-,,0.0%,,
352,Symphony CLO IX Ltd.  (22),,Cayman Islands / Diversified Financial Services,,LP Certificates (Residual Interest)),,45500,,40525,,45705,,1.6%,,
353,,,,,,,,,40525,,45705,,1.6%,,
354,"System One Holdings, LLC  (3),(4)",,Pennsylvania / Business Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",,48000,,48000,,48000,,1.6%,,
355,,,,,,,,,48000,,48000,,1.6%,,
356,TB Corp.  (3),,Texas / Consumer Service,,"Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",,23451,,23451,,23451,,0.8%,,
357,,,,,,,,,23451,,23451,,0.8%,,
358,"Targus Group International, Inc.  (16)",,California / Durable Consumer Products,,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)  (3),(4)",,22604,,22316,,22604,,0.8%,,
359,,,,,,,,,22316,,22604,,0.8%,,
360,"TGG Medical Transitory, Inc.",,New Jersey / Healthcare,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)  (4), (16)",,8000,,7782,,8000,,0.3%,,
361,,,,,,,,,7782,,8000,,0.3%,,
362,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
363,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
364,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
365,Totes Isotoner Corporation,,Ohio / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)  (3), (4)",,"$ 53,000",,"$ 52,828",,"$ 52,828",,1.8%,,
366,,,,,,,,,52828,,52828,,1.8%,,
367,Traeger Pellet Grills LLC  (4),,Oregon / Durable Consumer Products,,"Revolving Line of Credit - $10,000 Commitment (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 6/18/2014)  (25)",,6143,,6143,,6143,,0.3%,,
368,,,,,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)",,29775,,29775,,29775,,1.0%,,
369,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)  (3)",,29925,,29925,,29925,,1.0%,,
370,,,,,,,,,65843,,65843,,2.3%,,
371,"TransFirst Holdings, Inc.  (4)",,New York / Software & Computer Services,,"Second Lien Term Loan (11.00%, (LIBOR + 9.75% with 1.25% LIBOR floor), due 6/27/2018)",,5000,,4865,,5000,,0.2%,,
372,,,,,,,,,4865,,5000,,0.2%,,
373,"United Bank Card, Inc. (d/b/a Harbortouch)",,Pennsylvania / Business Services,,"Senior Secured Term Loan (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 9/5/2018)  (4)",,50132,,50132,,50132,,1.7%,,
374,,,,,,,,,50132,,50132,,1.7%,,
375,"United Sporting Companies, Inc.  (5)",,South Carolina / Durable Consumer Products,,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)  (3) ,(4)",,160000,,160000,,160000,,5.5%,,
376,,,,,,,,,160000,,160000,,5.5%,,
377,"Water Pik, Inc.  (16)",,Colorado / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)  (4)",,11000,,10574,,10574,,0.4%,,
378,,,,,,,,,10574,,10574,,0.4%,,
379,Wind River Resources Corporation  (39),,Utah / Oil & Gas Production,,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal, 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)  (4)",,15000,,14750,,-,,0.0%,,
380,,,,,Net Profits Interest (5.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,,
381,,,,,,,,,14750,,-,,0.0%,,
382,Total Non-control/Non-affiliate Investments (Level 3 Investments),,3622501,,3568003,,122.6%,,,,,,,,
383,Total Level 3 Portfolio Investments,,4642225,,4553000,,156.5%,,,,,,,,
384,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
385,LEVEL 1 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
386,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
387,"Dover Saddlery, Inc.",,Massachusetts / Retail,,"Common Stock (30,974 shares)",,,,$ 63,,$ 136,,0.0%,,
388,,,,,,,,,63,,136,,0.0%,,
389,Total Non-control/Non-affiliate Investments (Level 1 Investments),,63,,136,,0.0%,,,,,,,,
390,Total Portfolio Investments,,4642288,,4553136,,156.5%,,,,,,,,
391,SHORT TERM INVESTMENTS: Money Market Funds (Level 2 Investments),,,,,,,,,,,,,,
392,Fidelity Institutional Money Market Funds - Government Portfolio (Class I),,,,138573,,138573,,4.8%,,,,,,
393,Fidelity Institutional Money Market Funds - Government Portfolio (Class I)  (3),,,,13422,,13422,,0.4%,,,,,,
394,Victory Government Money Market Funds,,,,-,,-,,0.0%,,,,,,
395,Total Money Market Funds,,151995,,151995,,5.2%,,,,,,,,
396,Total Investments,,"$ 4,794,283",,"$4,705,131",,161.7%,,,,,,,,
397,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
398,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
399,Control Investments (greater than 25.00% voting control)  (42),,,,,,,,,,,,,,
400,"AIRMALL USA, Inc.  (27)",,Pennsylvania / Property Management,,"Senior Secured Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor), due 6/30/2015)  (3), (4)",,"$ 28,750",,"$ 28,750",,"$ 28,750",,1.1%,,
401,,,,,"Senior Subordinated Term Loan (12.00% plus 6.00% PIK, due 12/31/2015)",,12500,,12500,,12500,,0.5%,,
402,,,,,"Convertible Preferred Stock (9,919.684 shares)",,,,9920,,9920,,0.4%,,
403,,,,,Common Stock (100 shares),,,,-,,3478,,0.1%,,
404,,,,,,,,,51170,,54648,,2.1%,,
405,"Ajax Rolled Ring & Machine, Inc.",,South Carolina / Manufacturing,,"Senior Secured Note - Tranche A (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/30/2018)  (3), (4)",,19737,,19737,,19737,,0.7%,,
406,,,,,"Subordinated Unsecured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 6.00% PIK, due 3/30/2018)  (4)",,19700,,19700,,19700,,0.7%,,
407,,,,,"Convertible Preferred Stock - Series A (6,142.6 shares)",,,,6057,,-,,0.0%,,
408,,,,,Unrestricted Common Stock (6 shares),,,,-,,-,,0.0%,,
409,,,,,,,,,45494,,39437,,1.4%,,
410,"APH Property Holdings, LLC  (32)",,Georgia / Real Estate,,"Senior Secured Note (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",,125892,,125892,,125892,,4.8%,,
411,,,,,"Common Stock (148,951 shares)",,,,26648,,26648,,1.0.%,,
412,,,,,,,,,152540,,152540,,5.8%,,
413,"AWCNC, LLC  (19)",,North Carolina / Machinery,,"Members Units - Class A (1,800,000 units)",,,,-,,-,,0.0%,,
414,,,,Members Units - Class B-1 (1 unit),,,,-,,-,,0.0%,,,
415,,,,,"Members Units - Class B-2 (7,999,999 units)",,,,-,,-,,0.0%,,
416,,,,,,,,,-,,-,,0.0%,,
417,"Borga, Inc.",,California / Manufacturing,,"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4), (25)",,1150,,1095,,586,,0.0%,,
418,,,,,"Senior Secured Term Loan B (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4)",,1611,,1501,,-,,0.0%,,
419,,,,,"Senior Secured Term Loan C (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)",,9738,,706,,-,,0.0%,,
420,,,,,Common Stock (100 shares)  (21),,,,-,,-,,0.0%,,
421,,,,,"Warrants (33,750 warrants)  (21)",,,,-,,-,,0.0%,,
422,,,,,,,,,3302,,586,,0.0%,,
423,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,,"Senior Secured Note (10.00%, due 12/31/2017)  (3)",,17663,,17663,,17663,,0.7%,,
424,,,,,"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",,7659,,7659,,7659,,0.3%,,
425,,,,,Common Stock (100 shares),,,,8581,,7977,,0.3%,,
426,,,,,Net Revenue Interest (4% of Net Revenue),,,,-,,604,,0.0%,,
427,,,,,,,,,33903,,33903,,1.3%,,
428,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
429,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
430,Control Investments (greater than 25.00% voting control)  (42),,,,,,,,,,,,,,
431,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",,"$ 38,082",,"$ 38,082",,"$ 38,082",,1.4%,,
432,,,,,Common Stock (100 shares),,,,9581,,8361,,0.3%,,
433,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,4019,,0.2%,,
434,,,,,,,,,47663,,50462,,1.9%,,
435,"Energy Solutions Holdings, Inc.  (8)",,Texas / Gas Gathering and Processing,,"Junior Secured Note (18.00%, due 12/12/2016)",,8500,,8500,,8500,,0.3%,,
436,,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",,3500,,3500.0,,3500.0,,0.1%,,,,,
437,,,,,"Subordinated Secured Note to Freedom Marine Holdings, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, past due)  (4)",,13906,,12503,,8449,,0.3%,,
438,,,,,"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",,1449,,1449,,-,,0.0%,,
439,,,,,Escrow Receivable,,,,-,,-,,0.0%,,
440,,,,,Common Stock (100 shares),,,,8318,,6247,,0.2%,,
441,,,,,,,,,34270,,26696,,0.9%,,
442,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",,264760,,264760,,264760,,10.0%,,
443,,,,,"Common Stock (83,729,323 shares)",,,,43193,,20447,,0.8%,,
444,,,,,Net Revenue Interest (5% of Net Revenue & Distributions),,,,-,,12877,,0.5%,,
445,,,,,,,,,307953,,298084,,11.3%,,
446,"Manx Energy, Inc. (“Manx”)  (12)",,Kansas / Oil & Gas Production,,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",,500,,500,,346,,0.0%,,
447,,,,,"Preferred Stock (6,635 shares)",,,,-,,-,,0.0%,,
448,,,,,"Common Stock (17,082 shares)",,,,-,,-,,0.0%,,
449,,,,,,,,,500,,346,,0.0%,,
450,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",,21308,,21308,,21308,,0.8%,,
451,,,,,Membership Units (100 shares),,,,3843,,2142,,0.1%,,
452,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1701,,0.1%,,
453,,,,,,,,,25151,,25151,,1.0%,,
454,"NMMB Holdings, Inc.  (24)",,New York / Media,,"Senior Term Loan (14.00%, due 5/6/2016)",,16000,,16000,,13149,,0.5%,,
455,,,,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",,2800.0,,2800.0,,-,,0.0%,,,
456,,,,,"Series A Preferred Stock (4,400 shares)",,,,4400,,-,,0.0%,,
457,,,,,,,,,23200,,13149,,0.5%,,
458,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
459,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
460,Control Investments (greater than 25.00% voting control)  (42),,,,,,,,,,,,,,
461,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (4)",,"$ 32,750",,"$ 32,750",,"$ 32,750",,1.2%,,
462,,,,,"Warrants (200,000 warrants, expiring 6/30/2017)",,,,1682,,6796,,0.3%,,
463,,,,,"Common Stock (545,107 shares)",,,,5087,,18522,,0.7%,,
464,,,,,,,,,39519,,58068,,2.2%,,
465,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,,"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",,1688,,1686,,-,,0.0%,,
466,,,,,"Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",,1170,,1170,,-,,0.0%,,
467,,,,,"Common Stock (1,000 shares)",,,,975,,-,,0.0%,,
468,,,,,,,,,3831,,-,,0.0%,,
469,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,,"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",,34063,,34063,,34063,,1.3%,,
470,,,,,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3), (4)",,10026,,10026,,10026,,0.4%,,
