0,1,2,3,4,5,6,7,8,9,10,11
"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.98% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/20/2024)(3)(8)(10)(13)",13000,12762,12762,13000,13000,0.4%,0,0,0
Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",Principal Value,50000,Fair  Value(2),% of Net Assets,50000,0,0,50000.0,1.5%
Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",Principal Value,50000,Fair  Value(2),50000,50000,1.5%,0,0,0
"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",32184,50000,32184,50000,32184,0,1.0%,0,0
"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19768,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19768,51952,19768,51952,0.5%,1.5%,0,0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.99%, due 7/15/2025)(5)(14)",30500,51952,21243,51952,21567,0,0.6%,0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.99%, due 7/15/2025)(5)(14)",30500,21243,21243,21567,21567,0.6%,0,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.49%, due 8/15/2022)(5)(14)",43110,21243,8558,21567,8472,0,0.3%,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.49%, due 8/15/2022)(5)(14)",43110,8558,8558,8472,8472,0.3%,0,0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.80% (LIBOR + 6.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",65427,8558,65427,8472,65427,0,2.0%,0,0
"Senior Secured Term Loan B (12.80% (LIBOR + 11.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",52562,"Senior Secured Term Loan A (7.80% (LIBOR + 6.50% with 1.00% LIBOR floor), due 2/24/2020)(3)(10)(11)",52562,117989,52562,117989,1.6%,3.6%,0,0,0
"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (1,250,000 units)(16)",52562,1252,52562,782,1.6%,-%,0,0,0
"Class A Common Units (1,250,000 units)(16)",Arizona / Health Care Providers & Services,-,52562,1252,52562,782,1.6%,-%,0,0,0
"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37810,1252,37810,782,37810,0,1.1%,0,0
"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37810,37810,37810,37810,37810,1.1%,0,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.43%, due 4/12/2024)(5)(14)",43650,37810,28554,37810,26314,0,0.8%,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.43%, due 4/12/2024)(5)(14)",43650,28554,28554,26314,26314,0.8%,0,0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.70%, due 7/15/2027)(5)(6)(14)",47830,28554,40832,26314,39857,0,1.2%,0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.70%, due 7/15/2027)(5)(6)(14)",47830,40832,40832,39857,39857,1.2%,0,0,0
National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.08% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,40832,15199,39857,15407,0,0.5%,0,0
National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.08% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,15199,15199,15407,15407,0.5%,0,0,0
NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(13)(14)",26880,15199,26455,15407,25973,0,0.8%,0,0
NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(13)(14)",26880,26455,26455,25973,25973,0.8%,0,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.13%, due 1/19/2025)(5)(14)",42064,26455,29704,25973,24250,0,0.7%,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.13%, due 1/19/2025)(5)(14)",42064,29704,29704,24250,24250,0.7%,0,0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.36%, due 12/16/2024)(5)(6)(14)",28200,29704,18468,24250,17415,0,0.5%,0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.36%, due 12/16/2024)(5)(6)(14)",28200,18468,18468,17415,17415,0.5%,0,0,0
Pacific World Corporation,California / Personal Products,"Revolving Line of Credit – $15,000 Commitment (8.23% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",Principal Value,14725,Fair  Value(2),% of Net Assets,14725,0,0,14725.0,0.4%
"Senior Secured Term Loan B (10.23% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",97250,"Revolving Line of Credit – $15,000 Commitment (8.23% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",97250,209225,69450,179009,2.1%,5.3%,0,0,0
"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.55% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,209225,17489,179009,16699,0,0.5%,0,0
"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.55% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,17489,17489,16699,16699,0.5%,0,0,0
"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Internet Software & Services,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2017)(10)(11)(15)",-,17489,-,16699,-,0,-%,0,0
"Senior Secured Term Loan B (12.80% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20552,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2017)(10)(11)(15)",20552,40158,20552,40158,0.6%,1.2%,0,0,0
"PGX Holdings, Inc.(41)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.23% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(13)",143767,40158,143767,40158,143767,0,4.3%,0,0
"PGX Holdings, Inc.(41)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.23% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(13)",143767,143767,143767,143767,143767,4.3%,0,0,0
Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (8.80% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",9872,143767,9755,143767,8794,0,0.3%,0,0
Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (8.80% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",9872,9755,9755,8794,8794,0.3%,0,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,9755,6947,8794,5150,0,0.2%,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,6947,6947,5150,5150,0.2%,0,0,0
"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,6947,10880,5150,11000,0,0.3%,0,0
"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,10880,10880,11000,11000,0.3%,0,0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",53138,10880,53138,11000,49312,0,1.5%,0,0
"Senior Secured Term Loan B (13.30% (LIBOR + 12.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,127638,54585,103897,1.6%,3.1%,0,0,0
Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,127638,9953,103897,10000,0,0.3%,0,0
Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,9953,9953,10000,10000,0.3%,0,0,0
"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (8.80% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(8)(10)(11)",14963,9953,14744,10000,14744,0,0.4%,0,0
"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (8.80% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(8)(10)(11)",14963,14744,14744,14744,14744,0.4%,0,0,0
RME Group Holding Company,Florida / Media,"Revolving Line of Credit – $2,000 Commitment (9.30% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/4/2017)(10)(11)(15)",Principal Value,-,Fair  Value(2),% of Net Assets,-,0,0,-,-%
"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",25000,"Revolving Line of Credit – $2,000 Commitment (9.30% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/4/2017)(10)(11)(15)",25000,62500,25000,62500,0.8%,1.9%,0,0,0
"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.80% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,62500,49094,62500,50000,0,1.5%,0,0
"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.80% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,62500,49094,62500,50000,0,1.5%,0,0
"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.73% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,62500,19531,62500,20000,0,0.6%,0,0
"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.73% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,19531,19531,20000,20000,0.6%,0,0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.37% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(12)",3000,19531,2971,20000,2971,0,0.1%,0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.37% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(12)",3000,2971,2971,2971,2971,0.1%,0,0,0
Small Business Whole Loan Portfolio(44),New York / Online Lending,"781 Small Business Loans purchased from On Deck Capital, Inc.",8434,2971,8434,2971,7964,0,0.2%,0,0
Small Business Whole Loan Portfolio(44),New York / Online Lending,"781 Small Business Loans purchased from On Deck Capital, Inc.",8434,8434,8434,7964,7964,0.2%,0,0,0
"Spartan Energy Services, Inc.",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan A (7.23% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",13156,8434,11933,7964,8833,0,0.3%,0,0
"Senior Secured Term Loan B (13.23% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",16101,"Senior Secured Term Loan A (7.23% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",13669,25602,-,8833,-%,0.3%,0,0,0
"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests(9),13669,-,-,-,-%,-%,0,0,0
"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests(9),13669,-,-,-,-%,-%,0,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.70%, due 1/17/2026)(5)(14)",28200,-,19519,-,17304,0,0.5%,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.70%, due 1/17/2026)(5)(14)",28200,19519,19519,17304,17304,0.5%,0,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.41%, due 7/14/2026)(5)(6)(14)",49250,19519,36668,17304,33744,0,1.0%,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.41%, due 7/14/2026)(5)(6)(14)",49250,36668,36668,33744,33744,1.0%,0,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.68%, due 10/17/2026)(5)(14)",50250,36668,41383,33744,38123,0,1.1%,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.68%, due 10/17/2026)(5)(14)",50250,41383,41383,38123,38123,1.1%,0,0,0
"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.47% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,41383,13907,38123,13907,0,0.4%,0,0
"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.47% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,13907,13907,13907,13907,0.4%,0,0,0
Traeger Pellet Grills LLC,Oregon / Household Durables,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2019)(3)(10)(11)",53094,13907,53094,13907,53094,0,1.6%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2019)(3)(10)(11)",56031,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2019)(3)(10)(11)",56031,109125,56031,109125,1.6%,3.2%,0,0,0
"Transaction Network Services, Inc.",Virginia / Diversified Telecommunication Services,"Second Lien Term Loan (9.23% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(3)(8)(10)(13)",Principal Value,4410,Fair  Value(2),% of Net Assets,4395,0,0,4410.0,0.1%
"Transaction Network Services, Inc.",Virginia / Diversified Telecommunication Services,"Second Lien Term Loan (9.23% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(3)(8)(10)(13)",Principal Value,4395,Fair  Value(2),4410,4395,0.1%,0,0,0
"Turning Point Brands, Inc.(46)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",14500,4395,14365,4410,14431,0,0.4%,0,0
"Turning Point Brands, Inc.(46)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",14500,14365,14365,14431,14431,0.4%,0,0,0
"United Sporting Companies, Inc.(47)",South Carolina / Distributors,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(3)(10)(13)",141559,14365,140847,14431,83225,0,2.5%,0,0
"Common Stock (24,967 shares)(16)",South Carolina / Distributors,-,141559,140847,140847,83225,83225,2.5%,0,0,0
"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.76% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,140847,36446,83225,37000,0,1.1%,0,0
"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.76% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,36446,36446,37000,37000,1.1%,0,0,0
"Universal Turbine Parts, LLC",Alabama / Trading Companies & Distributors,"Senior Secured Term Loan A (6.98% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32013,36446,32013,37000,32013,0,1.0%,0,0
"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,"Senior Secured Term Loan A (6.98% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,64513,32500,64513,0.9%,1.9%,0,0,0
"USG Intermediate, LLC",Texas / Leisure Products,"Revolving Line of Credit – $2,500 Commitment (10.98% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2018)(10)(13)(15)",1000,64513,1000,64513,1000,0,-%,0,0
Equity(16),18897,1,18897,33205,18897,33204,0.6%,1.0%,0,0,0
"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.23% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(8)(10)(13)",20000,33205,19712,33204,19992,0,0.6%,0,0
"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.23% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(8)(10)(13)",20000,19712,19712,19992,19992,0.6%,0,0,0
Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",20442,19712,16111,19992,16342,0,0.5%,0,0
Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",20442,16111,16111,16342,16342,0.5%,0,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,16111,22667,16342,22667,0,0.7%,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,22667,22667,22667,22667,0.7%,0,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,22667,26445,22667,26445,0,0.8%,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,26445,26445,26445,26445,0.8%,0,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.13%, due 10/15/2028)(5)(14)",40613,26445,31018,26445,30544,0,0.9%,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.13%, due 10/15/2028)(5)(14)",40613,31018,31018,30544,30544,0.9%,0,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.96%, due 4/18/2026)(5)(6)(14)",Principal Value,32383,Fair  Value(2),% of Net Assets,24613,0,0,26177.0,0.8%
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.96%, due 4/18/2026)(5)(6)(14)",Principal Value,24613,Fair  Value(2),26177,24613,0.8%,0,0,0
"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.55%, due 10/18/2027)(5)(6)(14)",28100,24613,27130,26177,23497,0,0.7%,0,0
"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.55%, due 10/18/2027)(5)(6)(14)",28100,27130,27130,23497,23497,0.7%,0,0,0
"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.89%, due 7/20/2030)(5)(6)(14)",44885,27130,44885,23497,44670,0,1.3%,0,0
"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.89%, due 7/20/2030)(5)(6)(14)",44885,44885,44885,44670,44670,1.3%,0,0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.53%, due 4/20/2026)(5)(6)(14)",22600,44885,16711,44670,14182,0,0.4%,0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.53%, due 4/20/2026)(5)(6)(14)",22600,16711,16711,14182,14182,0.4%,0,0,0
"Water Pik, Inc.",Colorado / Personal Products,"Second Lien Term Loan (10.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",13739,16711,13473,14182,13739,0,0.4%,0,0
"Water Pik, Inc.",Colorado / Personal Products,"Second Lien Term Loan (10.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",13739,13473,13473,13739,13739,0.4%,0,0,0
"Wheel Pros, LLC",Colorado / Auto Components,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",12000,13473,12000,13739,12000,0,0.4%,0,0
"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,17460,5460,17460,0.2%,0.6%,0,0,0
