,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
197,Global Tel*Link Corporation,Diversified Telecommunication Services,First Lien Term Loan,8/20/2019,4.43% (1ML+ 4.25%),-,,11/29/2025,9893,,9538,,9237,,0.3,%,(3)(8)(10),,,,,,,,
198,Second Lien Term Loan,12/4/2018,8.43% (1ML+ 8.25%),-,,11/29/2026,40170,,39394,,37908,,1.2,%,(3)(8)(10),,,,,,,,,,
199,,,,,,,,,,48932,,47145,,1.5,%,,,,,,,,,,
200,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,Second Lien Term Loan,5/15/2019,8.43% (1ML+ 8.25%),-,,5/15/2027,12500,,12500,,10755,,0.4,%,(3)(8)(10),,,,,,,,
201,,,,,,,,,,12500,,10755,,0.4,%,,,,,,,,,,
202,"H.I.G. ECI Merger Sub, Inc.",IT Services,Senior Secured Term Loan A,5/31/2018,7.00% (3ML+ 5.50%),1.50,,5/31/2023,43792,,43792,,44230,,1.4,%,(3)(10),,,,,,,,
203,Senior Secured Term Loan B,5/31/2018,12.00% (3ML+ 10.50%),1.50,,5/31/2023,29900,,29900,,30199,,1.0,%,(3)(10),,,,,,,,,,
204,,,,,,,,,,73692,,74429,,2.4,%,,,,,,,,,,
205,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,Subordinated Structured Note,8/7/2012,"Residual Interest, current yield 0.00%",-,,8/15/2023,23187,,3736,,-,,-,%,(5)(14)(17),,,,,,,,
206,,,,,,,,,,3736,,-,,-,%,,,,,,,,,,
207,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,Subordinated Structured Note,3/8/2013,"Residual Interest, current yield 0.00%",-,,4/15/2025,40400,,19984,,-,,-,%,(5)(14)(17),,,,,,,,
208,,,,,,,,,,19984,,-,,-,%,,,,,,,,,,
209,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,,,,,,,,,,,,,,
210,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,
211,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,,
212,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,Subordinated Structured Note,2/7/2014,"Residual Interest, current yield 0.00%",-,,4/20/2026,,24500,,,11822,,,-,,-,%,(5)(14)(17),,,,,
213,,,,,,,,,,11822,,-,,-,%,,,,,,,,,,
214,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,Subordinated Structured Note,4/14/2014,"Residual Interest, current yield 0.00%",-,,4/28/2025,41164,,21322,,-,,-,%,(5)(14)(17),,,,,,,,
215,,,,,,,,,,21322,,-,,-,%,,,,,,,,,,
216,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,Subordinated Structured Note,7/23/2015,"Residual Interest, current yield 0.00%",-,,10/18/2027,39597,,29716,,16694,,0.5,%,(5)(14)(17),,,,,,,,
217,,,,,,,,,,29716,,16694,,0.5,%,,,,,,,,,,
218,"Halyard MD OpCo, LLC",Media,First Lien Term Loan,8/6/2018,10.00% (3ML+ 8.00%),2.00,,8/6/2023,10415,,10415,,10415,,0.3,%,(3)(10),,,,,,,,
219,,,,,,,,,,10415,,10415,,0.3,%,,,,,,,,,,
220,"HarbourView CLO VII-R, Ltd.",Structured Finance,Subordinated Structured Note,6/5/2015,"Residual Interest, current yield 0.00%",-,,7/18/2031,19025,,12817,,5814,,0.2,%,(5)(14)(17),,,,,,,,
221,,,,,,,,,,12817,,5814,,0.2,%,,,,,,,,,,
222,"Help/Systems Holdings, Inc.",Software,First Lien Term Loan,11/29/2019,5.75% (1ML+ 4.75%),1.00,,11/19/2026,8500,,8425,,8425,,0.3,%,(3)(8)(10),,,,,,,,
223,Second Lien Term Loan,11/22/2019,9.00% (1ML+ 8.00%),1.00,,11/19/2027,17500,,17184,,17184,,0.6,%,(3)(8)(10),,,,,,,,,,
224,,,,,,,,,,25609,,25609,,0.9,%,,,,,,,,,,
225,"Inpatient Care Management Company, LLC",Health Care Providers & Services,Senior Secured Term Loan,6/8/2016,9.00% (3ML+ 8.00%),1.00,,6/8/2021,14930,,14930,,14746,,0.5,%,(3)(10),,,,,,,,
226,,,,,,,,,,14930,,14746,,0.5,%,,,,,,,,,,
227,Jefferson Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,6/26/2015,"Residual Interest, current yield 9.08%",-,,10/20/2031,23594,,19252,,11962,,0.4,%,(5)(14),,,,,,,,
228,,,,,,,,,,19252,,11962,,0.4,%,,,,,,,,,,
229,"K&N Parent, Inc.",Auto Components,First Lien Term Loan,3/3/2020,5.82% (6ML+ 4.75%),1.00,,10/20/2023,1434,,1244,,1373,,-,%,(3)(8)(10),,,,,,,,
230,Second Lien Term Loan,10/28/2016,9.82% (6ML+ 8.75%),1.00,,10/21/2024,25887,,25532,,23494,,0.8,%,(3)(8)(10),,,,,,,,,,
231,,,,,,,,,,26776,,24867,,0.8,%,,,,,,,,,,
232,Keystone Acquisition Corp. (36),Health Care Providers & Services,Second Lien Term Loan,5/18/2017,10.25% (3ML+ 9.25%),1.00,,5/1/2025,50000,,50000,,49435,,1.6,%,(3)(8)(10),,,,,,,,
233,,,,,,,,,,50000,,49435,,1.6,%,,,,,,,,,,
234,LCM XIV Ltd.,Structured Finance,Subordinated Structured Note,6/25/2013,"Residual Interest, current yield 10.41%",-,,7/21/2031,49934,,28237,,18634,,0.6,%,(5)(14),,,,,,,,
235,,,,,,,,,,28237,,18634,,0.6,%,,,,,,,,,,
236,"Legility, LLC",Professional Services,First Lien Term Loan,2/28/2020,7.00% (3ML+ 6.00%),1.00,,12/17/2025,774,,759,,764,,-,%,(3)(8)(10),,,,,,,,
237,First Lien Term Loan,2/28/2020,7.00% (6ML+ 6.00%),1.00,,12/17/2025,19101,,18739,,18860,,0.6,%,(3)(8)(10),,,,,,,,,,
238,,,,,,,,,19498,,19624,,0.6,%,,,,,,,,,,,
239,"LGC US FINCO, LLC",Machinery,First Lien Term Loan,1/24/2020,7.50% (1ML+ 6.50%),1.00,,12/20/2025,29700,,28870,,28780,,0.9,%,(3)(8)(10),,,,,,,,
240,,,,,,,,,28870,,28780,,0.9,%,,,,,,,,,,,
241,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (1,250,000 units)",10/31/2007,,-,,,-,,-,,-,,-,%,(16),,,,,,,,
242,"Class A Common Units (1,250,000 units)",10/31/2007,,-,,,-,,-,,-,,-,%,(16),,,,,,,,,,
243,,,,,,,,,,-,,-,,-,%,,,,,,,,,,
244,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,,,,,,,,,,,,,,
245,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,
246,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,,
247,"Medusind Acquisition, Inc. (42)",Health Care Providers & Services,First Lien Term Loan,9/30/2019,9.25% (3ML+ 8.00%),1.00,,4/8/2024,,24387,,,24074,,,23800,,0.8,%,(3)(10)(45),,,,,
248,,,,,,,,,,24074,,23800,,0.8,%,,,,,,,,,,
249,Mountain View CLO 2013-I Ltd.,Structured Finance,Subordinated Structured Note,4/17/2013,"Residual Interest, current yield 2.19%",-,,10/15/2030,43650,,28479,,14794,,0.5,%,(5)(14),,,,,,,,
250,,,,,,,,,,28479,,14794,,0.5,%,,,,,,,,,,
251,Mountain View CLO IX Ltd.,Structured Finance,Subordinated Structured Note,5/13/2015,"Residual Interest, current yield 14.53%",-,,7/15/2031,47830,,29046,,25909,,0.8,%,(5)(14),,,,,,,,
252,,,,,,,,,,29046,,25909,,0.8,%,,,,,,,,,,
253,"Octagon Investment Partners XV, Ltd.",Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 9.72%",-,,7/19/2030,42064,,32798,,23572,,0.8,%,(5)(14),,,,,,,,
254,,,,,,,,,,32798,,23572,,0.8,%,,,,,,,,,,
255,Octagon Investment Partners 18-R Ltd.,Structured Finance,Subordinated Structured Note,8/12/2015,"Residual Interest, current yield 13.38%",-,,4/16/2031,46016,,25700,,19111,,0.6,%,(5)(14),,,,,,,,
256,,,,,,,,,,25700,,19111,,0.6,%,,,,,,,,,,
257,Pearl Intermediate Parent LLC,Health Care Providers & Services,Second Lien Term Loan,2/28/2018,6.43% (1ML+ 6.25%),-,,2/15/2026,5000,,4982,,4943,,0.2,%,(3)(8)(10),,,,,,,,
258,,,,,,,,,,4982,,4943,,0.2,%,,,,,,,,,,
259,"PeopleConnect Holdings, LLC (11)",Interactive Media & Services,"Revolving Line of Credit - $8,918 Commitment",1/22/2020,10.00% (1ML+ 8.25%),1.75,,1/22/2025,-,,-,,-,,-,%,(10)(15),,,,,,,,
260,"Delayed Draw Term Loan - $5,000 Commitment",1/22/2020,10.00% (3ML+ 8.25%),1.75,,1/22/2021,-,,-,,-,,-,%,(10)(15),,,,,,,,,,
261,Senior Secured Term Loan,1/22/2020,10.00% (3ML+ 8.25%),1.75,,1/22/2025,200728,,200728,,200728,,6.6,%,(3)(10),,,,,,,,,,
262,,,,,,,,,,200728,,200728,,6.6,%,,,,,,,,,,
263,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan - $5,000 Commitment",5/31/2019,10.00% (3ML+ 7.25%),2.75,,5/31/2024,2500,,2500,,2477,,0.1,%,(3)(10)(15),,,,,,,,
264,Senior Secured Term Loan,5/31/2019,10.00% (3ML+ 7.25%),2.75,,5/31/2024,22300,,22300,,22095,,0.7,%,(3)(10),,,,,,,,,,
265,,,,,,,,,,24800,,24572,,0.8,%,,,,,,,,,,
266,"PlayPower, Inc.",Leisure Products,First Lien Term Loan,5/16/2019,5.81% (3ML+ 5.50%),-,,5/10/2026,6341,,6286,,6087,,0.2,%,(3)(8)(10),,,,,,,,
267,,,,,,,,,,6286,,6087,,0.2,%,,,,,,,,,,
268,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,First Lien Term Loan,1/5/2018,6.50% (3ML+ 5.50%),1.00,,12/20/2024,9750,,9412,,9651,,0.4,%,(3)(8)(10),,,,,,,,
269,Second Lien Term Loan,1/5/2018,10.50% (3ML+ 9.50%),1.00,,12/20/2025,50000,,47617,,50000,,1.6,%,(3)(8)(10),,,,,,,,,,
270,,,,,,,,,,57029,,59651,,2.0,%,,,,,,,,,,
271,"RGIS Services, LLC",Commercial Services & Supplies,Senior Secured Term Loan,6/25/2020,8.50% (3ML+ 7.50%),1.00,,6/25/2025,8678,,8678,,8678,,0.3,%,(8)(10),,,,,,,,
272,Membership Interest (4.34%),6/25/2020,,-,,,-,,10303,,9233,,0.3,%,(16),,,,,,,,,,
273,,,,,,,,,,18981,,17911,,0.6,%,,,,,,,,,,
274,RME Group Holding Company,Media,Senior Secured Term Loan A,5/4/2017,7.00% (3ML+ 6.00%),1.00,,5/4/2022,27646,,27646,,27646,,0.9,%,(3)(10),,,,,,,,
275,Senior Secured Term Loan B,5/4/2017,12.00% (3ML+ 11.00%),1.00,,5/4/2022,22349,,22349,,22349,,0.7,%,(3)(10),,,,,,,,,,
276,,,,,,,,,,49995,,49995,,1.6,%,,,,,,,,,,
277,"Rocket Software, Inc.",Software,Second Lien Term Loan,12/7/2018,9.01% (3ML+ 8.25%),-,,11/27/2026,50000,,49599,,48136,,1.6,%,(3)(8)(10),,,,,,,,
278,,,,,,,,,,49599,,48136,,1.6,%,,,,,,,,,,
279,Romark WM-R Ltd.,Structured Finance,Subordinated Structured Note,4/11/2014,"Residual Interest, current yield 8.32%",-,,4/21/2031,27725,,22967,,14374,,0.5,%,(5)(14),,,,,,,,
280,,,,,,,,,,22967,,14374,,0.5,%,,,,,,,,,,
281,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,,,,,,,,,,,,,,
282,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,
283,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,,
284,Rosa Mexicano,"Hotels, Restaurants & Leisure",Revolving Line of Credit - $500 Commitment,3/29/2018,2.75% (3ML+ 1.50%) plus 6.00% PIK,1.25,,3/29/2023,,502,,,502,,,449,,-,%,(10)(15)(45),,,,,
285,Senior Secured Term Loan,3/29/2018,2.75% (3ML+ 1.50%) plus 6.00% PIK,1.25,,3/29/2023,22999,,22999,,20559,,0.7,%,(10)(45),,,,,,,,,,
286,,,,,,,,,,23501,,21008,,0.7,%,,,,,,,,,,
287,"Securus Technologies Holdings, Inc.",Communications Equipment,First Lien Term Loan,9/3/2019,5.50% (1ML+ 4.50%),1.00,,11/1/2024,9898,,9105,,8671,,0.3,%,(8)(10),,,,,,,,
288,Second Lien Term Loan,11/3/2017,9.25% (3ML+ 8.25%),1.00,,11/1/2025,50662,,50533,,42166,,1.4,%,(3)(8)(10),,,,,,,,,,
289,,,,,,,,,,59638,,50837,,1.7,%,,,,,,,,,,
290,"SEOTownCenter, Inc.",IT Services,Senior Secured Term Loan A,4/10/2018,9.50% (3ML+ 7.50%),2.00,,4/7/2023,24763,,24763,,24763,,0.8,%,(3)(10)(45),,,,,,,,
291,Senior Secured Term Loan B,4/10/2018,14.50% (3ML+ 12.50%),2.00,,4/7/2023,19119,,19119,,19119,,0.6,%,(3)(10)(45),,,,,,,,,,
292,,,,,,,,,,43882,,43882,,1.4,%,,,,,,,,,,
293,"Shutterfly, Inc.",Internet & Direct Marketing Retail,First Lien Term Loan,12/9/2019,7.00% (3ML+ 6.00%),1.00,,9/25/2026,17419,,15706,,16440,,0.5,%,(3)(8)(10),,,,,,,,
294,,,,,,,,,,15706,,16440,,0.5,%,,,,,,,,,,
295,"Sorenson Communications, LLC",Diversified Telecommunication Services,First Lien Term Loan,5/8/2019,6.81% (3ML+ 6.50%),-,,4/29/2024,8227,,8166,,8166,,0.3,%,(3)(8)(10),,,,,,,,
296,,,,,,,,,,8166,,8166,,0.3,%,,,,,,,,,,
297,Spectrum Holdings III Corp,Health Care Equipment & Supplies,Second Lien Term Loan,2/13/2018,8.07% (6ML+ 7.00%),1.00,,1/31/2026,7500,,7474,,5606,,0.2,%,(3)(8)(10),,,,,,,,
298,,,,,,,,,,7474,,5606,,0.2,%,,,,,,,,,,
299,"Staples, Inc.",Distributors,First Lien Term Loan,12/3/2019,5.69% (3ML+ 5.00%),-,,4/16/2026,8955,,8873,,8135,,0.3,%,(3)(8)(10),,,,,,,,
300,,,,,,,,,,8873,,8135,,0.3,%,,,,,,,,,,
301,Strategic Materials,Household Durables,Second Lien Term Loan,11/1/2017,8.75% (3ML+ 7.75%),1.00,,11/1/2025,7000,,6953,,5223,,0.2,%,(3)(8)(10),,,,,,,,
302,,,,,,,,,,6953,,5223,,0.2,%,,,,,,,,,,
303,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests,12/4/2006,,-,,,-,,-,,-,,-,%,(13),,,,,,,,
304,,,,,,,,,,-,,-,,-,%,,,,,,,,,,
305,Sudbury Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,11/14/2013,"Residual Interest, current yield 0.00%",-,,1/19/2026,28200,,13875,,2632,,0.1,%,(5)(14)(17),,,,,,,,
306,,,,,,,,,,13875,,2632,,0.1,%,,,,,,,,,,
307,"Symphony CLO XIV, Ltd.",Structured Finance,Subordinated Structured Note,5/6/2014,"Residual Interest, current yield 0.00%",-,,7/14/2026,49250,,29171,,13608,,0.4,%,(5)(14)(17),,,,,,,,
308,,,,,,,,,,29171,,13608,,0.4,%,,,,,,,,,,
309,"Symphony CLO XV, Ltd.",Structured Finance,Subordinated Structured Note,10/17/2014,"Residual Interest, current yield 3.91%",-,,1/19/2032,63831,,43104,,20287,,0.7,%,(5)(14),,,,,,,,
310,,,,,,,,,,43104,,20287,,0.7,%,,,,,,,,,,
311,TGP HOLDINGS III LLC,Household Durables,Second Lien Term Loan,10/3/2017,9.50% (3ML+ 8.50%),1.00,,9/25/2025,3000,,2971,,3000,,0.1,%,(8)(10),,,,,,,,
312,,,,,,,,,,2971,,3000,,0.1,%,,,,,,,,,,
313,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,First Lien Term Loan,3/6/2020,6.25% (3ML+ 5.25%) plus 0.75% PIK,1.00,,5/29/2025,38912,,38544,,36910,,1.2,%,(8)(10)(45),,,,,,,,
314,,,,,,,,,,38544,,36910,,1.2,%,,,,,,,,,,
315,"Town & Country Holdings, Inc.",Distributors,First Lien Term Loan,1/26/2018,8.81% (3ML+ 8.50%),-,,1/26/2023,163980,,163980,,160830,,5.3,%,(3)(10)(45),,,,,,,,
316,,,,,,,,,,163980,,160830,,5.3,%,,,,,,,,,,
317,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,,,,,,,,,,,,,,
318,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,
319,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,,
320,"Transplace Holdings, Inc.",Transportation Infrastructure,Second Lien Term Loan,10/16/2017,9.82% (6ML+ 8.75%),1.00,,10/6/2025,,28104,,,27662,,,27662,,0.9,%,(3)(8)(10),,,,,
321,,,,,,,,,,27662,,27662,,0.9,%,,,,,,,,,,
322,"United Sporting Companies, Inc. (18)",Distributors,Second Lien Term Loan,9/28/2012,12.75% (1ML+ 11.00%) plus 2.00% PIK,1.75,,11/16/2019,147470,,105478,,6966,,0.2,%,(9)(10),,,,,,,,
323,,,,,,,,,,105478,,6966,,0.2,%,,,,,,,,,,
324,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods",Second Lien Term Loan,10/16/2015,10.50% (1ML+ 9.50%),1.00,,10/2/2022,37000,,36762,,35363,,1.2,%,(3)(8)(10),,,,,,,,
325,,,,,,,,,,36762,,35363,,1.2,%,,,,,,,,,,
326,"Upstream Newco, Inc.",Health Care Providers & Services,First Lien Term Loan,12/2/2019,4.68% (1ML+ 4.50%),-,,11/20/2026,8229,,8192,,7802,,0.3,%,(3)(8)(10),,,,,,,,
327,Second Lien Term Loan,12/2/2019,9.57% (6ML+ 8.50%),-,,11/20/2027,22000,,21810,,22000,,0.7,%,(3)(8)(10),,,,,,,,,,
328,,,,,,,,,,30002,,29802,,1.0,%,,,,,,,,,,
329,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit - $1,000 Commitment",4/15/2015,10.25% (1ML+ 9.25%),1.00,,8/24/2020,1000,,1000,,1000,,-,%,(10)(15),,,,,,,,
330,Senior Secured Term Loan B,4/15/2015,12.75% (1ML+ 11.75%),1.00,,8/24/2022,17232,,17232,,17232,,0.6,%,(3)(10),,,,,,,,,,
331,Equity,4/15/2015,,-,,,-,,1,,-,,-,%,(16),,,,,,,,,,
332,,,,,,,,,,18233,,18232,,0.6,%,,,,,,,,,,
333,Venio LLC,Professional Services,Second Lien Term Loan,2/19/2014,4.00% plus 10.00% PIK (3ML + 7.50%),2.50,,2/19/2020,27637,,27637,,27267,,0.9,%,(10)(45),,,,,,,,
334,,,,,,,,,,27637,,27267,,0.9,%,,,,,,,,,,
335,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,Second Lien Term Loan,12/12/2017,7.75% (3ML+ 6.75%),1.00,,12/1/2025,3000,,2990,,2938,,0.1,%,(3)(8)(10),,,,,,,,
336,,,,,,,,,,2990,,2938,,0.1,%,,,,,,,,,,
337,"Voya CLO 2012-4, Ltd.",Structured Finance,Subordinated Structured Note,11/5/2012,"Residual Interest, current yield 7.00%",-,,10/15/2030,40613,,29996,,22509,,0.7,%,(5)(14),,,,,,,,
338,,,,,,,,,,29996,,22509,,0.7,%,,,,,,,,,,
339,"Voya CLO 2014-1, Ltd.",Structured Finance,Subordinated Structured Note,2/5/2014,"Residual Interest, current yield 4.39%",-,,4/18/2031,40773,,30303,,17668,,0.6,%,(5)(14),,,,,,,,
340,,,,,,,,,,30303,,17668,,0.6,%,,,,,,,,,,
341,"Voya CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2016,"Residual Interest, current yield 8.35%",-,,10/20/2031,28100,,26253,,18680,,0.6,%,(5)(14),,,,,,,,
342,,,,,,,,,,26253,,18680,,0.6,%,,,,,,,,,,
343,"Voya CLO 2017-3, Ltd.",Structured Finance,Subordinated Structured Note,6/13/2017,"Residual Interest, current yield 9.24%",-,,7/22/2030,44885,,49645,,37860,,1.2,%,(5)(14),,,,,,,,
344,,,,,,,,,,49645,,37860,,1.2,%,,,,,,,,,,
345,"VT Topco, Inc.",Commercial Services & Supplies,Second Lien Term Loan,8/23/2018,7.18% (1ML+ 7.00%),-,,8/17/2026,7000,,6973,,6662,,0.2,%,(3)(8)(10),,,,,,,,
346,,,,,,,,,,6973,,6662,,0.2,%,,,,,,,,,,
347,Total Non-Control/Non-Affiliate Investments (Level 3),,,3332509,,,2785499,,91.2,%,,,,,,,,,,,,,,,
348,Total Portfolio Investments (Level 3),,,5782718,,,5232328,,171.3,%,,,,,,,,,,,,,,,
349,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,,
350,Air Freight & Logistics,,-,,,-,,,12500,,,-,,,-,,,-,,,-,,12500.0,,
351,Auto Components,1244,,-,,25532,,-,,-,,-,,-,,26776.0,,,,,,,,,
352,Chemicals,31837,,-,,-,,-,,-,,-,,-,,31837.0,,,,,,,,,
353,Commercial Services & Supplies,43835,,-,,175763,,-,,-,,-,,10303,,229901.0,,,,,,,,,
354,Communications Equipment,9105,,-,,50533,,-,,-,,-,,-,,59638.0,,,,,,,,,
355,Consumer Finance,28806,,-,,-,,-,,-,,-,,-,,28806.0,,,,,,,,,
356,Distributors,172853,,-,,105478,,-,,-,,-,,-,,278331.0,,,,,,,,,
357,Diversified Financial Services,30165,,-,,-,,-,,-,,-,,-,,30165.0,,,,,,,,,
358,Diversified Telecommunication Services,17704,,-,,39394,,-,,-,,-,,-,,57098.0,,,,,,,,,
359,Entertainment,50601,,-,,-,,-,,-,,-,,-,,50601.0,,,,,,,,,
360,Food Products,-,,-,,24853,,-,,-,,-,,-,,24853.0,,,,,,,,,
361,Health Care Equipment & Supplies,-,,-,,7474,,-,,-,,-,,-,,7474.0,,,,,,,,,
362,Health Care Providers & Services,152900,,-,,113235,,-,,-,,-,,-,,266135.0,,,,,,,,,
363,"Hotels, Restaurants & Leisure",23501,,-,,-,,-,,-,,-,,-,,23501.0,,,,,,,,,
364,Household Products,24437,,-,,-,,-,,-,,-,,-,,24437.0,,,,,,,,,
365,Household Durables,-,,-,,9924,,3990,,-,,-,,2001,,15915.0,,,,,,,,,
366,Insurance,-,,-,,12796,,-,,-,,-,,-,,12796.0,,,,,,,,,
367,Interactive Media & Services,200728,,-,,-,,-,,-,,-,,-,,200728.0,,,,,,,,,
368,Internet & Direct Marketing Retail,15706,,-,,-,,-,,-,,-,,-,,15706.0,,,,,,,,,
369,IT Services,117574,,-,,85711,,-,,-,,-,,-,,203285.0,,,,,,,,,
370,Leisure Products,24518,,-,,-,,-,,-,,-,,1,,24519.0,,,,,,,,,
371,Machinery,48745,,-,,-,,-,,-,,-,,-,,48745.0,,,,,,,,,
372,Media,64630,,-,,35000,,-,,-,,-,,-,,99630.0,,,,,,,,,
373,Paper & Forest Products,4393,,-,,11395,,-,,-,,-,,-,,15788.0,,,,,,,,,
374,Professional Services,28910,,-,,75254,,-,,-,,-,,-,,104164.0,,,,,,,,,
375,Real Estate Management & Development,31747,,-,,-,,-,,-,,-,,-,,31747.0,,,,,,,,,
376,Software,8425,,-,,66783,,-,,-,,-,,-,,75208.0,,,,,,,,,
377,"Technology Hardware, Storage & Peripherals",-,,-,,12415,,-,,-,,-,,-,,12415.0,,,,,,,,,
378,"Textiles, Apparel & Luxury Goods",166307,,-,,36762,,-,,-,,-,,-,,203069.0,,,,,,,,,
379,Transportation Infrastructure,-,,-,,27662,,-,,-,,-,,-,,27662.0,,,,,,,,,
380,Structured Finance (A),-,,-,,-,,-,,1089079,,-,,-,,1089079.0,,,,,,,,,
381,Total Non-Control/ Non-Affiliate,,1298671,,,-,,,928464,,,3990,,,1089079,,,-,,,12305,,3332509.0,,
382,Total Portfolio Investment Cost,,2615252,,,1981,,,1428648,,,3990,,,1089079,,,43935,,,599833,,5782718.0,,
383,Personal Products,,59907,,,-,,,-,,,-,,,-,,,-,,,-,,59907.0,2.0,%
384,Trading Companies & Distributors,26599,,-,,-,,-,,-,,-,,-,,26599.0,,0.9,%,,,,,,
385,Structured Finance (A),79200,,-,,-,,-,,-,,-,,-,,79200.0,,2.6,%,,,,,,
386,Total Control Investments,,1167383,,,-,,,388637,,,-,,,-,,,-,,,703272,,2259292.0,73.9,%
387,Fair Value % of Net Assets,38.2,%,-,%,12.7,%,-,%,-,%,-,%,23.0,%,73.9,%,,,,,,,,
388,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,,
389,Diversified Consumer Services,,-,,,1981,,,107412,,,-,,,-,,,51079,,,5857,,166329.0,5.4,%
390,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,-,,21208,,21208.0,,0.7,%,,,,,,
391,Total Affiliate Investments,,-,,,1981,,,107412,,,-,,,-,,,51079,,,27065,,187537.0,6.1,%
392,Fair Value % of Net Assets,-,%,0.1,%,3.4,%,-,%,-,%,1.7,%,0.9,%,6.1,%,,,,,,,,
393,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,,
394,Air Freight & Logistics,,-,,,-,,,10755,,,-,,,-,,,-,,,-,,10755.0,0.4,%
395,Auto Components,1373,,-,,23494,,-,,-,,-,,-,,24867.0,,0.8,%,,,,,,
396,Chemicals,31891,,-,,-,,-,,-,,-,,-,,31891.0,,1.0,%,,,,,,
397,Commercial Services & Supplies,43409,,-,,172405,,-,,-,,-,,9233,,225047.0,,7.4,%,,,,,,
398,Communications Equipment,8671,,-,,42166,,-,,-,,-,,-,,50837.0,,1.7,%,,,,,,
399,Consumer Finance,24338,,-,,-,,-,,-,,-,,-,,24338.0,,0.8,%,,,,,,
400,Distributors,168965,,-,,6966,,-,,-,,-,,-,,175931.0,,5.8,%,,,,,,
401,Diversified Financial Services,30165,,-,,-,,-,,-,,-,,-,,30165.0,,1.0,%,,,,,,
402,Diversified Telecommunication Services,17403,,-,,37908,,-,,-,,-,,-,,55311.0,,1.8,%,,,,,,
403,Entertainment,49017,,-,,-,,-,,-,,-,,-,,49017.0,,1.6,%,,,,,,
404,Food Products,-,,-,,25000,,-,,-,,-,,-,,25000.0,,0.8,%,,,,,,
405,Health Care Equipment & Supplies,-,,-,,5606,,-,,-,,-,,-,,5606.0,,0.2,%,,,,,,
406,Health Care Providers & Services,151824,,-,,112821,,-,,-,,-,,-,,264645.0,,8.7,%,,,,,,
407,"Hotels, Restaurants & Leisure",21008,,-,,-,,-,,-,,-,,-,,21008.0,,0.7,%,,,,,,
408,Household Products,24362,,-,,-,,-,,-,,-,,-,,24362.0,,0.8,%,,,,,,
409,Household Durables,-,,-,,8223,,3990,,-,,-,,3853,,16066.0,,0.5,%,,,,,,
410,Insurance,-,,-,,12744,,-,,-,,-,,-,,12744.0,,0.4,%,,,,,,
