,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
207,"H.I.G. ECI Merger Sub, Inc.",IT Services,"Senior Secured Term Loan A (7.84% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,44576,,44576,,44576,,1.3%,,,,,,,
208,"Senior Secured Term Loan B (12.84% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,,29900,,29900,,0.9%,,,,,,,,,
209,,,,,,74476,,74476,,2.2%,,,,,,,,
210,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/21/2012,23188,,3844,,4665,,0.1%,,,,,,,
211,,,,,,3844,,4665,,0.1%,,,,,,,,
212,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,,21359,,13109,,0.4%,,,,,,,
213,,,,,,21359,,13109,,0.4%,,,,,,,,
214,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 1.35%, due 4/18/2026)(5)(14)",3/6/2014,24500,,13315,,11201,,0.3%,,,,,,,
215,,,,,,13315,,11201,,0.3%,,,,,,,,
216,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(6)(14)(17)",4/28/2014,41164,,23151,,16598,,0.5%,,,,,,,
217,,,,,,23151,,16598,,0.5%,,,,,,,,
218,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.18%, due 10/18/2027)(5)(6)(14)",9/3/2015,39598,,34437,,32319,,0.9%,,,,,,,
219,,,,,,34437,,32319,,0.9%,,,,,,,,
220,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
221,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
222,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
223,"Halyard MD OPCO, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (10.39% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,,-,,,-,,,-,,-%,,,,
224,"First Lien Term Loan (10.39% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(11)",8/6/2018,11925,,11925,,11925,,0.4%,,,,,,,,,
225,"Delayed Draw Term Loan – $3,500 Commitment (10.39% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2019)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,,,
226,,,,,,11925,,11925,,0.4%,,,,,,,,
227,"Harbortouch Payments, LLC",Commercial Services & Supplies,Escrow Receivable,3/31/2014,,,-,,932,,-%,,,,,,,
228,,,,,,-,,932,,-%,,,,,,,,
229,"HarbourView CLO VII-R, Ltd. (f/k/a HarbourView CLO VII, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.02%, due 7/18/2031)(5)(6)(14)",6/10/2015,19025,,14029,,13632,,0.4%,,,,,,,
230,,,,,,14029,,13632,,0.4%,,,,,,,,
231,"Help/Systems Holdings, Inc.",Software,"Second Lien Term Loan (9.99% (LIBOR + 7.75%), due 3/27/2026)(3)(8)(13)",4/17/2018,11293,,11246,,11293,,0.3%,,,,,,,
232,,,,,,11246,,11293,,0.3%,,,,,,,,
233,"Ingenio, LLC",Interactive Media & Services,"Senior Secured Term Loan (9.91% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",9/25/2017,9647,,9647,,9647,,0.3%,,,,,,,
234,,,,,,9647,,9647,,0.3%,,,,,,,,
235,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.34% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,21713,,21713,,21713,,0.6%,,,,,,,
236,,,,,,21713,,21713,,0.6%,,,,,,,,
237,"Janus International Group, LLC",Building Products,"Second Lien Term Loan (9.99% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(3)(8)(13)",2/22/2018,20000,,19824,,20000,,0.6%,,,,,,,
238,,,,,,19824,,20000,,0.6%,,,,,,,,
239,JD Power and Associates,Capital Markets,"Second Lien Term Loan (10.74% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",9/16/2016,26675,,26531,,26675,,0.8%,,,,,,,
240,,,,,,26531,,26675,,0.8%,,,,,,,,
241,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.66%, due 10/20/2031)(5)(6)(14)",7/28/2015,23594,,18297,,12917,,0.4%,,,,,,,
242,,,,,,18297,,12917,,0.4%,,,,,,,,
243,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (11.14% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(11)",10/20/2016,25887,,25388,,24851,,0.7%,,,,,,,
244,,,,,,25388,,24851,,0.7%,,,,,,,,
245,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (11.64% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,50000,,50000,,50000,,1.5%,,,,,,,
246,,,,,,50000,,50000,,1.5%,,,,,,,,
247,LCM XIV Ltd.,Structured Finance,"Income Notes (Residual Interest, current yield 16.64%, due 7/21/2031)(5)(14)",7/11/2013,49934,,27644,,24770,,0.7%,,,,,,,
248,,,,,,27644,,24770,,0.7%,,,,,,,,
249,"Madison Park Funding IX, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2022)(5)(14)(17)",7/18/2012,43110,,1994,,1624,,0.1%,,,,,,,
250,,,,,,1994,,1624,,0.1%,,,,,,,,
251,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
252,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
253,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
254,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",10/31/2007,,,,1252,,,262,,-%,,,,,
255,"Class A Common Units (1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,
256,,,,,,1252,,262,,-%,,,,,,,,
257,"MedMark Services, Inc.(51)",Health Care Providers & Services,"Second Lien Term Loan (10.35% (LIBOR + 8.25% with 1.00% LIBOR floor), due 3/1/2025)(3)(8)(13)",3/16/2018,,7000,,6935,,6935,,0.2%,,,,,,
258,,,,,,6935,,6935,,0.2%,,,,,,,,
259,"Memorial MRI & Diagnostic, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.89% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(11)",3/16/2017,36735,,36735,,36735,,1.1%,,,,,,,
260,,,,,,36735,,36735,,1.1%,,,,,,,,
261,"Mobile Posse, Inc.",Media,"First Lien Term Loan (10.89% (LIBOR + 8.50% with 2.00% LIBOR floor), due 4/3/2023)(3)(11)",4/3/2018,27400,,27400,,27400,,0.8%,,,,,,,
262,,,,,,27400,,27400,,0.8%,,,,,,,,
263,Mountain View CLO 2013-I Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.74%, due 10/15/2030)(5)(14)",5/1/2013,43650,,28823,,23281,,0.7%,,,,,,,
264,,,,,,28823,,23281,,0.7%,,,,,,,,
265,Mountain View CLO IX Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.61%, due 7/15/2031)(5)(6)(14)",6/25/2015,47830,,31489,,34290,,1.0%,,,,,,,
266,,,,,,31489,,34290,,1.0%,,,,,,,,
267,"MRP Holdco, Inc.",Professional Services,"Senior Secured Term Loan A (6.74% (LIBOR + 4.50% with 1.50% LIBOR floor), due 4/17/2024)(3)(13)",4/17/2018,42785,,42785,,42785,,1.2%,,,,,,,
268,"Senior Secured Term Loan B (10.74% (LIBOR + 8.50% with 1.50% LIBOR floor), due 4/17/2024)(13)",4/17/2018,43000,,43000,,43000,,1.3%,,,,,,,,,
269,,,,,,85785,,85785,,2.5%,,,,,,,,
270,"Octagon Investment Partners XV, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 14.33%, due 7/19/2030)(5)(14)",2/20/2013,42064,,32187,,26641,,0.8%,,,,,,,
271,,,,,,32187,,26641,,0.8%,,,,,,,,
272,"Octagon Investment Partners 18-R Ltd. (f/k/a Octagon Investment Partners XVIII, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.07%, due 4/16/2031)(5)(6)(14)",8/17/2015,46016,,27409,,25634,,0.8%,,,,,,,
273,,,,,,27409,,25634,,0.8%,,,,,,,,
274,Pearl Intermediate Parent LLC,Health Care Providers & Services,"Second Lien Term Loan (8.42% (LIBOR + 6.25%), due 2/15/2026)(8)(13)",2/28/2018,5000,,4977,,4977,,0.1%,,,,,,,
275,,,,,,4977,,4977,,0.1%,,,,,,,,
276,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Interactive Media & Services,"Revolving Line of Credit – $1,000 Commitment (11.84% (LIBOR + 9.50% with 1.00% LIBOR floor), due 7/1/2020)(11)(15)",7/1/2015,500,,500,,500,,-%,,,,,,,
277,"Senior Secured Term Loan A (8.84% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,18548,,18548,,18548,,0.5%,,,,,,,,,
278,"Senior Secured Term Loan B (14.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,20023,,20023,,20023,,0.6%,,,,,,,,,
279,,,,,,39071,,39071,,1.1%,,,,,,,,
280,"PGX Holdings, Inc.",Diversified Consumer Services,"Second Lien Term Loan (11.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",9/29/2014,118289,,118289,,118289,,3.5%,,,,,,,
281,,,,,,118289,,118289,,3.5%,,,,,,,,
282,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
283,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
284,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
285,PharMerica Corporation,Pharmaceuticals,"Second Lien Term Loan (9.90% (LIBOR + 7.75% with 1.00% LIBOR floor), due 12/7/2025)(3)(8)(13)",12/7/2017,,12000,,,11882,,,12000.0,,0.4%,,,,
286,,,,,,11882,,12000,,0.4%,,,,,,,,
287,Photonis Technologies SAS,"Electronic Equipment, Instruments & Components","First Lien Term Loan (9.89% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(11)(14)",9/10/2013,12872,,12572,,12566,,0.4%,,,,,,,
288,,,,,,12572,,12566,,0.4%,,,,,,,,
289,"PlayPower, Inc.",Leisure Products,"Second Lien Term Loan (11.14% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(11)",6/23/2015,11000,,10910,,11000,,0.3%,,,,,,,
290,,,,,,10910,,11000,,0.3%,,,,,,,,
291,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,"First Lien Term Loan (7.74% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(8)(13)",1/5/2018,9925,,9461,,9815,,0.3%,,,,,,,
292,"Second Lien Term Loan (11.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(8)(13)",1/5/2018,50000,,46848,,48282,,1.4%,,,,,,,,,
293,,,,,,56309,,58097,,1.7%,,,,,,,,
294,"RGIS Services, LLC",Commercial Services & Supplies,"Senior Secured Term Loan (9.74% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(13)",4/20/2017,15173,,15113,,14320,,0.4%,,,,,,,
295,,,,,,15113,,14320,,0.4%,,,,,,,,
296,RME Group Holding Company,Media,"Senior Secured Term Loan A (8.39% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,34958,,34958,,34958,,1.0%,,,,,,,
297,"Senior Secured Term Loan B (13.39% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,24286,,24286,,24286,,0.7%,,,,,,,,,
298,,,,,,59244,,59244,,1.7%,,,,,,,,
299,"Rocket Software, Inc.",Software,"Second Lien Term Loan (11.89% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(11)",10/20/2016,50000,,49250,,50000,,1.5%,,,,,,,
300,,,,,,49250,,50000,,1.5%,,,,,,,,
301,Romark WM-R Ltd. (f/k/a Washington Mill CLO Ltd.),Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.02%, due 4/20/2031)(5)(6)(14)",5/15/2014,27725,,21966,,16599,,0.5%,,,,,,,
302,,,,,,21966,,16599,,0.5%,,,,,,,,
303,Rosa Mexicano,"Hotels, Restaurants & Leisure","Revolving Line of Credit – $2,500 Commitment (9.89% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(11)(15)",3/29/2018,-,,-,,-,,-%,,,,,,,
304,"Senior Secured Term Loan (9.89% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(3)(11)",3/29/2018,29625,,29625,,29625,,0.9%,,,,,,,,,
305,,,,,,29625,,29625,,0.9%,,,,,,,,
306,"SCS Merger Sub, Inc.",IT Services,"Second Lien Term Loan (11.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(13)",11/6/2015,20000,,19624,,20000,,0.6%,,,,,,,
307,,,,,,19624,,20000,,0.6%,,,,,,,,
308,"Securus Technologies Holdings, Inc.",Communications Equipment,"Second Lien Term Loan (10.49% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(3)(8)(13)",11/3/2017,48000,,47872,,48000,,1.4%,,,,,,,
309,,,,,,47872,,48000,,1.4%,,,,,,,,
310,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
311,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
312,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
313,"SEOTownCenter, Inc.",IT Services,"Senior Secured Term Loan A (9.84% (LIBOR + 7.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,,24500,,,24500,,,24500.0,,0.7%,,,,
314,"Senior Secured Term Loan B (14.84% (LIBOR + 12.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,17000,,17000,,17000,,0.5%,,,,,,,,,
315,,,,,,41500,,41500,,1.2%,,,,,,,,
316,SESAC Holdco II LLC,Entertainment,"Second Lien Term Loan (9.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(13)",3/2/2017,3000,,2976,,2976,,0.1%,,,,,,,
317,,,,,,2976,,2976,,0.1%,,,,,,,,
318,SMG US Midco,"Hotels, Restaurants & Leisure","Second Lien Term Loan (9.24% (LIBOR + 7.00%), due 1/23/2026)(3)(8)(13)",1/23/2018,7500,,7483,,7483,,0.2%,,,,,,,
319,,,,,,7483,,7483,,0.2%,,,,,,,,
320,"Spartan Energy Services, Inc.",Energy Equipment & Services,"Senior Secured Term Loan A (8.08% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2018)(13)",10/20/2014,13156,,12840,,13156,,0.4%,,,,,,,
321,"Senior Secured Term Loan B (14.08% PIK (LIBOR + 12.00% with 1.00% LIBOR floor), due 12/28/2018)(13)(46)",10/20/2014,18899,,18174,,18899,,0.5%,,,,,,,,,
322,,,,,,31014,,32055,,0.9%,,,,,,,,
323,Spectrum Holdings III Corp,Health Care Equipment & Supplies,"Second Lien Term Loan (9.24% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(8)(13)",1/31/2018,7500,,7465,,7465,,0.2%,,,,,,,
324,,,,,,7465,,7465,,0.2%,,,,,,,,
325,Strategic Materials,Household Durables,"Second Lien Term Loan (10.09% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(3)(8)(11)",11/1/2017,7000,,6938,,6360,,0.2%,,,,,,,
326,,,,,,6938,,6360,,0.2%,,,,,,,,
327,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests(43),12/4/2006,,,-,,-,,-%,,,,,,,
328,,,,,,-,,-,,-%,,,,,,,,
329,Sudbury Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.52%, due 1/17/2026)(5)(14)",12/5/2013,28200,,18119,,15178,,0.4%,,,,,,,
330,,,,,,18119,,15178,,0.4%,,,,,,,,
331,Symphony CLO XIV Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.92%, due 7/14/2026)(5)(6)(14)",5/29/2014,49250,,33606,,25550,,0.7%,,,,,,,
332,,,,,,33606,,25550,,0.7%,,,,,,,,
333,"Symphony CLO XV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.39%, due 10/17/2026)(5)(14)",11/17/2014,50250,,39265,,31922,,0.9%,,,,,,,
334,,,,,,39265,,31922,,0.9%,,,,,,,,
335,TGP HOLDINGS III LLC,Household Durables,"Second Lien Term Loan (10.86% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(11)",10/3/2017,3000,,2961,,2961,,0.1%,,,,,,,
336,,,,,,,2961,,2961,,0.1%,,,,,,,
337,"TouchTunes Interactive Networks, Inc.",Entertainment,"Second Lien Term Loan (10.36% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(13)",5/29/2015,14000,,13931,,14000,,0.4%,,,,,,,
338,,,,,,,13931,,14000,,0.4%,,,,,,,
339,"Town & Country Holdings, Inc.",Distributors,"First Lien Term Loan (11.89% (LIBOR + 8.50% with 1.50% LIBOR floor), due 1/26/2023)(3)(11)",1/26/2018,174191,,174191,,174191,,5.1%,,,,,,,
340,,,,,,,174191,,174191,,5.1%,,,,,,,
341,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
342,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
343,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
344,"Transplace Holdings, Inc.",Transportation Infrastructure,"Second Lien Term Loan (10.90% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(3)(8)(13)",10/5/2017,,28104,,,27515,,,28104.0,,0.8%,,,,
345,,,,,,,27515,,28104,,0.8%,,,,,,,
346,"Turning Point Brands, Inc.(42)",Tobacco,"Second Lien Term Loan (9.15% (LIBOR + 7.00%), due 3/7/2024)(3)(8)(13)",2/17/2017,14500,,14399,,14399,,0.4%,,,,,,,
347,,,,,,,14399,,14399,,0.4%,,,,,,,
348,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods","Second Lien Term Loan (11.70% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(12)",10/2/2015,37000,,36578,,37000,,1.1%,,,,,,,
349,,,,,,,36578,,37000,,1.1%,,,,,,,
350,"Universal Turbine Parts, LLC",Trading Companies & Distributors,"Senior Secured Term Loan A (8.09% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(11)",7/22/2016,31200,,31200,,27181,,0.8%,,,,,,,
351,"Senior Secured Term Loan B (14.09% (LIBOR + 11.75% with 1.00% LIBOR floor), in non-accrual status effective 7/1/2018, due 7/22/2021)(11)",7/22/2016,32500,,32500,,17948,,0.5%,,,,,,,,,
352,,,,,,,63700,,45129,,1.3%,,,,,,,
353,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit – $2,000 Commitment (11.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2019)(13)(15)",4/15/2015,1500,,1500,,1500,,0.1%,,,,,,,
354,"Senior Secured Term Loan A (8.99% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,10560,,10560,,10560,,0.3%,,,,,,,,,
355,"Senior Secured Term Loan B (13.99% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,20492,,20492,,20492,,0.6%,,,,,,,,,
356,Equity(16),4/15/2015,,,1,,-,,-%,,,,,,,,,
357,,,,,,,32553,,32552,,1.0%,,,,,,,
358,"UTZ Quality Foods, LLC",Food Products,"Second Lien Term Loan (9.49% (LIBOR + 7.25%), due 11/21/2025)(3)(8)(13)",11/21/2017,10000,,9888,,9888,,0.3%,,,,,,,
359,,,,,,,9888,,9888,,0.3%,,,,,,,
360,"VC GB Holdings, Inc.",Household Durables,"Subordinated Secured Term Loan (10.24% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(13)",2/28/2017,12933,,12693,,12933,,0.4%,,,,,,,
361,,,,,,,12693,,12933,,0.4%,,,,,,,
362,Venio LLC,Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",2/19/2014,22605,,19080,,21726,,0.6%,,,,,,,
363,,,,,,,19080,,21726,,0.6%,,,,,,,
364,"Voya CLO 2012-2, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",8/28/2012,38070,,450,,683,,-%,,,,,,,
365,,,,,,,450,,683,,-%,,,,,,,
366,"Voya CLO 2012-3, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",10/18/2012,46632,,-,,683,,-%,,,,,,,
367,,,,,,,-,,683,,-%,,,,,,,
368,"Voya CLO 2012-4, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 11.92%, due 10/16/2028)(5)(14)",11/29/2012,40613,,30974,,28353,,0.8%,,,,,,,
369,,,,,,,30974,,28353,,0.8%,,,,,,,
370,"Voya CLO 2014-1, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.20%, due 4/18/2031)(5)(6)(14)",3/13/2014,40773,,28696,,25197,,0.7%,,,,,,,
371,,,,,,,28696,,25197,,0.7%,,,,,,,
372,"Voya CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.53%, due 10/18/2027)(5)(6)(14)",10/27/2016,28100,,27472,,22702,,0.7%,,,,,,,
373,,,,,,,27472,,22702,,0.7%,,,,,,,
374,Portfolio Company,Industry,Investments(1)(44),Acquisition Date,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
375,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
376,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
377,"Voya CLO 2017-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.27%, due 7/20/2030)(5)(6)(14)",7/12/2017,,44885,,,48253.0,,,42624.0,,1.2%,,,,
378,,,,,,,48253,,42624.0,,1.2%,,,,,,,
379,"VT Topco, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (9.34% (LIBOR + 7.00%), due 8/17/2026)(8)(11)",8/23/2018,7000,,6966,,6966.0,,0.2%,,,,,,,
380,,,,,,,6966,,6966.0,,0.2%,,,,,,,
381,"Wink Holdco, Inc.",Insurance,"Second Lien Term Loan (9.00% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(3)(8)(13)",12/1/2017,3000,,2987,,2987.0,,0.1%,,,,,,,
382,,,,,,,2987,,2987.0,,0.1%,,,,,,,
383,,Total Non-Control/Non-Affiliate Investments (Level 3),,,3532959,,,3353353,,97.7%,,,,,,,,
384,,,Total Portfolio Investments (Level 3),,,6039814,,,5936683.0,,173.0%,,,,,,,
385,Capital Markets,,-,,,26531,,,-,,,-,,,-,26531.0,,
386,Commercial Services & Supplies,87093,,163982,,-,,-,,-,,251075,,,,,,
387,Communications Equipment,-,,47872,,-,,-,,-,,47872,,,,,,
388,Consumer Finance,19748,,-,,-,,-,,-,,19748,,,,,,
389,Distributors,174191,,-,,-,,-,,-,,174191,,,,,,
390,Diversified Consumer Services,-,,118289,,-,,-,,-,,118289,,,,,,
391,"Electronic Equipment, Instruments & Components",12572,,14860,,-,,-,,-,,27432,,,,,,
392,Energy Equipment & Services,32159,,-,,-,,-,,-,,32159,,,,,,
393,Entertainment,29915,,16907,,-,,-,,-,,46822,,,,,,
394,Food Products,-,,9888,,-,,-,,-,,9888,,,,,,
395,Health Care Equipment & Supplies,35380,,7465,,-,,-,,-,,42845,,,,,,
396,Health Care Providers & Services,142957,,61912,,-,,-,,1252,,206121,,,,,,
397,"Hotels, Restaurants & Leisure",29625,,7483,,-,,-,,-,,37108,,,,,,
398,Household Durables,16894,,22592,,-,,-,,-,,39486,,,,,,
399,Household Products,24875,,-,,-,,-,,-,,24875,,,,,,
400,Insurance,-,,2987,,-,,-,,-,,2987,,,,,,
401,Interactive Media & Services,48718,,-,,-,,-,,-,,48718,,,,,,
402,IT Services,269808,,25110,,-,,-,,-,,294918,,,,,,
403,Leisure Products,32552,,10910,,-,,-,,1,,43463,,,,,,
404,Media,103279,,35000,,-,,-,,-,,138279,,,,,,
405,Paper & Forest Products,-,,11337,,-,,-,,-,,11337,,,,,,
406,Pharmaceuticals,-,,11882,,-,,-,,-,,11882,,,,,,
407,Professional Services,95246,,65928,,-,,-,,-,,161174,,,,,,
408,Real Estate Management & Development,41580,,-,,-,,-,,-,,41580,,,,,,
409,Software,-,,69462,,-,,-,,-,,69462,,,,,,
410,"Technology Hardware, Storage & Peripherals",-,,12388,,-,,,-,,12388,,,,,,,
411,"Textiles, Apparel & Luxury Goods",272618,,36578,,-,,-,,-,,309196,,,,,,
412,Tobacco,-,,14399,,-,,-,,-,,14399,,,,,,
413,Trading Companies & Distributors,63700,,-,,-,,-,,-,,63700,,,,,,
414,Transportation Infrastructure,-,,27515,,-,,-,,-,,27515,,,,,,
415,Structured Finance (A),-,,-,,1132307,,-,,-,,1132307,,,,,,
416,Total Non-Control/ Non-Affiliate,,1532910,,,866489,,,1132307,,,-,,,1253,3532959.0,,
417,Total Portfolio Investment Cost,,2766992,,,1360304,,,1132307,,,38712,,,741499,6039814.0,,
418,Machinery,,-,,,24782,,,-,,,-,,,-,24782.0,0.7,%
419,Media,7614,,-,,-,,-,,12460,,20074,,0.7,%,,,
420,Online Lending,217960,,-,,-,,-,,14366,,232326,,6.8,%,,,
421,Personal Products,164158,,-,,-,,-,,-,,164158,,4.8,%,,,
422,Total Control Investments,,1118001,,,366217,,,-,,,5702,,,997417,2487337.0,72.5,%
423,Fair Value % of Net Assets,32.6,%,10.7,%,-,%,0.2,%,29.1,%,72.5,%,,,,,
424,Affiliate Investments,,,,,,,,,,,,,,,,,
425,Diversified Consumer Services,,-,,,177,,,-,,,25476,,,-,25653.0,0.7,%
426,Distributors,-,,50670,,-,,-,,-,,50670,,1.5,%,,,
427,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,19670,,19670,,0.6,%,,,
