,0,1,2,3,4,5,6,7,8,9,10,11,12
125,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(46)",44056,31312,44006,28040,44056,0.9%,1.3%,,,
126,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(46)",44056,44006,44006,44056,44056,1.3%,,,,
127,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,44056,1.3%,,,,
128,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",Principal Value,22658,Fair  Value(2),% of Net Assets,22658,1.3%,,22658.0,,0.7%
129,"Senior Secured Term Loan B (12.34% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,22658,24938,% of Net Assets,0.7%,1.3%,,,,
130,"Senior Secured Term Loan B (12.34% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24938,47596,24938,47596,0.7%,1.4%,,,,
131,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10000,47596,9840,47596,10000,1.4%,0.3%,,,
132,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10000,9840,9840,10000,10000,0.3%,,,,
133,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.24% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(13)",34000,9840,33415,10000,34000,0.3%,1.0%,,,
134,Digital Room LLC,California / Commercial Services & Supplies,"Second Lien Term Loan (11.24% (LIBOR + 10.00% with 1.00% LIBOR floor), due 5/21/2023)(3)(8)(10)(13)",34000,33415,33415,34000,34000,1.0%,,,,
135,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(13)",11500,33415,11303,34000,11500,1.0%,0.3%,,,
136,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (9.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(10)(13)",11500,11303,11303,11500,11500,0.3%,,,,
137,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.30% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17194,11303,17194,11500,16683,0.3%,0.5%,,,
138,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.30% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17194,17194,17194,16683,16683,0.5%,,,,
139,"Engine Group, Inc.(7)",California / Media,"Senior Secured Term Loan (5.95% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",5000,17194,5000,16683,5000,0.5%,0.2%,,,
140,"Second Lien Term Loan (10.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(8)(10)(11)",35000,"Senior Secured Term Loan (5.95% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",35000,17194,35000,16683,1.0%,0.5%,,,,
141,"Second Lien Term Loan (10.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(8)(10)(11)",35000,"Senior Secured Term Loan (5.95% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",35000,40000,35000,40000,1.0%,1.2%,,,,
142,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",21544,40000,21544,40000,21544,1.2%,0.7%,,,
143,"Delayed Draw Term Loan – $15,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2022)(10)(11)(15)",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",-,40000,-,40000,-%,1.2%,,,,
144,"Delayed Draw Term Loan – $15,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor)expires 4/30/2022)(10)(11)(15)",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.30% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",-,21544,-,21544,-%,0.7%,,,,
145,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.86%, due 4/15/2025)(5)(14)",50525,21544,33768,21544,33118,0.7%,1.0%,,,
146,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.86%, due 4/15/2025)(5)(14)",50525,33768,33768,33118,33118,1.0%,,,,
147,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.31%, due 11/16/2025)(5)(14)",24575,33768,17579,33118,15324,1.0%,0.5%,,,
148,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.31%, due 11/16/2025)(5)(14)",24575,17579,17579,15324,15324,0.5%,,,,
149,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.38%, due 7/15/2026)(5)(6)(14)",39905,17579,28985,15324,24897,0.5%,0.8%,,,
150,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.38%, due 7/15/2026)(5)(6)(14)",39905,28985,28985,24897,24897,0.8%,,,,
151,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,28985,4351,24897,4714,0.8%,0.1%,,,
152,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,4351,4351,4714,4714,0.1%,,,,
153,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.34%, due 4/15/2025)(5)(14)",40400,4351,25749,4714,21925,0.1%,0.7%,,,
154,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.34%, due 4/15/2025)(5)(14)",40400,25749,25749,21925,21925,0.7%,,,,
155,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.02%, due 4/18/2026)(5)(14)",24500,25749,15910,21925,14637,0.7%,0.4%,,,
156,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.02%, due 4/18/2026)(5)(14)",24500,15910,15910,14637,14637,0.4%,,,,
157,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,14637,0.4%,,,,
158,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.00%, due 4/28/2025)(5)(6)(14)",Principal Value,41164,Fair  Value(2),% of Net Assets,26946,0.4%,,25257.0,,0.8%
159,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.00%, due 4/28/2025)(5)(6)(14)",Principal Value,26946,Fair  Value(2),25257,26946,0.8%,,,,
160,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.65%, due 10/18/2027)(5)(6)(14)",39598,26946,33779,25257,34298,0.8%,1.0%,,,
161,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.65%, due 10/18/2027)(5)(6)(14)",39598,33779,33779,34298,34298,1.0%,,,,
162,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,39598,33779,-,34298,862,1.0%,-%,,,
163,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,39598,-,-,862,862,-%,,,,
164,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.53%, due 11/18/2026)(5)(6)(14)",19025,-,15016,862,13626,-%,0.4%,,,
165,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.53%, due 11/18/2026)(5)(6)(14)",19025,15016,15016,13626,13626,0.4%,,,,
166,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,15016,8927,13626,8853,0.4%,0.3%,,,
167,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,8927,8927,8853,8853,0.3%,,,,
168,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (8.82% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(8)(10)(11)",10000,8927,10000,8853,10000,0.3%,0.3%,,,
169,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (8.82% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(8)(10)(11)",10000,10000,10000,10000,10000,0.3%,,,,
170,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.30% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021(3)(10)(11)",25196,10000,25196,10000,25191,0.3%,0.8%,,,
171,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.30% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021(3)(10)(11)",25196,25196,25196,25191,25191,0.8%,,,,
172,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",120948,25196,120948,25191,120948,0.8%,3.7%,,,
173,"Senior Secured Term Loan B (12.30% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",158100,25196,158100,25191,4.8%,0.8%,,,,
174,"Senior Secured Term Loan C-1 (13.05% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,25196,27000,25191,0.8%,0.8%,,,,
175,"Senior Secured Term Loan C-2 (13.80% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,25196,25000,25191,0.8%,0.8%,,,,
176,"Senior Secured Term Loan C-3 (12.83% (LIBOR + 11.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",22000,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",22000,25196,22000,25191,0.7%,0.8%,,,,
177,"Senior Secured Term Loan C-3 (12.83% (LIBOR + 11.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",22000,"Senior Secured Term Loan A (5.80% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",22000,353048,22000,353048,0.7%,10.8%,,,,
178,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (6.74% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",78435,353048,78435,353048,78435,10.8%,2.4%,,,
179,"Senior Secured Term Loan B (11.74% (LIBOR + 10.50% with 0.75% LIBOR floor), due 12/31/2017)(3)(10)(13)",131125,"Senior Secured Term Loan A (6.74% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",131125,353048,126287,353048,3.8%,10.8%,,,,
180,"Senior Secured Term Loan B (11.74% (LIBOR + 10.50% with 0.75% LIBOR floor), due 12/31/2017)(3)(10)(13)",131125,"Senior Secured Term Loan A (6.74% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",131125,209560,126287,204722,3.8%,6.2%,,,,
181,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",20000,209560,19778,204722,20000,6.2%,0.6%,,,
182,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",20000,19778,19778,20000,20000,0.6%,,,,
183,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.10%, due 7/20/2027)(5)(6)(14)",19500,19778,16362,20000,12863,0.6%,0.4%,,,
184,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.10%, due 7/20/2027)(5)(6)(14)",19500,16362,16362,12863,12863,0.4%,,,,
185,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,12863,0.4%,,,,
186,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(10)(13)",Principal Value,13000,Fair  Value(2),% of Net Assets,12770,0.4%,,13000.0,,0.4%
187,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.99% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(10)(13)",Principal Value,12770,Fair  Value(2),13000,12770,0.4%,,,,
188,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.58% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",50000,12770,50000,13000,50000,0.4%,1.5%,,,
189,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.58% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",50000,50000,50000,50000,50000,1.5%,,,,
190,"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",31960,50000,31960,50000,31960,1.5%,1.0%,,,
191,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19635,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19635,50000,19635,50000,0.6%,1.5%,,,,
192,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19635,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(13)",19635,51595,19635,51595,0.6%,1.6%,,,,
193,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.18%, due 7/15/2025)(5)(14)",30500,51595,20730,51595,20077,1.6%,0.6%,,,
194,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.18%, due 7/15/2025)(5)(14)",30500,20730,20730,20077,20077,0.6%,,,,
195,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2022)(5)(14)(17)",43110,20730,6834,20077,8655,0.6%,0.3%,,,
196,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2022)(5)(14)(17)",43110,6834,6834,8655,8655,0.3%,,,,
197,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.84% (LIBOR + 6.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",86427,6834,86427,8655,86427,0.3%,2.6%,,,
198,"Senior Secured Term Loan B (12.84% (LIBOR + 11.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",69562,"Senior Secured Term Loan A (7.84% (LIBOR + 6.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",69562,6834,69562,8655,2.1%,0.3%,,,,
199,"Senior Secured Term Loan B (12.84% (LIBOR + 11.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",69562,"Senior Secured Term Loan A (7.84% (LIBOR + 6.50% with 1.00% LIBOR floor), due 9/22/2020)(3)(10)(11)",69562,155989,69562,155989,2.1%,4.7%,,,,
200,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",69562,1252,69562,697,2.1%,-%,,,,
201,"Class A Common Units (1,250,000 units)(16)",Arizona / Health Care Providers & Services,-,69562,-,69562,-%,2.1%,-%,,,,
202,"Class A Common Units (1,250,000 units)(16)",Arizona / Health Care Providers & Services,-,69562,1252,69562,697,2.1%,-%,,,,
203,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37620,1252,37620,697,37620,-%,1.1%,,,
204,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37620,37620,37620,37620,37620,1.1%,,,,
205,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.01%, due 4/12/2024)(5)(14)",43650,37620,27464,37620,24695,1.1%,0.8%,,,
206,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.01%, due 4/12/2024)(5)(14)",43650,27464,27464,24695,24695,0.8%,,,,
207,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.85%, due 7/15/2027)(5)(6)(14)",47830,27464,40597,24695,38942,0.8%,1.2%,,,
208,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.85%, due 7/15/2027)(5)(6)(14)",47830,40597,40597,38942,38942,1.2%,,,,
209,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,40597,15209,38942,15407,1.2%,0.5%,,,
210,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,15209,15209,15407,15407,0.5%,,,,
211,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(13)(14)",26800,15209,26440,15407,26269,0.5%,0.8%,,,
212,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(13)(14)",26800,26440,26440,26269,26269,0.8%,,,,
213,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.48%, due 7/19/2030)(5)(14)",42064,26440,30368,26269,24346,0.8%,0.7%,,,
214,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.48%, due 7/19/2030)(5)(14)",42064,30368,30368,24346,24346,0.7%,,,,
215,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,24346,0.7%,,,,
216,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 11.58%, due 12/16/2024)(5)(6)(14)",Principal Value,28200,Fair  Value(2),% of Net Assets,17927,0.7%,,15900.0,,0.5%
217,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 11.58%, due 12/16/2024)(5)(6)(14)",Principal Value,17927,Fair  Value(2),15900,17927,0.5%,,,,
218,Pacific World Corporation,California / Personal Products,"Revolving Line of Credit – $21,000 Commitment (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",14725,17927,14725,15900,14725,0.5%,0.4%,,,
219,"Senior Secured Term Loan A (6.49% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",97250,"Revolving Line of Credit – $21,000 Commitment (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",97250,17927,95322,15900,2.9%,0.5%,,,,
220,"Senior Secured Term Loan B (10.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",97250,"Revolving Line of Credit – $21,000 Commitment (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",97250,17927,72866,15900,2.2%,0.5%,,,,
221,"Common Stock (6,778,414 units)(16)",97250,"Revolving Line of Credit – $21,000 Commitment (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",-,17927,-,15900,-%,0.5%,,,,
222,"Common Stock (6,778,414 units)(16)",97250,"Revolving Line of Credit – $21,000 Commitment (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",-,209225,-,182913,-%,5.6%,,,,
223,"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.58% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,209225,17490,182913,16905,5.6%,0.5%,,,
224,"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.58% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,17490,17490,16905,16905,0.5%,,,,
225,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Internet Software & Services,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",17500,17490,-,16905,-,0.5%,-%,,,
226,"Senior Secured Term Loan A (6.80% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",19427,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",19427,17490,19427,16905,0.6%,0.5%,,,,
227,"Senior Secured Term Loan B (12.80% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20463,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",20463,17490,20463,16905,0.6%,0.5%,,,,
228,"Senior Secured Term Loan B (12.80% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20463,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",20463,39890,20463,39890,0.6%,1.2%,,,,
229,"PGX Holdings, Inc.(40)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(13)",134668,39890,134668,39890,134668,1.2%,4.1%,,,
230,"PGX Holdings, Inc.(40)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(13)",134668,134668,134668,134668,134668,4.1%,,,,
231,Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (8.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",9872,134668,9768,134668,8480,4.1%,0.3%,,,
232,Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (8.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",9872,9768,9768,8480,8480,0.3%,,,,
233,Pinnacle (US) Acquisition Co. Limited,Texas / Software,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.25% LIBOR floor), in non-accrual status effective 7/1/2017, due 8/3/2020)(8)(10)(11)",7037,9768,6947,8480,6333,0.3%,0.2%,,,
234,Pinnacle (US) Acquisition Co. Limited,Texas / Software,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.25% LIBOR floor), in non-accrual status effective 7/1/2017, due 8/3/2020)(8)(10)(11)",7037,6947,6947,6333,6333,0.2%,,,,
235,"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,6947,10886,6333,11000,0.2%,0.3%,,,
236,"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,10886,10886,11000,11000,0.3%,,,,
237,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",53000,10886,53000,11000,47693,0.3%,1.5%,,,
238,"Senior Secured Term Loan B (13.30% (LIBOR + 12.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,10886,60453,11000,1.8%,0.3%,,,,
239,"Senior Secured Term Loan B (13.30% (LIBOR + 12.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,"Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,127500,60453,108146,1.8%,3.3%,,,,
