,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
212,,,,,12786,,12948,,0.4%,,,,,,,,,
213,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (11.55% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",50000,,50000,,50000,,1.5%,,,,,,,,
214,,,,,50000,,50000,,1.5%,,,,,,,,,
215,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 7/15/2025)(5)(14)(17)",30500,,19520,,13337,,0.4%,,,,,,,,
216,,,,,19520,,13337,,0.4%,,,,,,,,,
217,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 28.65%, due 8/15/2022)(5)(14)",43110,,1829,,1890,,0.1%,,,,,,,,
218,,,,,1829,,1890,,0.1%,,,,,,,,,
219,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",-,,1252,,507,,-%,,,,,,,,
220,"Class A Common Units (1,250,000 units)(16)",-,,-,,-,,-%,,,,,,,,,,
221,,,,,1252,,507,,-%,,,,,,,,,
222,"MedMark Services, Inc. (51)",Texas / Health Care Providers & Services,"Second Lien Term Loan (10.27% (LIBOR + 8.25% with 1.00% LIBOR floor), due 3/1/2025)(8)(11)",7000,,6930,,6952,,0.2%,,,,,,,,
223,,,,,6930,,6952,,0.2%,,,,,,,,,
224,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(11)",37240,,37240,,37240,,1.1%,,,,,,,,
225,,,,,37240,,37240,,1.1%,,,,,,,,,
226,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.87%, due 10/12/2030)(5)(14)",43650,,27873,,23699,,0.7%,,,,,,,,
227,,,,,27873,,23699,,0.7%,,,,,,,,,
228,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
229,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
230,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
231,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.94%, due 7/15/2027)(5)(6)(14)",,47830,,,40436,,,37445.0,,1.1%,,,,,
232,,,,,40436,,37445,,1.1%,,,,,,,,,
233,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.74% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(13)",15407,,15228,,15407,,0.5%,,,,,,,,
234,,,,,15228,,15407,,0.5%,,,,,,,,,
235,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.76%, due 7/19/2030)(5)(14)",42064,,31433,,26490,,0.8%,,,,,,,,
236,,,,,31433,,26490,,0.8%,,,,,,,,,
237,"Octagon Investment Partners 18-R Ltd. (f/k/a Octagon Investment Partners XVIII, Ltd.)",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.86%, due 4/16/2031)(5)(6)(14)",46016,,26236,,23418,,0.7%,,,,,,,,
238,,,,,26236,,23418,,0.7%,,,,,,,,,
239,Pacific World Corporation,California / Personal Products,"Revolving Line of Credit – $21,000 Commitment (9.06% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(13)(15)",20825,,20825,,20825,,0.6%,,,,,,,,
240,"Senior Secured Term Loan A (7.06% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(13)",96500,,96500,,93856,,2.8%,,,,,,,,,,
241,"Senior Secured Term Loan B (11.06% (LIBOR + 9.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(13)",96500,,96500,,68470,,2.1%,,,,,,,,,,
242,"Common Stock (6,778,414 units)(16)",-,,-,,-,,-%,,,,,,,,,,
243,,,,,213825,,183151,,5.5%,,,,,,,,,
244,Pearl Intermediate Parent LLC,Connecticut / Health Care Providers & Services,"Second Lien Term Loan (8.03% (LIBOR + 6.25%, due 2/15/2026)(8)(13)",5000,,4975,,5000,,0.1%,,,,,,,,
245,,,,,4975,,5000,,0.1%,,,,,,,,,
246,"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (10.13% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(13)",17500,,17491,,17500,,0.5%,,,,,,,,
247,,,,,17491,,17500,,0.5%,,,,,,,,,
248,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Internet Software & Services,"Revolving Line of Credit – $1,000 Commitment (11.20% (LIBOR + 9.50% with 1.00% LIBOR floor), due 7/1/2020)(11)(15)",500,,500,,500,,-%,,,,,,,,
249,"Senior Secured Term Loan A (8.20% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",19069,,19069,,19069,,0.6%,,,,,,,,,,
250,"Senior Secured Term Loan B (14.20% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",20284,,20284,,20284,,0.6%,,,,,,,,,,
251,,,,,39853,,39853,,1.2%,,,,,,,,,
252,"PGX Holdings, Inc.(40)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.89% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",118289,,118289,,118289,,3.5%,,,,,,,,
253,,,,,118289,,118289,,3.5%,,,,,,,,,
254,PharMerica Corporation,Kentucky / Pharmaceuticals,"Second Lien Term Loan (9.46% (LIBOR + 7.75% with 1.00% LIBOR floor), due 12/7/2025)(8)(13)",12000,,11881,,12000,,0.4%,,,,,,,,
255,,,,,11881,,12000,,0.4%,,,,,,,,,
256,Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (9.80% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(11)(14)",12872,,12407,,11518,,0.3%,,,,,,,,
257,,,,,12407,,11518,,0.3%,,,,,,,,,
258,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
259,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
260,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
261,"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (11.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(11)",,11000,,,10898,,,11000.0,,0.3%,,,,,
262,,,,,10898,,11000,,0.3%,,,,,,,,,
263,"Research Now Group, Inc.",Connecticut / Professional Services,"First Lien Term Loan (7.86% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(8)(10)",10000,,9518,,9649,,0.3%,,,,,,,,
264,"Second Lien Term Loan (11.86% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(8)(10)",50000,,46610,,47229,,1.4%,,,,,,,,,,
265,,,,,56128,,56878,,1.7%,,,,,,,,,
266,"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (9.38% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(13)",30172,,29558,,28499,,0.9%,,,,,,,,
267,,,,,29558,,28499,,0.9%,,,,,,,,,
268,RME Group Holding Company,Florida / Media,"Senior Secured Term Loan A (8.31% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",36938,,36938,,36938,,1.1%,,,,,,,,
269,"Senior Secured Term Loan B (13.31% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",24813,,24813,,24813,,0.7%,,,,,,,,,,
270,,,,,61751,,61751,,1.8%,,,,,,,,,
271,"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (11.38% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(11)",50000,,49188,,50000,,1.5%,,,,,,,,
272,,,,,49188,,50000,,1.5%,,,,,,,,,
273,Romark WM-R Ltd.  (f/k/a Washington Mill CLO Ltd.),Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.49%, due 4/20/2031)(5)(6)(14)",27725,,20865,,17771,,0.5%,,,,,,,,
274,,,,,20865,,17771,,0.5%,,,,,,,,,
275,Rosa Mexicano,"New York / Hotels, Restaurants & Leisure","Revolving Line of Credit – $2,500 Commitment (9.80% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(8)(11)(15)",-,,-,,-,,-%,,,,,,,,
276,"Senior Secured Term Loan (9.80% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(8)(11)",30000,,30000,,30000,,0.9%,,,,,,,,,,
277,,,,,30000,,30000,,0.9%,,,,,,,,,
278,"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (11.38% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(13)",20000,,19586,,20000,,0.6%,,,,,,,,
279,,,,,19586,,20000,,0.6%,,,,,,,,,
280,"Securus Technologies Holdings, Inc.",Texas / Communications Equipment,"Second Lien Term Loan (10.13% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(8)(13)",40000,,39855,,40000,,1.2%,,,,,,,,
281,,,,,39855,,40000,,1.2%,,,,,,,,,
282,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.13% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(13)",3000,,2974,,2974,,0.1%,,,,,,,,
283,,,,,2974,,2974,,0.1%,,,,,,,,,
284,Small Business Whole Loan Portfolio(41),New York / Online Lending,"124 Small Business Loans purchased from On Deck Capital, Inc.",288,,288,,199,,-%,,,,,,,,
285,,,,,288,,199,,-%,,,,,,,,,
286,SMG US Midco,"Pennsylvania / Hotels, Restaurants & Leisure","Second Lien Term Loan (8.88% (LIBOR + 7.00%, due 1/23/2026)(8)(13)",7500,,7482,,7482,,0.2%,,,,,,,,
287,,,,,7482,,7482,,0.2%,,,,,,,,,
288,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
289,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
290,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
291,"Spartan Energy Services, Inc.",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan A (7.65% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2018)(13)",,13156,,,12232,,,12988.0,,0.4%,,,,,
292,,"Senior Secured Term Loan B (13.65% PIK (LIBOR + 12.00% with 1.00% LIBOR floor)13.65% PIK, due 12/28/2018)(13)(46)",17608,,15615,,17250,,0.5%,,,,,,,,,
293,,,,,27847,,30238,,0.9%,,,,,,,,,
294,Spectrum Holdings III Corp.,Georgia / Health Care Equipment & Supplies,"Second Lien Term Loan (8.88% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(8)(13)",7500,,7463,,7500,,0.2%,,,,,,,,
295,,,,,7463,,7500,,0.2%,,,,,,,,,
296,Strategic Materials,Texas / Household Durables,"Second Lien Term Loan (9.52% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(11)",7000,,6934,,6934,,0.2%,,,,,,,,
297,,,,,6934,,6934,,0.2%,,,,,,,,,
298,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.10%, due 1/17/2026)(5)(14)",28200,,18700,,14514,,0.4%,,,,,,,,
299,,,,,18700,,14514,,0.4%,,,,,,,,,
300,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.70%, due 7/14/2026)(5)(6)(14)",49250,,34875,,28075,,0.8%,,,,,,,,
301,,,,,34875,,28075,,0.8%,,,,,,,,,
302,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.01%, due 10/17/2026)(5)(14)",50250,,40170,,32967,,1.0%,,,,,,,,
303,,,,,40170,,32967,,1.0%,,,,,,,,,
304,TGP HOLDINGS III LLC,Oregon / Household Durables,"Second Lien Term Loan (10.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(11)",3000,,2958,,3000,,0.1%,,,,,,,,
305,,,,,2958,,3000,,0.1%,,,,,,,,,
306,"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.94% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(13)",14000,,13921,,14000,,0.4%,,,,,,,,
307,,,,,13921,,14000,,0.4%,,,,,,,,,
308,"Town & Country Holdings, Inc.",New York / Distributors,"First Lien Term Loan (10.98% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/26/2023)(3)(8)(11)",70000,,70000,,70000,,2.1%,,,,,,,,
309,,,,,70000,,70000,,2.1%,,,,,,,,,
310,"Transplace Holdings, Inc.",Texas / Transportation Infrastructure,"Second Lien Term Loan (10.46% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(8)(13)",30923,,30291,,30923,,0.9%,,,,,,,,
311,,,,,30291,,30923,,0.9%,,,,,,,,,
312,"Turning Point Brands, Inc.(42)",Kentucky / Tobacco,"Second Lien Term Loan (8.70% (LIBOR + 7.00% with 0.00% LIBOR floor), due 3/7/2024)(3)(8)(13)",14500,,14386,,13933,,0.4%,,,,,,,,
313,,,,,14386,,13933,,0.4%,,,,,,,,,
314,"United Sporting Companies, Inc.(18)",South Carolina / Distributors,"Second Lien Term Loan (12.89% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(3)(13)",143717,,131699,,47780,,1.4%,,,,,,,,
315,"Common Stock (24,967 shares)(16)",-,,-,,-,,-%,,,,,,,,,,
316,,,,,131699,,47780,,1.4%,,,,,,,,,
317,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (11.29% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(12)",37000,,36525,,37000,,1.1%,,,,,,,,
318,,,,,36525,,37000,,1.1%,,,,,,,,,
319,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
320,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
321,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
322,"Universal Turbine Parts, LLC",Alabama / Trading Companies & Distributors,"Senior Secured Term Loan A (7.32% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(13)",,31525,,,31525,,,29080.0,,0.9%,,,,,
323,"Senior Secured Term Loan B (13.32% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(13)",32500,,32500,,28530,,0.9%,,,,,,,,,,
324,,,,,64025,,57610,,1.8%,,,,,,,,,
325,"USG Intermediate, LLC",Texas / Leisure Products,"Revolving Line of Credit – $2,500 Commitment (11.14% (LIBOR + 9.25% with 1.50% LIBOR floor), due 8/24/2018)(13)(15)",2500,,2500,,2500,,0.1%,,,,,,,,
326,"Senior Secured Term Loan A (8.64% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",14070,,14070,,14070,,0.4%,,,,,,,,,,
327,"Senior Secured Term Loan B (13.64% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",21537,,21537,,21537,,0.6%,,,,,,,,,,
328,Equity(16),-,,1,,-,,-%,,,,,,,,,,
329,,,,,38108,,38107,,1.1%,,,,,,,,,
330,"UTZ Quality Foods, LLC",Pennsylvania / Food Products,"Second Lien Term Loan (9.10% (LIBOR + 7.25%, due 11/21/2025)(8)(13)",10000,,9880,,9880,,0.3%,,,,,,,,
331,,,,,9880,,9880,,0.3%,,,,,,,,,
332,"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.88% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(13)",18667,,18407,,18667,,0.6%,,,,,,,,
333,,,,,18407,,18667,,0.6%,,,,,,,,,
334,Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",21510,,17122,,18285,,0.5%,,,,,,,,
335,,,,,17122,,18285,,0.5%,,,,,,,,,
336,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,,822,,940,,-%,,,,,,,,
337,,,,,822,,940,,-%,,,,,,,,,
338,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,,201,,987,,-%,,,,,,,,
339,,,,,201,,987,,-%,,,,,,,,,
340,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 11.84%, due 10/15/2028)(5)(14)",40613,,30965,,28434,,0.8%,,,,,,,,
341,,,,,30965,,28434,,0.8%,,,,,,,,,
342,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.93%, due 4/18/2031)(5)(6)(14)",40773,,28010,,27489,,0.8%,,,,,,,,
343,,,,,28010,,27489,,0.8%,,,,,,,,,
344,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.82%, due 10/18/2027)(5)(6)(14)",28100,,27178,,22980,,0.7%,,,,,,,,
345,,,,,27178,,22980,,0.7%,,,,,,,,,
346,"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.32%, due 7/20/2030)(5)(6)(14)",44885,,46010,,43562,,1.3%,,,,,,,,
347,,,,,46010,,43562,,1.3%,,,,,,,,,
348,"Wheel Pros, LLC",Colorado / Auto Components,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)",15300,,15300,,15300,,0.5%,,,,,,,,
349,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)",5460,,5460,,5460,,0.2%,,,,,,,,,,
350,,,,,20760,,20760,,0.7%,,,,,,,,,
351,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,
352,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
353,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
354,"Wink Holdco, Inc.",Texas / Insurance,"Second Lien Term Loan (8.24% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(8)(13)",,3000,,,2986,,,2986,,0.1%,,,,,
355,,,,,2986,,2986,,0.1%,,,,,,,,,
356,,Total Non-Control/Non-Affiliate Investments (Level 3),,,3951787,,,3680532,,110.0%,,,,,,,,
357,,,Total Portfolio Investments (Level 3),,,5864967,,,5719804,,170.9%,,,,,,,
358,Total Affiliate Investments,,-,,,7834,,,-,,,31193,,,16455,55482,,
359,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
360,Air Freight & Logistics,,-,,,-,,,-,,,-,,,-,-,,
361,Auto Components,-,,33546,,-,,-,,-,,33546,,,,,,
362,Building Products,-,,9902,,-,,-,,-,,9902,,,,,,
363,Capital Markets,-,,19792,,-,,-,,-,,19792,,,,,,
364,Chemicals,-,,17491,,-,,-,,-,,17491,,,,,,
365,Commercial Services & Supplies,107576,,164342,,-,,-,,-,,271918,,,,,,
366,Communications Equipment,-,,39855,,-,,-,,-,,39855,,,,,,
367,Consumer Finance,30550,,-,,-,,-,,-,,30550,,,,,,
368,Distributors,525400,,131699,,-,,-,,-,,657099,,,,,,
369,Diversified Consumer Services,10000,,118289,,-,,-,,-,,128289,,,,,,
370,"Electronic Equipment, Instruments & Components",12407,,14851,,-,,-,,-,,27258,,,,,,
371,Energy Equipment & Services,28992,,,-,,-,,-,,28992,,,,,,,
372,Food Products,,9880,,-,,-,,-,,9880,,,,,,,
373,Health Care Equipment & Supplies,31250,,7463,,-,,-,,-,,38713,,,,,,
374,Health Care Providers & Services,359977,,77134,,-,,-,,1252,,438363,,,,,,
375,Health Care Technology,,14928,,-,,-,,-,,14928,,,,,,,
376,"Hotels, Restaurants & Leisure",30000,,7482,,-,,-,,-,,37482,,,,,,
377,Household & Personal Products,25000,,,-,,-,,-,,25000,,,,,,,
378,Household Durables,17106,,28298,,-,,-,,-,,45404,,,,,,
379,Insurance,,2986,,-,,-,,-,,2986,,,,,,,
380,Internet & Direct Marketing Retail,4875,,35000,,-,,-,,-,,39875,,,,,,
381,Internet Software & Services,174493,,13921,,-,,-,,-,,188414,,,,,,
382,IT Services,,21576,,-,,-,,-,,21576,,,,,,,
383,Leisure Products,38107,,10898,,-,,-,,1,,49006,,,,,,
384,Marine,,8943,,-,,-,,-,,8943,,,,,,,
385,Media,101411,,2974,,-,,-,,-,,104385,,,,,,
386,Metals & Mining,-,,-,,-,,-,,-,,-,,,,,,
387,Online Lending,-,,-,,-,,288,,,288,,,,,,,
388,Paper & Forest Products,-,,11320,,-,,-,,-,,11320,,,,,,
389,Personal Products,213825,,-,,-,,-,,-,,213825,,,,,,
390,Pharmaceuticals,-,,11881,,-,,-,,-,,11881,,,,,,
391,Professional Services,9518,,63731,,-,,-,,-,,73249,,,,,,
392,Real Estate Management & Development,42000,,-,,-,,-,,-,,42000,,,,,,
393,Software,-,,55160,,-,,-,,-,,55160,,,,,,
394,"Technology Hardware, Storage & Peripherals",-,,12380,,-,,-,,-,,12380,,,,,,
395,"Textiles, Apparel & Luxury Goods",-,,36525,,-,,-,,-,,36525,,,,,,
396,Tobacco,-,,14387,,-,,-,,-,,14387,,,,,,
397,Trading Companies & Distributors,64025,,-,,-,,-,,-,,64025,,,,,,
398,Transportation Infrastructure,-,,30291,,-,,-,,-,,30291,,,,,,
399,Structured Finance (B),-,,-,,1096809,,-,,-,,1096809,,,,,,
400,Total Non-Control/ Non-Affiliate,,1826512,,,1026925,,,1096809,,,288,,,1253,3951787,,
401,Total Portfolio Investment Cost,,2665309,,,1399748,,,1096809,,,38681,,,664420,5864967,,
402,Control Investments,,,,,,,,,,,,,,,,,
403,Aerospace & Defense,,47099,,,-,,,-,,,-,,,32202,79301,2.4,%
404,Commercial Services & Supplies,60364,,-,,-,,5716,,5715,,71795,,2.1,%,,,
405,Construction & Engineering,37722,,-,,-,,-,,4740,,42462,,1.3,%,,,
406,Consumer Finance,-,,341435,,-,,-,,201163,,542598,,16.2,%,,,
407,"Electronic Equipment, Instruments & Components",20700,,-,,-,,-,,15557,,36257,,1.1,%,,,
408,Energy Equipment & Services,35048,,-,,-,,-,,96899,,131947,,3.9,%,,,
409,Equity Real Estate  Investment Trusts  (REITs),293203,,-,,-,,-,,440423,,733626,,21.9,%,,,
410,Machinery,-,,28622,,-,,-,,2403,,31025,,0.9,%,,,
411,Media,10614,,-,,-,,-,,9835,,20449,,0.6,%,,,
412,Online Lending,276549,,-,,-,,-,,20975,,297524,,8.9,%,,,
413,Total Control Investments,,781299,,,370057,,,-,,,5716,,,829912,1986984,59.4,%
414,% of Net Assets,23.3,%,11.1,%,-,%,0.2,%,24.8,%,59.4,%,,,,,
415,Affiliate Investments,,,,,,,,,,,,,,,,,
416,Diversified Consumer Services,,-,,,7834,,,-,,,25093,,,-,32927,1.0,%
417,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,19361,,19361,,0.6,%,,,
418,Total Affiliate Investments,,-,,,7834,,,-,,,25093,,,19361,52288,1.6,%
419,% of Net Assets,-,%,0.2,%,-,%,0.7,%,0.6,%,1.6,%,,,,,
420,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
421,Air Freight & Logistics,,-,,,-,,,-,,,-,,,-,-,-,%
422,Auto Components,-,,33708,,-,,,-,,33708,,1.0,%,,,,
423,Building Products,-,,10000,,-,,-,,-,,10000,,0.3,%,,,
424,Capital Markets,-,,20000,,-,,-,,-,,20000,,0.6,%,,,
425,Chemicals,-,,17500,,-,,-,,-,,17500,,0.5,%,,,
426,Commercial Services & Supplies,106515,,162593,,-,,-,,900,,270008,,8.1,%,,,
427,Communications Equipment,-,,40000,,-,,-,,-,,40000,,1.2,%,,,
428,Consumer Finance,33296,,-,,-,,-,,-,,33296,,1.0,%,,,
429,Distributors,525400,,47780,,-,,-,,-,,573180,,17.1,%,,,
430,Diversified Consumer Services,10000,,118289,,-,,-,,-,,128289,,3.8,%,,,
431,"Electronic Equipment, Instruments & Components",11518,,14866,,-,,-,,-,,26384,,0.8,%,,,
432,Energy Equipment & Services,31025,,-,,-,,-,,-,,31025,,0.9,%,,,
433,Food Products,-,,9880,,-,,-,,-,,9880,,0.3,%,,,
434,Health Care Equipment & Supplies,31250,,7500,,-,,-,,-,,38750,,1.2,%,,,
435,Health Care Providers & Services,355580,,77359,,-,,-,,506,,433445,,13.0,%,,,
436,Health Care Technology,-,,15300,,-,,-,,-,,15300,,0.5,%,,,
437,"Hotels, Restaurants & Leisure",30000,,7482,,-,,-,,-,,37482,,1.1,%,,,
438,Household & Personal Products,25000,,-,,-,,-,,-,,25000,,0.7,%,,,
439,Household Durables,16155,,28600,,-,,-,,-,,44755,,1.3,%,,,
440,Insurance,-,,2986,,-,,-,,-,,2986,,0.1,%,,,
441,Internet & Direct Marketing Retail,4875,,35000,,-,,-,,-,,39875,,1.2,%,,,
442,IT Services,-,,21990,,-,,-,,-,,21990,,0.7,%,,,
443,Leisure Products,38107,,11000,,-,,-,,-,,49107,,1.5,%,,,
444,Marine (A),-,,8879,,-,,-,,-,,8879,,0.3,%,,,
445,Media,101461,,2974,,-,,-,,-,,104435,,3.1,%,,,
446,Metals & Mining,-,,-,,-,,-,,-,,-,,-,%,,,
447,Online Lending,-,,-,,-,,199,,-,,199,,-,%,,,
448,Paper & Forest Products,-,,11500,,-,,-,,-,,11500,,0.3,%,,,
449,Personal Products,183151,,-,,-,,-,,-,,183151,,5.5,%,,,
450,Pharmaceuticals,-,,12000,,-,,-,,-,,12000,,0.4,%,,,
451,Professional Services,9649,,65514,,-,,-,,-,,75163,,2.2,%,,,
452,Real Estate Management & Development,42000,,-,,-,,-,,-,,42000,,1.3,%,,,
453,Software,-,,55971,,-,,-,,-,,55971,,1.7,%,,,
454,"Technology Hardware, Storage & Peripherals",-,,12500,,-,,-,,-,,12500,,0.4,%,,,
455,"Textiles, Apparel & Luxury Goods",-,,37000,,-,,-,,-,,37000,,1.1,%,,,
456,Tobacco,-,,13933,,-,,-,,-,,13933,,0.4,%,,,
457,Trading Companies & Distributors,57610,,-,,-,,-,,-,,57610,,1.7,%,,,
458,Transportation Infrastructure,-,,30923,,-,,-,,-,,30923,,0.9,%,,,
459,Structured Finance (B),-,,-,,944815,,-,,-,,944815,,28.2,%,,,
