0,1,2,3,4,5,6,7,8,9,10,11
"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(4)(21)",79979,293033,79979,292185,79979,0,2.3%,0,0
"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(4)(21)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(4)(21)",131125,211104,131125,211104,3.8%,6.1%,0,0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,211104,3000,211104,2990,0,0.1%,0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,3000,3000,2990,2990,0.1%,0,0,0
Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(12)(22)(48)",19500,3000,17027,2990,13682,0,0.4%,0,0
Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(12)(22)(48)",19500,17027,17027,13682,13682,0.4%,0,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(20)",35402,17027,35402,13682,35402,0,1.0%,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(20)",35402,35402,35402,35402,35402,1.0%,0,0,0
"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(21)",34688,35402,34688,35402,26196,0,0.8%,0,0
"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(21)",21277,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(4)(6)(21)",21277,55965,16067,42263,0.5%,1.3%,0,0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.22%)(11)(12)(22)",30500,55965,24013,42263,23257,0,0.7%,0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.22%)(11)(12)(22)",30500,24013,24013,23257,23257,0.7%,0,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.80%)(11)(12)(22)",Principal Value,31110,Fair  Value(2),% of Net Assets,23043,0,0,23580.0,0.7%
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.80%)(11)(12)(22)",Principal Value,23043,Fair  Value(2),23580,23043,0.7%,0,0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",33014,23043,33014,23580,32995,0,1.0%,0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",40562,73576,40562,73557,1.2%,2.2%,0,0,0
"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,73576,1252,73557,2036,0,0.1%,0,0
"Class A Common Units (1,250,000 units)",-,"Preferred Units (1,250,000 units)",-,1252,416,2452,-%,0.1%,0,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.19%)(11)(12)(22)",43650,1252,35469,2452,35326,0,1.0%,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.19%)(11)(12)(22)",43650,35469,35469,35326,35326,1.0%,0,0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.95%)(11)(12)(22)(48)",47830,35469,46175,35326,42110,0,1.2%,0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.95%)(11)(12)(22)(48)",47830,46175,46175,42110,42110,1.2%,0,0,0
"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,46175,3000,42110,3000,0,0.1%,0,0
"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,3000,3000,3000,3000,0.1%,0,0,0
NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(21)(22)(23)",16252,3000,16040,3000,16252,0,0.5%,0,0
NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(21)(22)(23)",16252,16040,16040,16252,16252,0.5%,0,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)(6)(21)",187,16040,187,16252,-,0,-%,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)(6)(21)",187,187,187,-,-,-%,0,0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 2.50% PIK, due 4/16/2018)(3)(6)(16)",14085,187,13939,-,12410,0,0.4%,0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 2.50% PIK, due 4/16/2018)(3)(6)(16)",14085,13939,13939,12410,12410,0.4%,0,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 19.58%)(11)(12)(22)",32921,13939,27092,12410,26460,0,0.8%,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 19.58%)(11)(12)(22)",32921,27092,27092,26460,26460,0.8%,0,0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 21.53%)(11)(12)(22)(48)",Principal Value,28200,Fair  Value(2),% of Net Assets,21084,0,0,21386.0,0.6%
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 21.53%)(11)(12)(22)(48)",Principal Value,21084,Fair  Value(2),21386,21084,0.6%,0,0,0
Onyx Payments(44),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(20)(25)",1000,21084,1000,21386,1000,0,-%,0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(4)(20)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(20)(25)",59389,110995,58593,110197,1.7%,3.2%,0,0,0
Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(21)(25)",2500,110995,2500,110197,2500,0,0.1%,0,0
"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)(21)",98750,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(21)(25)",98750,200000,78208,173271,2.3%,5.1%,0,0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)(20)",17500,200000,17485,173271,16800,0,0.5%,0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)(20)",17500,17485,17485,16800,16800,0.5%,0,0,0
"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(20)(25)",-,17485,-,16800,-,0,-%,0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(4)(20)",21410,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(20)(25)",21410,42731,21260,42494,0.6%,1.2%,0,0,0
"PGX Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(21)(28)",135000,42731,135000,42494,135000,0,3.9%,0,0
"PGX Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(21)(28)",135000,135000,135000,135000,135000,3.9%,0,0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(20)(22)",Principal Value,10282,Fair  Value(2),% of Net Assets,10085,0,0,10085.0,0.3%
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(20)(22)",Principal Value,10085,Fair  Value(2),10085,10085,0.3%,0,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)(20)",7037,10085,6903,10085,6505,0,0.2%,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)(20)",7037,6903,6903,6505,6505,0.2%,0,0,0
"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(4)(16)(20)",11000,6903,10843,6505,10885,0,0.3%,0,0
"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(4)(16)(20)",11000,10843,10843,10885,10885,0.3%,0,0,0
"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(16)(20)",10000,10843,9859,10885,9859,0,0.3%,0,0
"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(16)(20)",10000,9859,9859,9859,9859,0.3%,0,0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(20)",53955,9859,53955,9859,53925,0,1.6%,0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(20)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(20)",74500,128455,74500,128425,2.2%,3.8%,0,0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",10000,128455,9925,128425,7725,0,0.2%,0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",10000,9925,9925,7725,7725,0.2%,0,0,0
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)(20)",20000,9925,19826,7725,20000,0,0.6%,0,0
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)(20)",20000,19826,19826,20000,20000,0.6%,0,0,0
"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(16)(20)",5000,19826,4965,20000,4672,0,0.1%,0,0
"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(16)(20)",5000,4965,4965,4672,4672,0.1%,0,0,0
"SCS Merger Sub, Inc. (Sirius)",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(4)(16)(21)",20000,4965,19419,4672,19419,0,0.6%,0,0
"SCS Merger Sub, Inc. (Sirius)",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(4)(16)(21)",20000,19419,19419,19419,19419,0.6%,0,0,0
"Security Alarm Financing Enterprises, L.P.(45)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(21)",25000,19419,25000,19419,24718,0,0.7%,0,0
"Security Alarm Financing Enterprises, L.P.(45)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(21)",25000,25000,25000,24718,24718,0.7%,0,0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(16)(20)",10000,25000,9865,24718,9665,0,0.3%,0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(16)(20)",10000,9865,9865,9665,9665,0.3%,0,0,0
SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(4)(16)(20)",Principal Value,16000,Fair  Value(2),% of Net Assets,15692,0,0,15692.0,0.5%
SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(4)(16)(20)",Principal Value,15692,Fair  Value(2),15692,15692,0.5%,0,0,0
Small Business Whole Loan Portfolio(19),New York / Online Lending,"1,375 small business loans purchased from On Deck Capital, Inc.(26)",31807,15692,31807,15692,31431,0,0.9%,0,0
"Subordinated Notes (Residual Interest, current yield -4.01%) in MarketPlace Loan Trust, Series 2015-OD2(22)",New York / Online Lending,1064,31807,32871,31807,32719,31431,0.9%,0,0,0
"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)(21)",13245,32871,13245,32719,11401,0,0.3%,0,0
"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)(21)",13757,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)(21)",13757,27002,11249,22650,0.3%,0.6%,0,0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(19)(22)",15000,27002,15000,22650,9067,0,0.3%,0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(19)(22)",15000,15000,15000,9067,9067,0.3%,0,0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,15000,-,9067,-,0,-%,0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,-,-,-,-,-%,0,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.28%)(11)(12)(22)",28200,-,21605,-,19601,0,0.6%,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.28%)(11)(12)(22)",28200,21605,21605,19601,19601,0.6%,0,0,0
Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 16.50%)(11)(12)(22)",45500,21605,33587,19601,31970,0,0.9%,0,0
Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 16.50%)(11)(12)(22)",45500,33587,33587,31970,31970,0.9%,0,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(12)(22)(48)",49250,33587,41284,31970,36281,0,1.1%,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(12)(22)(48)",49250,41284,41284,36281,36281,1.1%,0,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.46%)(11)(12)(22)",50250,41284,45302,36281,38901,0,1.1%,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.46%)(11)(12)(22)",50250,45302,45302,38901,38901,1.1%,0,0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(4)(21)",110046,45302,110046,38901,110046,0,3.2%,0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(4)(21)",110046,110046,110046,110046,110046,3.2%,0,0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.75% (PRIME + 8.50%) plus 1.00% PIK and 2.00% default interest, in non-accrual status effective 12/31/15, due 5/24/2016)(4)(6)(16)",Principal Value,21596,Fair  Value(2),% of Net Assets,21460,0,0,10280.0,0.3%
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.75% (PRIME + 8.50%) plus 1.00% PIK and 2.00% default interest, in non-accrual status effective 12/31/15, due 5/24/2016)(4)(6)(16)",Principal Value,21460,Fair  Value(2),10280,21460,0.3%,0,0,0
"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(16)(20)",5000,21460,4930,10280,4930,0,0.1%,0,0
"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(16)(20)",5000,4930,4930,4930,4930,0.1%,0,0,0
Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(20)",35081,4930,35081,4930,34691,0,1.0%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(20)",36694,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(20)",36694,71775,36436,71127,1.1%,2.1%,0,0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)(20)",4595,71775,4574,71127,4478,0,0.1%,0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)(20)",4595,4574,4574,4478,4478,0.1%,0,0,0
"Trinity Services Group, Inc.(14)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(14)(20)",9726,4574,9726,4478,9726,0,0.3%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)(14)(20)",100000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(14)(20)",100000,109726,100000,109726,2.9%,3.2%,0,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(5)(21)",158238,109726,158238,109726,141385,0,4.1%,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(5)(21)",158238,158238,158238,141385,141385,4.1%,0,0,0
"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(20)",22950,158238,22950,141385,20990,0,0.6%,0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(20)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(20)",36000,58950,31940,52930,0.9%,1.5%,0,0,0
"Universal Fiber Systems, LLC(5)","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(4)(16)(21)",37000,58950,36287,52930,36287,0,1.1%,0,0
"Universal Fiber Systems, LLC(5)","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(4)(16)(21)",37000,36287,36287,36287,36287,1.1%,0,0,0
"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $5,000 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(21)(25)",1000,36287,1000,36287,1000,0,-%,0,0
Equity,-,"Revolving Line of Credit – $5,000 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(21)(25)",1,42910,-,42909,-%,1.2%,0,0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(3)(4)(20)",Principal Value,17000,Fair  Value(2),% of Net Assets,17000,0,0,12725.0,0.4%
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(3)(4)(20)",Principal Value,17000,Fair  Value(2),12725,17000,0.4%,0,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.34%)(11)(12)(22)",38070,17000,28929,12725,28465,0,0.8%,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.34%)(11)(12)(22)",38070,28929,28929,28465,28465,0.8%,0,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.90%)(11)(12)(22)",46632,28929,35732,28465,33757,0,1.0%,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.90%)(11)(12)(22)",46632,35732,35732,33757,33757,1.0%,0,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.67%)(11)(12)(22)",40613,35732,31502,33757,30668,0,0.9%,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.67%)(11)(12)(22)",40613,31502,31502,30668,30668,0.9%,0,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.90%)(11)(12)(22)(48)",32383,31502,27246,30668,25687,0,0.7%,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.90%)(11)(12)(22)(48)",32383,27246,27246,25687,25687,0.7%,0,0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.23%)(11)(12)(22)(48)",22600,27246,19327,25687,17231,0,0.5%,0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.23%)(11)(12)(22)(48)",22600,19327,19327,17231,17231,0.5%,0,0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)(20)",15439,19327,15059,17231,15059,0,0.4%,0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)(20)",15439,15059,15059,15059,15059,0.4%,0,0,0
"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(20)",12000,15059,12000,15059,11995,0,0.3%,0,0
"Subordinated Secured (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(20)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(20)",5460,17460,5460,17455,0.2%,0.5%,0,0,0
Wind River Resources Corporation(39),Utah / Oil & Gas Production,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal and 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)(4)(39)",Principal Value,3000,Fair  Value(2),% of Net Assets,3000.0,0,0,-,-%
Net Profits Interest (5% of Equity Distributions)(7),Utah / Oil & Gas Production,-,Principal Value,3000,Fair  Value(2),-,3000.0,-%,0,0,0
