0,1,2,3,4,5,6,7,8,9,10,11
"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,19470,19470,20008,20008,0.5%,0,0,0
"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",146978,19470,146978,20008,146978,0,4.0%,0,0
"Delayed Draw Term Loan – $16,000 Commitment (expires 5/29/2016)(25)",-,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",-,324078,-,324078,-%,8.8%,0,0,0
"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",Principal Value,125694,Fair  Value(2),% of Net Assets,125694,0,0,125694.0,3.4%
"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",131125,256819,131125,256819,3.5%,6.9%,0,0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,256819,3000,256819,3000,0,0.1%,0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,3000,3000,3000,3000,0.1%,0,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35252,3000,35252,3000,35252,0,1.0%,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35252,35252,35252,35252,35252,1.0%,0,0,0
"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",35391,35252,35391,35252,33110,0,0.9%,0,0
"Delayed Draw Term Loan – $6,000 Commitment (expires 12/31/2016)(25)",-,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",-,57085,-,53404,-%,1.4%,0,0,0
LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.33%)(11)(22)",26500,57085,23232,53404,23722,0,0.6%,0,0
LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.33%)(11)(22)",26500,23232,23232,23722,23722,0.6%,0,0,0
LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (9.50% (LIBOR + 8.00% with 1.50% LIBOR floor), due 12/31/2015)(4)(25)(26)",-,23232,-,23722,-,0,-%,0,0
Membership Interest (125 units),1265,216,1265,1481,1265,1458,-%,-%,0,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.86%)(11)(22)",31110,1481,23606,1458,25083,0,0.7%,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 17.86%)(11)(22)",31110,23606,23606,25083,25083,0.7%,0,0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",36232,23606,36232,25083,36032,0,1.0%,0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",40562,76794,40562,76594,1.1%,2.1%,0,0,0
"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",40562,1252,40562,1997,1.1%,0.1%,0,0,0
"Class A Common Units (1,250,000 units)",Arizona / Healthcare,-,40562,1252,40562,1997,1.1%,0.1%,0,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.13%)(11)(22)",43650,1252,38274,1997,41698,0,1.1%,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.13%)(11)(22)",43650,38274,38274,41698,41698,1.1%,0,0,0
"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,38274,3000,41698,3000,0,0.1%,0,0
"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,3000,3000,3000,3000,0.1%,0,0,0
NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(22)",16346,3000,16098,3000,16346,0,0.4%,0,0
NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(22)",16346,16098,16098,16346,16346,0.4%,0,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)",Principal Value,980,Fair  Value(2),% of Net Assets,980,0,0,-,-%
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)",Principal Value,980,Fair  Value(2),-,980,-%,0,0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(3)(16)",13828,980,13641,-,13641,0,0.4%,0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(3)(16)",13828,13641,13641,13641,13641,0.4%,0,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 22.03%)(11)(22)",26901,13641,23438,13641,24764,0,0.7%,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 22.03%)(11)(22)",26901,23438,23438,24764,24764,0.7%,0,0,0
Onyx Payments(44),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2015)(4)(25)(26)",2000,23438,2000,24764,2000,0,0.1%,0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(4)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2015)(4)(25)(26)",59389,115006,59389,115006,1.6%,3.1%,0,0,0
Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(25)(26)",2500,115006,2500,115006,2500,0,0.1%,0,0
"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)",99500,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(25)(26)",99500,201500,96423,197115,2.6%,5.3%,0,0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)",17500,201500,17483,197115,17399,0,0.5%,0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)",17500,17483,17483,17399,17399,0.5%,0,0,0
"PGX Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)",135000,17483,135000,17399,135000,0,3.7%,0,0
"PGX Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)",135000,135000,135000,135000,135000,3.7%,0,0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(22)",10369,135000,10131,135000,10145,0,0.3%,0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(22)",10369,10131,10131,10145,10145,0.3%,0,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)",7037,10131,6885,10145,6321,0,0.2%,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)",7037,6885,6885,6321,6321,0.2%,0,0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Revolving Line of Credit – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/31/2015)(4)(25)(26)",5000,6885,5000,6321,5000,0,0.1%,0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)",74500,"Revolving Line of Credit – $15,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/31/2015)(4)(25)(26)",74500,153813,74500,153813,2.0%,4.1%,0,0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",10000,153813,9912,153813,9700,0,0.3%,0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",10000,9912,9912,9700,9700,0.3%,0,0,0
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)",Principal Value,20000,Fair  Value(2),% of Net Assets,19790,0,0,20000.0,0.5%
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)",Principal Value,19790,Fair  Value(2),20000,19790,0.5%,0,0,0
"Royal Adhesives & Sealants, LLC",Indiana / Chemicals,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)(4)(16)",20000,19790,19695,20000,20000,0,0.5%,0,0
"Royal Adhesives & Sealants, LLC",Indiana / Chemicals,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)(4)(16)",20000,19695,19695,20000,20000,0.5%,0,0,0
"Ryan, LLC",Texas / Business Services,"Subordinated Unsecured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)(4)",72153,19695,72153,20000,72153,0,2.0%,0,0
"Ryan, LLC",Texas / Business Services,"Subordinated Unsecured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)(4)",72153,72153,72153,72153,72153,2.0%,0,0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (12.00%, due 5/8/2018)",24425,72153,24425,72153,24913,0,0.7%,0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (12.00%, due 5/8/2018)",24425,24425,24425,24913,24913,0.7%,0,0,0
"Security Alarm Financing Enterprises, L.P.(45)",California / Consumer Services,"Senior Subordinated Note (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)",25000,24425,25000,24913,25000,0,0.7%,0,0
"Security Alarm Financing Enterprises, L.P.(45)",California / Consumer Services,"Senior Subordinated Note (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)",25000,25000,25000,25000,25000,0.7%,0,0,0
Small Business Whole Loan Portfolio(19),New York / Diversified Financial Services,92 small business loans purchased from Direct Capital Corporation,1057,25000,1057,25000,658,0,-%,0,0
"1,100 small business loans purchased from On Deck Capital, Inc.",39263,92 small business loans purchased from Direct Capital Corporation,39263,40320,37632,38290,1.0%,1.0%,0,0,0
"Spartan Energy Services, Inc.",Louisiana / Energy,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)",14024,40320,14024,38290,13929,0,0.4%,0,0
"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)",14024,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)",14024,28048,14024,27953,0.4%,0.8%,0,0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(22)",15000,28048,15000,27953,15000,0,0.4%,0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(22)",15000,15000,15000,15000,15000,0.4%,0,0,0
"Stauber Performance Ingredients, Inc.",California / Food Products,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)",11082,15000,11082,15000,11082,0,0.3%,0,0
"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)",11138,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)",11138,22220,11138,22220,0.3%,0.6%,0,0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),11138,22220,-,22220,-,0,-%,0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),11138,-,-,-,-,-%,0,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.59%)(11)(22)",28200,-,22954,-,24839,0,0.7%,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.59%)(11)(22)",28200,22954,22954,24839,24839,0.7%,0,0,0
Symphony CLO IX Ltd.,Cayman Islands / Diversified Financial Services,"Preference Shares (Residual Interest, current yield 20.72%)(11)(22)",45500,22954,35659,24839,41533,0,1.1%,0,0
Symphony CLO IX Ltd.,Cayman Islands / Diversified Financial Services,"Preference Shares (Residual Interest, current yield 20.72%)(11)(22)",45500,35659,35659,41533,41533,1.1%,0,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.07%)(11)(22)",49250,35659,46274,41533,46491,0,1.3%,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.07%)(11)(22)",49250,46274,46274,46491,46491,1.3%,0,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.13%)(11)(22)",50250,46274,49066,46491,47883,0,1.3%,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 11.13%)(11)(22)",50250,49066,49066,47883,47883,1.3%,0,0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/17/2020)(3)(4)",Principal Value,68146,Fair  Value(2),% of Net Assets,68146,0,0,68146.0,1.8%
"Delayed Draw Term Loan – $11,500 Commitment (expires 12/31/2015)(25)",-,"Senior Secured Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/17/2020)(3)(4)",-,68146,-,68146,-%,1.8%,0,0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.75% (PRIME + 8.50%) plus 1.00% PIK and 2.00% default interest, due 5/24/2016)(3)(4)(16)",21434,68146,21296,68146,16722,0,0.5%,0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.75% (PRIME + 8.50%) plus 1.00% PIK and 2.00% default interest, due 5/24/2016)(3)(4)(16)",21434,21296,21296,16722,16722,0.5%,0,0,0
TB Corp.,"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/19/2018)(3)",23628,21296,23628,16722,23628,0,0.6%,0,0
TB Corp.,"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/19/2018)(3)",23628,23628,23628,23628,23628,0.6%,0,0,0
"Therakos, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (10.75% (LIBOR + 9.50% with 1.25% LIBOR floor), due 6/27/2018)(4)(16)",13000,23628,12796,23628,13000,0,0.4%,0,0
"Therakos, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (10.75% (LIBOR + 9.50% with 1.25% LIBOR floor), due 6/27/2018)(4)(16)",13000,12796,12796,13000,13000,0.4%,0,0,0
"Tolt Solutions, Inc.",South Carolina / Business Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",47971,12796,47971,13000,47416,0,1.3%,0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48900,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48900,96871,48107,95523,1.3%,2.6%,0,0,0
Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",28425,96871,28425,95523,28425,0,0.8%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29475,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29475,57900,29475,57900,0.8%,1.6%,0,0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)",4595,57900,4572,57900,4595,0,0.1%,0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)",4595,4572,4572,4595,4595,0.1%,0,0,0
"Trinity Services Group, Inc.(14)",Florida / Food Products,"Revolving Line of Credit – $10,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/13/2015)(4)(25)(26)",-,4572,-,4595,-,0,-%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)",100000,"Revolving Line of Credit – $10,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/13/2015)(4)(25)(26)",100000,198755,100000,198755,2.7%,5.4%,0,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)",160000,198755,160000,198755,154758,0,4.2%,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)",160000,160000,160000,154758,154758,4.2%,0,0,0
"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor) plus 2.00% default interest, due 3/31/2019)(3)(4)",23550,160000,23550,154758,20627,0,0.5%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor) plus 2.00% default interest, due 3/31/2019)(3)(4)",36000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor) plus 2.00% default interest, due 3/31/2019)(3)(4)",36000,59550,27762,48389,0.8%,1.3%,0,0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)",17000,59550,17000,48389,16708,0,0.5%,0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)",17000,17000,17000,16708,16708,0.5%,0,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 19.11%)(11)(22)",38070,17000,29906,16708,33168,0,0.9%,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 19.11%)(11)(22)",38070,29906,29906,33168,33168,0.9%,0,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.46%)(11)(22)",Principal Value,46632,Fair  Value(2),% of Net Assets,37329,0,0,40246.0,1.1%
"Voya CLO 2012-3, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.46%)(11)(22)",Principal Value,37329,Fair  Value(2),40246,37329,1.1%,0,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 18.90%)(11)(22)",40613,37329,33301,40246,36097,0,1.0%,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 18.90%)(11)(22)",40613,33301,33301,36097,36097,1.0%,0,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.70%)(11)(22)",32383,33301,29652,36097,29657,0,0.8%,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.70%)(11)(22)",32383,29652,29652,29657,29657,0.8%,0,0,0
Washington Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.02%)(11)(22)",22600,29652,19682,29657,21068,0,0.6%,0,0
Washington Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.02%)(11)(22)",22600,19682,19682,21068,21068,0.6%,0,0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)",9147,19682,8784,21068,8784,0,0.2%,0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)",9147,8784,8784,8784,8784,0.2%,0,0,0
"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)",12000,8784,12000,8784,12000,0,0.3%,0,0
"Delayed Draw Term Loan – $3,000 Commitment (expires 12/30/2015)(25)",-,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)",-,12000,-,12000,-%,0.3%,0,0,0
Wind River Resources Corporation(39),Utah / Oil & Gas Production,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal and 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)(4)",3000,12000,3000,12000,-,0,-%,0,0
Net Profits Interest (5% of Equity Distributions)(7),Utah / Oil & Gas Production,-,3000,3000,3000,-,-,-%,0,0,0
