,0,1,2,3,4,5,6,7,8,9,10,11,12,13
246,,"ING IM CLO 2012-III, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,46632,,41388,,47676,,1.5%
247,,,,,,,,,,41388,,47676,,1.5%
248,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
249,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
250,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
251,,"ING IM CLO 2012-IV, Ltd.  (22)",Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,"$ 40,613",,"$ 36,867",,"$ 42,105",,1.3%,
252,,,,,,,,,,36867,,42105,,1.3%
253,,Injured Workers Pharmacy LLC,,Massachusetts / Healthcare,,"Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",,22564,,22564,,22564,,0.7%
254,,,,,,,,,,22564,,22564,,0.7%
255,,"Interdent, Inc.  (4)",,California / Healthcare,,"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",,51288,,51288,,51288,,1.6%
256,,,,,,"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",,55000,,55000,,55000,,1.7%
257,,,,,,,,,,106288,,106288,,3.3%
258,,"JHH Holdings, Inc.",,Texas / Healthcare,,"Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)",,35030,,35030,,35030,,1.1%
259,,,,,,,,,,35030,,35030,,1.1%
260,,"LaserShip, Inc.  (4)",,Virginia / Transportation,,"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",,-,,-,,-,,0.0%
261,,,,,,"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",,36562,,36562,,36562,,1.1%
262,,,,,,,,,,36562,,36562,,1.1%
263,,LCM XIV CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,26500,,26218,,25696,,0.8%
264,,,,,,,,,,26218,,25696,,0.8%
265,,LHC Holdings Corp.,,Florida / Healthcare,,"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",,-,,-,,-,,0.0%
266,,,,,,"Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",,2165,,2165,,2165,,0.1%
267,,,,,,Membership Interest (125 units),,,,216,,259,,0.0%
268,,,,,,,,,,2381,,2424,,0.1%
269,,"Madison Park Funding IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,31110,,25601,,27903,,0.9%
270,,,,,,,,,,25601,,27903,,0.9%
271,,"Material Handling Services, LLC  (4)",,Ohio / Business Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",,27160,,27160,,27160,,0.8%
272,,,,,,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",,37387,,37387,,37387,,1.2%
273,,,,,,,,,,64547,,64547,,2.0%
274,,"Matrixx Initiatives, Inc.  (4)",,New Jersey / Pharmaceuticals,,"Revolving Line of Credit - $10,000 Commitment (10.00% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/9/2014)  (25)",,9500,,9500,,9500,,0.3%
275,,,,,,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)",,34562,,34562,,34105,,1.1%
276,,,,,,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)  (3)",,35000,,35000,,33452,,1.0%
277,,,,,,,,,,79062,,77057,,2.4%
278,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
279,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
280,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
281,,"Maverick Healthcare, LLC",,Arizona / Healthcare,,"Preferred Units (1,250,000 units)",,,,"$ 1,252",,$ 366,,0.0%
282,,,,,,"Common Units (1,250,000 units)",,,,-,,-,,0.0%
283,,,,,,,,,,1252,,366,,0.0%
284,,Mountain View CLO 2013-I Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,"$ 43,650",,42534,,43056,,1.3%
285,,,,,,,,,,42534,,43056,,1.3%
286,,"NCP Finance Limited Partnership  (22), (23)",,Ohio / Consumer Finance,,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (3), (4), (16)",,11970,,11738,,11970,,0.4%
287,,,,,,,,,,11738,,11970,,0.4%
288,,"New Century Transportation, Inc.",,New Jersey / Transportation,,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, due 2/3/2018)  (3), (4)",,45890,,45890,,43349,,1.3%
289,,,,,,,,,,45890,,43349,,1.3%
290,,"New Star Metals, Inc.",,Indiana / Metal Services & Minerals,,"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",,50534,,50534,,49586,,1.5%
291,,,,,,,,,,50534,,49586,,1.5%
292,,"Nixon, Inc.",,California / Durable Consumer Products,,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",,13862,,13625,,13625,,0.4%
293,,,,,,,,,,13625,,13625,,0.4%
294,,"NRG Manufacturing, Inc.",,Texas / Manufacturing,,Escrow Receivable,,,,-,,1068,,0.0%
295,,,,,,,,,,-,,1068,,0.0%
296,,"Octagon Investment Partners XV, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,26901,,25153,,26162,,0.8%
297,,,,,,,,,,25153,,26162,,0.8%
298,,"Onyx Payments, Inc. (f/k/a Pegasus Business Intelligence, LP)  (4)",,Texas / Diversified Financial Services,,"Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)",,-,,-,,-,,0.0%
299,,,,,,"Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)",,15531,,15531,,15531,,0.5%
300,,,,,,"Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",,15938,,15938,,15938,,0.5%
301,,,,,,,,,,31469,,31469,,1.0%
302,,"Pelican Products, Inc.  (16)",,California / Durable Consumer Products,,"Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",,15000,,14745,,15000,,0.5%
303,,,,,,,,,,14745,,15000,,0.5%
304,,Photonis Technologies SAS  (22),France / Aerospace & Defense,,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",,10500.0,,10198.0,,10203.0,,0.3%,
305,,,,,,,,,,10198,,10203,,0.3%
306,,Pinnacle (US) Acquisition Co Limited  (16),,Texas / Software & Computer Services,,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",,10000,,9824,,10000,,0.3%
307,,,,,,,,,,9824,,10000,,0.3%
308,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
309,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
310,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
311,,"PrimeSport, Inc.  (4)",,"Georgia/ Hotels, Restaurants & Leisure",,"Revolving Line of Credit - $15,000 Commitment (10.00% (LIBOR + 9.50% with 0.50% LIBOR floor), due 6/23/2014)  (25)",,$ -,,$ -,,$ -,,0.0%
312,,,,,,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 12/23/2019)",,43700,,43700,,43700,,1.4%
313,,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor) plus 1.00% PIK, due 12/23/2019)",,43700,,43700,,43700,,1.4%
314,,,,,,,,,,87400,,87400,,2.8%
315,,Prince Mineral Holding Corp.,,New York / Metal Services & Minerals,,"Senior Secured Term Loan (11.50%, due 12/15/2019)",,10000,,9895,,9895,,0.3%
316,,,,,,,,,,9895,,9895,,0.3%
317,,"Progrexion Holdings, Inc.  (4),(28)",Utah / Consumer Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",,284521.0,,284521.0,,284521.0,,8.8%,
318,,,,,,,,,,284521,,284521,,8.8%
319,,"Rocket Software, Inc.  (3), (4)",,Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",,20000,,19738,,19967,,0.6%
320,,,,,,,,,,19738,,19967,,0.6%
321,,"Royal Adhesives & Sealants, LLC",,Indiana / Chemicals,,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)  (4), (16)",,20000,,19619,,19619,,0.6%
322,,,,,,,,,,19619,,19619,,0.6%
323,,"Ryan, LLC  (4)",,Texas / Business Services,,"Subordinated Unsecured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",,70000,,70000,,70000,,2.2%
324,,,,,,,,,,70000,,70000,,2.2%
325,,"Sandow Media, LLC",,Florida / Media,,"Senior Secured Term Loan (12.00%, due 5/8/2018)  (3)",,25143,,25143,,24403,,0.8%
326,,,,,,,,,,25143,,24403,,0.8%
327,,SESAC Holdco II LLC  (3),,Tennessee / Media,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4), (16)",,6000,,5919,,6000,,0.2%
328,,,,,,,,,,5919,,6000,,0.2%
329,,Skillsoft Public Limited Company  (22),,Ireland / Software & Computer Services,,"Senior Unsecured (11.125%, due 6/1/2018)",,15000,,14933,,15000,,0.5%
330,,,,,,,,,,14933,,15000,,0.5%
331,,Snacks Holding Corporation,,Minnesota / Food Products,,"Series A Preferred Stock (4,021.45 shares)",,,,56,,56,,0.0%
332,,,,"Series B Preferred Stock (1,866.10 shares)",,,,56,,56,,0.0%,,
333,,,,,,"Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",,,,479,,484,,0.0%
334,,,,,,,,,,591,,596,,0.0%
335,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
336,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
337,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
338,,"Spartan Energy Services, Inc.  (3)",,Louisiana / Energy,,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)  (4)",,"$ 36,225",,"$ 36,225",,"$ 36,225",,1.1%
339,,,,,,,,,,36225,,36225,,1.1%
340,,Speedy Group Holdings Corp.,,Canada / Consumer Finance,,"Senior Unsecured (12.00%, due 11/15/2017)  (22)",,15000,,15000,,15000,,0.5%
341,,,,,,,,,,15000,,15000,,0.5%
342,,"Sport Helmets Holdings, LLC  (14)",,New York / Personal & Nondurable Consumer Products,,Escrow Receivable,,,,-,,401,,0.0%
343,,,,,,,,,,-,,401,,0.0%
344,,"Stauber Performance Ingredients, Inc.  (3), (4)",,California / Food Products,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",,13451,,13451,,13451,,0.4%
345,,,,,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",,10106,,10106,,10106,,0.3%
346,,,,,,,,,,23557,,23557,,0.7%
347,,"Stryker Energy, LLC",,Ohio / Oil & Gas Production,,"Subordinated Secured Revolving Credit Facility - $50,300 Commitment (12.25% (LIBOR + 10.75% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)  (4), (25)",,35409,,32711,,-,,0.0%
348,,,,,,Overriding Royalty Interests  (18),,,,-,,-,,0.0%
349,,,,,,,,,,32711,,-,,0.0%
350,,Sudbury Mill CLO Ltd.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,28200,,26173,,25978,,0.8%
351,,,,,,,,,,26173,,25978,,0.8%
352,,Symphony CLO IX Ltd.  (22),,Cayman Islands / Diversified Financial Services,,LP Certificates (Residual Interest),,45500,,39449,,46012,,1.4%
353,,,,,,,,,,39449,,46012,,1.4%
354,,"System One Holdings, LLC  (3),(4)",Pennsylvania / Business Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",,48000.0,,48000.0,,48000.0,,1.5%,
355,,,,,,,,,,48000,,48000,,1.5%
356,,TB Corp.  (3),,Texas / Consumer Service,,"Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",,23539,,23539,,23539,,0.7%
357,,,,,,,,,,23539,,23539,,0.7%
358,,"Targus Group International, Inc.  (16)",,California / Durable Consumer Products,,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)  (3),(4)",,22374,,22110,,22110,,0.7%
359,,,,,,,,,,22110,,22110,,0.7%
360,,"TGG Medical Transitory, Inc.",,New Jersey / Healthcare,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)  (4), (16)",,13000,,12741,,13000,,0.4%
361,,,,,,,,,,12741,,13000,,0.4%
362,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
363,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
364,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
365,,Totes Isotoner Corporation,,Ohio / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)  (3), (4)",,"$ 53,000",,"$ 52,836",,"$ 52,836",,1.6%
366,,,,,,,,,,52836,,52836,,1.6%
367,,Traeger Pellet Grills LLC  (4),,Oregon / Durable Consumer Products,,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)",,29550,,29550,,29550,,0.9%
368,,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)  (3)",,29850,,29850,,29850,,0.9%
369,,,,,,,,,,59400,,59400,,1.8%
370,,"TransFirst Holdings, Inc.  (4)",,New York / Software & Computer Services,,"Second Lien Term Loan (11.00%, (LIBOR + 9.75% with 1.25% LIBOR floor), due 6/27/2018)",,5000,,4872,,5000,,0.2%
371,,,,,,,,,,4872,,5000,,0.2%
372,,"United Bank Card, Inc. (d/b/a Harbortouch)",,Pennsylvania / Business Services,,"Senior Secured Term Loan (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 9/5/2018)  (3), (4)",,25371,,25371,,25371,,0.8%
373,,,,,,,,,,25371,,25371,,0.8%
374,,"United Sporting Companies, Inc.  (5)",,South Carolina / Durable Consumer Products,,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)  (3) ,(4)",,160000,,160000,,160000,,5.0%
375,,,,,,,,,,160000,,160000,,5.0%
376,,"Water Pik, Inc.  (16)",,Colorado / Personal & Nondurable Consumer Products,,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)  (4)",,11000,,10584,,10584,,0.3%
377,,,,,,,,,,10584,,10584,,0.3%
378,,Wind River Resources Corporation  (39),,Utah / Oil & Gas Production,,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal, 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)  (4)",,15000,,14750,,-,,0.0%
379,,,,,,Net Profits Interest (5.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%
380,,,,,,,,,,14750,,-,,0.0%
381,,,,Total Non-control/Non-affiliate Investments (Level 3 Investments),,3690727,,3683674,,114.0%,,,,
382,,,,Total Level 3 Portfolio Investments,,4976291,,4885854,,151.2%,,,,
383,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
384,,LEVEL 1 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
385,,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
386,,"Dover Saddlery, Inc.",,Massachusetts / Retail,,"Common Stock (30,974 shares)",,,,$ 63,,$ 166,,0.0%
387,,,,,,,,,,63,,166,,0.0%
388,,,,Total Non-control/Non-affiliate Investments (Level 1 Investments),,63,,166,,0.0%,,,,
389,,,,Total Portfolio Investments,,4976354,,4886020,,151.2%,,,,
390,,SHORT TERM INVESTMENTS: Money Market Funds (Level 2 Investments),,,,,,,,,,,,
391,,Fidelity Institutional Money Market Funds - Government Portfolio (Class I),,,,179468,,179468,,5.6%,,,,
392,,Fidelity Institutional Money Market Funds - Government Portfolio (Class I)  (3),,,,41382,,41382,,1.3%,,,,
393,,Victory Government Money Market Funds,,,,-,,-,,0.0%,,,,
394,,,,,,Total Money Market Funds,,220850,,220850,,6.9%,,
395,,,,,,Total Investments,,"$ 5,197,204",,"$5,106,870",,158.1%,,
396,,Portfolio Company,,Locale /  Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
397,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
398,,Control Investments (greater than 25.00% voting control)  (44),,,,,,,,,,,,
399,,"AIRMALL USA, Inc.  (27)",,Pennsylvania / Property Management,,"Senior Secured Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor), due 6/30/2015)  (3), (4)",,"$ 28,750",,"$ 28,750",,"$ 28,750",,1.1%
400,,,,,,"Senior Subordinated Term Loan (12.00% plus 6.00% PIK, due 12/31/2015)",,12500,,12500,,12500,,0.5%
401,,,,,,"Convertible Preferred Stock (9,919.684 shares)",,,,9920,,9920,,0.4%
402,,,,,,Common Stock (100 shares),,,,-,,3478,,0.1%
403,,,,,,,,,,51170,,54648,,2.1%
404,,"Ajax Rolled Ring & Machine, Inc.",,South Carolina / Manufacturing,,"Senior Secured Note - Tranche A (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/30/2018)  (3), (4)",,19737,,19737,,19737,,0.7%
405,,,,,,"Subordinated Unsecured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 6.00% PIK, due 3/30/2018)  (4)",,19700,,19700,,19700,,0.7%
406,,,,,,"Convertible Preferred Stock - Series A (6,142.6 shares)",,,,6057,,-,,0.0%
407,,,,,,Unrestricted Common Stock (6 shares),,,,-,,-,,0.0%
408,,,,,,,,,,45494,,39437,,1.4%
409,,"APH Property Holdings, LLC  (32)",,Georgia / Real Estate,,"Senior Secured Note (6.00% (LIBOR + 4.00% with 2.00% LIBOR floor) plus 5.50% PIK, due 10/24/2020)  (4)",,125892,,125892,,125892,,4.8%
410,,,,,,"Common Stock (148,951 shares)",,,,26648,,26648,,1.0%
411,,,,,,,,,,152540,,152540,,5.8%
412,,"AWCNC, LLC  (19)",,North Carolina / Machinery,,"Members Units - Class A (1,800,000 units)",,,,-,,-,,0.0%
413,,,,,Members Units - Class B-1 (1 unit),,,,-,,-,,0.0%,
414,,,,,,"Members Units - Class B-2 (7,999,999 units)",,,,-,,-,,0.0%
415,,,,,,,,,,-,,-,,0.0%
416,,"Borga, Inc.",,California / Manufacturing,,"Revolving Line of Credit - $1,150 Commitment (5.00% (PRIME + 1.75%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4), (25)",,1150,,1095,,586,,0.0%
417,,,,,,"Senior Secured Term Loan B (8.50% (PRIME + 5.25%) plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)  (4)",,1611,,1501,,-,,0.0%
418,,,,,,"Senior Secured Term Loan C (12.00% plus 4.00% PIK plus 3.00% default interest, in non-accrual status effective 03/02/2010, past due)",,9738,,706,,-,,0.0%
419,,,,,,Common Stock (100 shares)  (21),,,,-,,-,,0.0%
420,,,,,,"Warrants (33,750 warrants)  (21)",,,,-,,-,,0.0%
421,,,,,,,,,,3302,,586,,0.0%
422,,"CCPI Holdings, Inc.  (33)",,Ohio / Manufacturing,,"Senior Secured Note (10.00%, due 12/31/2017)  (3)",,17663,,17663,,17663,,0.7%
423,,,,,,"Senior Secured Note (12.00% plus 7.00% PIK, due 6/30/2018)",,7659,,7659,,7659,,0.3%
424,,,,,,Common Stock (100 shares),,,,8581,,7977,,0.3%
425,,,,,,Net Revenue Interest (4% of Net Revenue),,,,-,,604,,0.0%
426,,,,,,,,,,33903,,33903,,1.3%
427,,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
428,,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
429,,Control Investments (greater than 25.00% voting control)  (44),,,,,,,,,,,,
430,,"Credit Central Holdings of Delaware, LLC  (22), (34)",,Ohio / Consumer Finance,,"Senior Secured Revolving Credit Facility - $60,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 12/31/2022)  (4), (25)",,"$ 38,082",,"$ 38,082",,"$ 38,082",,1.4%
431,,,,,,Common Stock (100 shares),,,,9581,,8361,,0.3%
432,,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,4019,,0.2%
433,,,,,,,,,,47663,,50462,,1.9%
434,,"Energy Solutions Holdings, Inc.  (8)",,Texas / Gas Gathering and Processing,,"Junior Secured Note (18.00%, due 12/12/2016)",,8500,,8500,,8500,,0.3%
435,,"Senior Secured Note to Vessel Holdings LLC (18.00%, due 12/12/2016)",,3500,,3500,,3500,,0.1%,,,,
436,,,,,,"Subordinated Secured Note to Jettco Marine Services, LLC (12.00% (LIBOR + 6.11% with 5.89% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 10/1/2010, past due)  (4)",,13906,,12503,,8449,,0.3%
437,,,,,,"Senior Secured Debt to Yatesville Coal Holdings, Inc. (Non-accrual status effective 1/1/2009, past due)",,1449,,1449,,-,,0.0%
438,,,,,,Escrow Receivable,,,,-,,-,,0.0%
439,,,,,,Common Stock (100 shares),,,,8318,,6247,,0.2%
440,,,,,,,,,,34270,,26696,,0.9%
441,,"First Tower Holdings of Delaware, LLC  (22), (29)",,Mississippi / Consumer Finance,,"Senior Secured Revolving Credit Facility - $400,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 6/30/2022)  (4), (25)",,264760,,264760,,264760,,10.0%
442,,,,,,"Common Stock (83,729,323 shares)",,,,43193,,20447,,0.8%
443,,,,,,Net Revenue Interest (5% of Net Revenue & Distributions),,,,-,,12877,,0.5%
444,,,,,,,,,,307953,,298084,,11.3%
445,,"Manx Energy, Inc.  (12)",,Kansas / Oil & Gas Production,,"Senior Secured Note (13.00%, in non-accrual status effective 1/19/2010, past due)",,500,,500,,346,,0.0%
446,,,,,,"Preferred Stock (6,635 shares)",,,,-,,-,,0.0%
447,,,,,,"Common Stock (17,082 shares)",,,,-,,-,,0.0%
448,,,,,,,,,,500,,346,,0.0%
449,,"Nationwide Acceptance Holdings, LLC  (22), (36)",,Chicago / Consumer Finance,,"Senior Secured Revolving Credit Facility - $30,000 Commitment (20.00% (LIBOR + 18.50% with 1.50% LIBOR floor), due 1/31/2023)  (4), (25)",,21308,,21308,,21308,,0.8%
450,,,,,,Membership Units (100 shares),,,,3843,,2142,,0.1%
451,,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1701,,0.1%
452,,,,,,,,,,25151,,25151,,1.0%
453,,"NMMB Holdings, Inc.  (24)",,New York / Media,,"Senior Term Loan (14.00%, due 5/6/2016)",,16000,,16000,,13149,,0.5%
454,,,,,,"Senior Subordinated Term Loan (15.00%, due 5/6/2016)",,2800,,2800,,-,,0.0%
455,,,,,,"Series A Preferred Stock (4,400 shares)",,,,4400,,-,,0.0%
456,,,,,,,,,,23200,,13149,,0.5%
457,,,,,,,"June 30, 2013 (Audited)",,,,,,,
458,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,
459,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,
460,Control Investments (greater than 25.00% voting control)  (44),,,,,,,,,,,,,
461,"R-V Industries, Inc.",,Pennsylvania / Manufacturing,,"Senior Subordinated Note (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 6/12/2018)  (4)",,"$ 32,750",,"$ 32,750",,"$ 32,750",,1.2%,
462,,,,,"Warrants (200,000 warrants, expiring 6/30/2017)",,,,1682,,6796,,0.3%,
463,,,,,"Common Stock (545,107 shares)",,,,5087,,18522,,0.7%,
464,,,,,,,,,39519,,58068,,2.2%,
465,"The Healing Staff, Inc.  (9)",,North Carolina / Contracting,,"Secured Promissory Notes (15.00%, in non-accrual status effective 12/22/2010, past due)",,1688,,1686,,-,,0.0%,
466,,,,,"Senior Demand Note (15.00%, in non-accrual status effective 11/1/2010, past due)",,1170,,1170,,-,,0.0%,
467,,,,,"Common Stock (1,000 shares)",,,,975,,-,,0.0%,
468,,,,,,,,,3831,,-,,0.0%,
469,"Valley Electric Holdings I, Inc.  (35)",,Washington / Construction & Engineering,,"Senior Secured Note (9.00% (LIBOR + 6.00%, with 3.00% LIBOR floor) plus 9.00% PIK, due 12/31/2018)  (4)",,34063,,34063,,34063,,1.3%,
470,,,,,"Senior Secured Note (8.00% (LIBOR + 5.00% with 3.00% LIBOR floor) plus 2.50% PIK, due 12/31/2017)  (3),(4)",,10026,,10026,,10026,,0.4%,
471,,,,,"Common Stock (50,000 shares)",,,,9526,,8288,,0.3%,
472,,,,,Net Revenue Interest (5% of Net Revenue),,,,-,,1238,,0.1%,
473,,,,,,,,,53615,,53615,,2.1%,
474,"Wolf Energy Holdings, Inc.  (12), (37)",,Kansas / Oil & Gas Production,,"Senior Secured Promissory Note secured by assets formerly owned by H&M (18.00%, in non-accrual status effective 4/15/2013, due 4/15/2018)",,22000,,-,,3832,,0.1%,
475,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status effective 1/19/2010, past due)",,2642,,2000,,546,,0.0%,
476,,,,,"Appalachian Energy Holdings, LLC (“AEH”) - Senior Secured First Lien Note (8.00%, in non-accrual status, past due)",,51,,50,,51,,0.0%,
477,,,,,"Coalbed, LLC - Senior Secured Note (8.00%, in non-accrual status effective 1/19/2010, past due)  (6)",,7930,,5990,,-,,0.0%,
478,,,,,Common Stock (100 shares),,,,-,,-,,0.0%,
479,,,,,Net Profits Interest (8.00% payable on Equity distributions)  (7),,,,-,,520,,0.0%,
480,,,,,,,,,8040,,4949,,0.1%,
481,Total Control Investments,,830151,,811634,,30.6%,,,,,,,
