,0,1,2,3,4,5,6,7,8,9,10,11,12
233,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, in non-accrual status effective 7/1/2016, due 4/16/2018)(3)(8)(39)",14421,,14197,,10877,,0.3%,,,
234,,,,,14197,,10877,,0.3%,,,,
235,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.99%, due 1/19/2025)(5)(13)",32921,,25527,,22633,,0.7%,,,
236,,,,,25527,,22633,,0.7%,,,,
237,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.76%, due 12/16/2024)(5)(6)(13)",28200,,19391,,17805,,0.5%,,,
238,,,,,19391,,17805,,0.5%,,,,
239,Onyx Payments(32),Texas / Diversified Financial Services,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",-,,-,,-,,-%,,,
240,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(10)(11)",45130,,45130,,45130,,1.3%,,,,,
241,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/10/2019)(10)(11)",25000,,25000,,25000,,0.7%,,,,,
242,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(10)(11)",56889,,56889,,56889,,1.7%,,,,,
243,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), due 9/10/2019)(10)(11)",25000,,25000,,25000,,0.7%,,,,,
244,,,,,152019,,152019,,4.4%,,,,
245,Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",5500,,5500,,5500,,0.2%,,,
246,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)",97994,,97994,,94364,,2.7%,,,,,
247,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(12)",97994,,97994,,83137,,2.4%,,,,,
248,,,,,201488,,183001,,5.3%,,,,
249,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(12)",17500,,17487,,16383,,0.5%,,,
250,,,,,17487,,16383,,0.5%,,,,
251,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",-,,-,,-,,-%,,,
252,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20199,,20199,,19764,,0.6%,,,,,
253,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20849,,20849,,20154,,0.6%,,,,,
254,,,,,41048,,39918,,1.2%,,,,
255,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
256,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
257,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
258,"PGX Holdings, Inc.(33)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(12)",,135000,,,135000,,,135000.0,,3.9%
259,,,,,135000,,135000,,3.9%,,,,
260,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(12)(13)",9927,,9770,,9127,,0.3%,,,
261,,,,,9770,,9127,,0.3%,,,,
262,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,,6925,,5188,,0.2%,,,
263,,,,,6925,,5188,,0.2%,,,,
264,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,,10862,,10924,,0.3%,,,
265,,,,,10862,,10924,,0.3%,,,,
266,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(8)(10)(12)",5192,,5067,,5192,,0.2%,,,
267,,,,,5067,,5192,,0.2%,,,,
268,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",53546,,53546,,53546,,1.6%,,,
269,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,,74500,,72741,,2.1%,,,,,
270,,,,,128046,,126287,,3.7%,,,,
271,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,,9939,,9004,,0.3%,,,
272,,,,,9939,,9004,,0.3%,,,,
273,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(8)(10)(11)",5000,,4968,,4915,,0.1%,,,
274,,,,,4968,,4915,,0.1%,,,,
275,"SCS Merger Sub, Inc.",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(12)",20000,,19475,,19894,,0.6%,,,
276,,,,,19475,,19894,,0.6%,,,,
277,"Security Alarm Financing Enterprises, L.P.(34)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(10)(12)",25000,,25000,,25000,,0.7%,,,
278,,,,,25000,,25000,,0.7%,,,,
279,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(8)(10)(11)",10000,,9885,,9885,,0.3%,,,
280,,,,,9885,,9885,,0.3%,,,,
281,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(8)(10)(11)",16000,,15726,,15726,,0.5%,,,
282,,,,,15726,,15726,,0.5%,,,,
283,Small Business Whole Loan Portfolio(36),New York / Online Lending,"1,012 Small Business Loans purchased from On Deck Capital, Inc.",15810,,15810,,15206,,0.4%,,,
284,,,,,15810,,15206,,0.4%,,,,
285,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
286,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
287,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
288,"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",,13156,,,12657,,,11054.0,,0.3%
289,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",14597,,13669,,-,,-%,,,,,
290,,,,,26326,,11054,,0.3%,,,,
291,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(9),-,,-,,-,,-%,,,
292,,,,,-,,-,,-%,,,,
293,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.88%, due 1/17/2026)(5)(13)",28200,,20336,,15978,,0.5%,,,
294,,,,,20336,,15978,,0.5%,,,,
295,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.47%, due 7/14/2026)(5)(6)(13)",49250,,38489,,33771,,1.0%,,,
296,,,,,38489,,33771,,1.0%,,,,
297,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.12%, due 10/17/2026)(5)(13)",50250,,42821,,37311,,1.1%,,,
298,,,,,42821,,37311,,1.1%,,,,
299,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(10)(12)",104553,,104553,,104553,,3.0%,,,
300,,,,,104553,,104553,,3.0%,,,,
301,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(8)(10)(11)",5000,,4938,,4938,,0.1%,,,
302,,,,,4938,,4938,,0.1%,,,,
303,Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",34238,,34238,,34238,,1.0%,,,
304,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36412,,36412,,36412,,1.1%,,,,,
305,,,,,70650,,70650,,2.1%,,,,
306,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(8)(10)(11)",4410,,4393,,4393,,0.1%,,,
307,,,,,4393,,4393,,0.1%,,,,
308,"Trinity Services Group, Inc.(37)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(10)(11)",9576,,9576,,9576,,0.3%,,,
309,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(10)(11)",125000,,125000,,126250,,3.8%,,,,,
310,,,,,134576,,135826,,4.1%,,,,
311,"United Sporting Companies, Inc.(38)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(10)(12)",140847,,140847,,138758,,4.0%,,,
312,,,,,140847,,138758,,4.0%,,,,
313,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,,36368,,37000,,1.1%,,,
314,,,,,36368,,37000,,1.1%,,,,
315,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
316,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
317,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
318,"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(10)(12)(14)",,1000,,,1000,,,1000.0,,-%
319,"Senior Secured Term Loan A (8.25% (LIBOR + 7.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(10)(12)",16616,,16616,,16616,,0.5%,,,,,
320,"Senior Secured Term Loan B (13.25% (LIBOR + 12.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(10)(12)",19906,,19906,,19906,,0.6%,,,,,
321,Equity,,1,,-,,-%,,,,,,
322,,,,,37523,,37522,,1.1%,,,,
323,"Universal Turbine Parts, LLC",Alabama / Business Services,"Senior Secured Term Loan A (6.75% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,,32500,,32500,,0.9%,,,
324,"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,,32500,,32500,,1.0%,,,,,
325,,,,,65000,,65000,,1.9%,,,,
326,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",17000,,16484,,12372,,0.4%,,,
327,,,,,16484,,12372,,0.4%,,,,
328,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.13%, due 10/15/2022)(5)(13)",38070,,27651,,27932,,0.8%,,,
329,,,,,27651,,27932,,0.8%,,,,
330,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.67%, due 10/15/2022)(5)(13)",46632,,34101,,33025,,1.0%,,,
331,,,,,34101,,33025,,1.0%,,,,
332,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.55%, due 10/15/2023)(5)(13)",40613,,30276,,33704,,1.0%,,,
333,,,,,30276,,33704,,1.0%,,,,
334,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.62%, due 4/18/2026)(5)(6)(13)",,32383,,,25438,,,25394.0,,0.8%
335,,,,,25438,,25394,,0.8%,,,,
336,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 10/18/2027)(5)(6)(13)",28100,,26414,,26414,,0.8%,,,
337,,,,,26414,,26414,,0.8%,,,,
338,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.60%, due 4/20/2026)(5)(6)(13)",22600,,17880,,14041,,0.4%,,,
339,,,,,17880,,14041,,0.4%,,,,
340,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",15156,,14832,,15156,,0.5%,,,
341,,,,,14832,,15156,,0.5%,,,,
342,"Wheel Pros, LLC",Colorado / Durable Consumer Products,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",12000,,12000,,12000,,0.3%,,,
343,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,,5460,,5460,,0.2%,,,,,
344,,,,,17460,,17460,,0.5%,,,,
345,Total Non-Control/Non-Affiliate Investments (Level 3),,,4422436,,,4234807,,123.3%,,,,
346,Total Portfolio Investments,,,6301194,,,6109596,,177.8%,,,,
347,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,
348,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,
349,Credit Central Loan Company,10.00%,-%,10.00%,,,,,,,,,
350,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,,,,,,,,,
351,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,,,,,,,,,
352,Echelon Aviation LLC,-%,2.25%,2.25%,,,,,,,,,
353,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,
354,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,,,,,,,,,
355,First Tower Finance Company LLC,2.67%,9.33%,12.00%,,,,,,,,,
356,"Harbortouch Payments, LLC",3.00%,-%,3.00%,,,,,,,,,
357,"LaserShip , Inc. - Term Loan A",1.00%,-%,1.00%,,,,,,,,,
358,"LaserShip , Inc. - Term Loan B",1.00%,-%,1.00%,,,,,,,,,
359,"Mity, Inc.",-%,10.00%,10.00%,,,,,,,,,
360,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,
361,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,,,,,,,,,
362,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Holdings, Inc.",-%,5.00%,5.00%,,,,,,,,,
363,National Property REIT Corp. - Senior Secured Term Loan C to ACL Limited,-%,5.00%,5.00%,,,,,,,,,
364,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,
365,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,
366,"Valley Electric Company, Inc.",6.66%,1.84%,8.50%,,,,,,,,,
367,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,
368,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,
369,Credit Central Loan Company,6.49%,3.51%,10.00%,,,,,,,,,
370,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,,,,,,,,,
371,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,,,,,,,,,
372,Echelon Aviation LLC,-%,2.25%,2.25%,,,,,,,,,
373,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,
374,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,,,,,,,,,
375,First Tower Finance Company LLC,0.80%,11.20%,12.00%,,,,,,,,,
376,"Harbortouch Payments, LLC",,,3.00%,(A),,,,,,,,
377,"JHH Holdings, Inc.",0.50%,-%,0.50%,,,,,,,,,
378,"LaserShip , Inc. - Term Loan A",2.00%,-%,2.00%,,,,,,,,,
379,"LaserShip , Inc. - Term Loan B",2.00%,-%,2.00%,,,,,,,,,
380,"Mity, Inc.",-%,10.00%,10.00%,,,,,,,,,
381,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,
382,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,,,,,,,,,
383,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Holdings, Inc.",-%,5.00%,5.00%,,,,,,,,,
384,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,
385,"Nixon, Inc.",3.00%,-%,3.00%,,,,,,,,,
386,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,
387,"Valley Electric Company, Inc.",3.42%,5.08%,8.50%,,,,,,,,,
