,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
113,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 1/30/2025)(5)(14)(17)",24870,17644,17644,15445,15445,0.5%,0.5%,34638.0,,1.0%,,,,,
114,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.78%, due 1/25/2026)(5)(14)",40275,17644,31811,15445,28471,0.5%,0.9%,34638.0,,1.0%,,,,,
115,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.78%, due 1/25/2026)(5)(14)",40275,31811,31811,28471,28471,0.9%,0.9%,34638.0,,1.0%,,,,,
116,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.00%, due 7/27/2026)(5)(6)(14)",48528,31811,36585,28471,34166,0.9%,1.0%,34638.0,,1.0%,,,,,
117,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.00%, due 7/27/2026)(5)(6)(14)",48528,36585,36585,34166,34166,1.0%,1.0%,34638.0,,1.0%,,,,,
118,Centerfield Media Holding Company(35),California / Internet Software and Services,"Senior Secured Term Loan A (8.69% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(11)",66640,36585,66640,34166,66640,1.0%,2.0%,34638.0,,1.0%,,,,,
119,"Senior Secured Term Loan B (14.19% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(11)",68000,"Senior Secured Term Loan A (8.69% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(11)",68000,36585,68000,34166,2.0%,1.0%,2.0%,34638.0,,1.0%,,,,,
120,"Senior Secured Term Loan B (14.19% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(11)",68000,"Senior Secured Term Loan A (8.69% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(11)",68000,134640,68000,134640,2.0%,4.0%,2.0%,34638.0,,1.0%,,,,,
121,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.89%, due 4/24/2031)(5)(14)",44100,134640,29946,134640,25853,4.0%,0.8%,34638.0,,1.0%,,,,,
122,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.89%, due 4/24/2031)(5)(14)",44100,29946,29946,25853,25853,0.8%,0.8%,34638.0,,1.0%,,,,,
123,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,25853,0.8%,0.8%,34638.0,,1.0%,,,,,
124,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.34%, due 11/27/2024)(5)(14)",Principal Value,45500,Fair  Value(2),% of Net Assets,31530,0.8%,0.8%,28084.0,,0.8%,,,,,
125,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.34%, due 11/27/2024)(5)(14)",Principal Value,31530,Fair  Value(2),28084,31530,0.8%,0.8%,28084.0,,0.8%,,,,,
126,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 7.39%, due 10/17/2026)(5)(6)(14)",41500,31530,28832,28084,23982,0.8%,0.7%,28084.0,,0.8%,,,,,
127,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 7.39%, due 10/17/2026)(5)(6)(14)",41500,28832,28832,23982,23982,0.7%,0.7%,28084.0,,0.8%,,,,,
128,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.61%, due 10/21/2028)(5)(6)(14)",34000,28832,31268,23982,28106,0.7%,0.8%,28084.0,,0.8%,,,,,
129,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.61%, due 10/21/2028)(5)(6)(14)",34000,31268,31268,28106,28106,0.8%,0.8%,28084.0,,0.8%,,,,,
130,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",39710,31268,39660,28106,39710,0.8%,1.2%,28084.0,,0.8%,,,,,
131,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",39710,39660,39660,39710,39710,1.2%,1.2%,28084.0,,0.8%,,,,,
132,"Class Appraisal, LLC",Michigan / Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (5%, due 3/12/2020)(11)(15)",-,39660,-,39710,-,1.2%,-%,28084.0,,0.8%,,,,,
133,"Senior Secured Term Loan (10.56% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(11)",42000,"Revolving Line of Credit – $1,500 Commitment (5%, due 3/12/2020)(11)(15)",42000,39660,42000,39710,1.3%,1.2%,-%,28084.0,,0.8%,,,,,
134,"Senior Secured Term Loan (10.56% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(11)",42000,"Revolving Line of Credit – $1,500 Commitment (5%, due 3/12/2020)(11)(15)",42000,42000,42000,42000,1.3%,1.3%,-%,28084.0,,0.8%,,,,,
135,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.69% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",21720,42000,21720,42000,21720,1.3%,0.7%,28084.0,,0.8%,,,,,
136,"Senior Secured Term Loan B (12.69% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",24875,"Senior Secured Term Loan A (7.69% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",24875,42000,24875,42000,0.8%,1.3%,0.7%,28084.0,,0.8%,,,,,
137,"Senior Secured Term Loan B (12.69% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",24875,"Senior Secured Term Loan A (7.69% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",24875,46595,24875,46595,0.8%,1.5%,0.7%,28084.0,,0.8%,,,,,
138,CP VI Bella Midco,Pennsylvania / IT Services,"Second Lien Term Loan (8.63% (LIBOR + 6.75%, due 12/29/2025)(8)(13)",2000,46595,1990,46595,1990,1.5%,0.1%,28084.0,,0.8%,,,,,
139,CP VI Bella Midco,Pennsylvania / IT Services,"Second Lien Term Loan (8.63% (LIBOR + 6.75%, due 12/29/2025)(8)(13)",2000,1990,1990,1990,1990,0.1%,0.1%,28084.0,,0.8%,,,,,
140,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10896,1990,10833,1990,10896,0.1%,0.3%,28084.0,,0.8%,,,,,
141,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",10896,10833,10833,10896,10896,0.3%,0.3%,28084.0,,0.8%,,,,,
142,"Digital Room, LLC",California / Commercial Services & Supplies,"First Lien Term Loan (6.88% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(8)(13)",9975,10833,9878,10896,9878,0.3%,0.3%,28084.0,,0.8%,,,,,
143,"Second Lien Term Loan (10.63% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",57100,"First Lien Term Loan (6.88% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(8)(13)",56264,10833,56264,10896,1.7%,0.3%,0.3%,28084.0,,0.8%,,,,,
144,"Second Lien Term Loan (10.63% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",57100,"First Lien Term Loan (6.88% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(8)(13)",56264,66142,56264,66142,1.7%,2.0%,0.3%,28084.0,,0.8%,,,,,
145,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (10.63% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",11500,66142,11320,66142,11500,2.0%,0.3%,28084.0,,0.8%,,,,,
146,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (10.63% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",11500,11320,11320,11500,11500,0.3%,0.3%,28084.0,,0.8%,,,,,
147,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.69% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",17106,11320,17106,11500,16155,0.3%,0.5%,28084.0,,0.8%,,,,,
148,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.69% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",17106,17106,17106,16155,16155,0.5%,0.5%,28084.0,,0.8%,,,,,
149,"Engine Group, Inc.(7)",California / Media,"Senior Secured Term Loan (7.05% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",4875,17106,4875,16155,4875,0.5%,0.2%,28084.0,,0.8%,,,,,
150,"Second Lien Term Loan (11.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",35000,"Senior Secured Term Loan (7.05% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",35000,17106,35000,16155,1.0%,0.5%,0.2%,28084.0,,0.8%,,,,,
151,"Second Lien Term Loan (11.05% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",35000,"Senior Secured Term Loan (7.05% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",35000,39875,35000,39875,1.0%,1.2%,0.2%,28084.0,,0.8%,,,,,
152,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,1.0%,1.2%,0.2%,28084.0,,0.8%,,,,,
153,EXC Holdings III Corp.,"Massachusetts / Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.71% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)",Principal Value,12500,Fair  Value(2),% of Net Assets,12380,1.2%,0.2%,12500.0,,0.4%,,,,,
154,EXC Holdings III Corp.,"Massachusetts / Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.71% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)",Principal Value,12380,Fair  Value(2),12500,12380,0.4%,0.2%,12500.0,,0.4%,,,,,
155,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.69% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(11)",21544,12380,21544,12500,21544,0.4%,0.6%,12500.0,,0.4%,,,,,
156,"Delayed Draw Term Loan – $15,000 Commitment (9.84% (LIBOR + 8.00% with 1.00% LIBOR floor), expires 4/30/2022)(11)(15)",-,"Senior Secured Term Loan B (10.69% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(11)",-,12380,-,12500,-%,0.4%,0.6%,12500.0,,0.4%,,,,,
157,"Delayed Draw Term Loan – $15,000 Commitment (9.84% (LIBOR + 8.00% with 1.00% LIBOR floor), expires 4/30/2022)(11)(15)",-,"Senior Secured Term Loan B (10.69% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(11)",-,21544,-,21544,-%,0.6%,0.6%,12500.0,,0.4%,,,,,
158,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.81%, due 10/15/2030)(5)(14)",50525,21544,34430,21544,30734,0.6%,0.9%,12500.0,,0.4%,,,,,
159,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.81%, due 10/15/2030)(5)(14)",50525,34430,34430,30734,30734,0.9%,0.9%,12500.0,,0.4%,,,,,
160,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 4.64%, due 11/16/2025)(5)(14)",24575,34430,16933,30734,13965,0.9%,0.4%,12500.0,,0.4%,,,,,
161,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 4.64%, due 11/16/2025)(5)(14)",24575,16933,16933,13965,13965,0.4%,0.4%,12500.0,,0.4%,,,,,
162,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.40%, due 7/15/2026)(5)(6)(14)",39905,16933,27977,13965,22618,0.4%,0.7%,12500.0,,0.4%,,,,,
163,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.40%, due 7/15/2026)(5)(6)(14)",39905,27977,27977,22618,22618,0.7%,0.7%,12500.0,,0.4%,,,,,
164,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,27977,3955,22618,4680,0.7%,0.1%,12500.0,,0.4%,,,,,
165,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,3955,3955,4680,4680,0.1%,0.1%,12500.0,,0.4%,,,,,
166,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",40400,3955,23045,4680,16134,0.1%,0.5%,12500.0,,0.4%,,,,,
167,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",40400,23045,23045,16134,16134,0.5%,0.5%,12500.0,,0.4%,,,,,
168,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.03%, due 4/18/2026)(5)(14)",24500,23045,14476,16134,12075,0.5%,0.4%,12500.0,,0.4%,,,,,
169,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.03%, due 4/18/2026)(5)(14)",24500,14476,14476,12075,12075,0.4%,0.4%,12500.0,,0.4%,,,,,
170,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.31%, due 4/28/2025)(5)(6)(14)",41164,14476,25092,12075,19801,0.4%,0.6%,12500.0,,0.4%,,,,,
171,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.31%, due 4/28/2025)(5)(6)(14)",41164,25092,25092,19801,19801,0.6%,0.6%,12500.0,,0.4%,,,,,
172,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.19%, due 10/18/2027)(5)(6)(14)",39598,25092,34934,19801,32959,0.6%,1.0%,12500.0,,0.4%,,,,,
173,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.19%, due 10/18/2027)(5)(6)(14)",39598,34934,34934,32959,32959,1.0%,1.0%,12500.0,,0.4%,,,,,
174,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,-,34934,-,32959,900,1.0%,-%,12500.0,,0.4%,,,,,
175,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,-,-,-,900,900,-%,-%,12500.0,,0.4%,,,,,
176,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.59%, due 11/18/2026)(5)(6)(14)",19025,-,15549,900,13823,-%,0.4%,12500.0,,0.4%,,,,,
177,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.59%, due 11/18/2026)(5)(6)(14)",19025,15549,15549,13823,13823,0.4%,0.4%,12500.0,,0.4%,,,,,
178,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (12.00% (LIBOR + 10.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(11)",9000,15549,8943,13823,8879,0.4%,0.3%,12500.0,,0.4%,,,,,
179,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (12.00% (LIBOR + 10.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(11)",9000,8943,8943,8879,8879,0.3%,0.3%,12500.0,,0.4%,,,,,
180,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (9.50% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",10000,8943,10000,8879,10000,0.3%,0.3%,12500.0,,0.4%,,,,,
181,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (9.50% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",10000,10000,10000,10000,10000,0.3%,0.3%,12500.0,,0.4%,,,,,
182,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,10000,0.3%,0.3%,12500.0,,0.4%,,,,,
183,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.69% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",Principal Value,24657,Fair  Value(2),% of Net Assets,24657,0.3%,0.3%,24657.0,,0.7%,,,,,
184,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.69% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",Principal Value,24657,Fair  Value(2),24657,24657,0.7%,0.3%,24657.0,,0.7%,,,,,
185,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (7.39% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",77994,24657,77994,24657,77950,0.7%,2.3%,24657.0,,0.7%,,,,,
186,"Senior Secured Term Loan B (12.39% (LIBOR + 10.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",131125,"Senior Secured Term Loan A (7.39% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",131125,24657,128039,24657,3.8%,0.7%,2.3%,24657.0,,0.7%,,,,,
187,"Senior Secured Term Loan C (18.00% PIK, due on demand)(46)",3012,"Senior Secured Term Loan A (7.39% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",3012,24657,2560,24657,0.1%,0.7%,2.3%,24657.0,,0.7%,,,,,
188,"Warrants (to purchase 4,900 shares of Common Stock, expires 3/22/2030)",-,"Senior Secured Term Loan A (7.39% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",-,24657,-,24657,-%,0.7%,2.3%,24657.0,,0.7%,,,,,
189,"Warrants (to purchase 4,900 shares of Common Stock, expires 3/22/2030)",-,"Senior Secured Term Loan A (7.39% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017, past due)(13)",-,212131,-,208549,-%,6.2%,2.3%,24657.0,,0.7%,,,,,
190,"Janus International Group, LLC",Georgia / Building Products,"Second Lien Term Loan (9.49% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(13)",10000,212131,9902,208549,10000,6.2%,0.3%,24657.0,,0.7%,,,,,
191,"Janus International Group, LLC",Georgia / Building Products,"Second Lien Term Loan (9.49% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(13)",10000,9902,9902,10000,10000,0.3%,0.3%,24657.0,,0.7%,,,,,
192,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (10.38% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",20000,9902,19792,10000,20000,0.3%,0.6%,24657.0,,0.7%,,,,,
193,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (10.38% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",20000,19792,19792,20000,20000,0.6%,0.6%,24657.0,,0.7%,,,,,
194,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.70%, due 7/20/2027)(5)(6)(14)",19500,19792,16286,20000,12489,0.6%,0.4%,24657.0,,0.7%,,,,,
195,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.70%, due 7/20/2027)(5)(6)(14)",19500,16286,16286,12489,12489,0.4%,0.4%,24657.0,,0.7%,,,,,
196,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (10.63% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",13000,16286,12786,12489,12948,0.4%,0.4%,24657.0,,0.7%,,,,,
197,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (10.63% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",13000,12786,12786,12948,12948,0.4%,0.4%,24657.0,,0.7%,,,,,
198,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (11.55% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",50000,12786,50000,12948,50000,0.4%,1.5%,24657.0,,0.7%,,,,,
199,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (11.55% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",50000,50000,50000,50000,50000,1.5%,1.5%,24657.0,,0.7%,,,,,
200,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 7/15/2025)(5)(14)(17)",30500,50000,19520,50000,13337,1.5%,0.4%,24657.0,,0.7%,,,,,
201,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 7/15/2025)(5)(14)(17)",30500,19520,19520,13337,13337,0.4%,0.4%,24657.0,,0.7%,,,,,
202,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 28.65%, due 8/15/2022)(5)(14)",43110,19520,1829,13337,1890,0.4%,0.1%,24657.0,,0.7%,,,,,
203,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 28.65%, due 8/15/2022)(5)(14)",43110,1829,1829,1890,1890,0.1%,0.1%,24657.0,,0.7%,,,,,
204,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",-,1829,1252,1890,507,0.1%,-%,24657.0,,0.7%,,,,,
205,"Class A Common Units (1,250,000 units)(16)",-,"Preferred Units (10.00%, 1,250,000 units)(16)",-,1829,-,1890,-%,0.1%,-%,24657.0,,0.7%,,,,,
206,"Class A Common Units (1,250,000 units)(16)",-,"Preferred Units (10.00%, 1,250,000 units)(16)",-,1252,-,507,-%,-%,-%,24657.0,,0.7%,,,,,
207,"MedMark Services, Inc. (51)",Texas / Health Care Providers & Services,"Second Lien Term Loan (10.27% (LIBOR + 8.25% with 1.00% LIBOR floor), due 3/1/2025)(8)(11)",7000,1252,6930,507,6952,-%,0.2%,24657.0,,0.7%,,,,,
208,"MedMark Services, Inc. (51)",Texas / Health Care Providers & Services,"Second Lien Term Loan (10.27% (LIBOR + 8.25% with 1.00% LIBOR floor), due 3/1/2025)(8)(11)",7000,6930,6930,6952,6952,0.2%,0.2%,24657.0,,0.7%,,,,,
209,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(11)",37240,6930,37240,6952,37240,0.2%,1.1%,24657.0,,0.7%,,,,,
210,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(11)",37240,37240,37240,37240,37240,1.1%,1.1%,24657.0,,0.7%,,,,,
211,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.87%, due 10/12/2030)(5)(14)",43650,37240,27873,37240,23699,1.1%,0.7%,24657.0,,0.7%,,,,,
212,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.87%, due 10/12/2030)(5)(14)",43650,27873,27873,23699,23699,0.7%,0.7%,24657.0,,0.7%,,,,,
213,Portfolio Company,Locale / Industry,Investments(1)(44),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,23699,0.7%,0.7%,24657.0,,0.7%,,,,,
214,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.94%, due 7/15/2027)(5)(6)(14)",Principal Value,47830,Fair  Value(2),% of Net Assets,40436,0.7%,0.7%,37445.0,,1.1%,,,,,
215,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.94%, due 7/15/2027)(5)(6)(14)",Principal Value,40436,Fair  Value(2),37445,40436,1.1%,0.7%,37445.0,,1.1%,,,,,
216,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.74% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(13)",15407,40436,15228,37445,15407,1.1%,0.5%,37445.0,,1.1%,,,,,
217,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.74% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(13)",15407,15228,15228,15407,15407,0.5%,0.5%,37445.0,,1.1%,,,,,
218,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.76%, due 7/19/2030)(5)(14)",42064,15228,31433,15407,26490,0.5%,0.8%,37445.0,,1.1%,,,,,
219,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.76%, due 7/19/2030)(5)(14)",42064,31433,31433,26490,26490,0.8%,0.8%,37445.0,,1.1%,,,,,
220,"Octagon Investment Partners 18-R Ltd. (f/k/a Octagon Investment Partners XVIII, Ltd.)",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.86%, due 4/16/2031)(5)(6)(14)",46016,31433,26236,26490,23418,0.8%,0.7%,37445.0,,1.1%,,,,,
221,"Octagon Investment Partners 18-R Ltd. (f/k/a Octagon Investment Partners XVIII, Ltd.)",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.86%, due 4/16/2031)(5)(6)(14)",46016,26236,26236,23418,23418,0.7%,0.7%,37445.0,,1.1%,,,,,
