,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
111,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.20%, due 1/30/2025)(5)(14)",24870,31624,17813,28476,17264,0.9%,0.5%,12635.0,0.7%,0.4%,,,,
112,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.20%, due 1/30/2025)(5)(14)",24870,17813,17813,17264,17264,0.5%,0.5%,12635.0,0.7%,0.4%,,,,
113,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.79%, due 1/25/2026)(5)(14)",40275,17813,31793,17264,31008,0.5%,0.9%,12635.0,0.7%,0.4%,,,,
114,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.79%, due 1/25/2026)(5)(14)",40275,31793,31793,31008,31008,0.9%,0.9%,12635.0,0.7%,0.4%,,,,
115,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.21%, due 7/27/2026)(5)(6)(14)",48528,31793,36174,31008,34667,0.9%,1.0%,12635.0,0.7%,0.4%,,,,
116,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.21%, due 7/27/2026)(5)(6)(14)",48528,36174,36174,34667,34667,1.0%,1.0%,12635.0,0.7%,0.4%,,,,
117,Centerfield Media Holding Company(35),California / Internet Software and Services,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",66640,36174,66640,34667,66640,1.0%,2.0%,12635.0,0.7%,0.4%,,,,
118,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",68000,36174,68000,34667,2.0%,1.0%,2.0%,12635.0,0.7%,0.4%,,,,
119,"Senior Secured Term Loan B (13.84% (LIBOR + 12.50% with 1.00% LIBOR floor), due 1/17/2022)(8)(10)(11)",68000,"Senior Secured Term Loan A (8.34% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/17/2022)(3)(8)(10)(11)",68000,134640,68000,134640,2.0%,4.0%,2.0%,12635.0,0.7%,0.4%,,,,
120,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.16%, due 10/24/2025)(5)(14)",44100,134640,29970,134640,26242,4.0%,0.8%,12635.0,0.7%,0.4%,,,,
121,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.16%, due 10/24/2025)(5)(14)",44100,29970,29970,26242,26242,0.8%,0.8%,12635.0,0.7%,0.4%,,,,
122,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.67%, due 11/27/2024)(5)(14)",45500,29970,31970,26242,29428,0.8%,0.9%,12635.0,0.7%,0.4%,,,,
123,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.67%, due 11/27/2024)(5)(14)",45500,31970,31970,29428,29428,0.9%,0.9%,12635.0,0.7%,0.4%,,,,
124,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 7.43%, due 10/17/2026)(5)(6)(14)",41500,31970,29064,29428,24456,0.9%,0.7%,12635.0,0.7%,0.4%,,,,
125,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 7.43%, due 10/17/2026)(5)(6)(14)",41500,29064,29064,24456,24456,0.7%,0.7%,12635.0,0.7%,0.4%,,,,
126,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.43%, due 10/21/2028)(5)(6)(14)",34000,29064,31172,24456,27636,0.7%,0.8%,12635.0,0.7%,0.4%,,,,
127,"CIFC Funding 2016-I, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.43%, due 10/21/2028)(5)(6)(14)",34000,31172,31172,27636,27636,0.8%,0.8%,12635.0,0.7%,0.4%,,,,
128,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(46)",40210,31172,40160,27636,40210,0.8%,1.2%,12635.0,0.7%,0.4%,,,,
129,"Cinedigm DC Holdings, LLC",New York / Media,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(10)(11)(46)",40210,40160,40160,40210,40210,1.2%,1.2%,12635.0,0.7%,0.4%,,,,
130,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,40210,1.2%,1.2%,12635.0,0.7%,0.4%,,,,
131,"Coverall North America, Inc.",Florida / Commercial Services & Supplies,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",Principal Value,21720,Fair  Value(2),% of Net Assets,21720,1.2%,1.2%,21720.0,0.7%,0.7%,,,,
132,"Senior Secured Term Loan B (12.34% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24875,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24875,21720,24875,% of Net Assets,0.7%,1.2%,1.2%,21720.0,0.7%,0.7%,,,,
133,"Senior Secured Term Loan B (12.34% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24875,"Senior Secured Term Loan A (7.34% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(10)(11)",24875,46595,24875,46595,0.7%,1.4%,1.2%,21720.0,0.7%,0.7%,,,,
134,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",12500,46595,12433,46595,12500,1.4%,0.4%,21720.0,0.7%,0.7%,,,,
135,CURO Financial Technologies Corp.,Canada / Consumer Finance,"Senior Secured Notes (12.00%, due 3/1/2022)(8)(14)",12500,12433,12433,12500,12500,0.4%,0.4%,21720.0,0.7%,0.7%,,,,
136,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (10.32% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(8)(10)(13)",11500,12433,11312,12500,11500,0.4%,0.3%,21720.0,0.7%,0.7%,,,,
137,"Dunn Paper, Inc.",Georgia / Paper & Forest Products,"Second Lien Term Loan (10.32% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(8)(10)(13)",11500,11312,11312,11500,11500,0.3%,0.3%,21720.0,0.7%,0.7%,,,,
138,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.34% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17106,11312,17106,11500,16643,0.3%,0.5%,21720.0,0.7%,0.7%,,,,
139,"Easy Gardener Products, Inc.",Texas / Household Durables,"Senior Secured Term Loan (11.34% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17106,17106,17106,16643,16643,0.5%,0.5%,21720.0,0.7%,0.7%,,,,
140,"Engine Group, Inc.(7)",California / Media,"Senior Secured Term Loan (6.44% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",4938,17106,4938,16643,4938,0.5%,0.1%,21720.0,0.7%,0.7%,,,,
141,"Second Lien Term Loan (10.44% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(10)(11)",35000,"Senior Secured Term Loan (6.44% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",35000,17106,35000,16643,0.1%,0.5%,0.1%,21720.0,0.7%,0.7%,,,,
142,"Second Lien Term Loan (10.44% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(10)(11)",35000,"Senior Secured Term Loan (6.44% (LIBOR + 4.75% with 1.00% LIBOR floor), due 9/15/2022)(8)(9)(10)(11)",35000,39938,35000,39938,0.1%,1.1%,0.1%,21720.0,0.7%,0.7%,,,,
143,EXC Holdings III Corp,"Massachusetts / Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.16% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)(11)",12500,39938,12376,39938,12376,1.1%,0.4%,21720.0,0.7%,0.7%,,,,
144,EXC Holdings III Corp,"Massachusetts / Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.16% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(8)(10)(11)",12500,12376,12376,12376,12376,-%,0.4%,21720.0,0.7%,0.7%,,,,
145,"Fleetwash, Inc.",New Jersey / Commercial Services & Supplies,"Senior Secured Term Loan B (10.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",21544,12376,21544,12376,21544,-%,0.6%,21720.0,0.7%,0.7%,,,,
146,"Delayed Draw Term Loan – $15,000 Commitment (9.84% (LIBOR + 8.50% with 1.00% LIBOR floor) expires 4/30/2022)(10)(11)(15)",-,"Senior Secured Term Loan B (10.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",-,12376,-,12376,-%,-%,0.6%,21720.0,0.7%,0.7%,,,,
147,"Delayed Draw Term Loan – $15,000 Commitment (9.84% (LIBOR + 8.50% with 1.00% LIBOR floor) expires 4/30/2022)(10)(11)(15)",-,"Senior Secured Term Loan B (10.34% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/30/2022)(3)(10)(11)",-,21544,-,21544,-%,0.6%,0.6%,21720.0,0.7%,0.7%,,,,
148,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.89%, due 10/15/2030)(5)(14)",50525,21544,33831,21544,30827,0.6%,0.9%,21720.0,0.7%,0.7%,,,,
149,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.89%, due 10/15/2030)(5)(14)",50525,33831,33831,30827,30827,0.9%,0.9%,21720.0,0.7%,0.7%,,,,
150,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.26%, due 11/16/2025)(5)(14)",24575,33831,17077,30827,14609,0.9%,0.4%,21720.0,0.7%,0.7%,,,,
151,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.26%, due 11/16/2025)(5)(14)",24575,17077,17077,14609,14609,0.4%,0.4%,21720.0,0.7%,0.7%,,,,
152,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.66%, due 7/15/2026)(5)(6)(14)",39905,17077,28497,14609,24072,0.4%,0.7%,21720.0,0.7%,0.7%,,,,
153,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.66%, due 7/15/2026)(5)(6)(14)",39905,28497,28497,24072,24072,0.7%,0.7%,21720.0,0.7%,0.7%,,,,
154,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,28497,3987,24072,5510,0.7%,0.2%,21720.0,0.7%,0.7%,,,,
155,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",23188,3987,3987,5510,5510,0.2%,0.2%,21720.0,0.7%,0.7%,,,,
156,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 2.23%, due 4/15/2025)(5)(14)",40400,3987,24295,5510,19914,0.2%,0.6%,21720.0,0.7%,0.7%,,,,
157,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 2.23%, due 4/15/2025)(5)(14)",40400,24295,24295,19914,19914,0.6%,0.6%,21720.0,0.7%,0.7%,,,,
158,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.88%, due 4/18/2026)(5)(14)",24500,24295,15129,19914,13325,0.6%,0.4%,21720.0,0.7%,0.7%,,,,
159,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.88%, due 4/18/2026)(5)(14)",24500,15129,15129,13325,13325,0.4%,0.4%,21720.0,0.7%,0.7%,,,,
160,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,13325,0.4%,0.4%,21720.0,0.7%,0.7%,,,,
161,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.61%, due 4/28/2025)(5)(6)(14)",Principal Value,41164,Fair  Value(2),% of Net Assets,26102,0.4%,0.4%,23051.0,0.7%,0.7%,,,,
162,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.61%, due 4/28/2025)(5)(6)(14)",Principal Value,26102,Fair  Value(2),23051,26102,0.7%,0.4%,23051.0,0.7%,0.7%,,,,
163,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.67%, due 10/18/2027)(5)(6)(14)",39598,26102,34191,23051,33690,0.7%,1.0%,23051.0,0.7%,0.7%,,,,
164,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.67%, due 10/18/2027)(5)(6)(14)",39598,34191,34191,33690,33690,1.0%,1.0%,23051.0,0.7%,0.7%,,,,
165,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,-,34191,-,33690,856,1.0%,-%,23051.0,0.7%,0.7%,,,,
166,"Harbortouch Payments, LLC",Pennsylvania / Commercial Services & Supplies,Escrow Receivable,-,-,-,856,856,-%,-%,23051.0,0.7%,0.7%,,,,
167,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.00%, due 11/18/2026)(5)(6)(14)",19025,-,15187,856,13988,-%,0.4%,23051.0,0.7%,0.7%,,,,
168,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.00%, due 11/18/2026)(5)(6)(14)",19025,15187,15187,13988,13988,0.4%,0.4%,23051.0,0.7%,0.7%,,,,
169,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.63% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,15187,8935,13988,8935,0.4%,0.3%,23051.0,0.7%,0.7%,,,,
170,"Harley Marine Services, Inc.",Washington / Marine,"Second Lien Term Loan (10.63% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,8935,8935,8935,8935,0.3%,0.3%,23051.0,0.7%,0.7%,,,,
171,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (8.88% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(10)(11)",10000,8935,10000,8935,10000,0.3%,0.3%,23051.0,0.7%,0.7%,,,,
172,"Ingenio, LLC",California / Internet Software and Services,"Senior Secured Term Loan (8.88% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(10)(11)",10000,10000,10000,10000,10000,0.3%,0.3%,23051.0,0.7%,0.7%,,,,
173,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.34% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(10)(11)",24927,10000,24927,10000,24927,0.3%,0.7%,23051.0,0.7%,0.7%,,,,
174,"Inpatient Care Management Company, LLC",Florida / Health Care Providers & Services,"Senior Secured Term Loan (9.34% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(10)(11)",24927,24927,24927,24927,24927,0.7%,0.7%,23051.0,0.7%,0.7%,,,,
175,"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (7.07% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",78215,24927,78215,24927,78215,0.7%,2.3%,23051.0,0.7%,0.7%,,,,
176,"Senior Secured Term Loan B (12.07% (LIBOR + 10.50% with 0.75% LIBOR floor), due 12/31/2017)(3)(10)(13)",131125,"Senior Secured Term Loan A (7.07% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",131125,24927,131125,24927,3.9%,0.7%,2.3%,23051.0,0.7%,0.7%,,,,
177,"Senior Secured Term Loan B (12.07% (LIBOR + 10.50% with 0.75% LIBOR floor), due 12/31/2017)(3)(10)(13)",131125,"Senior Secured Term Loan A (7.07% (LIBOR + 5.50% with 0.75% LIBOR floor), due 12/31/2017)(10)(13)",131125,209340,131125,209340,3.9%,6.2%,2.3%,23051.0,0.7%,0.7%,,,,
178,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (10.19% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",20000,209340,19785,209340,20000,6.2%,0.6%,23051.0,0.7%,0.7%,,,,
179,JD Power and Associates,California / Capital Markets,"Second Lien Term Loan (10.19% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",20000,19785,19785,20000,20000,0.6%,0.6%,23051.0,0.7%,0.7%,,,,
180,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.72%, due 7/20/2027)(5)(6)(14)",19500,19785,16244,20000,12518,0.6%,0.4%,23051.0,0.7%,0.7%,,,,
181,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.72%, due 7/20/2027)(5)(6)(14)",19500,16244,16244,12518,12518,0.4%,0.4%,23051.0,0.7%,0.7%,,,,
182,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (10.32% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(10)(13)",13000,16244,12778,12518,12834,0.4%,0.4%,23051.0,0.7%,0.7%,,,,
183,"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (10.32% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(10)(13)",13000,12778,12778,12834,12834,0.4%,0.4%,23051.0,0.7%,0.7%,,,,
184,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.94% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",50000,12778,50000,12834,50000,0.4%,1.5%,23051.0,0.7%,0.7%,,,,
185,Keystone Acquisition Corp.(36),Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (10.94% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(10)(11)",50000,50000,50000,50000,50000,1.5%,1.5%,23051.0,0.7%,0.7%,,,,
186,"LaserShip, Inc.",Virginia / Air Freight & Logistics,"Senior Secured Term Loan A (9.07% (LIBOR + 7.50% with 1.25% LIBOR floor), due 11/22/2022)(3)(10)(13)",22990,50000,22990,50000,22990,1.5%,0.7%,23051.0,0.7%,0.7%,,,,
187,"Senior Secured Term Loan B (9.07% (LIBOR + 7.50% with 1.25% LIBOR floor), due 11/22/2022)(3)(10)(13)",14124,"Senior Secured Term Loan A (9.07% (LIBOR + 7.50% with 1.25% LIBOR floor), due 11/22/2022)(3)(10)(13)",14124,50000,14124,50000,0.4%,1.5%,0.7%,23051.0,0.7%,0.7%,,,,
188,"Senior Secured Term Loan B (9.07% (LIBOR + 7.50% with 1.25% LIBOR floor), due 11/22/2022)(3)(10)(13)",14124,"Senior Secured Term Loan A (9.07% (LIBOR + 7.50% with 1.25% LIBOR floor), due 11/22/2022)(3)(10)(13)",14124,37114,14124,37114,0.4%,1.1%,0.7%,23051.0,0.7%,0.7%,,,,
189,Portfolio Company,Locale / Industry,Investments(1)(44)(45),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,0.4%,1.1%,0.7%,23051.0,0.7%,0.7%,,,,
190,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 5.86%, due 7/15/2025)(5)(14)",Principal Value,30500,Fair  Value(2),% of Net Assets,20157,1.1%,0.7%,17876.0,0.7%,0.5%,,,,
191,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 5.86%, due 7/15/2025)(5)(14)",Principal Value,20157,Fair  Value(2),17876,20157,0.5%,0.7%,17876.0,0.7%,0.5%,,,,
192,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.67%, due 8/15/2022)(5)(14)",43110,20157,2285,17876,2329,0.5%,0.1%,17876.0,0.7%,0.5%,,,,
193,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.67%, due 8/15/2022)(5)(14)",43110,2285,2285,2329,2329,0.1%,0.1%,17876.0,0.7%,0.5%,,,,
194,"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (10.00%,1,250,000 units)(16)",43110,1252,2285,555,2329,-%,0.1%,17876.0,0.7%,0.5%,,,,
195,"Class A Common Units (1,250,000 units)(16)",Arizona / Health Care Providers & Services,-,43110,-,2285,-%,2329,-%,0.1%,17876.0,0.7%,0.5%,,,,
196,"Class A Common Units (1,250,000 units)(16)",Arizona / Health Care Providers & Services,-,43110,1252,2285,555,2329,-%,0.1%,17876.0,0.7%,0.5%,,,,
197,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (10.19% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37430,1252,37430,555,37430,-%,1.1%,17876.0,0.7%,0.5%,,,,
198,"Memorial MRI & Diagnostic, LLC",Texas / Health Care Providers & Services,"Senior Secured Term Loan (10.19% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(10)(11)",37430,37430,37430,37430,37430,1.1%,1.1%,17876.0,0.7%,0.5%,,,,
199,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.23%, due 10/12/2030)(5)(14)",43650,37430,27017,37430,23861,1.1%,0.8%,17876.0,0.7%,0.5%,,,,
200,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.23%, due 10/12/2030)(5)(14)",43650,27017,27017,23861,23861,0.8%,0.8%,17876.0,0.7%,0.5%,,,,
201,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.45%, due 7/15/2027)(5)(6)(14)",47830,27017,40544,23861,38507,0.8%,1.2%,17876.0,0.7%,0.5%,,,,
202,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.45%, due 7/15/2027)(5)(6)(14)",47830,40544,40544,38507,38507,1.2%,1.2%,17876.0,0.7%,0.5%,,,,
203,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.43% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,40544,15219,38507,15407,1.2%,0.5%,17876.0,0.7%,0.5%,,,,
204,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.43% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,15219,15219,15407,15407,0.5%,0.5%,17876.0,0.7%,0.5%,,,,
205,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.04%, due 7/19/2030)(5)(14)",42064,15219,31150,15407,26517,0.5%,0.8%,17876.0,0.7%,0.5%,,,,
206,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.04%, due 7/19/2030)(5)(14)",42064,31150,31150,26517,26517,0.8%,0.8%,17876.0,0.7%,0.5%,,,,
207,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 8.98%, due 12/16/2024)(5)(6)(14)",28200,31150,17439,26517,15398,0.8%,0.5%,17876.0,0.7%,0.5%,,,,
208,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 8.98%, due 12/16/2024)(5)(6)(14)",28200,17439,17439,15398,15398,0.5%,0.5%,17876.0,0.7%,0.5%,,,,
209,Pacific World Corporation,California / Personal Products,"Revolving Line of Credit – $21,000 Commitment (8.74% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",19225,17439,19225,15398,19225,0.5%,0.6%,17876.0,0.7%,0.5%,,,,
210,"Senior Secured Term Loan A (6.74% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",96750,"Revolving Line of Credit – $21,000 Commitment (8.74% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",96750,17439,94957,15398,2.9%,0.5%,0.6%,17876.0,0.7%,0.5%,,,,
211,"Senior Secured Term Loan B (10.74% (LIBOR + 9.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",96750,"Revolving Line of Credit – $21,000 Commitment (8.74% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",96750,17439,68954,15398,2.1%,0.5%,0.6%,17876.0,0.7%,0.5%,,,,
212,"Common Stock (6,778,414 units)(16)",-,"Revolving Line of Credit – $21,000 Commitment (8.74% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",-,17439,-,15398,0.1%,0.5%,0.6%,17876.0,0.7%,0.5%,,,,
213,"Common Stock (6,778,414 units)(16)",-,"Revolving Line of Credit – $21,000 Commitment (8.74% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",-,212725,-,183136,0.1%,5.6%,0.6%,17876.0,0.7%,0.5%,,,,
214,"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.94% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,212725,17491,183136,17077,5.6%,0.5%,17876.0,0.7%,0.5%,,,,
215,"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.94% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,17491,17491,17077,17077,0.5%,0.5%,17876.0,0.7%,0.5%,,,,
