,0,1,2,3,4,5,6,7,8,9,10,11,12
249,"Madison Park Funding IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest),,31110,,26832,,27862,,1.1%
250,,,,,,,,,26832,,27862,,1.1%
251,"Material Handling Services, LLC  (4)",,Ohio / Business Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",,27580,,27580,,27580,,1.1%
252,,,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",,37959,,37959,,37959,,1.5%,,
253,,,,,,,,,65539,,65539,,2.6%
254,"Maverick Healthcare, LLC",,Arizona / Healthcare,,"Preferred Units (1,250,000 units)",,,,1252,,1677,,0.1%
255,,,"Common Units (1,250,000 units)",,,,-,,-,,0.0%,,
256,,,,,,,,,1252,,1677,,0.1%
257,"Medical Security Card Company, LLC  (4)",,Arizona / Healthcare,,"Revolving Line of Credit - $1,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 2/1/2016)  (25)",,-,,-,,-,,0.0%
258,,,,,"First Lien Term Loan (11.25% (LIBOR + 8.75% with 2.50% LIBOR floor), due 2/1/2016)  (3)",,14067,,14.067,,14067,,0.6%
259,,,,,,,,,14067,,14067,,0.6%
260,"National Bankruptcy Services, LLC  (3),(4)",,Texas / Diversified Financial Services,,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",,18612,,18612,,18612,,0.7%
261,,,,,,,,,18612,,18612,,0.7%
262,"Naylor, LLC  (4)",,Florida / Media,,"Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",,-,,-,,-,,0.0%
263,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",,46778,,46778,,45802,,1.8%
264,,,,,,,,,46778,,45802,,1.8%
265,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
266,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
267,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
268,"New Century Transportation, Inc.",,New Jersey / Transportation,,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00%, PIK due 2/3/2018)  (3), (4)",,"$ 44,776",,"$ 44,776",,"$ 44,776",,1.8%
269,,,,,,,,,44776,,44776,,1.8%
270,"New Star Metals, Inc.",,Indiana / Metal Services & Minerals,,Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK due 2/2/2018)  (4),,32193,,32193,,32193,,1.3%
271,,,,,,,,,32193,,32193,,1.3%
272,"Nixon, Inc.",,California / Durable Consumer Products,,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",,15400,,15134,,15046,,0.6%
273,,,,,,,,,15134,,15046,,0.6%
274,"Nobel Learning Communities, Inc.",,Pennsylvania / Consumer Services,,"Subordinated Unsecured (11.50% plus 1.50% PIK, due 8/9/2017)",,15262,,15262,,15262,,0.6%
275,,,,,,,,,15262,,15262,,0.6%
276,"NRG Manufacturing, Inc.",,Texas / Manufacturing,,Escrow Receivable,,,,-,,3568,,0.1%
277,,,,,,,,,-,,3568,,0.1%
278,"Octagon Investment Partners XV, Ltd.",,Cayman Islands / Diversified Financial Services,,Income Notes (Residual Interest)  (22),,26901,,25818,,25655,,1.0%
279,,,,,,,,,25818,,25655,,1.0%
280,"Out Rage, LLC  (4)",,Wisconsin / Durable Consumer Products,,"Revolving Line of Credit - $1,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 3/02/2014)  (25)",,1200,,1200,,1200,,0.0%
281,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 3/2/2015)",,10336,,10336,,10336,,0.4%
282,,,,,,,,,11536,,11536,,0.4%
283,"Pelican Products, Inc.  (16)",,California / Durable Consumer Products,,"Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (4)",,15000,,14721,,14721,,0.6%
284,,,,,,,,,14721,,14721,,0.6%
285,Pinnacle (US) Acquisition Co Limited  (16),,Texas / Software & Computer Services,,"Second Lien Term Loan (10.50% (LIBOR + 8.25% with 2.25% LIBOR floor), due 8/3/2020)  (4)",,10000,,9811,,10000,,0.4%
286,,,,,,,,,9811,,10000,,0.4%
287,"Pre-Paid Legal Services, Inc.  (16)",,Oklahoma / Consumer Services,,"Senior Subordinated Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2016)  (3), (4)",,5000,,5000,,5000,,0.2%
288,,,,,,,,,5000,,5000,,0.2%
289,Prince Mineral Holding Corp.,,New York / Metal Services & Minerals,,"Senior Secured Term Loan (11.50%, due 12/15/2019)",,10000,,9886,,10000,,0.4%
290,,,,,,,,,9886,,10000,,0.4%
291,"Progrexion Holdings, Inc.  (4),(28)",,Utah / Consumer Services,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",,154017,,154017,,154017,,6.0%
292,,,,,,,,,154017,,154017,,6.0%
293,Portfolio  Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
294,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
295,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
296,"Rocket Software, Inc.  (3), (4)",,Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",,"$ 20,000",,"$ 19,710",,"$ 19,944",,0.8%,
297,,,,,,,,,19710,,19944,,0.8%
298,"Royal Adhesives & Sealants, LLC",,Indiana / Chemicals,,Senior Subordinated Unsecured Term Loan (12.00% plus 2.00% PIK due 11/29/2016),,28222,,28222,,28222,,1.1%
299,,,,,,,,,28222,,28222,,1.1%
300,"Ryan, LLC.  (4)",,Texas / Business Services,,"Subordinated Secured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",,70000,,70000,,70000,,2.7%
301,,,,,,,,,70000,,70000,,2.7%
302,"Seaton Corp  (3), (4)",,Illinois / Business Services,,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2014)",,3305,,3231,,3305,,0.1%
303,,,,,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2015)",,10005,,10005,,10005,,0.4%
304,,,,,,,,,13236,,13310,,0.5%
305,SESAC Holdco II LLC,,Tennessee / Media,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4)",,6000,,5911,,5911,,0.2%
306,,,,,,,,,5911,,5911,,0.2%
307,Skillsoft Public Limited Company  (22),,Ireland / Software & Computer Services,,"Senior Unsecured (11.125%, due 6/1/2018)",,15000,,14924,,15000,,0.6%
308,,,,,,,,,14924,,15000,,0.6%
309,Snacks Holding Corporation,,Minnesota / Food Products,,"Senior Subordinated Unsecured Term Loan (12.00% plus 1.00% PIK, due 11/12/2017)",,15366,,14921,,15365,,0.6%
310,,,"Series A Preferred Stock (4,021.45 shares)",,,,-,,-,,0.0%,,
311,,,"Series B Preferred Stock (1,866.10 shares)",,,,-,,-,,0.0%,,
312,,,"Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",,,,590,,1034,,0.0%,,
313,,,,,,,,,15511,,16399,,0.6%
314,"Southern Management Corporation  (22), (30)",,South Carolina / Consumer Finance,,Second Lien Term Loan (12.00% plus 5.00% PIK due 5/31/2017),,17568,,17568,,17568,,0.7%
315,,,,,,,,,17568,,17568,,0.7%
316,"Spartan Energy Services, Inc.  (3),(4)",,Louisiana / Energy,,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017))",,29813,,29813,,29813,,1.2%
317,,,,,,,,,29813,,29813,,1.2%
318,Speedy Group Holdings Corp.,,Canada / Consumer Finance,,"Senior Unsecured (12.00%, due 11/15/2017)  (22)",,15000,,15000,,15000,,0.6%
319,,,,,,,,,15000,,15000,,0.6%
320,"Sport Helmets Holdings, LLC  (14)",,New York / Personal & Nondurable Consumer Products,,Escrow Receivable,,,,-,,384,,0.0%
321,,,,,,,,,-,,384,,0.0%
322,"Springs Window Fashions, LLC.",,Wisconsin / Durable Consumer Products,,"Second Lien Term Loan (11.25% (LIBOR + 9.25% with 2.00% LIBOR floor), due 11/30/2017)  (3), (4)",,35000,,35000,,35000,,1.4%
323,,,,,,,,,35000,,35000,,1.4%
324,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
325,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
326,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
327,"Stauber Performance Ingredients, Inc.  (3), (4)",,California / Food Products,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",,"$ 19,415",,"$ 19,415",,"$ 19,415",,0.8%
328,,,,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",,10303,,10303,,10303,,0.4%
329,,,,,,,,,29718,,29718,,1.2%
330,"Stryker Energy, LLC",,Ohio / Oil & Gas Production,,"Subordinated Secured Revolving Credit Facility - $50,300 Commitment (8.50% (LIBOR + 7.00% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)  (4), (25)",,34411,,32710,,-,,0.0%
331,,,,,Overriding Royalty Interests  (18),,,,-,,1539,,0.1%
332,,,,,,,,,32710,,1539,,0.1%
333,"Symphony CLO, IX Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,LP Certificates (Residual Interest),,45500,,43915,,46592,,1.8%
334,,,,,,,,,43915,,46592,,1.8%
335,"System One Holdings, LLC  (4)",,Pennsylvania / Business Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",,32000,,32000,,32000,,1.3%
336,,,,,,,,,32000,,32000,,1.3%
337,TB Corp.,,Texas / Consumer Service,,"Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",,23270,,23270,,23270,,0.9%
338,,,,,,,,,23270,,23270,,0.9%
339,"Targus Group International, Inc.  (16)",,California / Durable Consumer Products,,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 5/25/2016)  (3), (4)",,23579,,23247,,23580,,0.9%
340,,,,,,,,,23247,,23580,,0.9%
341,"TGG Medical Transitory, Inc.",,New Jersey/ Healthcare,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)  (4)",,8000,,7765,,7824,,0.3%
342,,,,,,,,,7765,,7824,,0.3%
343,The Petroleum Place Inc.,,Colorado / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",,22000,,21681,,22000,,0.9%
344,,,,,,,,,21681,,22000,,0.9%
345,"Transaction Network Services, Inc.",,Virginia / Diversified Telecommunication Services,,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)  (4)",,10000,,9852,,9852,,0.4%
346,,,,,,,,,9852,,9852,,0.4%
347,"TransFirst Holdings, Inc.  (4)",,New York / Software & Computer Services,,"Second Lien Term Loan (11.00%, (LIBOR + 9.75% with 1.25% floor), due 6/27/2018)",,5000,,4855,,4908,,0.2%
348,,,,,,,,,4855,,4908,,0.2%
349,Totes Isotoner Corporation,,Ohio / Nondurable Consumer Products,,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)  (3), (4)",,39000,,39000,,39000,,1.5%
350,,,,,,,,,39000,,39000,,1.5%
351,"United Sporting Companies, Inc.  (5)",,South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)  (4)",,160000.0,,160000.0,,160000.0,,6.3%,
352,,,,,,,,,160000,,160000,,6.3%
353,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
354,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
355,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
356,Wind River Resources Corp. and Wind River II Corp.,,Utah / Oil & Gas Production,,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal, 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)  (4)",,"$ 15,000",,"$ 14,750",,$ -,,0.0%
357,,Net Profits Interest (5.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,,,
358,,,,,,,,,14750,,-,,0.0%
359,,,,,Total Non-control/Non-affiliate Investments (Level 3 Investments),,3030743,,2990557,,117.3%,,
360,,,,,Total Level 3 Portfolio Investments,,3794993,,3707607,,145.1%,,
361,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
362,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
363,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
364,"ADAPCO, Inc.",,Florida / Ecological,,"Common Stock (5,000 shares)",,,,$ 141,,$ 240,,0.0%
365,,,,,,,,,141,,240,,0.0%
366,"Aircraft Fasteners International, LLC",,California / Machinery,,"Convertible Preferred Stock (32,500 units)",,,,396,,471,,0.0%
367,,,,,,,,,396,,471,,0.0%
368,American Gilsonite Company,,Utah / Specialty Minerals,,"Senior Subordinated Note (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/10/2016)  (3), (4)",,"$ 30,232",,30232,,30232,,2.0%
369,,,,,"Senior Subordinated Note (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/10/2016)  (4)",,7500,,7500,,7500,,0.5%
370,,,,,"Membership Interest in AGC/PEP, LLC (99.9999%)  (15)",,,,-,,6830,,0.5%
371,,,,,,,,,37732,,44562,,3.0%
372,"Apidos CLO VIII, Ltd.  (22)",Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,19730.0,,18056.0,,19509.0,,1.3%,
373,,,,,,,,,18056,,19509,,1.3%
374,"Apidos CLO IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,20525,,18723,,18723,,1.2%
375,,,,,,,,,18723,,18723,,1.2%
376,"Archipelago Learning, Inc.",,Minnesota / Consumer Services,,"Second Lien Debt (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)  (4), (16)",,50000,,48022,,49271,,3.3%
377,,,,,,,,,48022,,49271,,3.3%
378,Babson CLO Ltd 2011-I.  (22),Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,35000.0,,33080.0,,34244.0,,2.3%,
379,,,,,,,,,33080,,34244,,2.3%
380,Babson CLO Ltd 2012-IA.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,29075,,27014,,27197,,1.8%
381,,,,,,,,,27014,,27197,,1.8%
382,Babson CLO Ltd 2012-IIA.  (22),,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,27850,,27486,,27017,,1.8%
383,,,,,,,,,27486,,27017,,1.8%
384,"Blue Coat Systems, Inc.  (3), (4)",Massachusetts / Software & Computer Services,,"Second Lien Term Loan (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 8/15/2018)",,25000.0,,24279.0,,25000.0,,1.7%,
385,,,,,,,,,24279,,25000,,1.7%
386,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
387,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
388,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
389,Byrider Systems Acquisition Corp.  (22),,Indiana / Auto Finance,,"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",,"$ 20,546",,"$ 20,546",,"$ 19,990",,1.3%
390,,,,,,,,,20546,,19990,,1.3%
391,"Caleel + Hayden, LLC  (14), (31)",,Colorado / Personal & Nondurable Consumer Products,,"Membership Units (7,500 shares)",,,,351,,1031,,0.1%
392,,,,,,,,,351,,1031,,0.1%
393,"Capstone Logistics, LLC  (4)",,Georgia / Commercial Services,,"Senior Secured Term Loan A (7.50% (LIBOR + 5.50% with 2.00% LIBOR floor), due 9/16/2016)",,33793,,33793,,33793,,2.2%
394,,,,,"Senior Secured Term Loan B (13.50% (LIBOR + 11.50% with 2.00% LIBOR floor), due 9/16/2016)  (3)",,41625,,41625,,41625,,2.8%
395,,,,,,,,,75418,,75418,,5.0%
396,"Cargo Airport Services USA, LLC",,New York / Transportation,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/31/2016)  (3), (4)",,48891,,48891,,48891,,3.2%
397,,,,,Common Equity (1.6 units),,,,1639,,1886,,0.1%
398,,,,,,,,,50530,,50777,,3.3%
399,"CIFC Funding 2011-I, Ltd.  (4)",,Cayman Islands / Diversified Financial Services,,"Secured Class D Notes (5.79% (LIBOR + 5.00%), due 1/19/2023)",,19000,,14778,,15229,,1.0%
400,,"Unsecured Class E Notes (7.79% (LIBOR + 7.00%), due 1/19/2023)",,15400,,12480.0,,12488,,0.8%,,,
401,,,,,,,,,27258,,27717,,1.8%
402,"The Copernicus Group, Inc.",,North Carolina / Healthcare,,Escrow Receivable,,,,-,,315,,0.0%
403,,,,,,,,,-,,315,,0.0%
404,"CRT MIDCO, LLC",,Wisconsin / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",,73500,,73500,,73491,,4.9%
405,,,,,,,,,73500,,73491,,4.9%
406,"Diamondback Operating, LP",Oklahoma / Oil & Gas Production,,Net Profits Interest (15.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,
407,,,,,,,,,-,,-,,0.0%
408,"Empire Today, LLC",,Illinois / Durable Consumer Products,,"Senior Secured Note (11.375%, due 2/1/2017)",,15700,,15255,,15700,,1.0%
409,,,,,,,,,15255,,15700,,1.0%
410,"Fairchild Industrial Products, Co.",,North Carolina / Electronics,,Escrow Receivable,,,,-,,144,,0.0%
411,,,,,,,,,-,,144,,0.0%
412,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets
413,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
414,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
415,Injured Workers Pharmacy LLC,,Massachusetts / Healthcare,,"Second Lien Debt (12.00% (LIBOR + 7.50% with 4.50% LIBOR floor) plus 1.00% PIK, due 11/4/2017)  (3), (4)",,"$ 15,100",,"$ 15,100",,"$ 15,100",,1.0%
416,,,,,,,,,15100,,15100,,1.0%
417,"Iron Horse Coiled Tubing, Inc.  (23)",,"Alberta, Canada / Production Services",,"Common Stock (3,821 shares)",,,,268,,2040,,0.1%
418,,,,,,,,,268,,2040,,0.1%
419,"JHH Holdings, Inc.",,Texas / Healthcare,,"Second Lien Debt (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 6/23/2016)  (3), (4)",,15736,,15736,,15736,,1.0%
420,,,,,,,,,15736,,15736,,1.0%
421,LHC Holdings Corp.,,Florida / Healthcare,,"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",,-,,-,,-,,0.0%
422,,,,,"Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",,4265,,4125,,4125,,0.3%
423,,,,,Membership Interest (125 units),,,,216,,225,,0.0%
424,,,,,,,,,4341,,4350,,0.3%
425,"Madison Park Funding IX, Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,Subordinated Notes (Residual Interest),,31110,,25810,,25810,,1.7%
426,,,,,,,,,25810,,25810,,1.7%
427,"Maverick Healthcare, LLC",Arizona / Healthcare,,"Preferred Units (1,250,000 units)",,,,1252,,1756,,0.1%,
428,,,,,"Common Units (1,250,000 units)",,,,-,,95,,0.0%
429,,,,,,,,,1252,,1851,,0.1%
430,"Medical Security Card Company, LLC  (4)",,Arizona / Healthcare,,"Revolving Line of Credit - $1,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 2/1/2016)  (25)",-,,-,,-,,0.0%,
431,,,,,"First Lien Term Loan (11.25% (LIBOR + 8.75% with 2.50% LIBOR floor), due 2/1/2016)  (3)",,17317,,17317,,17317,,1.1%
432,,,,,,,,,17317,,17317,,1.1%
433,"Mood Media Corporation  (3), (16), (22)",,Canada / Media,,"Senior Subordinated Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 11/6/2018)  (4)",,15000,,14866,,15000,,1.0%
434,,,,,,,,,14866,,15000,,1.0%
435,"National Bankruptcy Services, LLC  (3),(4)",,Texas / Diversified Financial Services,,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/16/2017)",,18402,,18402,,18402,,1.2%
436,,,,,,,,,18402,,18402,,1.2%
437,"Naylor, LLC  (4)",,Florida / Media,,"Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",-,,-,,-,,0.0%,
438,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)",,48600,,48600,,48600,,3.2%
439,,,,,,,,,48600,,48600,,3.2%
440,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
441,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
442,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
443,"New Meatco Provisions, LLC",,California / Food Products,,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 4.00%, PIK due 4/18/2016)  (4)","$ 12,438",,"$ 12,438",,"$ 6,571",,0.4%,
444,,,,,,,,,12438,,6571,,0.4%
445,"Nixon, Inc.",,California / Durable Consumer Products,,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",,15085,,14792,,14792,,1.0%
446,,,,,,,,,14792,,14792,,1.0%
447,"Nobel Learning Communities, Inc.",,Pennsylvania / Consumer Services,,"Subordinated Unsecured (11.50% plus 1.50% PIK, due 8/9/2017)",,15147,,15147,,15147,,1.0%
448,,,,,,,,,15147,,15147,,1.0%
449,"Northwestern Management Services, LLC",,Florida / Healthcare,,"Revolving Line of Credit - $1,500 Commitment (10.50% (PRIME + 6.75% with 3.75% PRIME floor), due 7/30/2015)  (4), (25)",,200,,200,,200,,0.0%
450,,,,,"Senior Secured Term Loan A (10.00% (LIBOR + 7.00% with 3.00% LIBOR floor), due 7/30/2015)  (3), (4)",,16092,,16092,,16092,,1.1%
451,,,,,Common Stock (50 shares),,,,371,,1205,,0.1%
452,,,,,,,,,16663,,17497,,1.2%
453,"NRG Manufacturing, Inc.",,Texas / Manufacturing,,Escrow Receivable,,,,-,,6431,,0.4%
454,,,,,,,,,-,,6431,,0.4%
455,"Out Rage, LLC  (4)",,Wisconsin / Durable Consumer Products,,"Revolving Line of Credit - $1,500 Commitment (11.0% (LIBOR + 8.00% with 3.00% LIBOR floor), due 3/02/2013)  (25)",,-,,-,,-,,0.0%
456,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 3/2/2015)",,10756,,10756,,10686,,0.7%
457,,,,,,,,,10756,,10686,,0.7%
458,"Pinnacle Treatment Centers, Inc.  (4)",,Pennsylvania / Healthcare,,"Revolving Line of Credit -$1,000 Commitment (8.0% (LIBOR + 5.00% with 3.00% LIBOR floor), due 1/10/2016)  (25)",,-,,-,,-,,0.0%
459,,,,,"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 1/10/2016)  (3)",,17475,,17475,,17475,,1.2%
460,,,,,,,,,17475,,17475,,1.2%
461,"Potters Holdings II, L.P.  (16)",Pennsylvania / Manufacturing,,"Senior Subordinated Term Loan (10.25% (LIBOR + 8.50% with 1.75% LIBOR floor), due 11/6/2017)  (3), (4)",,15000,,14803,,14608,,1.0%,
462,,,,,,,,,14803,,14608,,1.0%
463,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of  Net  Assets
464,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,
465,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,
466,"Pre-Paid Legal Services, Inc.  (16)",,Oklahoma / Consumer Services,,"Senior Subordinated Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2016)  (3), (4)",,"$ 5,000",,"$ 5,000",,"$ 4,989",,0.3%
467,,,,,,,,,5000,,4989,,0.3%
468,"Progrexion Holdings, Inc.  (4),(28)",,Utah / Consumer Services,,"Senior Secured Term Loan A (11.25% (LIBOR + 9.25% with 2.00% LIBOR floor), due 12/31/2014)  (3)",,34502,,34502,,34502,,2.3%
469,,,,,"Senior Secured Term Loan B (11.25% (LIBOR + 9.25% with 2.00% LIBOR floor), due 12/31/2014)",,28178,,28178,,28178,,1.9%
470,,,,,,,,,62680,,62680,,4.2%
471,"Renaissance Learning, Inc.  (16)",,Wisconsin / Consumer Services,,"Second Lien Term Loan (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 10/19/2018)  (4)",,6000,,5775,,6000,,0.4%
472,,,,,,,,,5775,,6000,,0.4%
473,"Rocket Software, Inc.  (3), (4)",Massachusetts / Software & Computer Services,,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",,15000.0,,14711.0,,14711.0,,1.0%,
474,,,,,,,,,14711,,14711,,1.0%
475,"Royal Adhesives & Sealants, LLC",,Indiana / Chemicals,,Senior Subordinated Unsecured Term Loan (12.00% plus 2.00% PIK due 11/29/2016),,27798,,27798,,27798,,1.8%
476,,,,,,,,,27798,,27798,,1.8%
477,Seaton Corp.,,Illinois / Business Services,,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2014)  (3), (4)",,3288,,3164,,3288,,0.2%
478,,,,,,,,,3164,,3288,,0.2%
479,"SG Acquisition, Inc.  (4)",,Georgia / Insurance,,"Senior Secured Term Loan A (8.50% (LIBOR + 6.50% with 2.00% LIBOR floor), due 3/18/2016)",,27469,,27469,,27469,,1.8%
480,,,,,"Senior Secured Term Loan B (14.50% (LIBOR + 12.50% with 2.00% LIBOR floor), due 3/18/2016)  (3)",,29625,,29625,,29625,,2.0%
