,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
192,"Galaxy XXVII CLO, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.12%, due 5/16/2031)(5)(14)",11/5/2013,,24575,,,16694,,,11835.0,,0.4%,,,,,,,,
193,,,,,,16694,,11835,,0.4%,,,,,,,,,,,,
194,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Rated Secured Structured Note - Class F (10.78% (LIBOR + 8.48%), due 7/15/2031)(6)(11)(14)(37)",7/16/2018,6658,,6181,,6566,,0.2%,,,,,,,,,,,
195,,,,,,6181,,6566,,0.2%,,,,,,,,,,,,
196,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.85%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,,28926,,18715,,0.6%,,,,,,,,,,,
197,,,,,,28926,,18715,,0.6%,,,,,,,,,,,,
198,Global Tel*Link Corporation,Diversified Telecommunication Services,"First Lien Term Loan (6.29% (LIBOR + 4.25%), due 11/29/2025)(3)(8)(13)",8/20/2019,9975,,9571,,9571,,0.3%,,,,,,,,,,,
199,"Second Lien Term Loan (10.29% (LIBOR + 8.25%), due 11/29/2026)(3)(8)(13)",12/4/2018,40170,,39303,,39303,,1.2%,,,,,,,,,,,,,
200,,,,,,48874,,48874,,1.5%,,,,,,,,,,,,
201,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,"Second Lien Term Loan (10.31% (LIBOR + 8.25%), due 5/15/2027)(3)(8)(13)",5/15/2019,12500,,12500,,12439,,0.4%,,,,,,,,,,,
202,,,,,,12500,,12439,,0.4%,,,,,,,,,,,,
203,"H.I.G. ECI Merger Sub, Inc.",IT Services,"Senior Secured Term Loan A (7.61% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,44128,,44128,,44128,,1.4%,,,,,,,,,,,
204,"Senior Secured Term Loan B (12.61% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,,29900,,29293,,0.9%,,,,,,,,,,,,,
205,,,,,,74028,,73421,,2.3%,,,,,,,,,,,,
206,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/15/2012,23188,,3771,,-,,-%,,,,,,,,,,,
207,,,,,,3771,,-,,-%,,,,,,,,,,,,
208,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,,19984,,2571,,0.1%,,,,,,,,,,,
209,,,,,,19984,,2571,,0.1%,,,,,,,,,,,,
210,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/18/2026)(5)(14)(17)",3/6/2014,24500,,11822,,2510,,0.1%,,,,,,,,,,,
211,,,,,,11822,,2510,,0.1%,,,,,,,,,,,,
212,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(6)(14)(17)",4/28/2014,41164,,21322,,908,,-%,,,,,,,,,,,
213,,,,,,21322,,908,,-%,,,,,,,,,,,,
214,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.46%, due 10/18/2027)(5)(6)(14)",9/3/2015,39598,,31765,,26171,,0.8%,,,,,,,,,,,
215,,,,,,31765,,26171,,0.8%,,,,,,,,,,,,
216,"Halyard MD OpCo, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (10.11% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,,,,,
217,"First Lien Term Loan (10.11% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(3)(11)",8/6/2018,11400,,11400,,11400,,0.3%,,,,,,,,,,,,,
218,,,,,,11400,,11400,,0.3%,,,,,,,,,,,,
219,"HarbourView CLO VII-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.10%, due 7/18/2031)(5)(6)(14)",6/10/2015,19025,,13306,,11708,,0.4%,,,,,,,,,,,
220,,,,,,13306,,11708,,0.4%,,,,,,,,,,,,
221,"Help/Systems Holdings, Inc.",Software,"Second Lien Term Loan (9.79% (LIBOR + 7.75%), due 3/27/2026)(3)(8)(13)",4/17/2018,12499,,12458,,12458,,0.4%,,,,,,,,,,,
222,,,,,,12458,,12458,,0.4%,,,,,,,,,,,,
223,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
224,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
225,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.11% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,,17635,,,17635,,,17337.0,,0.5%,,,,,,,,
226,,,,,,17635,,17337,,0.5%,,,,,,,,,,,,
227,JD Power and Associates,Capital Markets,"Second Lien Term Loan (10.54% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",9/16/2016,25222,,25090,,25222,,0.8%,,,,,,,,,,,
228,,,,,,25090,,25222,,0.8%,,,,,,,,,,,,
229,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.71%, due 10/20/2031)(5)(6)(14)",7/28/2015,23594,,18653,,12389,,0.4%,,,,,,,,,,,
230,,,,,,18653,,12389,,0.4%,,,,,,,,,,,,
231,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (10.79% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",10/28/2016,25887,,25471,,25471,,0.8%,,,,,,,,,,,
232,,,,,,25471,,25471,,0.8%,,,,,,,,,,,,
233,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (11.35% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,50000,,50000,,50000,,1.5%,,,,,,,,,,,
234,,,,,,50000,,50000,,1.5%,,,,,,,,,,,,
235,LCM XIV Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.17%, due 7/21/2031)(5)(14)",7/11/2013,49934,,28194,,19850,,0.6%,,,,,,,,,,,
236,,,,,,28194,,19850,,0.6%,,,,,,,,,,,,
237,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,,,
238,"Class A Common Units (1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,,,,,
239,,,,,,-,,-,,-%,,,,,,,,,,,,
240,"Medusind Acquisition, Inc.(9)",Health Care Providers & Services,"First Lien Term Loan (10.38% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/8/2024)(8)(11)",9/30/2019,25000,,24625,,24625,,0.8%,,,,,,,,,,,
241,,,,,,24625,,24625,,0.8%,,,,,,,,,,,,
242,Mountain View CLO 2013-I Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.62%, due 10/15/2030)(5)(14)",5/1/2013,43650,,29085,,20564,,0.6%,,,,,,,,,,,
243,,,,,,29085,,20564,,0.6%,,,,,,,,,,,,
244,Mountain View CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 19.63%, due 7/15/2031)(5)(6)(14)",6/25/2015,47830,,29267,,30958,,0.9%,,,,,,,,,,,
245,,,,,,29267,,30958,,0.9%,,,,,,,,,,,,
246,"MRP Holdco, Inc.",Professional Services,"Senior Secured Term Loan A (7.05% (LIBOR + 5.00% with 1.50% LIBOR floor), due 4/17/2024)(3)(13)",4/17/2018,53689,,53689,,53689,,1.6%,,,,,,,,,,,
247,"Senior Secured Term Loan B (11.05% (LIBOR + 9.00% with 1.50% LIBOR floor), due 4/17/2024)(13)",4/17/2018,55000,,55000,,55000,,1.7%,,,,,,,,,,,,,
248,,,,,,108689,,108689,,3.3%,,,,,,,,,,,,
249,"Octagon Investment Partners XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.83%, due 7/19/2030)(5)(6)(14)",2/20/2013,42064,,33182,,25085,,0.8%,,,,,,,,,,,
250,,,,,,33182,,25085,,0.8%,,,,,,,,,,,,
251,Octagon Investment Partners 18-R Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 15.71%, due 4/16/2031)(5)(6)(14)",8/17/2015,46016,,26949,,23413,,0.7%,,,,,,,,,,,
252,,,,,,26949,,23413,,0.7%,,,,,,,,,,,,
253,Pearl Intermediate Parent LLC,Health Care Providers & Services,"Second Lien Term Loan (8.29% (LIBOR + 6.25%), due 2/15/2026)(3)(8)(13)",2/28/2018,5000,,4980,,4977,,0.2%,,,,,,,,,,,
254,,,,,,4980,,4977,,0.2%,,,,,,,,,,,,
255,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
256,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
257,"PeopleConnect Intermediate, LLC",Interactive Media & Services,"Revolving Line of Credit – $1,000 Commitment (11.61% (LIBOR + 9.50% with 1.00% LIBOR floor), due 7/1/2020)(11)(15)",7/1/2015,,-,,,-,,,-,,-%,,,,,,,,
258,"Senior Secured Term Loan A (8.61% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,17508,,17508,,17508,,0.5%,,,,,,,,,,,,,
259,"Senior Secured Term Loan B (14.61% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,19503,,19503,,19503,,0.6%,,,,,,,,,,,,,
260,,,,,,37011,,37011,,1.1%,,,,,,,,,,,,
261,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan – $5,000 Commitment (10.00% (LIBOR + 7.25% with 2.75% LIBOR floor), due 5/31/2024)(11)(15)",5/31/2019,2000,,2000,,2000,,0.1%,,,,,,,,,,,
262,"Senior Secured Term Loan (10.00% (LIBOR + 7.25% with 2.75% LIBOR floor), due 5/31/2024)(3)(11)",5/31/2019,22645,,22645,,22645,,0.7%,,,,,,,,,,,,,
263,,,,,,24645,,24645,,0.8%,,,,,,,,,,,,
264,"PGX Holdings, Inc.",Diversified Consumer Services,"Second Lien Term Loan (11.05% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",9/29/2014,100091,,100091,,100091,,3.1%,,,,,,,,,,,
265,,,,,,100091,,100091,,3.1%,,,,,,,,,,,,
266,"PlayPower, Inc.",Leisure Products,"First Lien Term Loan (7.60% (LIBOR + 5.50%), due 5/10/2026)(3)(8)(11)",5/16/2019,6484,,6422,,6422,,0.2%,,,,,,,,,,,
267,,,,,,6422,,6422,,0.2%,,,,,,,,,,,,
268,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,"First Lien Term Loan (7.75% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(3)(8)(11)",1/5/2018,9825,,9433,,9825,,0.3%,,,,,,,,,,,
269,"Second Lien Term Loan (11.75% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(3)(8)(11)",1/5/2018,50000,,47287,,50000,,1.5%,,,,,,,,,,,,,
270,,,,,,56720,,59825,,1.8%,,,,,,,,,,,,
271,"RGIS Services, LLC",Commercial Services & Supplies,"Senior Secured Term Loan (9.75% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,4407,,4248,,3768,,0.1%,,,,,,,,,,,
272,"Senior Secured Term Loan (9.62% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,5021,,4840,,4293,,0.1%,,,,,,,,,,,,,
273,"Senior Secured Term Loan (9.54% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(13)",4/20/2017,10136,,9769,,8667,,0.3%,,,,,,,,,,,,,
274,,,,,,18857,,16728,,0.5%,,,,,,,,,,,,
275,RME Group Holding Company,Media,"Senior Secured Term Loan A (8.11% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,28208,,28208,,28208,,0.9%,,,,,,,,,,,
276,"Senior Secured Term Loan B (13.11% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,22536,,22536,,22536,,0.7%,,,,,,,,,,,,,
277,,,,,,50744,,50744,,1.6%,,,,,,,,,,,,
278,"Rocket Software, Inc.",Software,"Second Lien Term Loan (10.29% (LIBOR + 8.25%), due 11/27/2026)(3)(8)(13)",12/7/2018,50000,,49552,,47752,,1.5%,,,,,,,,,,,
279,,,,,,49552,,47752,,1.5%,,,,,,,,,,,,
280,Romark WM-R Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.83%, due 4/20/2031)(5)(6)(14)",5/15/2014,27725,,22821,,15918,,0.5%,,,,,,,,,,,
281,,,,,,22821,,15918,,0.5%,,,,,,,,,,,,
282,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
283,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
284,Rosa Mexicano,"Hotels, Restaurants & Leisure","Revolving Line of Credit– $1,000 Commitment (9.61% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023)(11)(15)",3/29/2018,,-,,,-,,,-,,-%,,,,,,,,
285,"Senior Secured Term Loan (9.61% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023)(3)(11)",3/29/2018,27002,,27002,,27002,,0.8%,,,,,,,,,,,,,
286,,,,,,27002,,27002,,0.8%,,,,,,,,,,,,
287,"Securus Technologies Holdings, Inc.",Communications Equipment,"First Lien Term Loan (6.54% (LIBOR + 4.50% with 1.00% LIBOR floor), due 11/1/2024)(8)(13)",9/3/2019,9975,,9074,,9074,,0.3%,,,,,,,,,,,
288,"Second Lien Term Loan (10.29% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(3)(8)(13)",11/3/2017,50662,,50510,,46290,,1.4%,,,,,,,,,,,,,
289,,,,,,59584,,55364,,1.7%,,,,,,,,,,,,
290,"SEOTownCenter, Inc.",IT Services,"Senior Secured Term Loan A (9.61% (LIBOR + 7.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,25500,,25500,,25500,,0.8%,,,,,,,,,,,
291,"Senior Secured Term Loan B (14.61% (LIBOR + 12.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,19000,,19000,,19000,,0.6%,,,,,,,,,,,,,
292,,,,,,44500,,44500,,1.4%,,,,,,,,,,,,
293,SMG US Midco,"Hotels, Restaurants & Leisure","Second Lien Term Loan (9.04% (LIBOR + 7.00%), due 1/23/2026)(3)(8)(13)",1/23/2018,7500,,7485,,7485,,0.2%,,,,,,,,,,,
294,,,,,,7485,,7485,,0.2%,,,,,,,,,,,,
295,"Sorenson Communications, LLC",Diversified Telecommunication Services,"First Lien Term Loan (8.60% (LIBOR + 6.50%), due 4/29/2024)(3)(11)",5/8/2019,10000,,9927,,9927,,0.3%,,,,,,,,,,,
296,,,,,,9927,,9927,,0.3%,,,,,,,,,,,,
297,Spectrum Holdings III Corp,Health Care Equipment & Supplies,"Second Lien Term Loan (9.04% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(3)(8)(13)",2/13/2018,7500,,7470,,6982,,0.2%,,,,,,,,,,,
298,,,,,,7470,,6982,,0.2%,,,,,,,,,,,,
299,Strategic Materials,Household Durables,"Second Lien Term Loan (10.00% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(3)(8)(12)",11/1/2017,7000,,6947,,5591,,0.2%,,,,,,,,,,,
300,,,,,,6947,,5591,,0.2%,,,,,,,,,,,,
301,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests(43),12/4/2006,,,-,,-,,-%,,,,,,,,,,,
302,,,,,,-,,-,,-%,,,,,,,,,,,,
303,Sudbury Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 1/17/2026)(5)(14)(17)",12/5/2013,28200,,14780,,4720,,0.1%,,,,,,,,,,,
304,,,,,,14780,,4720,,0.1%,,,,,,,,,,,,
305,"Symphony CLO XIV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/14/2026)(5)(6)(14)(17)",5/29/2014,49250,,30583,,17288,,0.5%,,,,,,,,,,,
306,,,,,,30583,,17288,,0.5%,,,,,,,,,,,,
307,"Symphony CLO XV, Ltd.",Structured Finance,"Rated Secured Structured Note - Class F (10.98% (LIBOR + 8.68%), due 1/17/2032)(11)(14)(37)",12/24/2018,12000,,11380,,11855,,0.4%,,,,,,,,,,,
308,,,,,,11380,,11855,,0.4%,,,,,,,,,,,,
309,"Symphony CLO XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.56%, due 1/17/2032)(5)(14)",11/17/2014,63831,,42961,,21991,,0.7%,,,,,,,,,,,
310,,,,,,42961,,21991,,0.7%,,,,,,,,,,,,
311,TGP HOLDINGS III LLC,Household Durables,"Second Lien Term Loan (10.54% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(13)",10/3/2017,3000,,2966,,2966,,0.1%,,,,,,,,,,,
312,,,,,,2966,,2966,,0.1%,,,,,,,,,,,,
313,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
314,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
315,"TouchTunes Interactive Networks, Inc.",Entertainment,"Second Lien Term Loan (10.32% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(13)",6/5/2015,,12194,,,12143,,,12194.0,,0.4%,,,,,,,,
316,,,,,,12143,,12194,,0.4%,,,,,,,,,,,,
317,"Town & Country Holdings, Inc.",Distributors,"First Lien Term Loan (10.61% (LIBOR + 8.50% with 1.50% LIBOR floor), due 1/26/2023)(3)(11)",1/26/2018,172356,,172356,,169782,,5.2%,,,,,,,,,,,
318,,,,,,,172356,,169782,,5.2%,,,,,,,,,,,
319,"Transplace Holdings, Inc.",Transportation Infrastructure,"Second Lien Term Loan (10.80% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(3)(8)(13)",10/16/2017,28104,,27599,,28070,,0.9%,,,,,,,,,,,
320,,,,,,27599,,28070,,0.9%,,,,,,,,,,,,
321,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods","Second Lien Term Loan (11.76% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(11)",10/16/2015,37000,,36683,,36683,,1.1%,,,,,,,,,,,
322,,,,,,,36683,,36683,,1.1%,,,,,,,,,,,
323,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit – $1,300 Commitment (11.30% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2020)(13)(15)",4/15/2015,1300,,1300,,1300,,-%,,,,,,,,,,,
324,"Senior Secured Term Loan A (8.80% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,4723,,4723,,4723,,0.1%,,,,,,,,,,,,,
325,"Senior Secured Term Loan B (13.80% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,18750,,18750,,18750,,0.6%,,,,,,,,,,,,,
326,Equity(16),4/15/2015,,,1,,-,,-%,,,,,,,,,,,,,
327,,,,,,24774,,24773,,0.7%,,,,,,,,,,,,
328,"UTZ Quality Foods, LLC",Food Products,"Second Lien Term Loan (9.29% (LIBOR + 7.25%), due 11/21/2025)(3)(8)(13)",11/28/2017,10000,,9904,,10100,,0.3%,,,,,,,,,,,
329,,,,,,,9904,,10100,,0.3%,,,,,,,,,,,
330,Venio LLC,Professional Services,"Second Lien Term Loan (4.00% plus 10.00% PIK (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",2/19/2014,25636,,24450,,24503,,0.8%,,,,,,,,,,,
331,,,,,,,24450,,24503,,0.8%,,,,,,,,,,,
332,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,"Second Lien Term Loan (8.80% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(3)(8)(13)",12/12/2017,3000,,2988,,2988,,0.1%,,,,,,,,,,,
333,,,,,,,2988,,2988,,0.1%,,,,,,,,,,,
334,"Voya CLO 2012-4, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.57%, due 10/16/2028)(5)(14)",11/29/2012,40613,,30829,,26125,,0.8%,,,,,,,,,,,
335,,,,,,,30829,,26125,,0.8%,,,,,,,,,,,
336,"Voya CLO 2014-1, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.31%, due 4/18/2031)(5)(6)(14)",3/13/2014,40773,,30141,,22382,,0.7%,,,,,,,,,,,
337,,,,,,,30141,,22382,,0.7%,,,,,,,,,,,
338,"Voya CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.18%, due 10/20/2031)(5)(6)(14)",10/27/2016,28100,,27174,,20543,,0.6%,,,,,,,,,,,
339,,,,,,,27174,,20543,,0.6%,,,,,,,,,,,
340,"Voya CLO 2017-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.60%, due 7/20/2030)(5)(6)(14)",7/12/2017,44885,,50641,,41796,,1.3%,,,,,,,,,,,
341,,,,,,,50641,,41796,,1.3%,,,,,,,,,,,
342,"VT Topco, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (9.10% (LIBOR + 7.00%), due 8/17/2026)(3)(8)(11)",8/23/2018,7000,,6970,,6970,,0.2%,,,,,,,,,,,
343,,,,,,6970,,6970,,0.2%,,,,,,,,,,,,
344,Total Non-Control/Non-Affiliate Investments,,,3274957,,,2979567,,91.4%,,,,,,,,,,,,,
345,Total Portfolio Investments,,,5777767,,,5450560,,167.2%,,,,,,,,,,,,,
346,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
347,Distributors,,-,,,107563,,,-,,,-,,,-,,,-,,107563.0,,
348,Diversified Consumer Services,-,,6070,,-,,-,,32196,,6577,,44843,,,,,,,,
349,"Textiles, Apparel & Luxury Goods",-,,,-,,-,,-,,3771,,3771.0,,,,,,,,,
350,Total Affiliate Investments,,-,,,113633,,,-,,,-,,,32196,,,10348,,156177.0,,
351,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
352,Air Freight & Logistics,,-,,,12500,,,-,,,-,,,-,,,-,,12500.0,,
353,Auto Components,-,,25471,,-,,-,,-,,-,,25471,,,,,,,,
354,Capital Markets,-,,25090,,-,,-,,-,,-,,25090,,,,,,,,
355,Commercial Services & Supplies,58543,,175697,,-,,-,,-,,-,,234240,,,,,,,,
356,Communications Equipment,9074,,50510,,-,,-,,-,,-,,59584,,,,,,,,
357,Consumer Finance,24190,,-,,-,,-,,-,,-,,24190,,,,,,,,
358,Distributors,172356,,-,,-,,-,,-,,-,,172356,,,,,,,,
359,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,,,,,,,
360,Diversified Telecommunication Services,19498,,39303,,-,,-,,-,,-,,58801,,,,,,,,
361,Entertainment,14064,,12143,,-,,-,,-,,-,,26207,,,,,,,,
362,Food Products,-,,34739,,-,,-,,-,,-,,34739,,,,,,,,
363,Health Care Equipment & Supplies,-,,7470,,-,,-,,-,,-,,7470,,,,,,,,
364,Health Care Providers & Services,149885,,91357,,-,,-,,-,,-,,241242,,,,,,,,
365,"Hotels, Restaurants & Leisure",27002,,7485,,-,,-,,-,,-,,34487,,,,,,,,
366,Household Durables,15719,,9913,,-,,-,,-,,-,,25632,,,,,,,,
367,Household Products,24625,,-,,-,,-,,-,,-,,24625,,,,,,,,
368,Insurance,-,,12988,,-,,-,,-,,-,,12988,,,,,,,,
369,Interactive Media & Services,37011,,-,,-,,-,,-,,-,,37011,,,,,,,,
370,IT Services,269711,,15705,,-,,-,,-,,-,,285416,,,,,,,,
371,Leisure Products,31195,,-,,-,,-,,-,,1,,31196,,,,,,,,
372,Media,66421,,35000,,-,,-,,-,,-,,101421,,,,,,,,
373,Paper & Forest Products,-,,11370,,-,,-,,-,,-,,11370,,,,,,,,
374,Professional Services,118122,,71737,,-,,-,,-,,-,,189859,,,,,,,,
375,Real Estate Management & Development,38642,,-,,-,,-,,-,,-,,38642,,,,,,,,
376,Software,-,,62010,,-,,-,,-,,-,,62010,,,,,,,,
377,"Technology Hardware, Storage & Peripherals",-,,12404,,-,,-,,-,,-,,12404,,,,,,,,
378,"Textiles, Apparel & Luxury Goods",173761,,36683,,-,,-,,-,,-,,210444,,,,,,,,
379,Transportation Infrastructure,-,,27599,,-,,-,,-,,-,,27599,,,,,,,,
380,Structured Finance (A),-,,-,,50254,,1097618,,-,,-,,1147872,,,,,,,,
381,Total Non-Control/Non-Affiliate,,1249819,,,877265,,,50254,,,1097618,,,-,,,1,,3274957.0,,
382,Total Portfolio Investment Cost,,2627090,,,1370111,,,50254,,,1097618,,,38968,,,593726,,5777767.0,,
383,Diversified Consumer Services,,-,,,-,,,-,,,-,,,-,,,4502,,4502.0,0.1,%
384,Energy Equipment & Services,70644,,-,,-,,-,,-,,74047,,144691,,4.4,%,,,,,
385,Equity Real Estate Investment Trusts (REITs),433553,,-,,-,,-,,-,,421937,,855490,,26.2,%,,,,,
386,Health Care Providers & Services,206882,,-,,-,,-,,-,,-,,206882,,6.3,%,,,,,
387,Machinery,-,,28622,,-,,-,,-,,6801,,35423,,1.1,%,,,,,
388,Media,1614,,-,,-,,-,,-,,22411,,24025,,0.7,%,,,,,
389,Online Lending,111317,,-,,-,,-,,-,,2175,,113492,,3.5,%,,,,,
390,Personal Products,100445,,-,,-,,-,,-,,-,,100445,,3.1,%,,,,,
391,Trading Companies & Distributors,26850,,-,,-,,-,,-,,-,,26850,,0.8,%,,,,,
392,Total Control Investments,,1116605,,,382459,,,-,,,-,,,-,,,898666,,2397730.0,73.6,%
393,Fair Value % of Net Assets,34.3,%,11.7,%,-,%,-,%,-,%,27.6,%,73.6,%,,,,,,,
394,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
395,Distributors,,-,,,3996,,,-,,,-,,,-,,,-,,3996.0,0.1,%
396,Diversified Consumer Services,-,,6070,,-,,-,,42522,,3686,,52278,,1.6,%,,,,,
397,"Textiles, Apparel & Luxury Goods",-,,,,-,,-,,-,,16989,,16989,,0.5,%,,,,,
398,Total Affiliate Investments,,-,,,10066,,,-,,,-,,,42522,,,20675,,73263.0,2.2,%
399,Fair Value % of Net Assets,-,%,0.3,%,-,%,-,%,1.3,%,0.6,%,2.2,%,,,,,,,
400,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
401,Air Freight & Logistics,,-,,,12439,,,-,,,-,,,-,,,-,,12439.0,0.4,%
