,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
189,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(14)(17)",4/28/2014,41164,,21322,,-,,-%,,,,,,,,,,,
190,,,,,,21322,,-,,-%,,,,,,,,,,,,
191,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 5.48%, due 10/18/2027)(5)(14)",9/3/2015,39598,,30617,,23126,,0.7%,,,,,,,,,,,
192,,,,,,30617,,23126,,0.7%,,,,,,,,,,,,
193,"Halyard MD OpCo, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (9.94% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,,,,,
194,"First Lien Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(3)(11)",8/6/2018,11250,,11250,,11250,,0.4%,,,,,,,,,,,,,
195,,,,,,11250,,11250,,0.4%,,,,,,,,,,,,
196,"HarbourView CLO VII-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.35%, due 7/18/2031)(5)(14)",6/10/2015,19025,,13016,,10796,,0.3%,,,,,,,,,,,
197,,,,,,13016,,10796,,0.3%,,,,,,,,,,,,
198,"Help/Systems Holdings, Inc.",Software,"First Lien Term Loan (6.55% (LIBOR + 4.75% with 1.00% LIBOR floor), due 11/19/2027)(3)(8)(13)",11/29/2019,8500,,8416,,8416,,0.3%,,,,,,,,,,,
199,"Second Lien Term Loan (9.80% (LIBOR + 8.00% with 1.00% LIBOR floor), due 11/19/2027)(3)(8)(13)",11/22/2019,17500,,17157,,17157,,0.5%,,,,,,,,,,,,,
200,,,,,,25573,,25573,,0.8%,,,,,,,,,,,,
201,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (9.95% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,16729,,16729,,16568,,0.5%,,,,,,,,,,,
202,,,,,,16729,,16568,,0.5%,,,,,,,,,,,,
203,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.33%, due 10/20/2031)(5)(14)",7/28/2015,23594,,18864,,12525,,0.4%,,,,,,,,,,,
204,,,,,,18864,,12525,,0.4%,,,,,,,,,,,,
205,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
206,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
207,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (10.55% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",10/28/2016,,25887,,,25491,,,25491.0,,0.8%,,,,,,,,
208,,,,,,25491,,25491,,0.8%,,,,,,,,,,,,
209,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (11.19% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,50000,,50000,,50000,,1.6%,,,,,,,,,,,
210,,,,,,50000,,50000,,1.6%,,,,,,,,,,,,
211,LCM XIV Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 12.43%, due 7/21/2031)(5)(14)",7/11/2013,49934,,28163,,19141,,0.6%,,,,,,,,,,,
212,,,,,,28163,,19141,,0.6%,,,,,,,,,,,,
213,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,,,
214,"Class A Common Units (1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,,,,,
215,,,,,,-,,-,,-%,,,,,,,,,,,,
216,"Medusind Acquisition, Inc.(9)",Health Care Providers & Services,"First Lien Term Loan (10.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/8/2024)(3)(11)",9/30/2019,23657,,23302,,23302,,0.7%,,,,,,,,,,,
217,,,,,,23302,,23302,,0.7%,,,,,,,,,,,,
218,Mountain View CLO 2013-I Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.54%, due 10/15/2030)(5)(14)",5/1/2013,43650,,29045,,18882,,0.6%,,,,,,,,,,,
219,,,,,,29045,,18882,,0.6%,,,,,,,,,,,,
220,Mountain View CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 17.73%, due 7/15/2031)(5)(14)",6/25/2015,47830,,29179,,29285,,0.9%,,,,,,,,,,,
221,,,,,,29179,,29285,,0.9%,,,,,,,,,,,,
222,"Octagon Investment Partners XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.41%, due 7/19/2030)(5)(14)",2/20/2013,42064,,33179,,24320,,0.8%,,,,,,,,,,,
223,,,,,,33179,,24320,,0.8%,,,,,,,,,,,,
224,Octagon Investment Partners 18-R Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 14.15%, due 4/16/2031)(5)(14)",8/17/2015,46016,,26422,,21652,,0.7%,,,,,,,,,,,
225,,,,,,26422,,21652,,0.7%,,,,,,,,,,,,
226,Pearl Intermediate Parent LLC,Health Care Providers & Services,"Second Lien Term Loan (8.05% (LIBOR + 6.25%), due 2/15/2026)(3)(8)(13)",2/28/2018,5000,,4980,,4978,,0.1%,,,,,,,,,,,
227,,,,,,4980,,4978,,0.1%,,,,,,,,,,,,
228,"PeopleConnect Intermediate, LLC",Interactive Media & Services,"Revolving Line of Credit – $1,000 Commitment (11.45% (LIBOR + 9.50% with 1.00% LIBOR floor), due 7/1/2020)(11)(15)",7/1/2015,-,,-,,-,,-%,,,,,,,,,,,
229,"Senior Secured Term Loan A (8.45% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,17328,,17328,,17328,,0.5%,,,,,,,,,,,,,
230,"Senior Secured Term Loan B (14.45% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,19413,,19413,,19413,,0.6%,,,,,,,,,,,,,
231,,,,,,36741,,36741,,1.1%,,,,,,,,,,,,
232,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan – $5,000 Commitment (10.00% (LIBOR + 7.25% with 2.75% LIBOR floor), due 5/31/2024)(3)(11)(15)",5/31/2019,2000,,2000,,2000,,0.1%,,,,,,,,,,,
233,"Senior Secured Term Loan (10.00% (LIBOR + 7.25% with 2.75% LIBOR floor), due 5/31/2024)(3)(11)",5/31/2019,22530,,22530,,22530,,0.7%,,,,,,,,,,,,,
234,,,,,,24530,,24530,,0.8%,,,,,,,,,,,,
235,"PGX Holdings, Inc.",Diversified Consumer Services,"Second Lien Term Loan (10.80% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",9/29/2014,100091,,100091,,85332,,2.7%,,,,,,,,,,,
236,,,,,,100091,,85332,,2.7%,,,,,,,,,,,,
237,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
238,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
239,"PlayPower, Inc.",Leisure Products,"First Lien Term Loan (7.46% (LIBOR + 5.50%), due 5/10/2026)(3)(8)(11)",5/16/2019,,6468,,,6408,,,6408.0,,0.2%,,,,,,,,
240,,,,,,6408,,6408,,0.2%,,,,,,,,,,,,
241,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,"First Lien Term Loan (7.41% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(3)(8)(11)",1/5/2018,9800,,9426,,9800,,0.3%,,,,,,,,,,,
242,"Second Lien Term Loan (11.41% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(3)(8)(11)",1/5/2018,50000,,47397,,50000,,1.6%,,,,,,,,,,,,,
243,,,,,,56823,,59800,,1.9%,,,,,,,,,,,,
244,"RGIS Services, LLC",Commercial Services & Supplies,"Senior Secured Term Loan (9.43% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,4407,,4258,,3800,,0.1%,,,,,,,,,,,
245,"Senior Secured Term Loan (9.41% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,5021,,4852,,4329,,0.1%,,,,,,,,,,,,,
246,"Senior Secured Term Loan (9.44% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,10136,,9794,,8739,,0.3%,,,,,,,,,,,,,
247,,,,,,18904,,16868,,0.5%,,,,,,,,,,,,
248,RME Group Holding Company,Media,"Senior Secured Term Loan A (7.95% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,28021,,28021,,28021,,0.9%,,,,,,,,,,,
249,"Senior Secured Term Loan B (12.95% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,22474,,22474,,22474,,0.7%,,,,,,,,,,,,,
250,,,,,,50495,,50495,,1.6%,,,,,,,,,,,,
251,"Rocket Software, Inc.",Software,"Second Lien Term Loan (10.05% (LIBOR + 8.25%), due 11/27/2026)(3)(8)(13)",12/7/2018,50000,,49568,,49568,,1.6%,,,,,,,,,,,
252,,,,,,49568,,49568,,1.6%,,,,,,,,,,,,
253,Romark WM-R Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.68%, due 4/20/2031)(5)(14)",5/15/2014,27725,,22752,,15618,,0.5%,,,,,,,,,,,
254,,,,,,22752,,15618,,0.5%,,,,,,,,,,,,
255,Rosa Mexicano,"Hotels, Restaurants & Leisure","Revolving Line of Credit– $500 Commitment (9.45% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023)(11)(15)",3/29/2018,-,,-,,-,,-%,,,,,,,,,,,
256,"Senior Secured Term Loan (9.45% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023)(3)(11)",3/29/2018,23064,,23064,,21310,,0.7%,,,,,,,,,,,,,
257,,,,,,23064,,21310,,0.7%,,,,,,,,,,,,
258,"Securus Technologies Holdings, Inc.",Communications Equipment,"First Lien Term Loan (6.30% (LIBOR + 4.50% with 1.00% LIBOR floor), due 11/1/2024)(8)(13)",9/3/2019,9949,,9086,,8418,,0.3%,,,,,,,,,,,
259,"Second Lien Term Loan (10.05% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(3)(8)(13)",11/3/2017,50662,,50516,,41279,,1.3%,,,,,,,,,,,,,
260,,,,,,59602,,49697,,1.6%,,,,,,,,,,,,
261,"SEOTownCenter, Inc.",IT Services,"Senior Secured Term Loan A (9.50% (LIBOR + 7.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,25000,,25000,,25000,,0.8%,,,,,,,,,,,
262,"Senior Secured Term Loan B (14.50% (LIBOR + 12.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,19000,,19000,,19000,,0.6%,,,,,,,,,,,,,
263,,,,,,44000,,44000,,1.4%,,,,,,,,,,,,
264,"Shutterfly, Inc.",Internet & Direct Marketing Retail,"First Lien Term Loan (7.80% (LIBOR + 6.00% with 1.00% LIBOR floor), due 9/25/2026)(8)(13)",12/9/2019,2581,,2341,,2400,,0.1%,,,,,,,,,,,
265,"First Lien Term Loan (7.94% (LIBOR + 6.00% with 1.00% LIBOR floor), due 9/25/2026)(8)(11)",12/9/2019,17419,,15808,,16208,,0.5%,,,,,,,,,,,,,
266,,,,,,18149,,18608,,0.6%,,,,,,,,,,,,
267,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
268,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
269,SMG US Midco,"Hotels, Restaurants & Leisure","Second Lien Term Loan (8.80% (LIBOR + 7.00%), due 1/23/2026)(3)(8)(13)",1/23/2018,,7500,,,7486,,,7500.0,,0.2%,,,,,,,,
270,,,,,,7486,,7500,,0.2%,,,,,,,,,,,,
271,"Sorenson Communications, LLC",Diversified Telecommunication Services,"First Lien Term Loan (8.44% (LIBOR + 6.50%), due 4/29/2024)(3)(8)(11)",5/8/2019,9286,,9216,,9216,,0.3%,,,,,,,,,,,
272,,,,,,9216,,9216,,0.3%,,,,,,,,,,,,
273,Spectrum Holdings III Corp,Health Care Equipment & Supplies,"Second Lien Term Loan (8.80% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(3)(8)(13)",2/13/2018,7500,,7471,,6151,,0.2%,,,,,,,,,,,
274,,,,,,7471,,6151,,0.2%,,,,,,,,,,,,
275,"Staples, Inc.",Distributors,"First Lien Term Loan (6.69% (LIBOR + 5.00%), due 4/16/2026)(3)(8)(10)(13)",12/3/2019,9000,,8911,,8897,,0.3%,,,,,,,,,,,
276,,,,,,8911,,8897,,0.3%,,,,,,,,,,,,
277,Strategic Materials,Household Durables,"Second Lien Term Loan (9.68% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(3)(8)(11)",11/1/2017,7000,,6949,,5590,,0.2%,,,,,,,,,,,
278,,,,,,6949,,5590,,0.2%,,,,,,,,,,,,
279,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests(43),12/4/2006,,,-,,-,,-%,,,,,,,,,,,
280,,,,,,-,,-,,-%,,,,,,,,,,,,
281,Sudbury Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 1/17/2026)(5)(14)(17)",12/5/2013,28200,,14230,,4194,,0.1%,,,,,,,,,,,
282,,,,,,14230,,4194,,0.1%,,,,,,,,,,,,
283,"Symphony CLO XIV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/14/2026)(5)(14)(17)",5/29/2014,49250,,30556,,18512,,0.6%,,,,,,,,,,,
284,,,,,,30556,,18512,,0.6%,,,,,,,,,,,,
285,"Symphony CLO XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 9.66%, due 1/17/2032)(5)(14)",11/17/2014,63831,,42907,,23550,,0.7%,,,,,,,,,,,
286,,,,,,42907,,23550,,0.7%,,,,,,,,,,,,
287,TGP HOLDINGS III LLC,Household Durables,"Second Lien Term Loan (10.30% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(13)",10/3/2017,3000,,2968,,2968,,0.1%,,,,,,,,,,,
288,,,,,,2968,,2968,,0.1%,,,,,,,,,,,,
289,"TouchTunes Interactive Networks, Inc.",Entertainment,"Second Lien Term Loan (9.95% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(13)",6/5/2015,12194,,12148,,12194,,0.4%,,,,,,,,,,,
290,,,,,,12148,,12194,,0.4%,,,,,,,,,,,,
291,"Town & Country Holdings, Inc.",Distributors,"First Lien Term Loan (10.45% (LIBOR + 8.50% with 1.50% LIBOR floor), due 1/26/2023)(3)(11)",1/26/2018,164898,,164898,,162268,,5.1%,,,,,,,,,,,
292,,,,,,,164898,,162268,,5.1%,,,,,,,,,,,
293,"Transplace Holdings, Inc.",Transportation Infrastructure,"Second Lien Term Loan (10.55% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(3)(8)(13)",10/16/2017,28104,,27620,,28104,,0.9%,,,,,,,,,,,
294,,,,,,27620,,28104,,0.9%,,,,,,,,,,,,
295,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods","Second Lien Term Loan (11.43% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(11)",10/16/2015,37000,,36710,,36710,,1.1%,,,,,,,,,,,
296,,,,,,,36710,,36710,,1.1%,,,,,,,,,,,
297,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
298,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
299,"Upstream Newco, Inc.",Health Care Providers & Services,"First Lien Term Loan (6.30% (LIBOR + 4.50%), due 11/20/2026)(8)(13)",12/2/2019,,8250,,,8209,,,8209.0,,0.2%,,,,,,,,
300,"Second Lien Term Loan (10.30% (LIBOR + 8.50%), due 11/20/2027)(8)(13)",12/2/2019,22000,,21797,,21797,,0.7%,,,,,,,,,,,,,
301,,,,,,30006,,30006,,0.9%,,,,,,,,,,,,
302,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit – $1,300 Commitment (11.05% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2020)(13)(15)",4/15/2015,1300,,1300,,1300,,-%,,,,,,,,,,,
303,"Senior Secured Term Loan A (8.55% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,3159,,3159,,3159,,0.1%,,,,,,,,,,,,,
304,"Senior Secured Term Loan B (13.55% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,18283,,18283,,18283,,0.6%,,,,,,,,,,,,,
305,Equity(16),4/15/2015,,,1,,-,,-%,,,,,,,,,,,,,
306,,,,,,22743,,22742,,0.7%,,,,,,,,,,,,
307,Venio LLC,Professional Services,"Second Lien Term Loan (4.00% plus 10.00% PIK (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",2/19/2014,26291,,25848,,25416,,0.8%,,,,,,,,,,,
308,,,,,,,25848,,25416,,0.8%,,,,,,,,,,,
309,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,"Second Lien Term Loan (8.55% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(3)(8)(13)",12/12/2017,3000,,2989,,2989,,0.1%,,,,,,,,,,,
310,,,,,,,2989,,2989,,0.1%,,,,,,,,,,,
311,"Voya CLO 2012-4, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.56%, due 10/16/2028)(5)(14)",11/29/2012,40613,,30305,,25983,,0.8%,,,,,,,,,,,
312,,,,,,,30305,,25983,,0.8%,,,,,,,,,,,
313,"Voya CLO 2014-1, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.80%, due 4/18/2031)(5)(14)",3/13/2014,40773,,29965,,21733,,0.7%,,,,,,,,,,,
314,,,,,,,29965,,21733,,0.7%,,,,,,,,,,,
315,"Voya CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.03%, due 10/20/2031)(5)(14)",10/27/2016,28100,,26686,,20019,,0.6%,,,,,,,,,,,
316,,,,,,,26686,,20019,,0.6%,,,,,,,,,,,
317,"Voya CLO 2017-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 10.45%, due 7/20/2030)(5)(14)",7/12/2017,44885,,50585,,40255,,1.2%,,,,,,,,,,,
318,,,,,,,50585,,40255,,1.2%,,,,,,,,,,,
319,"VT Topco, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (8.94% (LIBOR + 7.00%), due 8/17/2026)(3)(8)(11)",8/23/2018,7000,,6971,,6971,,0.2%,,,,,,,,,,,
320,,,,,,6971,,6971,,0.2%,,,,,,,,,,,,
321,Total Non-Control/Non-Affiliate Investments,,,3118324,,,2768662,,86.9%,,,,,,,,,,,,,
322,Total Portfolio Investments,,,5673644,,,5268545,,165.5%,,,,,,,,,,,,,
323,Leisure Products,29150,,-,,-,,-,,1,,29151,,,,,,,,,,
324,Media,65965,,35000,,-,,-,,-,,100965,,,,,,,,,,
325,Paper & Forest Products,4371,,11379,,-,,-,,-,,15750,,,,,,,,,,
326,Professional Services,9426,,73245,,-,,-,,-,,82671,,,,,,,,,,
327,Real Estate Management & Development,38432,,,-,,-,,-,,38432,,,,,,,,,,,
328,Software,8416,,66725,,-,,-,,-,,75141,,,,,,,,,,
329,"Technology Hardware, Storage & Peripherals",,12408,,-,,-,,-,,12408,,,,,,,,,,,
330,"Textiles, Apparel & Luxury Goods",172844,,36710,,-,,-,,-,,209554,,,,,,,,,,
331,Transportation Infrastructure,-,,27620,,-,,-,,-,,27620,,,,,,,,,,
332,Structured Finance (A),-,,-,,1093667,,-,,-,,1093667,,,,,,,,,,
333,Total Non-Control/Non-Affiliate,,1084183,,,940473,,,1093667,,,-,,,1.0,,,3118324.0,,,,
334,Total Portfolio Investment Cost,,2493690,,,1435260,,,1093667,,,40478,,,610549.0,,,5673644.0,,,,
335,Diversified Consumer Services,-,,85332,,-,,-,,-,,85332,,2.7,%,,,,,,,
336,Diversified Financial Services,30433,,-,,-,,-,,-,,30433,,1.0,%,,,,,,,
337,Diversified Telecommunication Services,18706,,38674,,-,,-,,-,,57380,,1.8,%,,,,,,,
338,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,2307,,2307,,0.1,%,,,,,,,
339,Entertainment,12559,,12194,,-,,-,,-,,24753,,0.8,%,,,,,,,
340,Food Products,-,,24841,,-,,-,,-,,24841,,0.8,%,,,,,,,
341,Health Care Equipment & Supplies,-,,6151,,-,,-,,-,,6151,,0.2,%,,,,,,,
342,Health Care Providers & Services,158059,,113174,,-,,-,,-,,271233,,8.5,%,,,,,,,
343,"Hotels, Restaurants & Leisure",21310,,7500,,-,,-,,-,,28810,,0.9,%,,,,,,,
344,Household Durables,4353,,8558,,-,,-,,-,,12911,,0.4,%,,,,,,,
345,Household Products,24561,,-,,-,,-,,-,,24561,,0.8,%,,,,,,,
346,Insurance,-,,12989,,-,,-,,-,,12989,,0.4,%,,,,,,,
347,Interactive Media & Services,36741,,-,,-,,-,,-,,36741,,1.2,%,,,,,,,
348,Internet & Direct Marketing Retail,18608,,-,,-,,-,,-,,18608,,0.6,%,,,,,,,
349,IT Services,117916,,85750,,-,,-,,-,,203666,,6.4,%,,,,,,,
350,Leisure Products,29150,,-,,-,,-,,-,,29150,,0.9,%,,,,,,,
351,Media,65776,,31305,,-,,-,,-,,97081,,3.0,%,,,,,,,
352,Paper & Forest Products,4371,,11379,,-,,-,,-,,15750,,0.5,%,,,,,,,
353,Professional Services,9800,,75416,,-,,-,,-,,85216,,2.7,%,,,,,,,
354,Real Estate Management & Development,38432,,-,,-,,-,,-,,38432,,1.2,%,,,,,,,
355,Software,8416,,66725,,-,,-,,-,,75141,,2.4,%,,,,,,,
356,"Technology Hardware, Storage & Peripherals",-,,12408,,-,,-,,-,,12408,,0.4,%,,,,,,,
357,"Textiles, Apparel & Luxury Goods",172844,,36710,,-,,-,,-,,209554,,6.6,%,,,,,,,
358,Transportation Infrastructure,-,,28104,,-,,-,,-,,28104,,0.9,%,,,,,,,
359,Structured Finance (A),-,,-,,791457,,-,,-,,791457,,24.9,%,,,,,,,
360,Total Non-Control/Non-Affiliate,,1063103,,,911795,,,791457,,,-,,,2307,,,2768662.0,87.0,%,,
361,Fair Value % of Net Assets,33.4,%,28.6,%,24.9,%,-,%,0.1,%,87.0,%,,,,,,,,,
362,Total Portfolio,,2174525,,,1309076,,,791457,,,48886,,,944601,,,5268545.0,165.5,%,,
363,Fair Value % of Net Assets,68.3,%,41.1,%,24.9,%,1.5,%,29.7,%,165.5,%,,,,,,,,,
364,Machinery,-,,28622,,-,,-,,-,,6866,,35488,,,,,,,,
365,Media,3114,,-,,-,,-,,-,,12869,,15983,,,,,,,,
366,Online Lending,172000,,-,,-,,-,,-,,100949,,272949,,,,,,,,
367,Personal Products,212969,,-,,-,,-,,-,,25000,,237969,,,,,,,,
368,Trading Companies & Distributors,63213,,-,,-,,-,,-,,-,,63213,,,,,,,,
369,Total Control Investments,,1428245,,,377228,,,-,,,-,,,6915,,,573418,,2385806.0,,
370,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
371,Distributors,,-,,,127091,,,-,,,-,,,-,,,-,,127091.0,,
372,Diversified Consumer Services,-,,8159,,-,,-,,32018,,6577,,46754,,,,,,,,
373,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,3771,,3771,,,,,,,,
374,Total Affiliate Investments,,-,,,135250,,,-,,,-,,,32018,,,10348,,177616.0,,
375,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
376,Air Freight & Logistics,,-,,,12500,,,-,,,-,,,-,,,-,,12500.0,,
377,Auto Components,-,,25450,,-,,-,,-,,-,,25450,,,,,,,,
378,Building Products,-,,19842,,-,,-,,-,,-,,19842,,,,,,,,
379,Capital Markets,-,,25084,,-,,-,,-,,-,,25084,,,,,,,,
380,Commercial Services & Supplies,60513,,175674,,-,,-,,-,,-,,236187,,,,,,,,
381,Communications Equipment,-,,50503,,-,,-,,-,,-,,50503,,,,,,,,
382,Consumer Finance,22333,,-,,-,,-,,-,,-,,22333,,,,,,,,
383,Distributors,172815,,-,,-,,-,,-,,-,,172815,,,,,,,,
384,Diversified Consumer Services,-,,100091,,-,,-,,-,,-,,100091,,,,,,,,
385,Diversified Telecommunication Services,9923,,26311,,-,,-,,-,,-,,36234,,,,,,,,
386,Entertainment,16128,,20093,,-,,-,,-,,-,,36221,,,,,,,,
387,Food Products,-,,34729,,-,,-,,-,,-,,34729,,,,,,,,
388,Health Care Equipment & Supplies,33673,,7469,,-,,-,,-,,-,,41142,,,,,,,,
389,Health Care Providers & Services,125265,,96284,,-,,-,,-,,-,,221549,,,,,,,,
390,"Hotels, Restaurants & Leisure",27252,,7485,,-,,-,,-,,-,,34737,,,,,,,,
391,Household Durables,15888,,13403,,-,,-,,-,,-,,29291,,,,,,,,
392,Household Products,24688,,-,,-,,-,,-,,-,,24688,,,,,,,,
393,Insurance,-,,12988,,-,,-,,-,,-,,12988,,,,,,,,
394,Interactive Media & Services,37861,,-,,-,,-,,-,,-,,37861,,,,,,,,
395,IT Services,270714,,35382,,-,,-,,-,,-,,306096,,,,,,,,
396,Leisure Products,32868,,-,,-,,-,,-,,1,,32869,,,,,,,,
397,Media,87379,,35000,,-,,-,,-,,-,,122379,,,,,,,,
398,Paper & Forest Products,-,,11361,,-,,-,,-,,-,,11361,,,,,,,,
399,Professional Services,118403,,69695,,-,,-,,-,,-,,188098,,,,,,,,
400,Real Estate Management & Development,38852,,-,,-,,-,,-,,-,,38852,,,,,,,,
401,Software,-,,64723,,-,,-,,-,,-,,64723,,,,,,,,
402,"Technology Hardware, Storage & Peripherals",-,,12400,,-,,-,,-,,-,,12400,,,,,,,,
403,"Textiles, Apparel & Luxury Goods",190678,,36657,,-,,-,,-,,-,,227335,,,,,,,,
404,Tobacco,-,,14419,,-,,-,,-,,-,,14419,,,,,,,,
405,Transportation Infrastructure,-,,27578,,-,,-,,-,,-,,27578,,,,,,,,
406,Structured Finance (A),-,,-,,44774,,1103751,,-,,-,,1148525,,,,,,,,
407,Total Non-Control/Non-Affiliate,,1285233,,,935121,,,44774,,,1103751,,,-,,,1,,3368880.0,,
408,Total Portfolio Investment Cost,,2713478,,,1447599,,,44774,,,1103751,,,38933,,,583767,,5932302.0,,
409,Control Investments,,,,,,,,,,,,,,,,,,,,,
410,Aerospace & Defense,,54841,,,-,,,-,,,-,,,-,,,34860,,89701.0,2.7,%
411,Commercial Services & Supplies,62627,,-,,-,,-,,-,,-,,62627,,1.9,%,,,,,
412,Construction & Engineering,43731,,,,-,,-,,-,,99954,,143685,,4.3,%,,,,,
