,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
205,,,,,,6187,,6770,,0.2%,,,,,,,,
206,Global Tel*Link Corporation,Diversified Telecommunication Services,"Second Lien Term Loan (10.96% (LIBOR + 8.25%), due 11/29/2026)(8)(11)",12/4/2018,25000,,24567,,24567,,0.7%,,,,,,,
207,,,,,,24567,,24567,,0.7%,,,,,,,,
208,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,"Second Lien Term Loan (10.52% (LIBOR + 8.00%), due 10/16/2026)(3)(8)(13)",10/25/2018,12500,,12316,,12316,,0.4%,,,,,,,
209,,,,,,12316,,12316,,0.4%,,,,,,,,
210,"H.I.G. ECI Merger Sub, Inc.",IT Services,"Senior Secured Term Loan A (8.31% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,44464,,44464,,44464,,1.3%,,,,,,,
211,"Senior Secured Term Loan B (13.31% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,,29900,,29387,,0.9%,,,,,,,,,
212,,,,,,74364,,73851,,2.2%,,,,,,,,
213,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/21/2012,23188,,3823,,1463,,-%,,,,,,,
214,,,,,,3823,,1463,,-%,,,,,,,,
215,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,,20715,,14281,,0.4%,,,,,,,
216,,,,,,20715,,14281,,0.4%,,,,,,,,
217,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/18/2026)(5)(14)(17)",3/6/2014,24500,,12715,,8252,,0.2%,,,,,,,
218,,,,,,12715,,8252,,0.2%,,,,,,,,
219,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
220,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
221,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
222,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(6)(14)(17)",4/28/2014,,41164,,,22238,,,12941.0,,0.4%,,,,
223,,,,,,22238,,12941,,0.4%,,,,,,,,
224,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.31%, due 10/18/2027)(5)(6)(14)",9/3/2015,39598,,34074,,30322,,0.9%,,,,,,,
225,,,,,,34074,,30322,,0.9%,,,,,,,,
226,"Halyard MD OPCO, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (10.81% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,
227,"First Lien Term Loan (10.81% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(3)(11)",8/6/2018,11850,,11850,,11850,,0.4%,,,,,,,,,
228,"Delayed Draw Term Loan – $3,500 Commitment (10.81% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2019)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,,,
229,,,,,,11850,,11850,,0.4%,,,,,,,,
230,"Harbortouch Payments, LLC",Commercial Services & Supplies,Escrow Receivable,3/31/2014,,,-,,951,,-%,,,,,,,
231,,,,,,-,,951,,-%,,,,,,,,
232,"HarbourView CLO VII-R, Ltd. (f/k/a HarbourView CLO VII, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.84%, due 7/18/2031)(5)(6)(14)",6/10/2015,19025,,13331,,12661,,0.4%,,,,,,,
233,,,,,,13331,,12661,,0.4%,,,,,,,,
234,"Help/Systems Holdings, Inc.",Software,"Second Lien Term Loan (10.27% (LIBOR + 7.75%), due 3/27/2026)(3)(8)(13)",4/17/2018,11293,,11248,,11112,,0.3%,,,,,,,
235,,,,,,11248,,11112,,0.3%,,,,,,,,
236,"Ingenio, LLC",Interactive Media & Services,"Senior Secured Term Loan (10.25% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",9/25/2017,9647,,9647,,9647,,0.3%,,,,,,,
237,,,,,,9647,,9647,,0.3%,,,,,,,,
238,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,20443,,20443,,20252,,0.6%,,,,,,,
239,,,,,,20443,,20252,,0.6%,,,,,,,,
240,"Janus International Group, LLC",Building Products,"Second Lien Term Loan (10.27% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(3)(8)(13)",2/22/2018,20000,,19830,,19249,,0.6%,,,,,,,
241,,,,,,19830,,19249,,0.6%,,,,,,,,
242,JD Power and Associates,Capital Markets,"Second Lien Term Loan (11.02% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",9/16/2016,21673,,21534,,21673,,0.7%,,,,,,,
243,,,,,,21534,,21673,,0.7%,,,,,,,,
244,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.26%, due 10/20/2031)(5)(6)(14)",7/28/2015,23594,,18303,,12743,,0.4%,,,,,,,
245,,,,,,18303,,12743,,0.4%,,,,,,,,
246,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",10/20/2016,25887,,25409,,25409,,0.8%,,,,,,,
247,,,,,,25409,,25409,,0.8%,,,,,,,,
248,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
249,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
250,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
251,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (12.05% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,,50000,,,50000,,,50000.0,,1.5%,,,,
252,,,,,,50000,,50000,,1.5%,,,,,,,,
253,LCM XIV Ltd.,Structured Finance,"Income Notes (Residual Interest, current yield 15.73%, due 7/21/2031)(5)(14)",7/11/2013,49934,,26947,,22272,,0.7%,,,,,,,
254,,,,,,26947,,22272,,0.7%,,,,,,,,
255,"Madison Park Funding IX, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2022)(5)(14)(17)",7/18/2012,43110,,1974,,1388,,-%,,,,,,,
256,,,,,,1974,,1388,,-%,,,,,,,,
257,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",10/31/2007,,,1252,,868,,-%,,,,,,,
258,"Class A Common Units (1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,
259,,,,,,1252,,868,,-%,,,,,,,,
260,"MedMark Services, Inc.(51)",Health Care Providers & Services,"Second Lien Term Loan (10.60% (LIBOR + 8.25% with 1.00% LIBOR floor), due 3/1/2025)(3)(8)(13)",3/16/2018,7000,,6938,,6938,,0.2%,,,,,,,
261,,,,,,6938,,6938,,0.2%,,,,,,,,
262,"Memorial MRI & Diagnostic, LLC",Health Care Providers & Services,"Senior Secured Term Loan (11.31% (LIBOR + 8.50% with 1.00% LIBOR floor), due 3/16/2022)(3)(11)",3/16/2017,36545,,36545,,36545,,1.1%,,,,,,,
263,,,,,,36545,,36545,,1.1%,,,,,,,,
264,"Mobile Posse, Inc.",Media,"First Lien Term Loan (11.31% (LIBOR + 8.50% with 2.00% LIBOR floor), due 4/3/2023)(3)(11)",4/3/2018,27100,,27100,,27100,,0.8%,,,,,,,
265,,,,,,27100,,27100,,0.8%,,,,,,,,
266,Mountain View CLO 2013-I Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.42%, due 10/15/2030)(5)(14)",5/1/2013,43650,,28932,,21617,,0.7%,,,,,,,
267,,,,,,28932,,21617,,0.7%,,,,,,,,
268,Mountain View CLO IX Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.59%, due 7/15/2031)(5)(6)(14)",6/25/2015,47830,,31532,,33219,,1.0%,,,,,,,
269,,,,,,31532,,33219,,1.0%,,,,,,,,
270,"MRP Holdco, Inc.",Professional Services,"Senior Secured Term Loan A (7.53% (LIBOR + 5.00% with 1.50% LIBOR floor), due 4/17/2024)(3)(13)",4/17/2018,54511,,54511,,54511,,1.6%,,,,,,,
271,"Senior Secured Term Loan B (11.53% (LIBOR + 9.00% with 1.50% LIBOR floor), due 4/17/2024)(13)",4/17/2018,55000,,55000,,55000,,1.7%,,,,,,,,,
272,,,,,,109511,,109511,,3.3%,,,,,,,,
273,"Octagon Investment Partners XV, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.40%, due 7/19/2030)(5)(14)",2/20/2013,42064,,32493,,25890,,0.8%,,,,,,,
274,,,,,,32493,,25890,,0.8%,,,,,,,,
275,"Octagon Investment Partners 18-R Ltd. (f/k/a Octagon Investment Partners XVIII, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.50%, due 4/16/2031)(5)(6)(14)",8/17/2015,46016,,27497,,25411,,0.8%,,,,,,,
276,,,,,,27497,,25411,,0.8%,,,,,,,,
277,Pearl Intermediate Parent LLC,Health Care Providers & Services,"Second Lien Term Loan (8.75% (LIBOR + 6.25%), due 2/15/2026)(3)(8)(13)",2/28/2018,5000,,4978,,4806,,0.1%,,,,,,,
278,,,,,,4978,,4806,,0.1%,,,,,,,,
279,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
280,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
281,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
282,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Interactive Media & Services,"Revolving Line of Credit – $1,000 Commitment (12.30% (LIBOR + 9.50% with 1.00% LIBOR floor), due 7/1/2020)(11)(15)",7/1/2015,,500,,,500,,,500.0,,-%,,,,
283,"Senior Secured Term Loan A (9.30% (LIBOR + 6.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,18369,,18369,,18369,,0.6%,,,,,,,,,
284,"Senior Secured Term Loan B (15.30% (LIBOR + 12.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)",7/1/2015,19933,,19933,,19933,,0.6%,,,,,,,,,
285,,,,,,38802,,38802,,1.2%,,,,,,,,
286,"PGX Holdings, Inc.",Diversified Consumer Services,"Second Lien Term Loan (11.53% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",9/29/2014,109190,,109190,,109190,,3.3%,,,,,,,
287,,,,,,109190,,109190,,3.3%,,,,,,,,
288,PharMerica Corporation,Pharmaceuticals,"Second Lien Term Loan (10.21% (LIBOR + 7.75% with 1.00% LIBOR floor), due 12/7/2025)(3)(8)(13)",12/7/2017,12000,,11883,,12000,,0.4%,,,,,,,
289,,,,,,11883,,12000,,0.4%,,,,,,,,
290,Photonis Technologies SAS,"Electronic Equipment, Instruments & Components","First Lien Term Loan (10.31% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(11)(14)",9/10/2013,12872,,12654,,12654,,0.4%,,,,,,,
291,,,,,,12654,,12654,,0.4%,,,,,,,,
292,"PlayPower, Inc.",Leisure Products,"Second Lien Term Loan (11.55% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(11)",6/23/2015,11000,,10916,,11000,,0.3%,,,,,,,
293,,,,,,10916,,11000,,0.3%,,,,,,,,
294,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,"First Lien Term Loan (8.02% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(3)(8)(13)",1/5/2018,9900,,9454,,9454,,0.3%,,,,,,,
295,"Second Lien Term Loan (12.02% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(3)(8)(13)",1/5/2018,50000,,46958,,46957,,1.4%,,,,,,,,,
296,,,,,,56412,,56411,,1.7%,,,,,,,,
297,"RGIS Services, LLC",Commercial Services & Supplies,"Senior Secured Term Loan (10.02% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(13)",4/20/2017,15173,,15113,,13724,,0.4%,,,,,,,
298,,,,,,15113,,13724,,0.4%,,,,,,,,
299,RME Group Holding Company,Media,"Senior Secured Term Loan A (8.81% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,31571,,31571,,31571,,1.0%,,,,,,,
300,"Senior Secured Term Loan B (13.81% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,23424,,23424,,23424,,0.7%,,,,,,,,,
301,,,,,,54995,,54995,,1.7%,,,,,,,,
302,"Rocket Software, Inc.",Software,"Second Lien Term Loan (10.77% (LIBOR + 8.25%), due 11/27/2026)(8)(13)",12/7/2018,50000,,49505,,49505,,1.5%,,,,,,,
303,,,,,,49505,,49505,,1.5%,,,,,,,,
304,Romark WM-R Ltd. (f/k/a Washington Mill CLO Ltd.),Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.17%, due 4/20/2031)(5)(6)(14)",5/15/2014,27725,,22283,,15923,,0.5%,,,,,,,
305,,,,,,22283,,15923,,0.5%,,,,,,,,
306,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
307,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
308,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
309,Rosa Mexicano,"Hotels, Restaurants & Leisure","Revolving Line of Credit – $2,500 Commitment (10.31% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(11)(15)",3/29/2018,,-,,,-,,,-,,-%,,,,
310,"Senior Secured Term Loan (10.31% (LIBOR + 7.50% with 1.50% LIBOR floor), due 3/29/2023(3)(11)",3/29/2018,29438,,29438,,29438,,0.9%,,,,,,,,,
311,,,,,,29438,,29438,,0.9%,,,,,,,,
312,"SCS Merger Sub, Inc.",IT Services,"Second Lien Term Loan (12.02% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(13)",11/6/2015,20000,,19642,,20000,,0.6%,,,,,,,
313,,,,,,19642,,20000,,0.6%,,,,,,,,
314,"Securus Technologies Holdings, Inc.",Communications Equipment,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(3)(8)(13)",11/3/2017,48000,,47877,,47171,,1.4%,,,,,,,
315,,,,,,47877,,47171,,1.4%,,,,,,,,
316,"SEOTownCenter, Inc.",IT Services,"Senior Secured Term Loan A (10.31% (LIBOR + 7.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,27000,,27000,,27000,,0.8%,,,,,,,
317,"Senior Secured Term Loan B (15.31% (LIBOR + 12.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,19000,,19000,,19000,,0.6%,,,,,,,,,
318,,,,,,46000,,46000,,1.4%,,,,,,,,
319,SESAC Holdco II LLC,Entertainment,"Second Lien Term Loan (9.76% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(13)",3/2/2017,3000,,2977,,2909,,0.1%,,,,,,,
320,,,,,,2977,,2909,,0.1%,,,,,,,,
321,SMG US Midco,"Hotels, Restaurants & Leisure","Second Lien Term Loan (9.52% (LIBOR + 7.00%), due 1/23/2026)(3)(8)(13)",1/23/2018,7500,,7483,,7419,,0.2%,,,,,,,
322,,,,,,7483,,7419,,0.2%,,,,,,,,
323,"Spartan Energy Services, Inc.",Energy Equipment & Services,"Senior Secured Term Loan A (10.52% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/11/2019)(13)",10/20/2014,13156,,13156,,13156,,0.4%,,,,,,,
324,"Senior Secured Term Loan B (16.52% PIK (LIBOR + 14.00% with 1.00% LIBOR floor), due 2/11/2019)(13)(46)",10/20/2014,19832,,19832,,19832,,0.6%,,,,,,,,,
325,,,,,,32988,,32988,,1.0%,,,,,,,,
326,Spectrum Holdings III Corp,Health Care Equipment & Supplies,"Second Lien Term Loan (9.52% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(3)(8)(13)",1/31/2018,7500,,7467,,7146,,0.2%,,,,,,,
327,,,,,,7467,,7146,,0.2%,,,,,,,,
328,Strategic Materials,Household Durables,"Second Lien Term Loan (10.29% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(3)(8)(11)",11/1/2017,7000,,6940,,5840,,0.2%,,,,,,,
329,,,,,,6940,,5840,,0.2%,,,,,,,,
330,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests(43),12/4/2006,,,-,,-,,-%,,,,,,,
331,,,,,,-,,-,,-%,,,,,,,,
332,Sudbury Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 5.83%, due 1/17/2026)(5)(14)",12/5/2013,28200,,17744,,14912,,0.5%,,,,,,,
333,,,,,,17744,,14912,,0.5%,,,,,,,,
334,Symphony CLO XIV Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 7/14/2026)(5)(6)(14)(17)",5/29/2014,49250,,32724,,22884,,0.7%,,,,,,,
335,,,,,,32724,,22884,,0.7%,,,,,,,,
336,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
337,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
338,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
339,"Symphony CLO XV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.35%, due 1/17/2032)(5)(14)",11/17/2014,,63831,,,41872,,,21489.0,,0.7%,,,,
340,,,,,,41872,,21489,,0.7%,,,,,,,,
341,"Symphony CLO XV, Ltd.",Structured Finance,"Class F Notes (12.55% (LIBOR + 8.68%), due 1/17/2032)(11)(14)(37)",12/24/2018,12000,,11401,,12277,,0.4%,,,,,,,
342,,,,,,11401,,12277,,0.4%,,,,,,,,
343,TGP HOLDINGS III LLC,Household Durables,"Second Lien Term Loan (11.30% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(11)",10/3/2017,3000,,2962,,2960,,0.1%,,,,,,,
344,,,,,,,2962,,2960,,0.1%,,,,,,,
345,"TouchTunes Interactive Networks, Inc.",Entertainment,"Second Lien Term Loan (10.63% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(13)",5/29/2015,14000,,13935,,14000,,0.4%,,,,,,,
346,,,,,,,13935,,14000,,0.4%,,,,,,,
347,"Town & Country Holdings, Inc.",Distributors,"First Lien Term Loan (11.31% (LIBOR + 8.50% with 1.50% LIBOR floor), due 1/26/2023)(3)(11)",1/26/2018,173733,,173733,,172571,,5.2%,,,,,,,
348,,,,,,,173733,,172571,,5.2%,,,,,,,
349,"Transplace Holdings, Inc.",Transportation Infrastructure,"Second Lien Term Loan (11.21% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(3)(8)(13)",10/5/2017,28104,,27536,,27120,,0.8%,,,,,,,
350,,,,,,,27536,,27120,,0.8%,,,,,,,
351,"Turning Point Brands, Inc.(42)",Tobacco,"Second Lien Term Loan (9.46% (LIBOR + 7.00%), due 3/7/2024)(3)(8)(13)",2/17/2017,14500,,14405,,14405,,0.4%,,,,,,,
352,,,,,,,14405,,14405,,0.4%,,,,,,,
353,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods","Second Lien Term Loan (12.03% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(11)",10/2/2015,37000,,36604,,37000,,1.1%,,,,,,,
354,,,,,,,36604,,37000,,1.1%,,,,,,,
355,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit – $2,000 Commitment (11.78% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2019)(13)(15)",4/15/2015,1500,,1500,,1500,,-%,,,,,,,
356,"Senior Secured Term Loan A (9.28% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,8235,,8235,,8235,,0.3%,,,,,,,,,
357,"Senior Secured Term Loan B (14.28% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,19802,,19802,,19802,,0.6%,,,,,,,,,
358,Equity(16),4/15/2015,,,1,,-,,-%,,,,,,,,,
359,,,,,,,29538,,29537,,0.9%,,,,,,,
360,"UTZ Quality Foods, LLC",Food Products,"Second Lien Term Loan (9.77% (LIBOR + 7.25%), due 11/21/2025)(3)(8)(13)",11/21/2017,10000,,9892,,9673,,0.3%,,,,,,,
361,,,,,,,9892,,9673,,0.3%,,,,,,,
362,"VC GB Holdings, Inc.",Household Durables,"Subordinated Secured Term Loan (10.52% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(13)",2/28/2017,12933,,12702,,12933,,0.4%,,,,,,,
363,,,,,,,12702,,12933,,0.4%,,,,,,,
364,Venio LLC,Professional Services,"Second Lien Term Loan (4.00% plus 10.31% PIK (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",2/19/2014,23762,,20743,,22861,,0.7%,,,,,,,
365,,,,,,,20743,,22861,,0.7%,,,,,,,
366,"Voya CLO 2012-2, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",8/28/2012,38070,,450,,617,,-%,,,,,,,
367,,,,,,,450,,617,,-%,,,,,,,
368,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,
369,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,
370,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,
371,"Voya CLO 2012-3, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",10/18/2012,,46632,,,-,,,617.0,,-%,,,,
372,,,,,,,-,,617,,-%,,,,,,,
373,"Voya CLO 2012-4, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 11.30%, due 10/16/2028)(5)(14)",11/29/2012,40613,,31128,,27359,,0.8%,,,,,,,
374,,,,,,,31128,,27359,,0.8%,,,,,,,
375,"Voya CLO 2014-1, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.42%, due 4/18/2031)(5)(6)(14)",3/13/2014,40773,,29294,,22625,,0.7%,,,,,,,
376,,,,,,,29294,,22625,,0.7%,,,,,,,
377,"Voya CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.29%, due 10/20/2031)(5)(6)(14)",10/27/2016,28100,,27320,,22740,,0.7%,,,,,,,
378,,,,,,,27320,,22740,,0.7%,,,,,,,
379,"Voya CLO 2017-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.60%, due 7/20/2030)(5)(6)(14)",7/12/2017,44885,,49130,,43149,,1.3%,,,,,,,
380,,,,,,,49130,,43149,,1.3%,,,,,,,
381,"VT Topco, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (9.80% (LIBOR + 7.00%), due 8/17/2026)(3)(8)(11)",8/23/2018,7000,,6967,,6926,,0.2%,,,,,,,
382,,,,,,,6967,,6926,,0.2%,,,,,,,
383,"Wink Holdco, Inc.",Insurance,"Second Lien Term Loan (9.27% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(3)(8)(13)",12/1/2017,3000,,2987,,2899,,0.1%,,,,,,,
384,,,,,,,2987,,2899,,0.1%,,,,,,,
385,,Total Non-Control/Non-Affiliate Investments (Level 3),,,3538047,,,3317943,,100.5%,,,,,,,,
386,,,Total Portfolio Investments (Level 3),,,6096396,,,5842570,,176.9%,,,,,,,
387,Machinery,,-,,,28622,,,-,,,-,,,6866,35488.0,,
388,Online Lending,205000,,-,,-,,-,,100949,,305949,,,,,,
389,Media,7614,,-,,-,,-,,12869,,20483,,,,,,
390,Personal Products,213325,,-,,-,,-,,15000,,228325,,,,,,
391,Trading Companies & Distributors,63538,,-,,-,,-,,-,,63538,,,,,,
392,Total Control Investments,,1435150,,,368826,,,-,,,7200,,,570176,2381352.0,,
393,Affiliate Investments,,,,,,,,,,,,,,,,,
394,Diversified Consumer Services,,-,,,1772,,,-,,,31679,,,6577,40028.0,,
395,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,9878,,9878,,,,,,
396,Distributors,-,,127091,,-,,-,,-,,127091,,,,,,
397,Total Affiliate Investments,,-,,,128863,,,-,,,31679,,,16455,176997.0,,
398,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,
399,Air Freight & Logistics,,-,,,12316,,,-,,,-,,,-,12316.0,,
400,Auto Components,-,,25409,,-,,-,,-,,25409,,,,,,
401,Building Products,-,,19830,,-,,-,,-,,19830,,,,,,
402,Capital Markets,-,,21534,,-,,-,,-,,21534,,,,,,
403,Commercial Services & Supplies,63029,,164035,,-,,-,,-,,227064,,,,,,
404,Communications Equipment,-,,47877,,-,,-,,-,,47877,,,,,,
405,Consumer Finance,17762,,-,,-,,-,,-,,17762,,,,,,
406,Distributors,173733,,-,,-,,-,,-,,173733,,,,,,
407,Diversified Consumer Services,-,,109190,,-,,-,,-,,109190,,,,,,
408,Diversified Telecommunication Services,-,,24567,,-,,-,,-,,24567,,,,,,
409,"Electronic Equipment, Instruments & Components",12654,,-,,-,,-,,-,,12654,,,,,,
410,Energy Equipment & Services,34133,,-,,-,,-,,-,,34133,,,,,,
411,Entertainment,26355,,16912,,-,,-,,-,,43267,,,,,,
412,Food Products,-,,34709,,-,,-,,-,,34709,,,,,,
413,Health Care Equipment & Supplies,34945,,7467,,-,,-,,-,,42412,,,,,,
414,Health Care Providers & Services,138294,,96234,,-,,-,,1252,,235780,,,,,,
415,"Hotels, Restaurants & Leisure",29438,,7483,,-,,-,,-,,36921,,,,,,
416,Household Durables,16056,,22604,,-,,-,,-,,38660,,,,,,
417,Household Products,24813,,-,,-,,-,,-,,24813,,,,,,
418,Insurance,-,,2987,,-,,-,,-,,2987,,,,,,
419,Interactive Media & Services,48449,,-,,-,,-,,-,,48449,,,,,,
420,IT Services,273306,,31129,,-,,-,,-,,304435,,,,,,
421,Leisure Products,29537,,10916,,-,,-,,1,,40454,,,,,,
422,Media,98595,,35000,,-,,-,,-,,133595,,,,,,
423,Paper & Forest Products,-,,11345,,-,,-,,-,,11345,,,,,,
424,Pharmaceuticals,-,,11883,,-,,-,,-,,11883,,,,,,
425,Professional Services,118965,,67701,,-,,-,,-,,186666,,,,,,
426,Real Estate Management & Development,41370,,-,,-,,-,,-,,41370,,,,,,
427,Software,-,,69455,,-,,-,,-,,69455,,,,,,
