0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Armor Holding II LLC  (16),0,New York / Diversified Financial Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)  (3), (4)",0,7000,-,6867,0,6867,0,0.2%
0,Armor Holding II LLC  (16),0,New York / Diversified Financial Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 12/26/2020)  (3), (4)",0,7000,-,6867,0,6867,0,0.2%
0,"Atlantis Healthcare Group (Puerto Rico), Inc.  (4)",0,Puerto Rico / Healthcare,Members Units - Class B-1 (1 unit),"Revolving Line of Credit - $7,000 Commitment (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2014)  (25),(26)",0,2000,-,2000,0,2000,0,0.1%
0,"Atlantis Healthcare Group (Puerto Rico), Inc.  (4)",0,Puerto Rico / Healthcare,Members Units - Class B-1 (1 unit),"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)  (3)",0,39155,-,39155,0,33589,0,1.0%
0,"Atlantis Healthcare Group (Puerto Rico), Inc.  (4)",0,Puerto Rico / Healthcare,Members Units - Class B-1 (1 unit),"Senior Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 2/21/2018)  (3)",0,39155,-,41155,0,35589,0,1.1%
0,Babson CLO Ltd 2011-I  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,35000,-,34723,0,35978,0,1.1%
0,Babson CLO Ltd 2011-I  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,35000,-,34723,0,35978,0,1.1%
0,Babson CLO Ltd 2012-IA  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,29075,-,24535,0,28339,0,0.9%
0,Babson CLO Ltd 2012-IA  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,29075,-,24535,0,28339,0,0.9%
0,Babson CLO Ltd 2012-IIA  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,27850,-,27963,0,28758,0,0.9%
0,Babson CLO Ltd 2012-IIA  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,27850,-,27963,0,28758,0,0.9%
0,"Blue Coat Systems, Inc.  (16)",0,Massachusetts / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)  (3), (4)",0,11000,-,10896,0,11000,0,0.3%
0,"Blue Coat Systems, Inc.  (16)",0,Massachusetts / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 6/28/2020)  (3), (4)",0,11000,-,10896,0,11000,0,0.3%
0,"Broder Bros., Co.",0,"Pennsylvania / Textiles, Apparel & Luxury Goods",Members Units - Class B-1 (1 unit),"Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)  (3),(4)",0,98500,-,98500,0,98500,0,3.0%
0,"Broder Bros., Co.",0,"Pennsylvania / Textiles, Apparel & Luxury Goods",Members Units - Class B-1 (1 unit),"Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018)  (3),(4)",0,98500,-,98500,0,98500,0,3.0%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,Brookside Mill CLO Ltd.  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,"$ 26,000",-,"$ 23,291",0,"$ 25,347",0,0.8%
0,Brookside Mill CLO Ltd.  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,"$ 26,000",-,23291,0,25347,0,0.8%
0,Byrider Systems Acquisition Corp  (22),0,Indiana / Auto Finance,Members Units - Class B-1 (1 unit),"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",0,11027,-,11027,0,10972,0,0.3%
0,Byrider Systems Acquisition Corp  (22),0,Indiana / Auto Finance,Members Units - Class B-1 (1 unit),"Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",0,11027,-,11027,0,10972,0,0.3%
0,"Caleel + Hayden, LLC  (14), (31)",0,Colorado / Personal & Nondurable Consumer,Members Units - Class B-1 (1 unit),"Membership Units (13,220 shares)",0,11027,-,-,0,119,0,0.0%
0,"Caleel + Hayden, LLC  (14), (31)",0,Products,Members Units - Class B-1 (1 unit),Escrow Receivable,0,11027,-,-,0,91,0,0.0%
0,"Caleel + Hayden, LLC  (14), (31)",0,Products,Members Units - Class B-1 (1 unit),Escrow Receivable,0,11027,-,-,0,210,0,0.0%
0,"Capstone Logistics, LLC  (4)",0,Georgia / Commercial Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)",0,95466,-,95466,0,95466,0,3.0%
0,"Capstone Logistics, LLC  (4)",0,Georgia / Commercial Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)  (3)",0,100000,-,100000,0,100000,0,3.1%
0,"Capstone Logistics, LLC  (4)",0,Georgia / Commercial Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)  (3)",0,100000,-,195466,0,195466,0,6.1%
0,"Cargo Airport Services USA, LLC",0,New York / Transportation,Members Units - Class B-1 (1 unit),Common Equity (1.6 units),0,100000,-,1639,0,1971,0,0.1%
0,"Cargo Airport Services USA, LLC",0,New York / Transportation,Members Units - Class B-1 (1 unit),Common Equity (1.6 units),0,100000,-,1639,0,1971,0,0.1%
0,Cent CLO 17 Limited  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,24870,-,23120,0,25977,0,0.8%
0,Cent CLO 17 Limited  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,24870,-,23120,0,25977,0,0.8%
0,Cent CLO 20 Limited  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,40275,-,39876,0,39731,0,1.2%
0,Cent CLO 20 Limited  (22),0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,40275,-,39876,0,39731,0,1.2%
0,"CIFC Funding 2011-I, Ltd.  (4), (22)",0,Cayman Islands / Diversified Financial,Members Units - Class B-1 (1 unit),"Secured Class D Notes (5.24% (LIBOR + 5.00%), due 1/19/2023)",0,19000,-,15165,0,18202,0,0.6%
0,"CIFC Funding 2011-I, Ltd.  (4), (22)",0,Services,Members Units - Class B-1 (1 unit),"Unsecured Class E Notes (7.24% (LIBOR + 7.00%), due 1/19/2023)",0,15400,-,12724,0,15264,0,0.5%
0,"CIFC Funding 2011-I, Ltd.  (4), (22)",0,Services,Members Units - Class B-1 (1 unit),"Unsecured Class E Notes (7.24% (LIBOR + 7.00%), due 1/19/2023)",0,15400,-,27889,0,33466,0,1.1%
0,"CIFC Funding 2013-III, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,44100,-,42374,0,43178,0,1.3%
0,"CIFC Funding 2013-III, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,44100,-,42374,0,43178,0,1.3%
0,"CIFC Funding 2013-IV, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,45500,-,40899,0,40497,0,1.3%
0,"CIFC Funding 2013-IV, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,45500,-,40899,0,40497,0,1.3%
0,"Cinedigm DC Holdings, LLC  (4)",0,New York / Software & Computer Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",0,69150,-,69150,0,69150,0,2.1%
0,"Cinedigm DC Holdings, LLC  (4)",0,New York / Software & Computer Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)",0,69150,-,69150,0,69150,0,2.1%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"The Copernicus Group, Inc.",0,North Carolina / Healthcare,Members Units - Class B-1 (1 unit),Escrow Receivable,0,Principal  Value,-,$ -,0,$ 134,0,0.0%
0,"The Copernicus Group, Inc.",0,North Carolina / Healthcare,Members Units - Class B-1 (1 unit),Escrow Receivable,0,Principal  Value,-,-,0,134,0,0.0%
0,"Correctional Healthcare Holding Company, Inc.",0,Colorado / Healthcare,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.25%, due 1/11/2020)  (3)",0,"$ 27,100",-,27100,0,27100,0,0.8%
0,"Correctional Healthcare Holding Company, Inc.",0,Colorado / Healthcare,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.25%, due 1/11/2020)  (3)",0,"$ 27,100",-,27100,0,27100,0,0.8%
0,"Coverall North America, Inc.",0,Florida / Commercial Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)  (3) ,(4)",0,43841,-,43841,0,43841,0,1.4%
0,"Coverall North America, Inc.",0,Florida / Commercial Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor), due 12/17/2017)  (3) ,(4)",0,43841,-,43841,0,43841,0,1.4%
0,Crosman Corporation,0,New York / Manufacturing,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/30/2019)  (4)",0,40000,-,40000,0,40000,0,1.2%
0,Crosman Corporation,0,New York / Manufacturing,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/30/2019)  (4)",0,40000,-,40000,0,40000,0,1.2%
0,"CRT MIDCO, LLC",0,Wisconsin / Media,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",0,70356,-,70356,0,70356,0,2.2%
0,"CRT MIDCO, LLC",0,Wisconsin / Media,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",0,70356,-,70356,0,70356,0,2.2%
0,"Deltek, Inc.",0,Virginia / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (3), (4)",0,12000,-,11842,0,12000,0,0.4%
0,"Deltek, Inc.",0,Virginia / Software & Computer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (3), (4)",0,12000,-,11842,0,12000,0,0.4%
0,"Diamondback Operating, LP",0,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),Net Profits Interest (15.00% payable on Equity distributions)  (7),0,12000,-,-,0,-,0,0.0%
0,"Diamondback Operating, LP",0,Oklahoma / Oil & Gas Production,Members Units - Class B-1 (1 unit),Net Profits Interest (15.00% payable on Equity distributions)  (7),0,12000,-,-,0,-,0,0.0%
0,"Edmentum, Inc. (f/k/a Archipelago Learning, Inc.)  (4)",0,Minnesota / Consumer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)  (3)",0,50000,-,48326,0,50000,0,1.6%
0,"Edmentum, Inc. (f/k/a Archipelago Learning, Inc.)  (4)",0,Minnesota / Consumer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)  (3)",0,50000,-,48326,0,50000,0,1.6%
0,"Empire Today, LLC",0,Illinois / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.375%, due 2/1/2017)",0,15700,-,15374,0,15700,0,0.5%
0,"Empire Today, LLC",0,Illinois / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.375%, due 2/1/2017)",0,15700,-,15374,0,15700,0,0.5%
0,EXL Acquisition Corp.,0,South Carolina / Biotechnology,Members Units - Class B-1 (1 unit),Escrow Receivable,0,15700,-,-,0,15,0,0.0%
0,EXL Acquisition Corp.,0,South Carolina / Biotechnology,Members Units - Class B-1 (1 unit),Escrow Receivable,0,15700,-,-,0,15,0,0.0%
0,"Fischbein, LLC",0,North Carolina / Machinery,Members Units - Class B-1 (1 unit),Escrow Receivable,0,15700,-,-,0,233,0,0.0%
0,"Fischbein, LLC",0,North Carolina / Machinery,Members Units - Class B-1 (1 unit),Escrow Receivable,0,15700,-,-,0,233,0,0.0%
0,"Focus Brands, Inc.  (4)",0,Georgia / Consumer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",0,18000,-,17753,0,18000,0,0.6%
0,"Focus Brands, Inc.  (4)",0,Georgia / Consumer Services,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",0,18000,-,17753,0,18000,0,0.6%
0,"FPG, LLC",0,Illinois / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)",0,20573,-,20573,0,20341,0,0.6%
0,"FPG, LLC",0,Illinois / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Common Stock (5,638 shares)",0,20573,-,27,0,16,0,0.0%
0,"FPG, LLC",0,Illinois / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Common Stock (5,638 shares)",0,20573,-,20600,0,20357,0,0.6%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"Galaxy XII CLO, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,"$ 22,000",-,"$ 20,230",0,"$ 20,436",0,0.6%
0,"Galaxy XII CLO, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,"$ 22,000",-,20230,0,20436,0,0.6%
0,"Galaxy XV CLO, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,35025,-,30880,0,32067,0,1.0%
0,"Galaxy XV CLO, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,35025,-,30880,0,32067,0,1.0%
0,"Galaxy XVI CLO, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,22575,-,21118,0,20410,0,0.6%
0,"Galaxy XVI CLO, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,22575,-,21118,0,20410,0,0.6%
0,"Grocery Outlet, Inc.",0,California / Retail,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",0,14456,-,14146,0,14456,0,0.5%
0,"Grocery Outlet, Inc.",0,California / Retail,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",0,14456,-,14146,0,14456,0,0.5%
0,"GTP Operations, LLC (f/k/a CI (Transplace) Holdings, LLC)  (4)",0,Texas / Software & Computer Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)  (3), (10)",0,114138,-,114138,0,114138,0,3.5%
0,"GTP Operations, LLC (f/k/a CI (Transplace) Holdings, LLC)  (4)",0,Texas / Software & Computer Services,Members Units - Class B-1 (1 unit),"Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)  (3), (10)",0,114138,-,114138,0,114138,0,3.5%
0,"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,23188,-,21328,0,23749,0,0.7%
0,"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,23188,-,21328,0,23749,0,0.7%
0,"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,40400,-,41027,0,39773,0,1.2%
0,"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,40400,-,41027,0,39773,0,1.2%
0,"Harley Marine Services, Inc.",0,Washington/ Transportation,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)  (4)",0,9000,-,8820,0,8820,0,0.3%
0,"Harley Marine Services, Inc.",0,Washington/ Transportation,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)  (4)",0,9000,-,8820,0,8820,0,0.3%
0,"Hoffmaster Group, Inc.  (3), (4)",0,Wisconsin / Personal & Nondurable Consumer Products,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",0,20000,-,19842,0,19842,0,0.6%
0,"Hoffmaster Group, Inc.  (3), (4)",0,Wisconsin / Personal & Nondurable Consumer Products,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",0,1000,-,992,0,992,0,0.0%
0,"Hoffmaster Group, Inc.  (3), (4)",0,Wisconsin / Personal & Nondurable Consumer Products,Members Units - Class B-1 (1 unit),"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",0,1000,-,20834,0,20834,0,0.6%
0,"ICON Health & Fitness, Inc.",0,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.875%, due 10/15/2016)  (3)",0,43100,-,43283,0,38790,0,1.2%
0,"ICON Health & Fitness, Inc.",0,Utah / Durable Consumer Products,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.875%, due 10/15/2016)  (3)",0,43100,-,43283,0,38790,0,1.2%
0,"IDQ Holdings, Inc.",0,Texas / Automobile,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.50%, due 4/1/2017)",0,12500,-,12322,0,12500,0,0.4%
0,"IDQ Holdings, Inc.",0,Texas / Automobile,Members Units - Class B-1 (1 unit),"Senior Secured Note (11.50%, due 4/1/2017)",0,12500,-,12322,0,12500,0,0.4%
0,"ING IM CLO 2012-II, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,38070,-,32550,0,38832,0,1.2%
0,"ING IM CLO 2012-II, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,38070,-,32550,0,38832,0,1.2%
0,"ING IM CLO 2012-III, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,46632,-,41388,0,47676,0,1.5%
0,"ING IM CLO 2012-III, Ltd.  (22)",0,Cayman Islands / Diversified Financial Services,Members Units - Class B-1 (1 unit),Subordinated Notes (Residual Interest),0,46632,-,41388,0,47676,0,1.5%
0,Portfolio Company,0,Locale / Industry,Members Units - Class B-1 (1 unit),Investments  (1),0,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of Net  Assets
0,"ING IM CLO 2012-IV, Ltd.  (22)",Cayman Islands / Diversified Financial Services,Locale / Industry,Income Notes (Residual Interest),Investments  (1),"$ 40,613",Principal  Value,"$ 36,867",Cost,"$ 42,105",0,1.3%,0
0,"ING IM CLO 2012-IV, Ltd.  (22)",Cayman Islands / Diversified Financial Services,Locale / Industry,Income Notes (Residual Interest),Investments  (1),"$ 40,613",Principal  Value,"$ 36,867",36867,0,42105,0,1.3%
0,Injured Workers Pharmacy LLC,Cayman Islands / Diversified Financial Services,Massachusetts / Healthcare,Income Notes (Residual Interest),"Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)","$ 40,613",22564,"$ 36,867",22564,0,22564,0,0.7%
0,Injured Workers Pharmacy LLC,Cayman Islands / Diversified Financial Services,Massachusetts / Healthcare,Income Notes (Residual Interest),"Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)","$ 40,613",22564,"$ 36,867",22564,0,22564,0,0.7%
0,"Interdent, Inc.  (4)",Cayman Islands / Diversified Financial Services,California / Healthcare,Income Notes (Residual Interest),"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)","$ 40,613",51288,"$ 36,867",51288,0,51288,0,1.6%
0,"Interdent, Inc.  (4)",Cayman Islands / Diversified Financial Services,California / Healthcare,Income Notes (Residual Interest),"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)","$ 40,613",55000,"$ 36,867",55000,0,55000,0,1.7%
0,"Interdent, Inc.  (4)",Cayman Islands / Diversified Financial Services,California / Healthcare,Income Notes (Residual Interest),"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)","$ 40,613",55000,"$ 36,867",106288,0,106288,0,3.3%
0,"JHH Holdings, Inc.",Cayman Islands / Diversified Financial Services,Texas / Healthcare,Income Notes (Residual Interest),"Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)","$ 40,613",35030,"$ 36,867",35030,0,35030,0,1.1%
0,"JHH Holdings, Inc.",Cayman Islands / Diversified Financial Services,Texas / Healthcare,Income Notes (Residual Interest),"Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)","$ 40,613",35030,"$ 36,867",35030,0,35030,0,1.1%
0,"LaserShip, Inc.  (4)",Cayman Islands / Diversified Financial Services,Virginia / Transportation,Income Notes (Residual Interest),"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)","$ 40,613",-,"$ 36,867",-,0,-,0,0.0%
0,"LaserShip, Inc.  (4)",Cayman Islands / Diversified Financial Services,Virginia / Transportation,Income Notes (Residual Interest),"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)","$ 40,613",36562,"$ 36,867",36562,0,36562,0,1.1%
0,"LaserShip, Inc.  (4)",Cayman Islands / Diversified Financial Services,Virginia / Transportation,Income Notes (Residual Interest),"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)","$ 40,613",36562,"$ 36,867",36562,0,36562,0,1.1%
0,LCM XIV CLO Ltd.  (22),Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Subordinated Notes (Residual Interest),"$ 40,613",26500,"$ 36,867",26218,0,25696,0,0.8%
0,LCM XIV CLO Ltd.  (22),Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Subordinated Notes (Residual Interest),"$ 40,613",26500,"$ 36,867",26218,0,25696,0,0.8%
0,LHC Holdings Corp.,Cayman Islands / Diversified Financial Services,Florida / Healthcare,Income Notes (Residual Interest),"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)","$ 40,613",-,"$ 36,867",-,0,-,0,0.0%
0,LHC Holdings Corp.,Cayman Islands / Diversified Financial Services,Florida / Healthcare,Income Notes (Residual Interest),"Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)","$ 40,613",2165,"$ 36,867",2165,0,2165,0,0.1%
0,LHC Holdings Corp.,Cayman Islands / Diversified Financial Services,Florida / Healthcare,Income Notes (Residual Interest),Membership Interest (125 units),"$ 40,613",2165,"$ 36,867",216,0,259,0,0.0%
0,LHC Holdings Corp.,Cayman Islands / Diversified Financial Services,Florida / Healthcare,Income Notes (Residual Interest),Membership Interest (125 units),"$ 40,613",2165,"$ 36,867",2381,0,2424,0,0.1%
0,"Madison Park Funding IX, Ltd.  (22)",Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Income Notes (Residual Interest),"$ 40,613",31110,"$ 36,867",25601,0,27903,0,0.9%
0,"Madison Park Funding IX, Ltd.  (22)",Cayman Islands / Diversified Financial Services,Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),Income Notes (Residual Interest),"$ 40,613",31110,"$ 36,867",25601,0,27903,0,0.9%
0,"Material Handling Services, LLC  (4)",Cayman Islands / Diversified Financial Services,Ohio / Business Services,Income Notes (Residual Interest),"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)","$ 40,613",27160,"$ 36,867",27160,0,27160,0,0.8%
0,"Material Handling Services, LLC  (4)",Cayman Islands / Diversified Financial Services,Ohio / Business Services,Income Notes (Residual Interest),"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","$ 40,613",37387,"$ 36,867",37387,0,37387,0,1.2%
0,"Material Handling Services, LLC  (4)",Cayman Islands / Diversified Financial Services,Ohio / Business Services,Income Notes (Residual Interest),"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","$ 40,613",37387,"$ 36,867",64547,0,64547,0,2.0%
