,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
219,"ICON Health & Fitness, Inc.",Escrow Receivable,Utah / Durable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.875%, due 10/15/2016)  (3)",1000.0,43100,991.0,43297,932.0,37497,,1.3%,,
220,"ICON Health & Fitness, Inc.",Escrow Receivable,Utah / Durable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.875%, due 10/15/2016)  (3)",1000.0,43100,991.0,43297,932.0,37497,,1.3%,,
221,"IDQ Holdings, Inc.",Escrow Receivable,Texas / Automobile,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.50%, due 4/1/2017)",1000.0,12500,991.0,12310,932.0,12500,,0.4%,,
222,"IDQ Holdings, Inc.",Escrow Receivable,Texas / Automobile,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.50%, due 4/1/2017)",1000.0,12500,991.0,12310,932.0,12500,,0.4%,,
223,"ING IM CLO 2012-II, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,38070,991.0,33518,932.0,38477,,1.3%,,
224,"ING IM CLO 2012-II, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,38070,991.0,33518,932.0,38477,,1.3%,,
225,"ING IM CLO 2012-III, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,46632,991.0,42614,932.0,47322,,1.6%,,
226,"ING IM CLO 2012-III, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,46632,991.0,42614,932.0,47322,,1.6%,,
227,"ING IM CLO 2012-IV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,40613,991.0,37855,932.0,41867,,1.4%,,
228,"ING IM CLO 2012-IV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,40613,991.0,37855,932.0,41867,,1.4%,,
229,Injured Workers Pharmacy LLC,Escrow Receivable,Massachusetts / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",1000.0,22506,991.0,22506,932.0,22506,,0.8%,,
230,Injured Workers Pharmacy LLC,Escrow Receivable,Massachusetts / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",1000.0,22506,991.0,22506,932.0,22506,,0.8%,,
231,"Interdent, Inc.  (4)",Escrow Receivable,California / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",1000.0,53131,991.0,53131,932.0,53131,,1.8%,,
232,"Interdent, Inc.  (4)",Escrow Receivable,California / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",1000.0,55000,991.0,55000,932.0,55000,,1.9%,,
233,"Interdent, Inc.  (4)",Escrow Receivable,California / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",1000.0,55000,991.0,108131,932.0,108131,,3.7%,,
234,"JHH Holdings, Inc.",Escrow Receivable,Texas / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)",1000.0,35000,991.0,35000,932.0,35000,,1.2%,,
235,"JHH Holdings, Inc.",Escrow Receivable,Texas / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)",1000.0,35000,991.0,35000,932.0,35000,,1.2%,,
236,"LaserShip, Inc.  (4)",Escrow Receivable,Virginia / Transportation,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",1000.0,-,991.0,-,932.0,-,,0.0%,,
237,"LaserShip, Inc.  (4)",Escrow Receivable,Virginia / Transportation,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",1000.0,36797,991.0,36797,932.0,36797,,1.3%,,
238,"LaserShip, Inc.  (4)",Escrow Receivable,Virginia / Transportation,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",1000.0,36797,991.0,36797,932.0,36797,,1.3%,,
239,Portfolio Company,Escrow Receivable,Locale / Industry,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Investments  (1),1000.0,Principal  Value,991.0,Cost,932.0,Fair  Value  (2),,% of Net  Assets,,
240,LCM XIV CLO Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,"$ 26,500",991.0,"$ 26,161",932.0,"$ 25,732",,0.9%,,
241,LCM XIV CLO Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,"$ 26,500",991.0,26161,932.0,25732,,0.9%,,
242,LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",1000.0,-,991.0,-,932.0,-,,0.0%,,
243,LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",1000.0,2665,991.0,2665,932.0,2665,,0.1%,,
244,LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Membership Interest (125 units),1000.0,2665,991.0,216,932.0,256,,0.0%,,
245,LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Membership Interest (125 units),1000.0,2665,991.0,2881,932.0,2921,,0.1%,,
246,"Madison Park Funding IX, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,31110,991.0,26061,932.0,27703,,1.0%,,
247,"Madison Park Funding IX, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,31110,991.0,26061,932.0,27703,,1.0%,,
248,"Material Handling Services, LLC  (4)",Escrow Receivable,Ohio / Business Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",1000.0,27300,991.0,27300,932.0,27322,,0.9%,,
249,"Material Handling Services, LLC  (4)",Escrow Receivable,Ohio / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",37578.0,27300,37578,27300,37174,27322,1.3%,,,
250,"Material Handling Services, LLC  (4)",Escrow Receivable,Ohio / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",37578.0,27300,37578,64878,37174,64496,,2.2%,,
251,"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Revolving Line of Credit - $10,000 Commitment (10.00% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/9/2014)  (25)",37578.0,4000,37578,4000,37174,4000,,0.1%,,
252,"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)",37578.0,35000,37578,35000,37174,35000,,1.2%,,
253,"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)",37578.0,35000,37578,35000,37174,35000,,1.2%,,
254,"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)",37578.0,35000,37578,74000,37174,74000,,2.5%,,
255,"Maverick Healthcare, LLC",Escrow Receivable,Arizona / Healthcare,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Preferred Units (1,250,000 units)",37578.0,35000,37578,1252,37174,677,,0.0%,,
256,"Maverick Healthcare, LLC",Escrow Receivable,Arizona / Healthcare,"Common Units (1,250,000 units)","Preferred Units (1,250,000 units)",37578.0,35000,-,1252,-,677,0.0%,,,
257,"Maverick Healthcare, LLC",Escrow Receivable,Arizona / Healthcare,"Common Units (1,250,000 units)","Preferred Units (1,250,000 units)",37578.0,35000,-,1252,-,677,,0.0%,,
258,Mountain View CLO 2013-I Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Subordinated Notes (Residual Interest),37578.0,43650,-,44523,-,43056,,1.5%,,
259,Mountain View CLO 2013-I Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Subordinated Notes (Residual Interest),37578.0,43650,-,44523,-,43056,,1.5%,,
260,"National Bankruptcy Services, LLC  (4)",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",37578.0,18755,-,18755,-,11004,,0.4%,,
261,"National Bankruptcy Services, LLC  (4)",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",37578.0,18755,-,18755,-,11004,,0.4%,,
262,"Naylor, LLC  (4)",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",37578.0,-,-,-,-,-,,0.0%,,
263,"Naylor, LLC  (4)",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",37578.0,45562,-,45562,-,45562,,1.6%,,
264,"Naylor, LLC  (4)",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",37578.0,45562,-,45562,-,45562,,1.6%,,
265,Portfolio Company,Escrow Receivable,Locale / Industry,"Common Units (1,250,000 units)",Investments  (1),37578.0,Principal  Value,-,Cost,-,Fair  Value  (2),,% of Net  Assets,,
266,"NCP Finance Limited Partnership  (22), (23)",Escrow Receivable,Ohio / Consumer Finance,"Common Units (1,250,000 units)","Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4), (16)",37578.0,"$ 12,000",-,"$ 11,760",-,"$ 12,000",,0.4%,,
267,"NCP Finance Limited Partnership  (22), (23)",Escrow Receivable,Ohio / Consumer Finance,"Common Units (1,250,000 units)","Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4), (16)",37578.0,"$ 12,000",-,11760,-,12000,,0.4%,,
268,"New Century Transportation, Inc.",Escrow Receivable,New Jersey / Transportation,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",37578.0,45467,-,45467,-,43832,,1.5%,,
269,"New Century Transportation, Inc.",Escrow Receivable,New Jersey / Transportation,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",37578.0,45467,-,45467,-,43832,,1.5%,,
270,"New Star Metals, Inc.",Escrow Receivable,Indiana / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",37578.0,50405,-,50405,-,50405,,1.7%,,
271,"New Star Metals, Inc.",Escrow Receivable,Indiana / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",37578.0,50405,-,50405,-,50405,,1.7%,,
272,"Nixon, Inc.",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",37578.0,14325,-,14078,-,14325,,0.5%,,
273,"Nixon, Inc.",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",37578.0,14325,-,14078,-,14325,,0.5%,,
274,"NRG Manufacturing, Inc.",Escrow Receivable,Texas / Manufacturing,"Common Units (1,250,000 units)",Escrow Receivable,37578.0,14325,-,-,-,1040,,0.0%,,
275,"NRG Manufacturing, Inc.",Escrow Receivable,Texas / Manufacturing,"Common Units (1,250,000 units)",Escrow Receivable,37578.0,14325,-,-,-,1040,,0.0%,,
276,"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)",37578.0,-,-,-,-,-,,0.0%,,
277,"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)",37578.0,15938,-,15938,-,15938,,0.5%,,
278,"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",37578.0,15938,-,15938,-,15938,,0.5%,,
279,"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",37578.0,15938,-,31876,-,31876,,1.0%,,
280,"Octagon Investment Partners XV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Income Notes (Residual Interest),37578.0,26901,-,25578,-,26032,,0.9%,,
281,"Octagon Investment Partners XV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Income Notes (Residual Interest),37578.0,26901,-,25578,-,26032,,0.9%,,
282,"Pelican Products, Inc.  (16)",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",37578.0,15000,-,14736,-,15000,,0.5%,,
283,"Pelican Products, Inc.  (16)",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",37578.0,15000,-,14736,-,15000,,0.5%,,
284,"The Petroleum Place, Inc.",Escrow Receivable,Colorado / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",37578.0,22000,-,21698,-,22000,,0.8%,,
285,"The Petroleum Place, Inc.",Escrow Receivable,Colorado / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",37578.0,22000,-,21698,-,22000,,0.8%,,
286,Photonis Technologies SAS  (22),Escrow Receivable,France / Aerospace & Defense,"Common Units (1,250,000 units)","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",37578.0,12500,-,12126,-,12323,,0.4%,,
287,Photonis Technologies SAS  (22),Escrow Receivable,France / Aerospace & Defense,"Common Units (1,250,000 units)","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",37578.0,12500,-,12126,-,12323,,0.4%,,
288,Pinnacle (US) Acquisition Co Limited  (16),Escrow Receivable,Texas / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",37578.0,10000,-,9819,-,10000,,0.3%,,
289,Pinnacle (US) Acquisition Co Limited  (16),Escrow Receivable,Texas / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",37578.0,10000,-,9819,-,10000,,0.3%,,
290,Prince Mineral Holding Corp.,Escrow Receivable,New York / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.50%, due 12/15/2019)",37578.0,10000,-,9892,-,10000,,0.3%,,
291,Prince Mineral Holding Corp.,Escrow Receivable,New York / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.50%, due 12/15/2019)",37578.0,10000,-,9892,-,10000,,0.3%,,
292,Portfolio Company,Escrow Receivable,Locale / Industry,"Common Units (1,250,000 units)",Investments  (1),37578.0,Principal  Value,-,Cost,-,Fair  Value  (2),,% of Net  Assets,,
293,"Progrexion Holdings, Inc.  (4),(28)",Escrow Receivable,Utah / Consumer Services,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",37578.0,"$ 240,277",-,"$ 240,277",-,"$ 240,277",,8.3%,,
294,"Progrexion Holdings, Inc.  (4),(28)",Escrow Receivable,Utah / Consumer Services,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)  (3)",37578.0,"$ 240,277",-,240277,-,240277,,8.3%,,
295,"Rocket Software, Inc.  (3), (4)",Escrow Receivable,Massachusetts / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",37578.0,20000,-,19729,-,19738,,0.7%,,
296,"Rocket Software, Inc.  (3), (4)",Escrow Receivable,Massachusetts / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",37578.0,20000,-,19729,-,19738,,0.7%,,
297,"Royal Adhesives & Sealants, LLC",Escrow Receivable,Indiana / Chemicals,"Common Units (1,250,000 units)","Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)  (4), (16)",37578.0,20000,-,19605,-,19605,,0.7%,,
298,"Royal Adhesives & Sealants, LLC",Escrow Receivable,Indiana / Chemicals,"Common Units (1,250,000 units)","Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)  (4), (16)",37578.0,20000,-,19605,-,19605,,0.7%,,
299,"Ryan, LLC  (4)",Escrow Receivable,Texas / Business Services,"Common Units (1,250,000 units)","Subordinated Unsecured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",37578.0,70000,-,70000,-,70000,,2.4%,,
300,"Ryan, LLC  (4)",Escrow Receivable,Texas / Business Services,"Common Units (1,250,000 units)","Subordinated Unsecured (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",37578.0,70000,-,70000,-,70000,,2.4%,,
301,"Sandow Media, LLC",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 1.50% PIK, due 5/8/2018)  (3), (4)",37578.0,25150,-,25150,-,25150,,0.9%,,
302,"Sandow Media, LLC",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 1.50% PIK, due 5/8/2018)  (3), (4)",37578.0,25150,-,25150,-,25150,,0.9%,,
303,SESAC Holdco II LLC,Escrow Receivable,Tennessee / Media,"Common Units (1,250,000 units)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4), (16)",37578.0,6000,-,5916,-,6000,,0.2%,,
304,SESAC Holdco II LLC,Escrow Receivable,Tennessee / Media,"Common Units (1,250,000 units)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4), (16)",37578.0,6000,-,5916,-,6000,,0.2%,,
305,Skillsoft Public Limited Company  (22),Escrow Receivable,Ireland / Software & Computer Services,"Common Units (1,250,000 units)","Senior Unsecured (11.125%, due 6/1/2018)",37578.0,15000,-,14930,-,15000,,0.5%,,
306,Skillsoft Public Limited Company  (22),Escrow Receivable,Ireland / Software & Computer Services,"Common Units (1,250,000 units)","Senior Unsecured (11.125%, due 6/1/2018)",37578.0,15000,-,14930,-,15000,,0.5%,,
307,Snacks Holding Corporation,Escrow Receivable,Minnesota / Food Products,"Common Units (1,250,000 units)","Series A Preferred Stock (4,021.45 shares)",37578.0,15000,-,56,-,56,,0.0%,,
308,Snacks Holding Corporation,Escrow Receivable,"Series B Preferred Stock (1,866.10 shares)","Common Units (1,250,000 units)","Series A Preferred Stock (4,021.45 shares)",37578.0,56,-,56,-,0.0%,,,,
309,Snacks Holding Corporation,Escrow Receivable,"Series B Preferred Stock (1,866.10 shares)","Common Units (1,250,000 units)","Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",37578.0,56,-,479,-,484,,0.0%,,
310,Snacks Holding Corporation,Escrow Receivable,"Series B Preferred Stock (1,866.10 shares)","Common Units (1,250,000 units)","Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",37578.0,56,-,591,-,596,,0.0%,,
311,Portfolio Company,Escrow Receivable,Locale / Industry,"Common Units (1,250,000 units)",Investments  (1),37578.0,Principal  Value,-,Cost,-,Fair  Value  (2),,% of Net  Assets,,
312,"Spartan Energy Services, Inc.  (3)  .",Escrow Receivable,Louisiana / Energy,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)  (4)  )",37578.0,"$ 31,625",-,"$ 31,625",-,"$ 31,625",,1.1%,,
313,"Spartan Energy Services, Inc.  (3)  .",Escrow Receivable,Louisiana / Energy,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)  (4)  )",37578.0,"$ 31,625",-,31625,-,31625,,1.1%,,
314,Speedy Group Holdings Corp.,Escrow Receivable,Canada / Consumer Finance,"Common Units (1,250,000 units)","Senior Unsecured (12.00%, due 11/15/2017)  (22)",37578.0,15000,-,15000,-,15000,,0.5%,,
315,Speedy Group Holdings Corp.,Escrow Receivable,Canada / Consumer Finance,"Common Units (1,250,000 units)","Senior Unsecured (12.00%, due 11/15/2017)  (22)",37578.0,15000,-,15000,-,15000,,0.5%,,
316,"Sport Helmets Holdings, LLC  (14)",Escrow Receivable,New York / Personal & Nondurable Consumer Products,"Common Units (1,250,000 units)",Escrow Receivable,37578.0,15000,-,-,-,395,,0.0%,,
317,"Sport Helmets Holdings, LLC  (14)",Escrow Receivable,New York / Personal & Nondurable Consumer Products,"Common Units (1,250,000 units)",Escrow Receivable,37578.0,15000,-,-,-,395,,0.0%,,
318,"Stauber Performance Ingredients, Inc.  (3), (4)",Escrow Receivable,California / Food Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",37578.0,13772,-,13772,-,13772,,0.5%,,
