,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
112,Brookside Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,4/25/2013,"Residual Interest, current yield 0.00%",-,71409,1/17/2028,36300,17033,17033,11920,11920,0.4,%,%,(5)(14)(17),0.8,%,(3)(8)(10),,,,
113,California Street CLO IX Ltd.,Structured Finance,Subordinated Structured Note,4/19/2012,"Residual Interest, current yield 6.69%",-,71409,7/16/2032,58915,17033,40994,11920,27579,0.4,0.9,%,(5)(14),0.8,%,(3)(8)(10),,,,
114,California Street CLO IX Ltd.,Structured Finance,Subordinated Structured Note,4/19/2012,"Residual Interest, current yield 6.69%",-,71409,7/16/2032,58915,40994,40994,27579,27579,0.9,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
115,"Candle-Lite Company, LLC",Household Products,Senior Secured Term Loan A,1/23/2018,6.75% (3ML+ 5.50%),1.25,71409,1/23/2023,11937,40994,11937,27579,11937,0.9,0.4,%,(3)(10),0.8,%,(3)(8)(10),,,,
116,Senior Secured Term Loan B,1/23/2018,10.75% (3ML+ 9.50%),1.25,6.75% (3ML+ 5.50%),1/23/2023,12500,1/23/2023,12500,40994,12425,27579,0.4,%,(3)(10),%,(3)(10),0.8,%,(3)(8)(10),,,,
117,Senior Secured Term Loan B,1/23/2018,10.75% (3ML+ 9.50%),1.25,6.75% (3ML+ 5.50%),1/23/2023,12500,1/23/2023,12500,24437,12425,24362,0.4,0.8,%,%,(3)(10),0.8,%,(3)(8)(10),,,,
118,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,Second Lien Term Loan,10/7/2014,9.32% (6ML+ 8.25%),1.00,12500,10/7/2022,98982,24437,98790,24362,98982,0.8,3.2,%,(3)(8)(10),0.8,%,(3)(8)(10),,,,
119,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,Second Lien Term Loan,10/7/2014,9.32% (6ML+ 8.25%),1.00,12500,10/7/2022,98982,98790,98790,98982,98982,3.2,%,%,(3)(8)(10),0.8,%,(3)(8)(10),,,,
120,Carlyle C17 CLO Limited,Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 20.31%",-,12500,4/30/2031,24870,98790,15391,98982,13009,3.2,0.4,%,(5)(14),0.8,%,(3)(8)(10),,,,
121,Carlyle C17 CLO Limited,Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 20.31%",-,12500,4/30/2031,24870,15391,15391,13009,13009,0.4,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
122,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,13009,13009,0.4,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
123,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,Subordinated Structured Note,4/7/2017,"Residual Interest, current yield 17.05%",-,Legal Maturity,7/15/2030,Amortized Cost,25534,% of  Net Assets,13009,18656.0,0.4,%,15534,(5)(14),0.5,%,(5)(14),,,,
124,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,Subordinated Structured Note,4/7/2017,"Residual Interest, current yield 17.05%",-,Legal Maturity,7/15/2030,Amortized Cost,18656,% of  Net Assets,15534,18656.0,0.5,%,15534,(5)(14),0.5,%,(5)(14),,,,
125,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,8/9/2016,"Residual Interest, current yield 12.42%",-,Legal Maturity,10/22/2029,32200,18656,33536,15534,25358.0,0.5,0.8,%,(5)(14),0.5,%,(5)(14),,,,
126,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,8/9/2016,"Residual Interest, current yield 12.42%",-,Legal Maturity,10/22/2029,32200,33536,33536,25358,25358.0,0.8,%,%,(5)(14),0.5,%,(5)(14),,,,
127,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,First Lien Term Loan,5/23/2019,6.57% (6ML+ 5.50%),-,Legal Maturity,10/1/2025,6010,33536,5929,25358,5929.0,0.8,0.2,%,(3)(8)(10),0.5,%,(5)(14),,,,
128,First Lien Term Loan,5/23/2019,6.26% (3ML+ 5.50%),-,6.57% (6ML+ 5.50%),10/1/2025,3615,10/1/2025,3566,33536,3566,25358,0.1,%,(3)(8)(10),%,(3)(8)(10),0.5,%,(5)(14),,,,
129,Second Lien Term Loan,10/12/2018,9.76% (3ML+ 9.00%),-,6.57% (6ML+ 5.50%),10/1/2026,37000,10/1/2025,36443,33536,36443,25358,1.2,%,(3)(8)(10),%,(3)(8)(10),0.5,%,(5)(14),,,,
130,Second Lien Term Loan,10/12/2018,9.76% (3ML+ 9.00%),-,6.57% (6ML+ 5.50%),10/1/2026,37000,10/1/2025,36443,45938,36443,45938,1.2,1.5,%,%,(3)(8)(10),0.5,%,(5)(14),,,,
131,Cent CLO 21 Limited,Structured Finance,Subordinated Structured Note,5/15/2014,"Residual Interest, current yield 7.80%",-,37000,7/29/2030,49552,45938,38806,45938,26006.0,1.5,0.9,%,(5)(14),0.5,%,(5)(14),,,,
132,Cent CLO 21 Limited,Structured Finance,Subordinated Structured Note,5/15/2014,"Residual Interest, current yield 7.80%",-,37000,7/29/2030,49552,38806,38806,26006,26006.0,0.9,%,%,(5)(14),0.5,%,(5)(14),,,,
133,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,Subordinated Structured Note,8/2/2013,"Residual Interest, current yield 10.23%",-,37000,4/24/2031,44100,38806,29717,26006,21373.0,0.9,0.7,%,(5)(14),0.5,%,(5)(14),,,,
134,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,Subordinated Structured Note,8/2/2013,"Residual Interest, current yield 10.23%",-,37000,4/24/2031,44100,29717,29717,21373,21373.0,0.7,%,%,(5)(14),0.5,%,(5)(14),,,,
135,"CIFC Funding 2013-IV, Ltd.",Structured Finance,Subordinated Structured Note,10/22/2013,"Residual Interest, current yield 13.44%",-,37000,4/28/2031,45500,29717,33090,21373,27518.0,0.7,0.9,%,(5)(14),0.5,%,(5)(14),,,,
136,"CIFC Funding 2013-IV, Ltd.",Structured Finance,Subordinated Structured Note,10/22/2013,"Residual Interest, current yield 13.44%",-,37000,4/28/2031,45500,33090,33090,27518,27518.0,0.9,%,%,(5)(14),0.5,%,(5)(14),,,,
137,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,Subordinated Structured Note,8/5/2014,"Residual Interest, current yield 9.49%",-,37000,10/17/2030,44467,33090,31238,27518,22711.0,0.9,0.7,%,(5)(14),0.5,%,(5)(14),,,,
138,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,Subordinated Structured Note,8/5/2014,"Residual Interest, current yield 9.49%",-,37000,10/17/2030,44467,31238,31238,22711,22711.0,0.7,%,%,(5)(14),0.5,%,(5)(14),,,,
139,"CIFC Funding 2016-I, Ltd.",Structured Finance,Subordinated Structured Note,12/9/2016,"Residual Interest, current yield 9.57%",-,37000,10/21/2031,34000,31238,30096,22711,26209.0,0.7,0.9,%,(5)(14),0.5,%,(5)(14),,,,
140,"CIFC Funding 2016-I, Ltd.",Structured Finance,Subordinated Structured Note,12/9/2016,"Residual Interest, current yield 9.57%",-,37000,10/21/2031,34000,30096,30096,26209,26209.0,0.9,%,%,(5)(14),0.5,%,(5)(14),,,,
141,"Cinedigm DC Holdings, LLC",Entertainment,Senior Secured Term Loan,2/28/2013,11.00% (3ML+ 9.00%) plus 2.50% PIK,2.00,37000,3/31/2021,12107,30096,12057,26209,12107.0,0.9,0.4,%,(10)(45),0.5,%,(5)(14),,,,
142,"Cinedigm DC Holdings, LLC",Entertainment,Senior Secured Term Loan,2/28/2013,11.00% (3ML+ 9.00%) plus 2.50% PIK,2.00,37000,3/31/2021,12107,12057,12057,12107,12107.0,0.4,%,%,(10)(45),0.5,%,(5)(14),,,,
143,"Class Valuation, LLC",Real Estate Management & Development,Senior Secured Term Loan,3/12/2018,9.75% (3ML+ 8.25%),1.50,37000,3/10/2023,31747,12057,31747,12107,31747.0,0.4,1.0,%,(3)(10),0.5,%,(5)(14),,,,
144,"Class Valuation, LLC",Real Estate Management & Development,Senior Secured Term Loan,3/12/2018,9.75% (3ML+ 8.25%),1.50,37000,3/10/2023,31747,31747,31747,31747,31747.0,1.0,%,%,(3)(10),0.5,%,(5)(14),,,,
145,"Collections Acquisition Company, Inc.",Diversified Financial Services,Senior Secured Term Loan,12/3/2019,10.15% (3ML+ 7.65%),2.50,37000,6/3/2024,30165,31747,30165,31747,30165.0,1.0,1.0,%,(3)(10),0.5,%,(5)(14),,,,
146,"Collections Acquisition Company, Inc.",Diversified Financial Services,Senior Secured Term Loan,12/3/2019,10.15% (3ML+ 7.65%),2.50,37000,6/3/2024,30165,30165,30165,30165,30165.0,1.0,%,%,(3)(10),0.5,%,(5)(14),,,,
147,Columbia Cent CLO 27 Limited,Structured Finance,Subordinated Structured Note,12/18/2013,"Residual Interest, current yield 7.78%",-,37000,10/25/2028,40275,30165,23099,30165,18356.0,1.0,0.6,%,(5)(14),0.5,%,(5)(14),,,,
148,Columbia Cent CLO 27 Limited,Structured Finance,Subordinated Structured Note,12/18/2013,"Residual Interest, current yield 7.78%",-,37000,10/25/2028,40275,23099,23099,18356,18356.0,0.6,%,%,(5)(14),0.5,%,(5)(14),,,,
149,"Coverall North America, Inc.",Commercial Services & Supplies,Senior Secured Term Loan A,11/2/2015,7.00% (3ML+ 6.00%),1.00,37000,5/3/2021,2622,23099,2622,18356,2622.0,0.6,0.1,%,(3)(10),0.5,%,(5)(14),,,,
150,Senior Secured Term Loan B,11/2/2015,12.00% (3ML+ 11.00%),1.00,7.00% (3ML+ 6.00%),5/3/2021,22750,5/3/2021,22750,23099,22750,18356,0.7,%,(3)(10),%,(3)(10),0.5,%,(5)(14),,,,
151,Senior Secured Term Loan B,11/2/2015,12.00% (3ML+ 11.00%),1.00,7.00% (3ML+ 6.00%),5/3/2021,22750,5/3/2021,22750,25372,22750,25372,0.7,0.8,%,%,(3)(10),0.5,%,(5)(14),,,,
152,CP VI Bella Midco,IT Services,Second Lien Term Loan,2/26/2018,6.93% (1ML+ 6.75%),-,22750,12/29/2025,15750,25372,15711,25372,15750.0,0.8,0.5,%,(3)(8)(10),0.5,%,(5)(14),,,,
153,CP VI Bella Midco,IT Services,Second Lien Term Loan,2/26/2018,6.93% (1ML+ 6.75%),-,22750,12/29/2025,15750,15711,15711,15750,15750.0,0.5,%,%,(3)(8)(10),0.5,%,(5)(14),,,,
154,"Digital Room, LLC",Commercial Services & Supplies,First Lien Term Loan,5/29/2019,6.07% (6ML+ 5.00%),-,22750,5/21/2026,9900,15711,9785,15750,9359.0,0.5,0.3,%,(3)(8)(10),0.5,%,(5)(14),,,,
155,Second Lien Term Loan,5/30/2019,10.07% (6ML+ 9.00%),-,6.07% (6ML+ 5.00%),5/21/2027,70000,5/21/2026,70000,15711,66761,15750,2.2,%,(3)(8)(10),%,(3)(8)(10),0.5,%,(5)(14),,,,
156,Second Lien Term Loan,5/30/2019,10.07% (6ML+ 9.00%),-,6.07% (6ML+ 5.00%),5/21/2027,70000,5/21/2026,70000,79785,66761,76120,2.2,2.5,%,%,(3)(8)(10),0.5,%,(5)(14),,,,
157,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,76120,2.2,2.5,%,%,(3)(8)(10),0.5,%,(5)(14),,,,
158,"Dunn Paper, Inc.",Paper & Forest Products,First Lien Term Loan,11/27/2019,5.75% (1ML+ 4.75%),1.00,Legal Maturity,8/26/2022,Amortized Cost,4488,% of  Net Assets,76120,4393,2.5,%,4393,(3)(8)(10),0.1,%,(3)(8)(10),,,,
159,Second Lien Term Loan,10/7/2016,9.75% (1ML+ 8.75%),1.00,5.75% (1ML+ 4.75%),8/26/2023,11500,8/26/2022,11395,4488,11395,76120,0.4,%,(3)(8)(10),4393,(3)(8)(10),0.1,%,(3)(8)(10),,,,
160,Second Lien Term Loan,10/7/2016,9.75% (1ML+ 8.75%),1.00,5.75% (1ML+ 4.75%),8/26/2023,11500,8/26/2022,11395,15788,11395,15788,0.4,0.5,%,4393,(3)(8)(10),0.1,%,(3)(8)(10),,,,
161,"Easy Gardener Products, Inc.",Household Durables,Third Lien Term Loan,6/11/2020,10.31% (3ML+ 10.00%),0.25,11500,9/30/2024,3990,15788,3990,15788,3990,0.5,0.2,%,(10),0.1,%,(3)(8)(10),,,,
162,"Class A Units of EZG Holdings, LLC (200 units)",6/11/2020,Third Lien Term Loan,-,10.31% (3ML+ 10.00%),0.25,-,9/30/2024,313,15788,781,15788,-,%,(16),%,(10),0.1,%,(3)(8)(10),,,,
163,"Class B Units of EZG Holdings, LLC (12,525 units)",6/11/2020,Third Lien Term Loan,-,10.31% (3ML+ 10.00%),0.25,-,9/30/2024,1688,15788,3072,15788,0.1,%,(16),%,(10),0.1,%,(3)(8)(10),,,,
164,"Class B Units of EZG Holdings, LLC (12,525 units)",6/11/2020,Third Lien Term Loan,-,10.31% (3ML+ 10.00%),0.25,-,9/30/2024,1688,5991,3072,7843,0.1,0.3,%,%,(10),0.1,%,(3)(8)(10),,,,
165,EDSCO Holding Company LLC,Machinery,Senior Secured Term Loan,1/10/2020,7.50% (1ML+ 6.00%),1.50,-,1/10/2025,19875,5991,19875,7843,19875,0.3,0.7,%,(3)(10),0.1,%,(3)(8)(10),,,,
166,EDSCO Holding Company LLC,Machinery,Senior Secured Term Loan,1/10/2020,7.50% (1ML+ 6.00%),1.50,-,1/10/2025,19875,19875,19875,19875,19875,0.7,%,%,(3)(10),0.1,%,(3)(8)(10),,,,
167,"Engine Group, Inc. (7)",Media,Senior Secured Term Loan,9/25/2017,6.00% (1ML+ 5.00%),1.00,-,9/15/2022,4220,19875,4220,19875,3760,0.7,0.1,%,(8)(9)(10),0.1,%,(3)(8)(10),,,,
168,Second Lien Term Loan,9/25/2017,10.00% (1ML+ 9.00%),1.00,6.00% (1ML+ 5.00%),9/15/2023,35000,9/15/2022,35000,19875,2754,19875,0.1,%,(8)(9)(10),%,(8)(9)(10),0.1,%,(3)(8)(10),,,,
169,Second Lien Term Loan,9/25/2017,10.00% (1ML+ 9.00%),1.00,6.00% (1ML+ 5.00%),9/15/2023,35000,9/15/2022,35000,39220,2754,6514,0.1,0.2,%,%,(8)(9)(10),0.1,%,(3)(8)(10),,,,
170,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals",Second Lien Term Loan,12/5/2017,8.94% (3ML+ 7.50%),1.00,35000,12/1/2025,12500,39220,12415,6514,12318,0.2,0.4,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
171,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals",Second Lien Term Loan,12/5/2017,8.94% (3ML+ 7.50%),1.00,35000,12/1/2025,12500,12415,12415,12318,12318,0.4,%,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
172,"Galaxy XV CLO, Ltd.",Structured Finance,Subordinated Structured Note,2/13/2013,"Residual Interest, current yield 11.47%",-,35000,10/15/2030,50525,12415,35451,12318,24637,0.4,0.8,%,(5)(14),0.1,%,(3)(8)(10),,,,
173,"Galaxy XV CLO, Ltd.",Structured Finance,Subordinated Structured Note,2/13/2013,"Residual Interest, current yield 11.47%",-,35000,10/15/2030,50525,35451,35451,24637,24637,0.8,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
174,"Galaxy XXVII CLO, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2013,"Residual Interest, current yield 10.18%",-,35000,5/16/2031,24575,35451,16647,24637,11093,0.8,0.4,%,(5)(14),0.1,%,(3)(8)(10),,,,
175,"Galaxy XXVII CLO, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2013,"Residual Interest, current yield 10.18%",-,35000,5/16/2031,24575,16647,16647,11093,11093,0.4,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
176,"Galaxy XXVIII CLO, Ltd.",Structured Finance,Subordinated Structured Note,5/30/2014,"Residual Interest, current yield 9.89%",-,35000,7/15/2031,39905,16647,28584,11093,16973,0.4,0.6,%,(5)(14),0.1,%,(3)(8)(10),,,,
177,"Galaxy XXVIII CLO, Ltd.",Structured Finance,Subordinated Structured Note,5/30/2014,"Residual Interest, current yield 9.89%",-,35000,7/15/2031,39905,28584,28584,16973,16973,0.6,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
178,"GEON Performance Solutions, LLC",Chemicals,"Revolving Line of Credit - $3,621 Commitment",12/12/2019,7.88% (1ML+ 6.25%),1.63,35000,10/25/2024,769,28584,769,16973,767,0.6,-,%,(10)(15),0.1,%,(3)(8)(10),,,,
179,First Lien Term Loan,12/12/2019,7.88% (1ML+ 6.25%),1.63,7.88% (1ML+ 6.25%),10/25/2024,31223,10/25/2024,31068,28584,31124,16973,1.0,%,(3)(10),%,(10)(15),0.1,%,(3)(8)(10),,,,
180,First Lien Term Loan,12/12/2019,7.88% (1ML+ 6.25%),1.63,7.88% (1ML+ 6.25%),10/25/2024,31223,10/25/2024,31068,31837,31124,31891,1.0,1.0,%,%,(10)(15),0.1,%,(3)(8)(10),,,,
181,Global Tel*Link Corporation,Diversified Telecommunication Services,First Lien Term Loan,8/20/2019,4.43% (1ML+ 4.25%),-,31223,11/29/2025,9893,31837,9538,31891,9237,1.0,0.3,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
182,Second Lien Term Loan,12/4/2018,8.43% (1ML+ 8.25%),-,4.43% (1ML+ 4.25%),11/29/2026,40170,11/29/2025,39394,31837,37908,31891,1.2,%,(3)(8)(10),%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
183,Second Lien Term Loan,12/4/2018,8.43% (1ML+ 8.25%),-,4.43% (1ML+ 4.25%),11/29/2026,40170,11/29/2025,39394,48932,37908,47145,1.2,1.5,%,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
184,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,Second Lien Term Loan,5/15/2019,8.43% (1ML+ 8.25%),-,40170,5/15/2027,12500,48932,12500,47145,10755,1.5,0.4,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
185,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,Second Lien Term Loan,5/15/2019,8.43% (1ML+ 8.25%),-,40170,5/15/2027,12500,12500,12500,10755,10755,0.4,%,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
186,"H.I.G. ECI Merger Sub, Inc.",IT Services,Senior Secured Term Loan A,5/31/2018,7.00% (3ML+ 5.50%),1.50,40170,5/31/2023,43792,12500,43792,10755,44230,0.4,1.4,%,(3)(10),0.1,%,(3)(8)(10),,,,
187,Senior Secured Term Loan B,5/31/2018,12.00% (3ML+ 10.50%),1.50,7.00% (3ML+ 5.50%),5/31/2023,29900,5/31/2023,29900,12500,30199,10755,1.0,%,(3)(10),%,(3)(10),0.1,%,(3)(8)(10),,,,
188,Senior Secured Term Loan B,5/31/2018,12.00% (3ML+ 10.50%),1.50,7.00% (3ML+ 5.50%),5/31/2023,29900,5/31/2023,29900,73692,30199,74429,1.0,2.4,%,%,(3)(10),0.1,%,(3)(8)(10),,,,
189,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,Subordinated Structured Note,8/7/2012,"Residual Interest, current yield 0.00%",-,29900,8/15/2023,23187,73692,3736,74429,-,2.4,-,%,(5)(14)(17),0.1,%,(3)(8)(10),,,,
190,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,Subordinated Structured Note,8/7/2012,"Residual Interest, current yield 0.00%",-,29900,8/15/2023,23187,3736,3736,-,-,-,%,%,(5)(14)(17),0.1,%,(3)(8)(10),,,,
191,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,Subordinated Structured Note,3/8/2013,"Residual Interest, current yield 0.00%",-,29900,4/15/2025,40400,3736,19984,-,-,-,-,%,(5)(14)(17),0.1,%,(3)(8)(10),,,,
192,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,Subordinated Structured Note,3/8/2013,"Residual Interest, current yield 0.00%",-,29900,4/15/2025,40400,19984,19984,-,-,-,%,%,(5)(14)(17),0.1,%,(3)(8)(10),,,,
193,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(50),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of  Net Assets,-,-,-,%,%,(5)(14)(17),0.1,%,(3)(8)(10),,,,
194,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,Subordinated Structured Note,2/7/2014,"Residual Interest, current yield 0.00%",-,Legal Maturity,4/20/2026,Amortized Cost,24500,% of  Net Assets,-,11822,-,%,-,(5)(14)(17),-,%,(5)(14)(17),,,,
195,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,Subordinated Structured Note,2/7/2014,"Residual Interest, current yield 0.00%",-,Legal Maturity,4/20/2026,Amortized Cost,11822,% of  Net Assets,-,11822,-,%,-,(5)(14)(17),-,%,(5)(14)(17),,,,
196,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,Subordinated Structured Note,4/14/2014,"Residual Interest, current yield 0.00%",-,Legal Maturity,4/28/2025,41164,11822,21322,-,-,-,-,%,(5)(14)(17),-,%,(5)(14)(17),,,,
197,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,Subordinated Structured Note,4/14/2014,"Residual Interest, current yield 0.00%",-,Legal Maturity,4/28/2025,41164,21322,21322,-,-,-,%,%,(5)(14)(17),-,%,(5)(14)(17),,,,
198,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,Subordinated Structured Note,7/23/2015,"Residual Interest, current yield 0.00%",-,Legal Maturity,10/18/2027,39597,21322,29716,-,16694,-,0.5,%,(5)(14)(17),-,%,(5)(14)(17),,,,
199,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,Subordinated Structured Note,7/23/2015,"Residual Interest, current yield 0.00%",-,Legal Maturity,10/18/2027,39597,29716,29716,16694,16694,0.5,%,%,(5)(14)(17),-,%,(5)(14)(17),,,,
200,"Halyard MD OpCo, LLC",Media,First Lien Term Loan,8/6/2018,10.00% (3ML+ 8.00%),2.00,Legal Maturity,8/6/2023,10415,29716,10415,16694,10415,0.5,0.3,%,(3)(10),-,%,(5)(14)(17),,,,
201,"Halyard MD OpCo, LLC",Media,First Lien Term Loan,8/6/2018,10.00% (3ML+ 8.00%),2.00,Legal Maturity,8/6/2023,10415,10415,10415,10415,10415,0.3,%,%,(3)(10),-,%,(5)(14)(17),,,,
202,"HarbourView CLO VII-R, Ltd.",Structured Finance,Subordinated Structured Note,6/5/2015,"Residual Interest, current yield 0.00%",-,Legal Maturity,7/18/2031,19025,10415,12817,10415,5814,0.3,0.2,%,(5)(14)(17),-,%,(5)(14)(17),,,,
203,"HarbourView CLO VII-R, Ltd.",Structured Finance,Subordinated Structured Note,6/5/2015,"Residual Interest, current yield 0.00%",-,Legal Maturity,7/18/2031,19025,12817,12817,5814,5814,0.2,%,%,(5)(14)(17),-,%,(5)(14)(17),,,,
204,"Help/Systems Holdings, Inc.",Software,First Lien Term Loan,11/29/2019,5.75% (1ML+ 4.75%),1.00,Legal Maturity,11/19/2026,8500,12817,8425,5814,8425,0.2,0.3,%,(3)(8)(10),-,%,(5)(14)(17),,,,
205,Second Lien Term Loan,11/22/2019,9.00% (1ML+ 8.00%),1.00,5.75% (1ML+ 4.75%),11/19/2027,17500,11/19/2026,17184,12817,17184,5814,0.6,%,(3)(8)(10),%,(3)(8)(10),-,%,(5)(14)(17),,,,
206,Second Lien Term Loan,11/22/2019,9.00% (1ML+ 8.00%),1.00,5.75% (1ML+ 4.75%),11/19/2027,17500,11/19/2026,17184,25609,17184,25609,0.6,0.9,%,%,(3)(8)(10),-,%,(5)(14)(17),,,,
207,"Inpatient Care Management Company, LLC",Health Care Providers & Services,Senior Secured Term Loan,6/8/2016,9.00% (3ML+ 8.00%),1.00,17500,6/8/2021,14930,25609,14930,25609,14746,0.9,0.5,%,(3)(10),-,%,(5)(14)(17),,,,
208,"Inpatient Care Management Company, LLC",Health Care Providers & Services,Senior Secured Term Loan,6/8/2016,9.00% (3ML+ 8.00%),1.00,17500,6/8/2021,14930,14930,14930,14746,14746,0.5,%,%,(3)(10),-,%,(5)(14)(17),,,,
209,Jefferson Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,6/26/2015,"Residual Interest, current yield 9.08%",-,17500,10/20/2031,23594,14930,19252,14746,11962,0.5,0.4,%,(5)(14),-,%,(5)(14)(17),,,,
210,Jefferson Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,6/26/2015,"Residual Interest, current yield 9.08%",-,17500,10/20/2031,23594,19252,19252,11962,11962,0.4,%,%,(5)(14),-,%,(5)(14)(17),,,,
211,"K&N Parent, Inc.",Auto Components,First Lien Term Loan,3/3/2020,5.82% (6ML+ 4.75%),1.00,17500,10/20/2023,1434,19252,1244,11962,1373,0.4,-,%,(3)(8)(10),-,%,(5)(14)(17),,,,
212,Second Lien Term Loan,10/28/2016,9.82% (6ML+ 8.75%),1.00,5.82% (6ML+ 4.75%),10/21/2024,25887,10/20/2023,25532,19252,23494,11962,0.8,%,(3)(8)(10),%,(3)(8)(10),-,%,(5)(14)(17),,,,
213,Second Lien Term Loan,10/28/2016,9.82% (6ML+ 8.75%),1.00,5.82% (6ML+ 4.75%),10/21/2024,25887,10/20/2023,25532,26776,23494,24867,0.8,0.8,%,%,(3)(8)(10),-,%,(5)(14)(17),,,,
214,Keystone Acquisition Corp. (36),Health Care Providers & Services,Second Lien Term Loan,5/18/2017,10.25% (3ML+ 9.25%),1.00,25887,5/1/2025,50000,26776,50000,24867,49435,0.8,1.6,%,(3)(8)(10),-,%,(5)(14)(17),,,,
215,Keystone Acquisition Corp. (36),Health Care Providers & Services,Second Lien Term Loan,5/18/2017,10.25% (3ML+ 9.25%),1.00,25887,5/1/2025,50000,50000,50000,49435,49435,1.6,%,%,(3)(8)(10),-,%,(5)(14)(17),,,,
216,LCM XIV Ltd.,Structured Finance,Subordinated Structured Note,6/25/2013,"Residual Interest, current yield 10.41%",-,25887,7/21/2031,49934,50000,28237,49435,18634,1.6,0.6,%,(5)(14),-,%,(5)(14)(17),,,,
217,LCM XIV Ltd.,Structured Finance,Subordinated Structured Note,6/25/2013,"Residual Interest, current yield 10.41%",-,25887,7/21/2031,49934,28237,28237,18634,18634,0.6,%,%,(5)(14),-,%,(5)(14)(17),,,,
218,"Legility, LLC",Professional Services,First Lien Term Loan,2/28/2020,7.00% (3ML+ 6.00%),1.00,25887,12/17/2025,774,28237,759,18634,764,0.6,-,%,(3)(8)(10),-,%,(5)(14)(17),,,,
219,First Lien Term Loan,2/28/2020,7.00% (6ML+ 6.00%),1.00,7.00% (3ML+ 6.00%),12/17/2025,19101,12/17/2025,18739,28237,18860,18634,0.6,%,(3)(8)(10),%,(3)(8)(10),-,%,(5)(14)(17),,,,
220,First Lien Term Loan,2/28/2020,7.00% (6ML+ 6.00%),1.00,7.00% (3ML+ 6.00%),12/17/2025,19101,12/17/2025,19498,28237,19624,18634,0.6,%,(3)(8)(10),%,(3)(8)(10),-,%,(5)(14)(17),,,,
221,"LGC US FINCO, LLC",Machinery,First Lien Term Loan,1/24/2020,7.50% (1ML+ 6.50%),1.00,19101,12/20/2025,29700,28237,28870,18634,28780,%,0.9,%,(3)(8)(10),-,%,(5)(14)(17),,,,
