0,1,2,3,4,5,6,7,8,9,10,11
"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)(21)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)(21)",131125,211325,131125,211325,3.6%,5.8%,0,0.0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,211325,3000,211325,2973,0,0.1%,0.0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,3000,3000,2973,2973,0.1%,0,0.0,0
Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.65%)(11)(22)(48)",Principal Value,19500,Fair  Value(2),% of Net Assets,16916,0,0,16777.0,0.5%
Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.65%)(11)(22)(48)",Principal Value,16916,Fair  Value(2),16777,16916,0.5%,0,0.0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(20)",35342,16916,35342,16777,35342,0,1.0%,0.0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)(6)(20)",35342,35342,35342,35342,35342,1.0%,0,0.0,0
"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% default interest, due 3/18/2019)(3)(4)(21)",34922,35342,34922,35342,27805,0,0.7%,0.0,0
"Delayed Draw Term Loan – $6,000 Commitment (expires 12/31/2016)(25)",21416,-,21416,56338,17048,44853,0.5%,1.2%,0,0.0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.54%)(11)(22)",30500,56338,24565,44853,25696,0,0.7%,0.0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.54%)(11)(22)",30500,24565,24565,25696,25696,0.7%,0,0.0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.16%)(11)(22)",31110,24565,23522,25696,25868,0,0.7%,0.0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.16%)(11)(22)",31110,23522,23522,25868,25868,0.7%,0,0.0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",33702,23522,33702,25868,33702,0,0.9%,0.0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(20)",40562,74264,40562,74264,1.1%,2.0%,0,0.0,0
"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,74264,1252,74264,2037,0,0.1%,0.0,0
"Class A Common Units (1,250,000 units)",-,"Preferred Units (1,250,000 units)",-,1252,303,2340,-%,0.1%,0,0.0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.96%)(11)(22)",43650,1252,36279,2340,38974,0,1.1%,0.0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.96%)(11)(22)",43650,36279,36279,38974,38974,1.1%,0,0.0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.87%)(11)(22)(48)",47830,36279,45551,38974,45263,0,1.3%,0.0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.87%)(11)(22)(48)",47830,45551,45551,45263,45263,1.3%,0,0.0,0
"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,45551,3000,45263,3000,0,0.1%,0.0,0
"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(16)",3000,3000,3000,3000,3000,0.1%,0,0.0,0
NCP Finance Limited Partnership,Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(21)(22)",16252,3000,16021,3000,16143,0,0.4%,0.0,0
NCP Finance Limited Partnership,Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(21)(22)",16252,16021,16021,16143,16143,0.4%,0,0.0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)(6)(21)",187,16021,187,16143,-,0,-%,0.0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)(6)(21)",187,187,187,-,-,-%,0,0.0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(3)(6)(16)",14022,187,13860,-,13686,0,0.4%,0.0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(3)(6)(16)",14022,13860,13860,13686,13686,0.4%,0,0.0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.17%)(11)(22)",Principal Value,32921,Fair  Value(2),% of Net Assets,27580,0,0,28601.0,0.8%
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.17%)(11)(22)",Principal Value,27580,Fair  Value(2),28601,27580,0.8%,0,0.0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 22.18%)(11)(22)(48)",28200,27580,21530,28601,23183,0,0.6%,0.0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 22.18%)(11)(22)(48)",28200,21530,21530,23183,23183,0.6%,0,0.0,0
Onyx Payments,Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(20)(25)(26)",2000,21530,2000,23183,2000,0,0.1%,0.0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(4)(20)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(20)(25)(26)",59389,112717,59389,112717,1.6%,3.1%,0,0.0,0
Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(21)(25)(26)",2500,112717,2500,112717,2500,0,0.1%,0.0,0
"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)(21)",99000,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(21)(25)(26)",99000,200500,82591,179020,2.3%,5.0%,0,0.0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)(21)",17500,200500,17484,179020,17337,0,0.5%,0.0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)(21)",17500,17484,17484,17337,17337,0.5%,0,0.0,0
"PGX Holdings, Inc.",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(21)",135000,17484,135000,17337,135000,0,3.7%,0.0,0
"PGX Holdings, Inc.",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(21)",135000,135000,135000,135000,135000,3.7%,0,0.0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(21)(22)",10343,135000,10132,135000,10051,0,0.3%,0.0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(21)(22)",10343,10132,10132,10051,10051,0.3%,0,0.0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)(20)",7037,10132,6896,10051,6760,0,0.2%,0.0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)(20)",7037,6896,6896,6760,6760,0.2%,0,0.0,0
"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(4)(16)(20)",10000,6896,9854,6760,9850,0,0.3%,0.0,0
"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(4)(16)(20)",10000,9854,9854,9850,9850,0.3%,0,0.0,0
"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(16)(21)",10000,9854,9853,9850,9850,0,0.3%,0.0,0
"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(16)(21)",10000,9853,9853,9850,9850,0.3%,0,0.0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(20)",54091,9853,54091,9850,54091,0,1.5%,0.0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(20)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(20)",74500,128591,74500,128591,2.1%,3.6%,0,0.0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",10000,128591,9919,128591,9108,0,0.3%,0.0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",10000,9919,9919,9108,9108,0.3%,0,0.0,0
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)(20)",Principal Value,20000,Fair  Value(2),% of Net Assets,19812,0,0,20000.0,0.6%
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)(20)",Principal Value,19812,Fair  Value(2),20000,19812,0.6%,0,0.0,0
"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(16)(21)",5000,19812,4963,20000,4972,0,0.1%,0.0,0
"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(16)(21)",5000,4963,4963,4972,4972,0.1%,0,0.0,0
"Security Alarm Financing Enterprises, L.P.",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(21)",25000,4963,25000,4972,24909,0,0.7%,0.0,0
"Security Alarm Financing Enterprises, L.P.",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(21)",25000,25000,25000,24909,24909,0.7%,0,0.0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(16)(20)",10000,25000,9857,24909,9915,0,0.3%,0.0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(16)(20)",10000,9857,9857,9915,9915,0.3%,0,0.0,0
SITEL Worldwide Corporation,Tennessee / Media,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(4)(16)(21)",16000,9857,15681,9915,15680,0,0.4%,0.0,0
SITEL Worldwide Corporation,Tennessee / Media,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(4)(16)(21)",16000,15681,15681,15680,15680,0.4%,0,0.0,0
Small Business Whole Loan Portfolio,New York / Online Lending,4 small business loans purchased from Direct Capital Corporation,8,15681,8,15680,8,0,-%,0.0,0
"Subordinated Notes (Residual Interest, current yield 43.69%) in MarketPlace Loan Trust, Series 2015-OD2",15004,4 small business loans purchased from Direct Capital Corporation,3397,18409,2702,16974,0.1%,0.5%,0,0.0,0
"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)(21)",13333,18409,13333,16974,13019,0,0.3%,0.0,0
"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)(21)",13846,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)(21)",13846,27179,13402,26421,0.4%,0.7%,0,0.0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(22)",15000,27179,15000,26421,15000,0,0.4%,0.0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(22)",15000,15000,15000,15000,15000,0.4%,0,0.0,0
"Stauber Performance Ingredients, Inc.",California / Food Products,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)(20)",9524,15000,9524,15000,9524,0,0.2%,0.0,0
"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)(20)",9787,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)(20)",9787,19311,9787,19311,0.3%,0.5%,0,0.0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,19311,-,19311,-,0,-%,0.0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,-,-,-,-,-%,0,0.0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.92%)(11)(22)",28200,-,22034,-,22484,0,0.6%,0.0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.92%)(11)(22)",28200,22034,22034,22484,22484,0.6%,0,0.0,0
Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 20.76%)(11)(22)",45500,22034,34065,22484,38118,0,1.1%,0.0,0
Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 20.76%)(11)(22)",45500,34065,34065,38118,38118,1.1%,0,0.0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(22)(48)",49250,34065,42166,38118,42649,0,1.2%,0.0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.24%)(11)(22)(48)",49250,42166,42166,42649,42649,1.2%,0,0.0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.72%)(11)(22)",Principal Value,50250,Fair  Value(2),% of Net Assets,45559,0,0,44952.0,1.2%
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.72%)(11)(22)",Principal Value,45559,Fair  Value(2),44952,45559,1.2%,0,0.0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/17/2020)(3)(4)(21)",79946,45559,79946,44952,79946,0,2.2%,0.0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/17/2020)(3)(4)(21)",79946,79946,79946,79946,79946,2.2%,0,0.0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.75% (PRIME + 8.50%) plus 1.00% PIK and 2.00% default interest, due 5/24/2016)(4)(6)(16)",21542,79946,21461,79946,16860,0,0.5%,0.0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.75% (PRIME + 8.50%) plus 1.00% PIK and 2.00% default interest, due 5/24/2016)(4)(6)(16)",21542,21461,21461,16860,16860,0.5%,0,0.0,0
"Tolt Solutions, Inc.",South Carolina / Business Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)(20)",47482,21461,47482,16860,47482,0,1.3%,0.0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)(20)",48900,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)(20)",48900,96382,48900,96382,1.4%,2.7%,0,0.0,0
"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(16)(21)",5000,96382,4928,96382,4926,0,0.1%,0.0,0
"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(16)(21)",5000,4928,4928,4926,4926,0.1%,0,0.0,0
Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(20)",35363,4928,35363,4926,35363,0,1.0%,0.0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(20)",36787,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(20)",36787,72150,36787,72150,1.0%,2.0%,0,0.0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)(21)",4595,72150,4573,72150,4595,0,0.1%,0.0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)(21)",4595,4573,4573,4595,4595,0.1%,0,0.0,0
"Trinity Services Group, Inc.",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(20)",9776,4573,9776,4595,9776,0,0.3%,0.0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)(20)",100000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(20)",100000,109776,100000,109776,2.7%,3.0%,0,0.0,0
"United Sporting Companies, Inc.",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(21)",158238,109776,158238,109776,142198,0,3.9%,0.0,0
"United Sporting Companies, Inc.",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(21)",158238,158238,158238,142198,142198,3.9%,0,0.0,0
"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(20)",23100,158238,23100,142198,21559,0,0.6%,0.0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(20)",36000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(20)",36000,59100,31764,53323,0.9%,1.5%,0,0.0,0
"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $5,000 Commitment (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/15/2016)(4)(21)(25)(26)",Principal Value,2800,Fair  Value(2),% of Net Assets,2800,0,0,2800.0,0.1%
Equity,-,"Revolving Line of Credit – $5,000 Commitment (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 4/15/2016)(4)(21)(25)(26)",1,45751,-,45750,-%,1.3%,0,0.0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)(20)",17000,45751,17000,45750,15462,0,0.4%,0.0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)(20)",17000,17000,17000,15462,15462,0.4%,0,0.0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.13%)(11)(22)",38070,17000,29363,15462,31558,0,0.9%,0.0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.13%)(11)(22)",38070,29363,29363,31558,31558,0.9%,0,0.0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.63%)(11)(22)",46632,29363,36082,31558,37106,0,1.0%,0.0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.63%)(11)(22)",46632,36082,36082,37106,37106,1.0%,0,0.0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.10%)(11)(22)",40613,36082,32008,37106,33748,0,0.9%,0.0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.10%)(11)(22)",40613,32008,32008,33748,33748,0.9%,0,0.0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.52%)(11)(22)(48)",32383,32008,27810,33748,27919,0,0.8%,0.0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.52%)(11)(22)(48)",32383,27810,27810,27919,27919,0.8%,0,0.0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.05%)(11)(22)(48)",22600,27810,19805,27919,19438,0,0.5%,0.0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.05%)(11)(22)(48)",22600,19805,19805,19438,19438,0.5%,0,0.0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)(20)",16147,19805,15748,19438,15936,0,0.4%,0.0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)(20)",16147,15748,15748,15936,15936,0.4%,0,0.0,0
"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(20)",12000,15748,12000,15936,12000,0,0.3%,0.0,0
"Delayed Draw Term Loan – $3,000 Commitment (expires 12/30/2015)(25)",Colorado / Business Services,-,12000,12000,12000,12000,12000,0.3%,0,0.0,0
Wind River Resources Corporation,Utah / Oil & Gas Production,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal and 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)(4)(39)",3000,12000,3000,12000,-,0,-%,0.0,0
Net Profits Interest (5% of Equity Distributions)(7),Utah / Oil & Gas Production,-,3000,3000,3000,-,-,-%,0,0.0,0
