,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
190,,,,,,31907,,31805,,1.1%,,,,,,,,,,,,
191,Global Tel*Link Corporation,Diversified Telecommunication Services,"First Lien Term Loan (5.70% (LIBOR + 4.25%), due 11/29/2025)(3)(8)(11)",8/20/2019,9925,,9553,,8970,,0.3%,,,,,,,,,,,
192,"Second Lien Term Loan (9.70% (LIBOR + 8.25%), due 11/29/2026)(3)(8)(11)",12/4/2018,40170,,39364,,37612,,1.3%,,,,,,,,,,,,,
193,,,,,,48917,,46582,,1.6%,,,,,,,,,,,,
194,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,"Second Lien Term Loan (9.18% (LIBOR + 8.25%), due 5/15/2027)(3)(8)(13)",5/15/2019,12500,,12500,,12409,,0.4%,,,,,,,,,,,
195,,,,,,12500,,12409,,0.4%,,,,,,,,,,,,
196,"H.I.G. ECI Merger Sub, Inc.",IT Services,"Senior Secured Term Loan A (7.00% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,43904,,43904,,43868,,1.5%,,,,,,,,,,,
197,"Senior Secured Term Loan B (12.00% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,,29900,,29900,,1.0%,,,,,,,,,,,,,
198,,,,,,73804,,73768,,2.5%,,,,,,,,,,,,
199,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/15/2012,23188,,3746,,-,,-%,,,,,,,,,,,
200,,,,,,3746,,-,,-%,,,,,,,,,,,,
201,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,,19984,,-,,-%,,,,,,,,,,,
202,,,,,,19984,,-,,-%,,,,,,,,,,,,
203,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/18/2026)(5)(14)(17)",3/6/2014,24500,,11822,,-,,-%,,,,,,,,,,,
204,,,,,,11822,,-,,-%,,,,,,,,,,,,
205,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(14)(17)",4/28/2014,41164,,21322,,-,,-%,,,,,,,,,,,
206,,,,,,21322,,-,,-%,,,,,,,,,,,,
207,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 10/18/2027)(5)(14)(17)",9/3/2015,39598,,29766,,17989,,0.6%,,,,,,,,,,,
208,,,,,,29766,,17989,,0.6%,,,,,,,,,,,,
209,"Halyard MD OpCo, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (9.94% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,-,,-,,-,,-%,,,,,,,,,,,
210,"First Lien Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(3)(11)",8/6/2018,11100,,11100,,11100,,0.4%,,,,,,,,,,,,,
211,,,,,,11100,,11100,,0.4%,,,,,,,,,,,,
212,"HarbourView CLO VII-R, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.27%, due 7/18/2031)(5)(14)",6/10/2015,19025,,12817,,7121,,0.2%,,,,,,,,,,,
213,,,,,,12817,,7121,,0.2%,,,,,,,,,,,,
214,"Help/Systems Holdings, Inc.",Software,"First Lien Term Loan (5.75% (LIBOR + 4.75% with 1.00% LIBOR floor), due 11/19/2027)(3)(8)(13)",11/29/2019,8500,,8420,,8246,,0.3%,,,,,,,,,,,
215,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 11/19/2027)(3)(8)(13)",11/22/2019,17500,,17171,,17086,,0.6%,,,,,,,,,,,,,
216,,,,,,25591,,25332,,0.9%,,,,,,,,,,,,
217,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
218,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
219,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (9.46% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,,15930,,,15930,,,15637.0,,0.5%,,,,,,,,
220,,,,,,15930,,15637,,0.5%,,,,,,,,,,,,
221,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 7.00%, due 10/20/2031)(5)(14)",7/28/2015,23594,,19082,,11307,,0.4%,,,,,,,,,,,
222,,,,,,19082,,11307,,0.4%,,,,,,,,,,,,
223,"K&N Parent, Inc.",Auto Components,"First Lien Term Loan (5.82% (LIBOR + 4.75%)1.00% LIBOR floor), due 10/20/2023)(3)(8)(53)",3/3/2020,1437,,1233,,1399,,-%,,,,,,,,,,,
224,"Second Lien Term Loan (9.82% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(53)",10/28/2016,25887,,25512,,25451,,0.9%,,,,,,,,,,,,,
225,,,,,,26745,,26850,,0.9%,,,,,,,,,,,,
226,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (10.70% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,50000,,50000,,49127,,1.7%,,,,,,,,,,,
227,,,,,,50000,,49127,,1.7%,,,,,,,,,,,,
228,LCM XIV Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 11.69%, due 7/21/2031)(5)(14)",7/11/2013,49934,,28280,,18784,,0.6%,,,,,,,,,,,
229,,,,,,28280,,18784,,0.6%,,,,,,,,,,,,
230,"Legility, LLC",Professional Services,"First Lien Term Loan (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/17/2025)(3)(8)(11)",2/28/2020,774,,759,,768,,-%,,,,,,,,,,,
231,"First Lien Term Loan (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/17/2025)(3)(8)(53)",2/28/2020,19226,,18847,,19076,,0.7%,,,,,,,,,,,,,
232,,,,,,19606,,19844,,0.7%,,,,,,,,,,,,
233,"LGC US FINCO, LLC",Machinery,"First Lien Term Loan (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due12/20/2025)(3)(8)(53)",1/24/2020,29850,,28982,,28484,,1.0%,,,,,,,,,,,
234,,,,,,28982,,28484,,1.0%,,,,,,,,,,,,
235,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (10.00%, 1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,,,
236,"Class A Common Units (1,250,000 units)(16)",10/31/2007,,,-,,-,,-%,,,,,,,,,,,,,
237,,,,,,-,,-,,-%,,,,,,,,,,,,
238,"Medusind Acquisition, Inc.(9)",Health Care Providers & Services,"First Lien Term Loan (11.25% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/8/2024)(3)(11)(46)",9/30/2019,24103,,23770,,24001,,0.8%,,,,,,,,,,,
239,,,,,,23770,,24001,,0.8%,,,,,,,,,,,,
240,Mountain View CLO 2013-I Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 1.82%, due 10/15/2030)(5)(14)",5/1/2013,43650,,28877,,14707,,0.5%,,,,,,,,,,,
241,,,,,,28877,,14707,,0.5%,,,,,,,,,,,,
242,Mountain View CLO IX Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.33%, due 7/15/2031)(5)(14)",6/25/2015,47830,,29152,,25833,,0.9%,,,,,,,,,,,
243,,,,,,29152,,25833,,0.9%,,,,,,,,,,,,
244,"Octagon Investment Partners XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.97%, due 7/19/2030)(5)(14)",2/20/2013,42064,,33246,,22918,,0.8%,,,,,,,,,,,
245,,,,,,33246,,22918,,0.8%,,,,,,,,,,,,
246,Octagon Investment Partners 18-R Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 13.95%, due 4/16/2031)(5)(14)",8/17/2015,46016,,26074,,19452,,0.7%,,,,,,,,,,,
247,,,,,,26074,,19452,,0.7%,,,,,,,,,,,,
248,Pearl Intermediate Parent LLC,Health Care Providers & Services,"Second Lien Term Loan (7.24% (LIBOR + 6.25%), due 2/15/2026)(3)(8)(13)",2/28/2018,5000,,4982,,4741,,0.2%,,,,,,,,,,,
249,,,,,,4982,,4741,,0.2%,,,,,,,,,,,,
250,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
251,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
252,"PeopleConnect Holdings, LLC(10)",Interactive Media & Services,"Revolving Line of Credit – $8,918 Commitment (10.00% (LIBOR + 8.25% with 1.75% LIBOR floor), due 1/22/2025)(13)(15)",1/22/2020,,1115,,,1115,,,1115.0,,0.1%,,,,,,,,
253,"Delayed Draw Term Loan – $5,000 Commitment (10.00% (LIBOR + 8.25% with 1.75% LIBOR floor), due 1/22/2021)(11)(15)",1/22/2020,-,,-,,-,,-%,,,,,,,,,,,,,
254,"Senior Secured Term Loan (10.07% (LIBOR + 8.25% with 1.75% LIBOR floor), due 1/22/2025)(11)",1/22/2020,206006,,206006,,206006,,7.0%,,,,,,,,,,,,,
255,,,,,,207121,,207121,,7.1%,,,,,,,,,,,,
256,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan – $5,000 Commitment (10.00% (LIBOR + 7.25% with 2.75% LIBOR floor), due 5/31/2024)(3)(11)(15)",5/31/2019,2000,,2000,,2000,,0.1%,,,,,,,,,,,
257,"Senior Secured Term Loan (10.00% (LIBOR + 7.25% with 2.75% LIBOR floor), due 5/31/2024)(3)(11)",5/31/2019,22415,,22415,,22415,,0.7%,,,,,,,,,,,,,
258,,,,,,24415,,24415,,0.8%,,,,,,,,,,,,
259,"PGX Holdings, Inc.",Diversified Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(13)",9/29/2014,100091,,100091,,57239,,2.0%,,,,,,,,,,,
260,,,,,,100091,,57239,,2.0%,,,,,,,,,,,,
261,"PlayPower, Inc.",Leisure Products,"First Lien Term Loan (6.95% (LIBOR + 5.50%), due 5/10/2026)(3)(8)(11)",5/16/2019,6451,,6394,,6082,,0.2%,,,,,,,,,,,
262,,,,,,6394,,6082,,0.2%,,,,,,,,,,,,
263,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,"First Lien Term Loan (7.26% (LIBOR + 5.50% with 1.00% LIBOR floor), due 12/20/2024)(3)(8)(11)",1/5/2018,9775,,9419,,9569,,0.3%,,,,,,,,,,,
264,"Second Lien Term Loan (11.26% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/20/2025)(3)(8)(11)",1/5/2018,50000,,47507,,49749,,1.7%,,,,,,,,,,,,,
265,,,,,,56926,,59318,,2.0%,,,,,,,,,,,,
266,"RGIS Services, LLC",Commercial Services & Supplies,"Senior Secured Term Loan (9.28% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,4407,,4269,,3486,,0.1%,,,,,,,,,,,
267,"Senior Secured Term Loan (9.12% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(12)",4/20/2017,5021,,4863,,3971,,0.1%,,,,,,,,,,,,,
268,"Senior Secured Term Loan (8.95% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(3)(8)(11)",4/20/2017,10136,,9818,,8017,,0.3%,,,,,,,,,,,,,
269,,,,,,18950,,15474,,0.5%,,,,,,,,,,,,
270,RME Group Holding Company,Media,"Senior Secured Term Loan A (7.46% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,27833,,27833,,27833,,0.9%,,,,,,,,,,,
271,"Senior Secured Term Loan B (12.46% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(11)",5/4/2017,22411,,22411,,22411,,0.8%,,,,,,,,,,,,,
272,,,,,,50244,,50244,,1.7%,,,,,,,,,,,,
273,"Rocket Software, Inc.",Software,"Second Lien Term Loan (9.24% (LIBOR + 8.25%), due 11/27/2026)(3)(8)(13)",12/7/2018,50000,,49584,,46630,,1.6%,,,,,,,,,,,
274,,,,,,49584,,46630,,1.6%,,,,,,,,,,,,
275,Romark WM-R Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.25%, due 4/20/2031)(5)(14)",5/15/2014,27725,,22698,,14278,,0.5%,,,,,,,,,,,
276,,,,,,22698,,14278,,0.5%,,,,,,,,,,,,
277,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
278,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
279,Rosa Mexicano,"Hotels, Restaurants & Leisure","Revolving Line of Credit– $500 Commitment (8.96% (LIBOR + 7.50% with 1.25% LIBOR floor), due 3/29/2023)(11)(15)",3/29/2018,,500,,,500,,,467.0,,-%,,,,,,,,
280,"Senior Secured Term Loan (8.96% (LIBOR + 7.50% with 1.25% LIBOR floor), due 3/29/2023)(3)(11)",3/29/2018,22877,,22877,,21369,,0.7%,,,,,,,,,,,,,
281,,,,,,23377,,21836,,0.7%,,,,,,,,,,,,
282,"Securus Technologies Holdings, Inc.",Communications Equipment,"First Lien Term Loan (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 11/1/2024)(8)(13)",9/3/2019,9899,,9075,,8086,,0.3%,,,,,,,,,,,
283,"First Lien Term Loan (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 11/1/2024)(8)(13)",9/3/2019,25,,23,,20,,-%,,,,,,,,,,,,,
284,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 11/01/2025)(3)(8)(13)",11/3/2017,50662,,50522,,39862,,1.3%,,,,,,,,,,,,,
285,,,,,,59620,,47968,,1.6%,,,,,,,,,,,,
286,"SEOTownCenter, Inc.",IT Services,"Senior Secured Term Loan A (9.50% (LIBOR + 7.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)",4/10/2018,24881,,24881,,24881,,0.9%,,,,,,,,,,,
287,"Senior Secured Term Loan B (14.50% PIK (LIBOR + 12.50% with 2.00% LIBOR floor), due 4/07/2023)(3)(11)(46)",4/10/2018,19119,,19119,,18816,,0.6%,,,,,,,,,,,,,
288,,,,,,44000,,43697,,1.5%,,,,,,,,,,,,
289,"Shutterfly, Inc.",Internet & Direct Marketing Retail,"First Lien Term Loan (7.45% (LIBOR + 6.00% with 1.00% LIBOR floor), due 9/25/2026)(3)(8)(11)",12/9/2019,17419,,15638,,16214,,0.6%,,,,,,,,,,,
290,,,,,,15638,,16214,,0.6%,,,,,,,,,,,,
291,"Sorenson Communications, LLC",Diversified Telecommunication Services,"First Lien Term Loan (7.95% (LIBOR + 6.50%), due 4/29/2024)(3)(8)(11)",5/8/2019,9036,,8970,,8771,,0.2%,,,,,,,,,,,
292,,,,,,8970,,8771,,0.2%,,,,,,,,,,,,
293,Spectrum Holdings III Corp,Health Care Equipment & Supplies,"Second Lien Term Loan (8.07% (LIBOR + 7.00% with 1.00% LIBOR floor), due 1/31/2026)(3)(8)(53)",2/13/2018,7500,,7472,,5527,,0.2%,,,,,,,,,,,
294,,,,,,7472,,5527,,0.2%,,,,,,,,,,,,
295,"Staples, Inc.",Distributors,"First Lien Term Loan (6.52% (LIBOR + 5.00%), due 4/16/2026)(3)(8)(13)",12/3/2019,8977,,8892,,8106,,0.3%,,,,,,,,,,,
296,,,,,,8892,,8106,,0.3%,,,,,,,,,,,,
297,Strategic Materials,Household Durables,"Second Lien Term Loan (9.51% (LIBOR + 7.75% with 1.00% LIBOR floor), due 11/1/2025)(3)(8)(11)",11/1/2017,7000,,6950,,5089,,0.2%,,,,,,,,,,,
298,,,,,,6950,,5089,,0.2%,,,,,,,,,,,,
299,"Stryker Energy, LLC",Energy Equipment & Services,Overriding Royalty Interests(43),12/4/2006,,,-,,-,,-%,,,,,,,,,,,
300,,,,,,-,,-,,-%,,,,,,,,,,,,
301,Sudbury Mill CLO Ltd.,Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 1/17/2026)(5)(14)(17)",12/5/2013,28200,,13875,,2536,,0.1%,,,,,,,,,,,
302,,,,,,13875,,2536,,0.1%,,,,,,,,,,,,
303,"Symphony CLO XIV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 0.00%, due 7/14/2026)(5)(14)(17)",5/29/2014,49250,,29771,,14476,,0.5%,,,,,,,,,,,
304,,,,,,29771,,14476,,0.5%,,,,,,,,,,,,
305,"Symphony CLO XV, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 4.19%, due 1/17/2032)(5)(14)",11/17/2014,63831,,43164,,19827,,0.7%,,,,,,,,,,,
306,,,,,,43164,,19827,,0.7%,,,,,,,,,,,,
307,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
308,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
309,TGP HOLDINGS III LLC,Household Durables,"Second Lien Term Loan (10.28% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(11)",10/3/2017,,3000,,,2968,,,3000.0,,0.1%,,,,,,,,
310,,,,,,2968,,3000,,0.1%,,,,,,,,,,,,
311,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,"First Lien Term Loan (6.86% (LIBOR + 5.25% with 1.00% LIBOR floor), due 5/29/25)(8)(11)",3/6/2020,39250,,38864,,38115,,1.3%,,,,,,,,,,,
312,,,,,,38864,,38115,,1.3%,,,,,,,,,,,,
313,"Town & Country Holdings, Inc.",Distributors,"First Lien Term Loan (10.00% (LIBOR + 8.50% with 1.50% LIBOR floor), due 1/26/2023)(3)(11)",1/26/2018,164438,,164438,,161079,,5.5%,,,,,,,,,,,
314,,,,,,,164438,,161079,,5.5%,,,,,,,,,,,
315,"Transplace Holdings, Inc.",Transportation Infrastructure,"Second Lien Term Loan (9.82% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/6/2025)(3)(8)(53)",10/16/2017,28104,,27641,,27638,,0.9%,,,,,,,,,,,
316,,,,,,27641,,27638,,0.9%,,,,,,,,,,,,
317,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods","Second Lien Term Loan (11.28% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(11)",10/16/2015,37000,,36736,,34493,,1.2%,,,,,,,,,,,
318,,,,,,,36736,,34493,,1.2%,,,,,,,,,,,
319,"Upstream Newco, Inc.",Health Care Providers & Services,"First Lien Term Loan (5.49% (LIBOR + 4.50%), due 11/20/2026)(3)(8)(13)",12/2/2019,8250,,8211,,7661,,0.3%,,,,,,,,,,,
320,"Second Lien Term Loan (9.57% (LIBOR + 8.50%), due 11/20/2027)(3)(8)(53)",12/2/2019,22000,,21804,,22000,,0.7%,,,,,,,,,,,,,
321,,,,,,30015,,29661,,1.0%,,,,,,,,,,,,
322,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit – $1,000 Commitment (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2020)(13)(15)",4/15/2015,1000,,1000,,1000,,0.1%,,,,,,,,,,,
323,"Senior Secured Term Loan A (7.75% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,2996,,2996,,2996,,0.1%,,,,,,,,,,,,,
324,"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(13)",4/15/2015,18229,,18229,,18229,,0.6%,,,,,,,,,,,,,
325,Equity(16),4/15/2015,,,1,,-,,-%,,,,,,,,,,,,,
326,,,,,,22226,,22225,,0.8%,,,,,,,,,,,,
327,Venio LLC,Professional Services,"Second Lien Term Loan (4.00% plus 10.00% PIK (LIBOR + 7.50% with 2.50% LIBOR floor), due 2/19/2020)(11)(46)",2/19/2014,26955,,26955,,26955,,0.9%,,,,,,,,,,,
328,,,,,,,26955,,26955,,0.9%,,,,,,,,,,,
329,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,"Second Lien Term Loan (8.21% (LIBOR + 6.75% with 1.00% LIBOR floor), due 12/1/2025)(3)(8)(11)",12/12/2017,3000,,2989,,2852,,0.1%,,,,,,,,,,,
330,,,,,,,2989,,2852,,0.1%,,,,,,,,,,,
331,"Voya CLO 2012-4, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 6.29%, due 10/15/2030)(5)(14)",11/29/2012,40613,,30187,,21316,,0.7%,,,,,,,,,,,
332,,,,,,,30187,,21316,,0.7%,,,,,,,,,,,
333,"Voya CLO 2014-1, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 5.11%, due 4/18/2031)(5)(14)",3/13/2014,40772,,29975,,18707,,0.6%,,,,,,,,,,,
334,,,,,,,29975,,18707,,0.6%,,,,,,,,,,,
335,"Voya CLO 2016-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 7.27%, due 10/20/2031)(5)(14)",10/27/2016,28100,,26501,,18270,,0.6%,,,,,,,,,,,
336,,,,,,,26501,,18270,,0.6%,,,,,,,,,,,
337,"Voya CLO 2017-3, Ltd.",Structured Finance,"Subordinated Structured Note (Residual Interest, current yield 8.07%, due 7/20/2030)(5)(14)",7/12/2017,44885,,50175,,36733,,1.3%,,,,,,,,,,,
338,,,,,,,50175,,36733,,1.3%,,,,,,,,,,,
339,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(51),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,,
340,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,
341,"VT Topco, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (8.45% (LIBOR + 7.00%), due 8/17/2026)(3)(8)(11)",8/23/2018,,7000,,,6972,,,6992.0,,0.2%,,,,,,,,
342,,,,,,6972,,6992,,0.2%,,,,,,,,,,,,
343,Total Non-Control/Non-Affiliate Investments,,,3356316,,,2856615,,97.4%,,,,,,,,,,,,,
344,Total Portfolio Investments,,,5806638,,,5144542,,175.4%,,,,,,,,,,,,,
345,Leisure Products,28619,,-,,-,,-,,1,,28620,,,,,,,,,,
346,Machinery,48982,,-,,-,,-,,-,,48982,,,,,,,,,,
347,Media,65564,,35000,,-,,-,,-,,100564,,,,,,,,,,
348,Paper & Forest Products,4382,,11387,,-,,-,,-,,15769,,,,,,,,,,
349,Professional Services,29025,,74462,,-,,-,,-,,103487,,,,,,,,,,
350,Real Estate Management & Development,38222,,-,,-,,-,,-,,38222,,,,,,,,,,
351,Software,8420,,66755,,-,,-,,-,,75175,,,,,,,,,,
352,"Technology Hardware, Storage & Peripherals",-,,12411,,-,,-,,-,,12411,,,,,,,,,,
353,"Textiles, Apparel & Luxury Goods",171927,,36736,,-,,-,,-,,208663,,,,,,,,,,
354,Transportation Infrastructure,-,,27641,,-,,-,,-,,27641,,,,,,,,,,
355,Structured Finance (A),-,,-,,1090083,,-,,-,,1090083,,,,,,,,,,
356,Total Non-Control/Non-Affiliate,,1353968,,,912264,,,1090083.0,,,-,,,1.0,,,3356316.0,,,,
357,Total Portfolio Investment Cost,,2647228,,,1405441,,,1090083.0,,,42836,,,621050.0,,,5806638.0,,,,
358,Distributors,169185,,-,,-,,-,,-,,169185,,5.8,%,,,,,,,
359,Diversified Consumer Services,-,,57239,,-,,-,,-,,57239,,2.0,%,,,,,,,
360,Diversified Financial Services,30216,,-,,-,,-,,-,,30216,,1.0,%,,,,,,,
361,Diversified Telecommunication Services,17741,,37612,,-,,-,,-,,55353,,1.9,%,,,,,,,
362,"Electronic Equipment, Instruments & Components",-,,-,,-,,-,,2337,,2337,,0.1,%,,,,,,,
363,Entertainment,50320,,-,,-,,-,,-,,50320,,1.7,%,,,,,,,
364,Food Products,-,,25000,,-,,-,,-,,25000,,0.9,%,,,,,,,
365,Health Care Equipment & Supplies,-,,5527,,-,,-,,-,,5527,,0.2,%,,,,,,,
366,Health Care Providers & Services,155186,,111620,,-,,-,,-,,266806,,9.1,%,,,,,,,
367,"Hotels, Restaurants & Leisure",21836,,-,,-,,-,,-,,21836,,0.7,%,,,,,,,
368,Household Durables,4799,,8089,,-,,-,,-,,12888,,0.4,%,,,,,,,
369,Household Products,23848,,-,,-,,-,,-,,23848,,0.8,%,,,,,,,
370,Insurance,-,,2852,,-,,-,,-,,2852,,0.1,%,,,,,,,
371,Interactive Media & Services,207121,,-,,-,,-,,-,,207121,,7.1,%,,,,,,,
372,Internet & Direct Marketing Retail,16214,,-,,-,,-,,-,,16214,,0.6,%,,,,,,,
373,IT Services,117465,,85750,,-,,-,,-,,203215,,6.9,%,,,,,,,
374,Leisure Products,28307,,-,,-,,-,,-,,28307,,1.0,%,,,,,,,
375,Machinery,48484,,-,,-,,-,,-,,48484,,1.7,%,,,,,,,
376,Media,64963,,18380,,-,,-,,-,,83343,,2.8,%,,,,,,,
377,Paper & Forest Products,4363,,11122,,-,,-,,-,,15485,,0.5,%,,,,,,,
378,Professional Services,29413,,76704,,-,,-,,-,,106117,,3.6,%,,,,,,,
379,Real Estate Management & Development,38222,,-,,-,,-,,-,,38222,,1.3,%,,,,,,,
380,Software,8246,,63716,,-,,-,,-,,71962,,2.5,%,,,,,,,
381,"Technology Hardware, Storage & Peripherals",-,,11851,,-,,-,,-,,11851,,0.4,%,,,,,,,
382,"Textiles, Apparel & Luxury Goods",170497,,34493,,-,,-,,-,,204990,,7.0,%,,,,,,,
383,Transportation Infrastructure,-,,27638,,-,,-,,-,,27638,,0.9,%,,,,,,,
384,Structured Finance (A),-,,-,,704403,,-,,-,,704403,,24.0,%,,,,,,,
385,Total Non-Control/Non-Affiliate,,1323076,,,826799,,,704403,,,-,,,2337,,,2856615.0,97.4,%,,
386,Fair Value % of Net Assets,45.1,%,28.2,%,24.0,%,-,%,0.1,%,97.4,%,,,,,,,,,
387,Total Portfolio,,2292398,,,1222294,,,704403,,,48263,,,877184,,,5144542.0,175.4,%,,
388,Fair Value % of Net Assets,78.2,%,41.7,%,24.0,%,1.6,%,29.9,%,175.4,%,,,,,,,,,
389,Health Care Providers & Services,248872,,-,,-,,-,,-,,1,,248873,,,,,,,,
390,Machinery,-,,28622,,-,,-,,-,,6866,,35488,,,,,,,,
391,Media,3114,,-,,-,,-,,-,,12869,,15983,,,,,,,,
392,Online Lending,172000,,-,,-,,-,,-,,100949,,272949,,,,,,,,
393,Personal Products,212969,,-,,-,,-,,-,,25000,,237969,,,,,,,,
394,Trading Companies & Distributors,63213,,-,,-,,-,,-,,-,,63213,,,,,,,,
395,Total Control Investments,,1428245,,,377228,,,-,,,-,,,6915,,,573418,,2385806.0,,
396,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,
397,Distributors,,-,,,127091,,,-,,,-,,,-,,,-,,127091.0,,
