0,1,2,3,4,5,6,7,8,9,10,11
"InterDent, Inc.",California / Health Care Providers & Services,"Senior Secured Term Loan A (6.27% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",Principal Value,79097,Fair  Value(2),% of Net Assets,79097,0,0,79097.0,2.3%
"Senior Secured Term Loan B (11.27% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(12)",131125,"Senior Secured Term Loan A (6.27% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",131125,210222,131125,210222,3.8%,6.1%,0,0,0
JD Power and Associates,California / Professional Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",15000,210222,14784,210222,15000,0,0.4%,0,0
JD Power and Associates,California / Professional Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(10)(11)",15000,14784,14784,15000,15000,0.4%,0,0,0
Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.32%, due 7/20/2027)(5)(6)(13)",19500,14784,16946,15000,15376,0,0.4%,0,0
Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.32%, due 7/20/2027)(5)(6)(13)",19500,16946,16946,15376,15376,0.4%,0,0,0
"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/20/2024)(8)(10)(11)",13000,16946,12745,15376,12745,0,0.4%,0,0
"K&N Parent, Inc.",California / Auto Components,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/20/2024)(8)(10)(11)",13000,12745,12745,12745,12745,0.4%,0,0,0
"Keystone Peer Review Organization Holdings, Inc.",Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (11.75% (PRIME + 8.00%) with 3.75% PRIME floor), due 7/28/2023)(8)(10)",45000,12745,45000,12745,45000,0,1.3%,0,0
"Keystone Peer Review Organization Holdings, Inc.",Pennsylvania / Health Care Providers & Services,"Second Lien Term Loan (11.75% (PRIME + 8.00%) with 3.75% PRIME floor), due 7/28/2023)(8)(10)",45000,45000,45000,45000,45000,1.3%,0,0,0
"LaserShip, Inc.",Virginia / Road & Rail,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",34189,45000,34189,45000,34189,0,1.0%,0,0
"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",20990,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(10)(12)",20990,55179,20990,55179,0.6%,1.6%,0,0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.91%, due 7/15/2025)(5)(13)",30500,55179,22027,55179,22226,0,0.6%,0,0
LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.91%, due 7/15/2025)(5)(13)",30500,22027,22027,22226,22226,0.6%,0,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.22%, due 8/15/2022)(5)(13)",43110,22027,28989,22226,28091,0,0.8%,0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.22%, due 8/15/2022)(5)(13)",43110,28989,28989,28091,28091,0.8%,0,0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",33802,28989,33802,28091,33802,0,1.0%,0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,79364,45562,79364,1.3%,2.3%,0,0,0
"Maverick Healthcare Equity, LLC",Arizona / Health Care Providers & Services,"Preferred Units (1,250,000 units)(39)",45562,1252,45562,1738,1.3%,0.1%,0,0,0
"Class A Common Units (1,250,000 units)(39)",Arizona / Health Care Providers & Services,-,45562,1252,45562,1738,1.3%,0.1%,0,0,0
Mineral Fusion Natural Brands(30),Colorado / Personal Products,Membership Interest (1.43%)(39),45562,-,45562,115,1.3%,-%,0,0,0
Mineral Fusion Natural Brands(30),Colorado / Personal Products,Membership Interest (1.43%)(39),45562,-,45562,115,1.3%,-%,0,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.40%, due 4/12/2024)(5)(13)",43650,-,30835,115,29821,0,0.9%,0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.40%, due 4/12/2024)(5)(13)",43650,30835,30835,29821,29821,0.9%,0,0,0
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.21%, due 7/15/2027)(5)(6)(13)",Principal Value,47830,Fair  Value(2),% of Net Assets,41924,0,0,41550.0,1.2%
Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.21%, due 7/15/2027)(5)(6)(13)",Principal Value,41924,Fair  Value(2),41550,41924,1.2%,0,0,0
National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (11.75% (PRIME + 8.00%) with 3.75% PRIME floor), due 12/8/2022)(8)(10)",15400,41924,15172,41550,15172,0,0.4%,0,0
National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (11.75% (PRIME + 8.00%) with 3.75% PRIME floor), due 12/8/2022)(8)(10)",15400,15172,15172,15172,15172,0.4%,0,0,0
NCP Finance Limited Partnership(31),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(12)(13)",27039,15172,26486,15172,25687,0,0.7%,0,0
NCP Finance Limited Partnership(31),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(12)(13)",27039,26486,26486,25687,25687,0.7%,0,0,0
"Nixon, Inc.","California / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan (9.50% plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 7/1/2016, due 4/16/2018)(8)",15413,26486,14197,25687,7334,0,0.2%,0,0
"Nixon, Inc.","California / Textiles, Apparel & Luxury Goods","Senior Secured Term Loan (9.50% plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 7/1/2016, due 4/16/2018)(8)",15413,14197,14197,7334,7334,0.2%,0,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.23%, due 1/19/2025)(5)(13)",32921,14197,24984,7334,22018,0,0.6%,0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.23%, due 1/19/2025)(5)(13)",32921,24984,24984,22018,22018,0.6%,0,0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.44%, due 12/16/2024)(5)(6)(13)",28200,24984,18856,22018,17946,0,0.5%,0,0
"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.44%, due 12/16/2024)(5)(6)(13)",28200,18856,18856,17946,17946,0.5%,0,0,0
Outerwall Inc.,Washington / Diversified Consumer Services,"Senior Secured Term Loan B (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/27/2024)(3)(8)(10)(11)",40000,18856,39421,17946,40000,0,1.2%,0,0
Outerwall Inc.,Washington / Diversified Consumer Services,"Senior Secured Term Loan B (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 9/27/2024)(3)(8)(10)(11)",40000,39421,39421,40000,40000,1.2%,0,0,0
Pacific World Corporation,California / Personal Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",8000,39421,8000,40000,8000,0,0.2%,0,0
"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(12)",97750,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",97750,203500,70659,171874,2.1%,5.0%,0,0,0
"Pelican Products, Inc.",California / Leisure Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(12)",17500,203500,17488,171874,16862,0,0.5%,0,0
"Pelican Products, Inc.",California / Leisure Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(12)",17500,17488,17488,16862,16862,0.5%,0,0,0
"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Internet Software & Services,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",-,17488,-,16862,-,0,-%,0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20760,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",20760,40780,20528,40376,0.6%,1.2%,0,0,0
"PGX Holdings, Inc.(33)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(12)",143767,40780,143767,40376,143767,0,4.2%,0,0
"PGX Holdings, Inc.(33)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(12)",143767,143767,143767,143767,143767,4.2%,0,0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(13)",Principal Value,9927,Fair  Value(2),% of Net Assets,9783,0,0,8731.0,0.3%
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(13)",Principal Value,9783,Fair  Value(2),8731,9783,0.3%,0,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Energy Equipment & Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,9783,6932,8731,5317,0,0.2%,0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Energy Equipment & Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,6932,6932,5317,5317,0.2%,0,0,0
"PlayPower, Inc.",North Carolina / Commercial Services & Supplies,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,6932,10868,5317,11000,0,0.3%,0,0
"PlayPower, Inc.",North Carolina / Commercial Services & Supplies,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,10868,10868,11000,11000,0.3%,0,0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",53546,10868,53546,11000,53546,0,1.5%,0,0
"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,"Senior Secured Term Loan A (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,128046,71696,125242,2.1%,3.6%,0,0,0
Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,128046,9944,125242,9635,0,0.3%,0,0
Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,9944,9944,9635,9635,0.3%,0,0,0
"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(8)(10)(11)",50000,9944,49045,9635,50000,0,1.4%,0,0
"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(8)(10)(11)",50000,9944,49045,9635,50000,0,1.4%,0,0
"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(3)(8)(10)(11)",5000,9944,4969,9635,5000,0,0.1%,0,0
"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(3)(8)(10)(11)",5000,4969,4969,5000,5000,0.1%,0,0,0
"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(12)",20000,4969,19495,5000,20000,0,0.6%,0,0
"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(12)",20000,19495,19495,20000,20000,0.6%,0,0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(8)(10)(12)",10000,19495,9892,20000,9892,0,0.3%,0,0
SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(8)(10)(12)",10000,9892,9892,9892,9892,0.3%,0,0,0
SITEL Worldwide Corporation,Tennessee / Diversified Consumer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(8)(10)(11)",19000,9892,18543,9892,18543,0,0.5%,0,0
SITEL Worldwide Corporation,Tennessee / Diversified Consumer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(3)(8)(10)(11)",19000,18543,18543,18543,18543,0.5%,0,0,0
Small Business Whole Loan Portfolio(36),New York / Online Lending,"1,214 Individual Small Business Loans purchased from On Deck Capital, Inc.",14927,18543,14927,18543,14292,0,0.4%,0,0
Small Business Whole Loan Portfolio(36),New York / Online Lending,"1,214 Individual Small Business Loans purchased from On Deck Capital, Inc.",14927,14927,14927,14292,14292,0.4%,0,0,0
"Spartan Energy Services, Inc.",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",13156,14927,12494,14292,10724,0,0.3%,0,0
"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",14920,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(10)(12)",13669,26163,-,10724,-%,0.3%,0,0,0
"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests(9),13669,-,-,-,-%,-%,0,0,0
"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests(9),13669,-,-,-,-%,-%,0,0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.89%, due 1/17/2026)(5)(13)",Principal Value,28200,Fair  Value(2),% of Net Assets,19846,0,0,17003.0,0.5%
Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.89%, due 1/17/2026)(5)(13)",Principal Value,19846,Fair  Value(2),17003,19846,0.5%,0,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.82%, due 7/14/2026)(5)(6)(13)",49250,19846,37520,17003,35460,0,1.0%,0,0
Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.82%, due 7/14/2026)(5)(6)(13)",49250,37520,37520,35460,35460,1.0%,0,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.33%, due 10/17/2026)(5)(13)",50250,37520,41807,35460,38872,0,1.1%,0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.33%, due 10/17/2026)(5)(13)",50250,41807,41807,38872,38872,1.1%,0,0,0
"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,41807,13897,38872,13897,0,0.4%,0,0
"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,13897,13897,13897,13897,0.4%,0,0,0
Traeger Pellet Grills LLC,Oregon / Household Durables,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",33956,13897,33956,13897,33956,0,1.0%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36319,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(10)(11)",36319,70275,36319,70275,1.0%,2.0%,0,0,0
"Transaction Network Services, Inc.",Virginia / IT Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(3)(8)(10)(11)",4410,70275,4394,70275,4394,0,0.1%,0,0
"Transaction Network Services, Inc.",Virginia / IT Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(3)(8)(10)(11)",4410,4394,4394,4394,4394,0.1%,0,0,0
"United Sporting Companies, Inc.(38)",South Carolina / Leisure Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(10)(12)",140847,4394,140847,4394,140847,0,4.1%,0,0
"United Sporting Companies, Inc.(38)",South Carolina / Leisure Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(10)(12)",140847,140847,140847,140847,140847,4.1%,0,0,0
"Universal Fiber Systems, LLC",Virginia / Chemicals,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,140847,36393,140847,37000,0,1.1%,0,0
"Universal Fiber Systems, LLC",Virginia / Chemicals,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(12)",37000,36393,36393,37000,37000,1.1%,0,0,0
"Universal Turbine Parts, LLC",Alabama / Aerospace & Defense,"Senior Secured Term Loan A (6.75% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32338,36393,32338,37000,32338,0,0.9%,0,0
"Senior Secured Term Loan B (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,"Senior Secured Term Loan A (6.75% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(11)",32500,64838,32500,64838,1.0%,1.9%,0,0,0
"USG Intermediate, LLC",Texas / Leisure Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(10)(12)(14)",1000,64838,1000,64838,1000,0,-%,0,0
Equity(39),19755,1,19755,36888,19755,36887,0.6%,1.1%,0,0,0
Venio LLC,Pennsylvania / Diversified Consumer Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",17000,36888,16485,36887,8909,0,0.3%,0,0
Venio LLC,Pennsylvania / Diversified Consumer Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",17000,16485,16485,8909,8909,0.3%,0,0,0
Vivid Seats LLC,Illinois / Internet & Direct Marketing Retail,"Second Lien Term Loan (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 10/12/2023)(8)(10)(11)",Principal Value,22500,Fair  Value(2),% of Net Assets,22066,0,0,22066.0,0.6%
Vivid Seats LLC,Illinois / Internet & Direct Marketing Retail,"Second Lien Term Loan (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 10/12/2023)(8)(10)(11)",Principal Value,22066,Fair  Value(2),22066,22066,0.6%,0,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.82%, due 10/15/2022)(5)(13)",38070,22066,27292,22066,26744,0,0.8%,0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.82%, due 10/15/2022)(5)(13)",38070,27292,27292,26744,26744,0.8%,0,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.27%, due 10/15/2022)(5)(13)",46632,27292,33421,26744,30889,0,0.9%,0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.27%, due 10/15/2022)(5)(13)",46632,33421,33421,30889,30889,0.9%,0,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.91%, due 10/15/2023)(5)(13)",40613,33421,31376,30889,33740,0,1.0%,0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.91%, due 10/15/2023)(5)(13)",40613,31376,31376,33740,33740,1.0%,0,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.53%, due 4/18/2026)(5)(6)(13)",32383,31376,25028,33740,27638,0,0.8%,0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.53%, due 4/18/2026)(5)(6)(13)",32383,25028,25028,27638,27638,0.8%,0,0,0
"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.31%, due 10/18/2027%)(5)(6)(13)",28100,25028,27216,27638,26529,0,0.8%,0,0
"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.31%, due 10/18/2027%)(5)(6)(13)",28100,27216,27216,26529,26529,0.8%,0,0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.20%, due 4/20/2026)(5)(6)(13)",22600,27216,17289,26529,14997,0,0.4%,0,0
Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.20%, due 4/20/2026)(5)(6)(13)",22600,17289,17289,14997,14997,0.4%,0,0,0
"Water Pik, Inc.",Colorado / Personal Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",14448,17289,14143,14997,14448,0,0.5%,0,0
"Water Pik, Inc.",Colorado / Personal Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(3)(8)(10)(11)",14448,14143,14143,14448,14448,0.5%,0,0,0
"Wheel Pros, LLC",Colorado / Auto Components,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",12000,14143,12000,14448,11941,0,0.4%,0,0
"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,17460,5460,17401,0.2%,0.6%,0,0,0
