,0,1,2,3,4,5,6,7,8,9,10,11,12
226,National Home Healthcare Corp.,Michigan / Health Care Providers & Services,"Second Lien Term Loan (10.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 12/8/2022)(3)(8)(10)(13)",15407,,15209,,15407,,0.5%,,,
227,,,,,15209,,15407,,0.5%,,,,
228,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(13)(14)",26800,,26440,,26269,,0.8%,,,
229,,,,,26440,,26269,,0.8%,,,,
230,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 14.48%, due 7/19/2030)(5)(14)",42064,,30368,,24346,,0.7%,,,
231,,,,,30368,,24346,,0.7%,,,,
232,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
233,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
234,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
235,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 11.58%, due 12/16/2024)(5)(6)(14)",,28200,,,17927,,,15900.0,,0.5%
236,,,,,17927,,15900,,0.5%,,,,
237,Pacific World Corporation,California / Personal Products,"Revolving Line of Credit – $21,000 Commitment (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 9/26/2020)(10)(13)(15)",14725,,14725,,14725,,0.4%,,,
238,"Senior Secured Term Loan A (6.49% (LIBOR + 5.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",97250,,97250,,95322,,2.9%,,,,,
239,"Senior Secured Term Loan B (10.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(13)",97250,,97250,,72866,,2.2%,,,,,
240,"Common Stock (6,778,414 units)(16)",,,-,,-,,-%,,,,,
241,,,,,209225,,182913,,5.6%,,,,
242,"Pelican Products, Inc.",California / Chemicals,"Second Lien Term Loan (9.58% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(11)",17500,,17490,,16905,,0.5%,,,
243,,,,,17490,,16905,,0.5%,,,,
244,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Internet Software & Services,"Revolving Line of Credit – $1,000 Commitment (9.80% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/2018)(10)(11)(15)",,,-,,-,,-%,,,
245,"Senior Secured Term Loan A (6.80% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",19427,,19427,,19427,,0.6%,,,,,
246,"Senior Secured Term Loan B (12.80% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20463,,20463,,20463,,0.6%,,,,,
247,,,,,39890,,39890,,1.2%,,,,
248,"PGX Holdings, Inc.(40)",Utah / Diversified Consumer Services,"Second Lien Term Loan (10.24% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(13)",134668,,134668,,134668,,4.1%,,,
249,,,,,134668,,134668,,4.1%,,,,
250,Photonis Technologies SAS,"France / Electronic Equipment, Instruments & Components","First Lien Term Loan (8.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(11)(14)",9872,,9768,,8480,,0.3%,,,
251,,,,,9768,,8480,,0.3%,,,,
252,Pinnacle (US) Acquisition Co. Limited,Texas / Software,"Second Lien Term Loan (10.55% (LIBOR + 9.25% with 1.25% LIBOR floor), in non-accrual status effective 7/1/2017, due 8/3/2020)(8)(10)(11)",7037,,6947,,6333,,0.2%,,,
253,,,,,6947,,6333,,0.2%,,,,
254,"PlayPower, Inc.",North Carolina / Leisure Products,"Second Lien Term Loan (10.08% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,,10886,,11000,,0.3%,,,
255,,,,,10886,,11000,,0.3%,,,,
256,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (8.30% (LIBOR + 7.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",53000,,53000,,47693,,1.5%,,,
257,"Senior Secured Term Loan B (13.30% (LIBOR + 12.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,,74500,,60453,,1.8%,,,,,
258,,,,,127500,,108146,,3.3%,,,,
259,Prince Mineral Holding Corp.,New York / Metals & Mining,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,,9958,,10000,,0.3%,,,
260,,,,,9958,,10000,,0.3%,,,,
261,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
262,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
263,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
264,"RGIS Services, LLC",Michigan / Commercial Services & Supplies,"Senior Secured Term Loan (8.83% (LIBOR + 7.50% with 1.00% LIBOR floor), due 3/31/2023)(8)(10)(11)",,30884,,,30208,,,28832.0,,0.9%
265,,,,,30208,,28832,,0.9%,,,,
266,RME Group Holding Company,Florida / Media,"Senior Secured Term Loan A (7.33% (LIBOR + 6.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",37313,,37313,,37313,,1.1%,,,
267,"Senior Secured Term Loan B (12.33% (LIBOR + 11.00% with 1.00% LIBOR floor), due 5/4/2022)(3)(10)(11)",24938,,24938,,24938,,0.8%,,,,,
268,,,,,62251,,62251,,1.9%,,,,
269,"Rocket Software, Inc.",Massachusetts / Software,"Second Lien Term Loan (10.83% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/14/2024)(3)(8)(10)(11)",50000,,49125,,50000,,1.5%,,,
270,,,,,49125,,50000,,1.5%,,,,
271,"SCS Merger Sub, Inc.",Texas / IT Services,"Second Lien Term Loan (10.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(13)",20000,,19549,,20000,,0.6%,,,
272,,,,,19549,,20000,,0.6%,,,,
273,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (8.49% (LIBOR + 7.25% with 1.00% LIBOR floor), due 2/23/2025)(8)(10)(13)",3000,,2972,,2972,,0.1%,,,
274,,,,,2972,,2972,,0.1%,,,,
275,Small Business Whole Loan Portfolio(41),New York / Online Lending,"436 Small Business Loans purchased from On Deck Capital, Inc.",6050,,6050,,5669,,0.2%,,,
276,,,,,6050,,5669,,0.2%,,,,
277,"Spartan Energy Services, Inc.",Louisiana / Energy Equipment & Services,"Senior Secured Term Loan A (7.24% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",13156,,11678,,8946,,0.3%,,,
278,"Senior Secured Term Loan B (13.24% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2018)(10)(13)",16469,,13669,,-,,-%,,,,,
279,,,,,25347,,8946,,0.3%,,,,
280,"Stryker Energy, LLC","Ohio / Oil, Gas & Consumable Fuels",Overriding Royalty Interests (43),,,-,,-,,-%,,,
281,,,,,,-,,-,,-%,,,
282,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.82%, due 1/17/2026)(5)(14)",28200,,19256,,16027,,0.5%,,,
283,,,,,19256,,16027,,0.5%,,,,
284,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 6.35%, due 7/14/2026)(5)(6)(14)",49250,,35886,,30386,,0.9%,,,
285,,,,,35886,,30386,,0.9%,,,,
286,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.46%, due 10/17/2026)(5)(14)",50250,,40711,,34932,,1.1%,,,
287,,,,,40711,,34932,,1.1%,,,,
288,"TouchTunes Interactive Networks, Inc.",New York / Internet Software & Services,"Second Lien Term Loan (9.57% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(3)(8)(10)(11)",14000,,13912,,14000,,0.4%,,,
289,,,,,13912,,14000,,0.4%,,,,
290,TGP HOLDINGS III LLC,Oregon / Household Durables,"Second Lien Term Loan (9.83% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/25/2025)(8)(10)(11)",3000,,2955,,3000,,0.1%,,,
291,,,,,2955,,3000,,0.1%,,,,
292,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
293,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
294,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
295,"Turning Point Brands, Inc.(42)",Kentucky / Tobacco,"Second Lien Term Loan (11.00%, due 8/17/2022)(3)(8)",,14500,,,14372,,,14263.0,,0.4%
296,,,,,14372,,14263,,0.4%,,,,
297,"United Sporting Companies, Inc.(18)",South Carolina / Distributors,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor) plus 2.00% PIK, in non-accrual status effective 4/1/2017, due 11/16/2019)(3)(10)(13)",142275,,136284,,65256,,2.0%,,,
298,"Common Stock (24,967 shares)(16)",,-,,-,,-%,,,,,,
299,,,,,136284,,65256,,2.0%,,,,
300,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.74% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(8)(10)(13)",37000,,36472,,37000,,1.1%,,,
301,,,,,36472,,37000,,1.1%,,,,
302,"Universal Turbine Parts, LLC",Alabama / Trading Companies & Distributors,"Senior Secured Term Loan A (6.98% (LIBOR + 5.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32013,,32013,,30067,,0.9%,,,
303,"Senior Secured Term Loan B (12.98% (LIBOR + 11.75% with 1.00% LIBOR floor), due 7/22/2021)(3)(10)(13)",32500,,32500,,29924,,0.9%,,,,,
304,,,,,64513,,59991,,1.8%,,,,
305,"USG Intermediate, LLC",Texas / Leisure Products,"Revolving Line of Credit – $2,500 Commitment (10.49% (LIBOR + 9.25% with 1.00% LIBOR floor), due 8/24/2018)(10)(13)(15)",2500,,2500,,2500,,0.1%,,,
306,"Senior Secured Term Loan A (7.99% (LIBOR + 6.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(10)(13)",14396,,14396,,14396,,0.4%,,,,,
307,"Senior Secured Term Loan B (12.99% (LIBOR + 11.75% with 1.00% LIBOR floor), due 8/24/2022)(3)(10)(13)",21646,,21646,,21646,,0.7%,,,,,
308,Equity(16),,1,,-,,-%,,,,,,
309,,,,,38543,,38542,,1.2%,,,,
310,"VC GB Holdings, Inc.",Illinois / Household Durables,"Subordinated Secured Term Loan (9.24% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/28/2025)(3)(8)(10)(13)",20000,,19721,,20000,,0.6%,,,
311,,,,,19721,,20000,,0.6%,,,,
312,Venio LLC,Pennsylvania / Professional Services,"Second Lien Term Loan (4.00% plus PIK 10.00% (LIBOR + 7.50% with 2.50% LIBOR floor), in non-accrual status effective 12/31/15, due 2/19/2020)(10)(11)",20442,,15897,,16248,,0.5%,,,
313,,,,,15897,,16248,,0.5%,,,,
314,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",38070,,1122,,1637,,-%,,,
315,,,,,1122,,1637,,-%,,,,
316,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 0.00%, due 10/15/2022)(5)(14)(17)",46632,,531,,1720,,0.1%,,,
317,,,,,531,,1720,,0.1%,,,,
318,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 12.96%, due 10/15/2028)(5)(14)",40613,,30903,,29515,,0.9%,,,
319,,,,,30903,,29515,,0.9%,,,,
320,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.05%, due 4/18/2026)(5)(6)(14)",32383,,24323,,24373,,0.7%,,,
321,,,,,24323,,24373,,0.7%,,,,
322,"Voya CLO 2016-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.80%, due 10/18/2027)(5)(6)(14)",28100,,27079,,22384,,0.7%,,,
323,,,,,27079,,22384,,0.7%,,,,
324,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,
325,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,
326,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,
327,"Voya CLO 2017-3, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.65%, due 7/20/2030)(5)(6)(14)",,44885,,,46340,,,42581.0,,1.3%
328,,,,,46340,,42581,,1.3%,,,,
329,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 7.06%, due 4/20/2026)(5)(6)(14)",22600,,16344,,13619,,0.4%,,,
330,,,,,16344,,13619,,0.4%,,,,
331,"Wheel Pros, LLC",Colorado / Auto Components,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",15300,,15300,,15300,,0.5%,,,
332,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(10)(11)",5460,,5460,,5460,,0.2%,,,,,
333,,,,,20760,,20760,,0.7%,,,,
334,Total Non-Control/Non-Affiliate Investments (Level 3),,,3997812,,,3736012,,113.7%,,,,
335,Total Portfolio Investments (Level 3),,,5883117,,,5687117,,173.0%,,,,
336,CCPI Inc.,-%,7.00%,7.00%,,,,,,,,,
337,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,
338,Credit Central Loan Company,-%,10.00%,10.00%,,,,,,,,,
339,Echelon Aviation LLC,,,2.25%,(A),,,,,,,,
340,Echelon Aviation LLC,,,1.00%,(B),,,,,,,,
341,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,
342,First Tower Finance Company LLC,3.92%,3.08%,7.00%,,,,,,,,,
343,"MITY, Inc.",-%,10.00%,10.00%,,,,,,,,,
344,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,
345,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,,,,,,,,,
346,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Loan Holdings, Inc.",-%,5.00%,5.00%,,,,,,,,,
347,National Property REIT Corp. - Senior Secured Term Loan C to American Consumer Lending Limited,-%,5.00%,5.00%,,,,,,,,,
348,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,
349,Targus Cayman HoldCo Limited - Senior Secured Term Loan A,15.00%,-%,15.00%,,,,,,,,,
350,Targus Cayman HoldCo Limited - Senior Secured Term Loan B,15.00%,-%,15.00%,,,,,,,,,
351,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,
352,"Valley Electric Company, Inc.",8.50%,-%,8.50%,,,,,,,,,
