0,1,2,3,4,5,6,7,8,9,10,11
"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(4)",22500,22500,22500,22500,22500.0,0.6%,0,0.0,0
"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",21850,22500,21965,22500,20691.0,0,0.6%,0.0,0
"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)(16)",21850,21965,21965,20691,20691.0,0.6%,0,0.0,0
"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),21850,1639,21965,2072,20691.0,0.1%,0,0.0,0
"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),21850,1639,21965,2072,20691.0,0.1%,0,0.0,0
"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)(16)",12500,1639,12369,2072,12859.0,0,0.3%,0.0,0
"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)(16)",12500,12369,12369,12859,12859.0,0.3%,0,0.0,0
"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,12369,19457,12859,19867.0,0,0.5%,0.0,0
"Ikaria, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)(16)",20000,19457,19457,19867,19867.0,0.5%,0,0.0,0
"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",Principal Value,125405,Fair  Value(2),% of Net Assets,125405,0,0,125058.0,3.4%
"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,265905,12500,265558,0.3%,7.2%,0,0.0,0
"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",126038,265905,126038,265558,126038,0,3.4%,0.0,0
"Senior Secured Term Loan B (11.25% (LIBOR + 10.25% with 1.00% LIBOR floor), due 8/3/2017)(3)(4)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.25% with 1.00% LIBOR floor), due 8/3/2017)(4)",131125,257163,131125,257163,3.5%,6.9%,0,0.0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,257163,3000,257163,3000,0,0.1%,0.0,0
JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(16)",3000,3000,3000,3000,3000,0.1%,0,0.0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35208,3000,35208,3000,35208,0,0.9%,0.0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35208,35208,35208,35208,35208,0.9%,0,0.0,0
"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",35859,35208,35859,35208,34784,0,0.9%,0.0,0
"Delayed Draw Term Loan – $6,000 Commitment (2.00%, due 12/31/2015)(25)",-,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 3/18/2019)(3)(4)",-,57831,-,56096,-%,1.5%,0,0.0,0
LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.92%)(11)(22)",26500,57831,23824,56096,24033,0,0.6%,0.0,0
LCM XIV Ltd.,Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.92%)(11)(22)",26500,23824,23824,24033,24033,0.6%,0,0.0,0
LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor) plus 2.00% default interest, due 5/31/2015)(4)(25)(26)",-,23824,-,24033,-,0,-%,0.0,0
Membership Interest (125 units),1265,216,1265,1481,1263,1460,-%,-%,0,0.0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.93%)(11)(22)",31110,1481,23925,1460,26288,0,0.7%,0.0,0
"Madison Park Funding IX, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.93%)(11)(22)",31110,23925,23925,26288,26288,0.7%,0,0.0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",36736,23925,36736,26288,35951,0,1.0%,0.0,0
"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",40360,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",40360,77096,40235,76186,1.1%,2.1%,0,0.0,0
"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",40360,1252,40235,1134,1.1%,-%,0,0.0,0
"Class A Common Units (1,250,000 units)",Arizona / Healthcare,-,40360,1252,40235,1134,1.1%,-%,0,0.0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.57%)(11)(22)",43650,1252,38989,1134,42284,0,1.1%,0.0,0
Mountain View CLO 2013-I Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.57%)(11)(22)",43650,38989,38989,42284,42284,1.1%,0,0.0,0
NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(22)",Principal Value,16376,Fair  Value(2),% of Net Assets,16120,0,0,16376.0,0.4%
NCP Finance Limited Partnership(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(16)(22)",Principal Value,16120,Fair  Value(2),16376,16120,0.4%,0,0.0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)",980,16120,980,16376,-,0,-%,0.0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)",980,980,980,-,-,-%,0,0.0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(3)(16)",13734,980,13535,-,13535,0,0.4%,0.0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(3)(16)",13734,13535,13535,13535,13535,0.4%,0,0.0,0
"NRG Manufacturing, Inc.",Texas / Manufacturing,Escrow Receivable,13734,-,13535,1151,13535,-%,0,0.0,0
"NRG Manufacturing, Inc.",Texas / Manufacturing,Escrow Receivable,13734,-,13535,1151,13535,-%,0,0.0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 20.67%)(11)(22)",26901,-,23755,1151,25844,0,0.7%,0.0,0
"Octagon Investment Partners XV, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 20.67%)(11)(22)",26901,23755,23755,25844,25844,0.7%,0,0.0,0
Onyx Payments(44),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2015)(4)(25)(26)",2000,23755,2000,25844,2000,0,0.1%,0.0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(4)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2015)(4)(25)(26)",59389,115728,59389,115728,1.6%,3.2%,0,0.0,0
Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(25)(26)",4500,115728,4500,115728,4500,0,0.1%,0.0,0
"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)",99750,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(25)(26)",99750,204000,96287,199609,2.6%,5.4%,0,0.0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)",17500,204000,17483,199609,17500,0,0.5%,0.0,0
"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(16)",17500,17483,17483,17500,17500,0.5%,0,0.0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(22)",10395,17483,10144,17500,10250,0,0.3%,0.0,0
Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(16)(22)",10395,10144,10144,10250,10250,0.3%,0,0.0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)",7037,10144,6880,10250,6505,0,0.2%,0.0,0
Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(16)",7037,6880,6880,6505,6505,0.2%,0,0.0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Revolving Line of Credit – $15,000 Commitment (10.00% (LIBOR + 9.50% with 0.50% LIBOR floor), due 6/30/2015)(4)(25)(26)",-,6880,-,6505,-,0,-%,0.0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 12/23/2019)(3)(4)",64912,"Revolving Line of Credit – $15,000 Commitment (10.00% (LIBOR + 9.50% with 0.50% LIBOR floor), due 6/30/2015)(4)(25)(26)",64912,128732,64912,128732,1.8%,3.5%,0,0.0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",Principal Value,10000,Fair  Value(2),% of Net Assets,9908,0,0,10000.0,0.3%
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(16)",Principal Value,9908,Fair  Value(2),10000,9908,0.3%,0,0.0,0
"Progrexion Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)",144000,9908,144000,10000,143337,0,3.9%,0.0,0
"Progrexion Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)",144000,144000,144000,143337,143337,3.9%,0,0.0,0
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)",20000,144000,19779,143337,20000,0,0.5%,0.0,0
"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(16)",20000,19779,19779,20000,20000,0.5%,0,0.0,0
"Royal Adhesives & Sealants, LLC",Indiana / Chemicals,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)(4)(16)",20000,19779,19679,20000,20000,0,0.5%,0.0,0
"Royal Adhesives & Sealants, LLC",Indiana / Chemicals,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)(4)(16)",20000,19679,19679,20000,20000,0.5%,0,0.0,0
"Ryan, LLC",Texas / Business Services,"Subordinated Unsecured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)(4)",71616,19679,71616,20000,71616,0,1.9%,0.0,0
"Ryan, LLC",Texas / Business Services,"Subordinated Unsecured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)(4)",71616,71616,71616,71616,71616,1.9%,0,0.0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (12.00%, due 5/8/2018)",24425,71616,24425,71616,24425,0,0.7%,0.0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (12.00%, due 5/8/2018)",24425,24425,24425,24425,24425,0.7%,0,0.0,0
"Security Alarm Financing Enterprises, L.P.(45)",California / Consumer Services,"Senior Subordinated Note (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2019)(4)",25000,24425,25000,24425,25000,0,0.7%,0.0,0
"Security Alarm Financing Enterprises, L.P.(45)",California / Consumer Services,"Senior Subordinated Note (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2019)(4)",25000,25000,25000,25000,25000,0.7%,0,0.0,0
Small Business Whole Loan Portfolio(19),New York / Diversified Financial Services,194 small business loans purchased from Direct Capital Corporation,2463,25000,2463,25000,2040,0,0.1%,0.0,0
"613 small business loans purchased from On Deck Capital, Inc.",22980,194 small business loans purchased from Direct Capital Corporation,22980,25443,21279,23319,0.6%,0.7%,0,0.0,0
"Spartan Energy Services, Inc.",Louisiana / Energy,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)",14112,25443,14112,23319,14112,0,0.4%,0.0,0
"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)",14112,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(3)(4)",14112,28224,14112,28224,0.4%,0.8%,0,0.0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(22)",15000,28224,15000,28224,15000,0,0.4%,0.0,0
Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(16)(22)",15000,15000,15000,15000,15000,0.4%,0,0.0,0
"Stauber Performance Ingredients, Inc.",California / Food Products,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)",11123,15000,11123,15000,11123,0,0.3%,0.0,0
"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)",11152,"Senior Secured Term Loan A (7.50% (LIBOR + 6.50% with 1.00% LIBOR floor), due 11/25/2019)(3)(4)",11152,22275,11152,22275,0.3%,0.6%,0,0.0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),11152,22275,-,22275,-,0,-%,0.0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),11152,-,-,-,-,-%,0,0.0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.97%)(11)(22)",28200,-,22855,-,25276,0,0.7%,0.0,0
Sudbury Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.97%)(11)(22)",28200,22855,22855,25276,25276,0.7%,0,0.0,0
Symphony CLO IX Ltd.,Cayman Islands / Diversified Financial Services,"Preference Shares (Residual Interest, current yield 19.85%)(11)(22)",45500,22855,36408,25276,42520,0,1.1%,0.0,0
Symphony CLO IX Ltd.,Cayman Islands / Diversified Financial Services,"Preference Shares (Residual Interest, current yield 19.85%)(11)(22)",45500,36408,36408,42520,42520,1.1%,0,0.0,0
Symphony CLO XIV Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.34%)(11)(22)",Principal Value,49250,Fair  Value(2),% of Net Assets,50503,0,0,47319.0,1.3%
Symphony CLO XIV Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.34%)(11)(22)",Principal Value,50503,Fair  Value(2),47319,50503,1.3%,0,0.0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.20%)(11)(22)",50250,50503,48648,47319,48798,0,1.3%,0.0,0
"Symphony CLO XV, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.20%)(11)(22)",50250,48648,48648,48798,48798,1.3%,0,0.0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/17/2020)(3)(4)",68146,48648,68146,48798,68146,0,1.8%,0.0,0
"Delayed Draw Term Loan – $11,500 Commitment (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 12/31/2015)(4)(25)",-,"Senior Secured Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 11/17/2020)(3)(4)",-,68146,-,68146,-%,1.8%,0,0.0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)(3)(4)(16)",21675,68146,21511,68146,19488,0,0.5%,0.0,0
"Targus Group International, Inc.",California / Durable Consumer Products,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)(3)(4)(16)",21675,21511,21511,19488,19488,0.5%,0,0.0,0
TB Corp.,"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/19/2018)(3)",23628,21511,23628,19488,23628,0,0.6%,0.0,0
TB Corp.,"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/19/2018)(3)",23628,23628,23628,23628,23628,0.6%,0,0.0,0
"Therakos, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (10.75% (LIBOR + 9.50% with 1.25% LIBOR floor), due 6/27/2018)(4)(16)",13000,23628,12784,23628,13000,0,0.4%,0.0,0
"Therakos, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (10.75% (LIBOR + 9.50% with 1.25% LIBOR floor), due 6/27/2018)(4)(16)",13000,12784,12784,13000,13000,0.4%,0,0.0,0
"Tolt Solutions, Inc.",South Carolina / Business Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48216,12784,48216,13000,48216,0,1.3%,0.0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48900,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48900,97116,48900,97116,1.3%,2.6%,0,0.0,0
Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",28650,97116,28650,97116,28650,0,0.8%,0.0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29550,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29550,58200,29550,58200,0.8%,1.6%,0,0.0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)",5000,58200,4977,58200,5000,0,0.1%,0.0,0
"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(16)",5000,4977,4977,5000,5000,0.1%,0,0.0,0
"Trinity Services Group, Inc.(14)",Florida / Food Products,"Revolving Line of Credit – $10,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/13/2015)(4)(25)(26)",-,4977,-,5000,-,0,-%,0.0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)",100000,"Revolving Line of Credit – $10,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/13/2015)(4)(25)(26)",100000,199255,100000,199255,2.7%,5.4%,0,0.0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)",160000,199255,160000,199255,154525,0,4.2%,0.0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)",160000,160000,160000,154525,154525,4.2%,0,0.0,0
"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor) plus 2.00% default interest, due 3/31/2019)(3)(4)",Principal Value,23550,Fair  Value(2),% of Net Assets,23550,0,0,20976.0,0.6%
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor) plus 2.00% default interest, due 3/31/2019)(3)(4)",36000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor) plus 2.00% default interest, due 3/31/2019)(3)(4)",36000,59550,30040,51016,0.8%,1.4%,0,0.0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)",17000,59550,17000,51016,16950,0,0.5%,0.0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)",17000,17000,17000,16950,16950,0.5%,0,0.0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.46%)(11)(22)",38070,17000,30179,16950,34126,0,0.9%,0.0,0
"Voya CLO 2012-2, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.46%)(11)(22)",38070,30179,30179,34126,34126,0.9%,0,0.0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.89%)(11)(22)",46632,30179,37954,34126,41796,0,1.1%,0.0,0
"Voya CLO 2012-3, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.89%)(11)(22)",46632,37954,37954,41796,41796,1.1%,0,0.0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.27%)(11)(22)",40613,37954,33791,41796,38204,0,1.0%,0.0,0
"Voya CLO 2012-4, Ltd.",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 16.27%)(11)(22)",40613,33791,33791,38204,38204,1.0%,0,0.0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.48%)(11)(22)",32383,33791,30521,38204,31848,0,0.9%,0.0,0
"Voya CLO 2014-1, Ltd.",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.48%)(11)(22)",32383,30521,30521,31848,31848,0.9%,0,0.0,0
Washington Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.30%)(11)(22)",22600,30521,20073,31848,21468,0,0.6%,0.0,0
Washington Mill CLO Ltd.,Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.30%)(11)(22)",22600,20073,20073,21468,21468,0.6%,0,0.0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)",9147,20073,8773,21468,8773,0,0.2%,0.0,0
"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(16)",9147,8773,8773,8773,8773,0.2%,0,0.0,0
"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)",12000,8773,12000,8773,12000,0,0.3%,0.0,0
"Delayed Draw Term Loan – $3,000 Commitment (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 12/30/2015)(4)(25)",-,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)",-,12000,-,12000,-%,0.3%,0,0.0,0
Wind River Resources Corporation(39),Utah / Oil & Gas Production,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal and 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)(4)",3000,12000,3000,12000,-,0,-%,0.0,0
Net Profits Interest (5% of Equity Distributions)(7),Utah / Oil & Gas Production,-,3000,3000,3000,-,-,-%,0,0.0,0
