0,1,2,3,4,5,6,7,8,9,10,11
Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.47%)(11)",40400,20376,37466,22889,41136.0,0,1.1%,0,0
Halcyon Loan Advisors Funding 2013-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 18.47%)(11)",40400,37466,37466,41136,41136.0,1.1%,0,0,0
Halcyon Loan Advisors Funding 2014-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.45%)(11)",24500,37466,23685,41136,23025.0,0,0.6%,0,0
Halcyon Loan Advisors Funding 2014-1 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 14.45%)(11)",24500,23685,23685,23025,23025.0,0.6%,0,0,0
Halcyon Loan Advisors Funding 2014-2 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.07%)(11)",41164,23685,39174,23025,38900.0,0,1.1%,0,0
Halcyon Loan Advisors Funding 2014-2 Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 16.07%)(11)",41164,39174,39174,38900,38900.0,1.1%,0,0,0
"Harley Marine Services, Inc.(16)",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)",9000,39174,8832,38900,8832.0,0,0.2%,0,0
"Harley Marine Services, Inc.(16)",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(4)",9000,8832,8832,8832,8832.0,0.2%,0,0,0
"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)",21850,8832,21986,8832,21850.0,0,0.6%,0,0
"ICON Health & Fitness, Inc.",Utah / Durable Consumer Products,"Senior Secured Note (11.875%, due 10/15/2016)",21850,21986,21986,21850,21850.0,0.6%,0,0,0
"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),Principal Value,Cost,1639,% of Net Assets,21850.0,1789,0,-%,0
"ICV-CSI Holdings, LLC",New York / Transportation,Membership Units (1.6 units),Principal Value,1639,1639,1789,21850.0,-%,0,0,0
"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)",Principal Value,12500,1639,12356,21850.0,12500,0,0.3%,0
"IDQ Holdings, Inc.",Texas / Automobile,"Senior Secured Note (11.50%, due 4/1/2017)",Principal Value,12356,1639,12500,21850.0,0.3%,0,0,0
"Ikaria, Inc.(16)",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)",25000,12356,24443,12500,25000,0,0.7%,0,0
"Ikaria, Inc.(16)",New Jersey / Healthcare,"Second Lien Term Loan (8.75% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2022)(4)",25000,24443,24443,25000,25000,0.7%,0,0,0
"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",125929,24443,125929,25000,125929,0,3.5%,0,0
"Senior Secured Term Loan C (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(4)",12500,266429,12500,266429,0.3%,7.3%,0,0,0
"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (7.25% (LIBOR + 5.75% with 1.50% LIBOR floor), due 8/3/2017)(4)",62881,266429,62881,266429,62881,0,1.7%,0,0
"Senior Secured Term Loan B (12.25% (LIBOR + 9.25% with 3.00% LIBOR floor), due 8/3/2017)(3)(4)",67625,"Senior Secured Term Loan A (7.25% (LIBOR + 5.75% with 1.50% LIBOR floor), due 8/3/2017)(4)",67625,130506,67625,130506,1.9%,3.6%,0,0,0
JAC Holding Corporation(16),Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)",3000,130506,3000,130506,3000,0,0.1%,0,0
JAC Holding Corporation(16),Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)",3000,3000,3000,3000,3000,0.1%,0,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35164,3000,35164,3000,35164,0,1.0%,0,0
"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(4)",35164,35164,35164,35164,35164,1.0%,0,0,0
"LaserShip, Inc.",Virginia / Transportation,"Revolving Line of Credit – $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)(4)(25)",-,35164,-,35164,-,0,-%,0,0
"Delayed Draw Term Loan – $6,000 Commitment (2.00%, due 12/31/2015)(4)(25)",-,"Revolving Line of Credit – $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)(4)(25)",-,58205,-,58205,-%,1.6%,0,0,0
LCM XIV Ltd.(22),Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.39%)(11)",26500,58205,24393,58205,24699,0,0.7%,0,0
LCM XIV Ltd.(22),Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.39%)(11)",26500,24393,24393,24699,24699,0.7%,0,0,0
LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit – $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)(4)(25)(26)",-,24393,-,24699,-,0,-%,0,0
Membership Interest (125 units),1565,216,1565,1781,1565,1795,-%,-%,0,0,0
"Madison Park Funding IX, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.58%)(11)",31110,1781,24271,1795,27127,0,0.7%,0,0
"Madison Park Funding IX, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.58%)(11)",31110,24271,24271,27127,27127,0.7%,0,0,0
"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",Principal Value,37233,Fair  Value(2),% of Net Assets,37233,0,0,36141.0,1.0%
"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",40155,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor) plus 2.00% PIK, due 8/9/2018)(3)(4)",40155,77388,39033,75174,1.1%,2.1%,0,0,0
"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",40155,1252,39033,682,1.1%,-%,0,0,0
"Class A Common Units (1,250,000 units)",Arizona / Healthcare,-,40155,1252,39033,682,1.1%,-%,0,0,0
Mountain View CLO 2013-I Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.98%)(11)",43650,1252,39935,682,43468,0,1.2%,0,0
Mountain View CLO 2013-I Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.98%)(11)",43650,39935,39935,43468,43468,1.2%,0,0,0
NCP Finance Limited Partnership(16)(22)(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",13694,39935,13457,43468,13694,0,0.4%,0,0
NCP Finance Limited Partnership(16)(22)(23),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)",13694,13457,13457,13694,13694,0.4%,0,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)",44000,13457,44000,13694,-,0,-%,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 4.00% PIK, in non-accrual status effective 4/1/2014, due 2/3/2018)(4)",44000,44000,44000,-,-,-%,0,0,0
"Nixon, Inc.(16)",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)",13638,44000,13434,-,13434,0,0.4%,0,0
"Nixon, Inc.(16)",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)",13638,13434,13434,13434,13434,0.4%,0,0,0
"NRG Manufacturing, Inc.",Texas / Manufacturing,Escrow Receivable,13638,-,13434,1128,13434,-%,0,0,0
"NRG Manufacturing, Inc.",Texas / Manufacturing,Escrow Receivable,13638,-,13434,1128,13434,-%,0,0,0
"Octagon Investment Partners XV, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 20.50%)(11)",26901,-,24071,1128,26616,0,0.7%,0,0
"Octagon Investment Partners XV, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 20.50%)(11)",26901,24071,24071,26616,26616,0.7%,0,0,0
Onyx Payments,Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 9/10/2015)(4)(25)",-,24071,-,26616,-,0,-%,0,0
"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(4)",41778,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 9/10/2015)(4)(25)",41778,81728,41778,81728,1.1%,2.2%,0,0,0
Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(25)",2500,81728,2500,81728,2500,0,0.1%,0,0
"Senior Secured Term Loan (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)",200000,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(25)",200000,202500,200000,202500,5.5%,5.6%,0,0,0
"Pelican Products, Inc.(16)",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)",17500,202500,17482,202500,17500,0,0.5%,0,0
"Pelican Products, Inc.(16)",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)",17500,17482,17482,17500,17500,0.5%,0,0,0
Photonis Technologies SAS(16)(22),France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)",10421,17482,10157,17500,10157,0,0.3%,0,0
Photonis Technologies SAS(16)(22),France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)",10421,10157,10157,10157,10157,0.3%,0,0,0
Pinnacle (US) Acquisition Co. Limited(16),Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)",7037,10157,6875,10157,7037,0,0.2%,0,0
Pinnacle (US) Acquisition Co. Limited(16),Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)",7037,6875,6875,7037,7037,0.2%,0,0,0
"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Revolving Line of Credit – $15,000 Commitment (10.00% (LIBOR + 9.50% with 0.50% LIBOR floor), due 12/23/2014)(4)(25)",Principal Value,6000,Fair  Value(2),% of Net Assets,6000,0,0,6000.0,0.2%
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor) plus 1.00% PIK, due 12/23/2019)(3)(4)",64912,"Revolving Line of Credit – $15,000 Commitment (10.00% (LIBOR + 9.50% with 0.50% LIBOR floor), due 12/23/2014)(4)(25)",64912,135057,64912,135057,1.8%,3.8%,0,0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)",10000,135057,9905,135057,10000,0,0.3%,0,0
Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)",10000,9905,9905,10000,10000,0.3%,0,0,0
"Progrexion Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(4)",144000,9905,144000,10000,144000,0,3.9%,0,0
"Progrexion Holdings, Inc.(28)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(4)",144000,144000,144000,144000,144000,3.9%,0,0,0
"Rocket Software, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)",20000,144000,19768,144000,20000,0,0.5%,0,0
"Rocket Software, Inc.(16)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)",20000,19768,19768,20000,20000,0.5%,0,0,0
"Royal Adhesives & Sealants, LLC(16)",Indiana / Chemicals,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)(4)",20000,19768,19663,20000,20000,0,0.5%,0,0
"Royal Adhesives & Sealants, LLC(16)",Indiana / Chemicals,"Second Lien Term Loan (9.75% (LIBOR + 8.50% with 1.25% LIBOR floor), due 1/31/2019)(4)",20000,19663,19663,20000,20000,0.5%,0,0,0
"Ryan, LLC",Texas / Business Services,"Subordinated Unsecured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)(4)",71072,19663,71072,20000,71072,0,1.9%,0,0
"Ryan, LLC",Texas / Business Services,"Subordinated Unsecured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)(4)",71072,71072,71072,71072,71072,1.9%,0,0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (12.00%, due 5/8/2018)(3)",25018,71072,25018,71072,23759,0,0.7%,0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (12.00%, due 5/8/2018)(3)",25018,25018,25018,23759,23759,0.7%,0,0,0
Small Business Whole Loan Portfolio(19),New York / Diversified Financial Services,291 small business loans issued by Direct Capital Corporation,6188,25018,6188,23759,7384,0,0.2%,0,0
"211 small business loans issued by OnDeck Capital, Inc.",5572,291 small business loans issued by Direct Capital Corporation,5572,11760,5155,12539,0.1%,0.3%,0,0,0
"Spartan Energy Services, Inc.",Louisiana / Energy,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)(3)(4)",35402,11760,35402,12539,35402,0,1.0%,0,0
"Spartan Energy Services, Inc.",Louisiana / Energy,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)(3)(4)",35402,35402,35402,35402,35402,1.0%,0,0,0
Speedy Group Holdings Corp.(22),Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)",15000,35402,15000,35402,15000,0,0.4%,0,0
Speedy Group Holdings Corp.(22),Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)",15000,15000,15000,15000,15000,0.4%,0,0,0
"Sport Helmets Holdings, LLC(14)",New York / Personal & Nondurable Consumer Products,Escrow Receivable,15000,-,15000,130,15000,-%,0,0,0
"Sport Helmets Holdings, LLC(14)",New York / Personal & Nondurable Consumer Products,Escrow Receivable,15000,-,15000,130,15000,-%,0,0,0
"Stauber Performance Ingredients, Inc.",California / Food Products,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)(3)(4)",12488,-,12488,130,12488,0,0.3%,0,0
"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)(3)(4)",9844,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)(3)(4)",9844,22332,9844,22332,0.3%,0.6%,0,0,0
"Stryker Energy, LLC",Ohio / Oil & Gas Production,"Subordinated Secured Revolving Credit Facility – $50,300 Commitment (12.25% (LIBOR + 10.75% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)(4)(25)",Principal Value,36429,Fair  Value(2),% of Net Assets,32710,0,0,-,-%
Overriding Royalty Interests(18),Ohio / Oil & Gas Production,-,Principal Value,32710,Fair  Value(2),-,32710,-%,0,0,0
Sudbury Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.79%)(11)",28200,32710,23409,-,26354,0,0.7%,0,0
Sudbury Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 15.79%)(11)",28200,23409,23409,26354,26354,0.7%,0,0,0
Symphony CLO IX Ltd.(22),Cayman Islands / Diversified Financial Services,"Preference Shares (Residual Interest, current yield 18.83%)(11)",45500,23409,37211,26354,43520,0,1.2%,0,0
Symphony CLO IX Ltd.(22),Cayman Islands / Diversified Financial Services,"Preference Shares (Residual Interest, current yield 18.83%)(11)",45500,37211,37211,43520,43520,1.2%,0,0,0
Symphony CLO XIV Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.08%)(11)",49250,37211,50399,43520,47723,0,1.3%,0,0
Symphony CLO XIV Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 10.08%)(11)",49250,50399,50399,47723,47723,1.3%,0,0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)(3)(4)",44646,50399,44646,47723,44646,0,1.2%,0,0
"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)(3)(4)",44646,44646,44646,44646,44646,1.2%,0,0,0
"Targus Group International, Inc.(16)",California / Durable Consumer Products,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)(3)(4)",21680,44646,21491,44646,19591,0,0.5%,0,0
"Targus Group International, Inc.(16)",California / Durable Consumer Products,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor) plus 1.0% PIK, due 5/24/2016)(3)(4)",21680,21491,21491,19591,19591,0.5%,0,0,0
TB Corp.,"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/19/2018)(3)",23628,21491,23628,19591,23628,0,0.6%,0,0
TB Corp.,"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/19/2018)(3)",23628,23628,23628,23628,23628,0.6%,0,0,0
"Therakos, Inc.(16)",New Jersey / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)(4)",13000,23628,12773,23628,13000,0,0.4%,0,0
"Therakos, Inc.(16)",New Jersey / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)(4)",13000,12773,12773,13000,13000,0.4%,0,0,0
"Tolt Solutions, Inc.",South Carolina / Business Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48460,12773,48460,13000,48460,0,1.3%,0,0
"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48900,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/7/2019)(3)(4)",48900,97360,48900,97360,1.3%,2.6%,0,0,0
Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29100,97360,29100,97360,29100,0,0.8%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29700,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)",29700,58800,29700,58800,0.8%,1.6%,0,0,0
"Transaction Network Services, Inc.(16)",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)",5000,58800,4976,58800,5000,0,0.1%,0,0
"Transaction Network Services, Inc.(16)",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)",5000,4976,4976,5000,5000,0.1%,0,0,0
"Trinity Services Group, Inc.",Florida / Food Products,"Revolving Line of Credit – $10,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/13/2015)(4)(25)",-,4976,-,5000,-,0,-%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(4)",100000,"Revolving Line of Credit – $10,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 2/13/2015)(4)(25)",100000,200000,100000,200000,2.7%,5.4%,0,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)",Principal Value,160000,Fair  Value(2),% of Net Assets,160000,0,0,160000.0,4.4%
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)",Principal Value,160000,Fair  Value(2),160000,160000,4.4%,0,0,0
"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)",23700,160000,23700,160000,21748,0,0.6%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)",36000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)",36000,59700,31338,53086,0.9%,1.5%,0,0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)",17000,59700,17000,53086,16487,0,0.5%,0,0
Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor), due 2/19/2020)(3)(4)",17000,17000,17000,16487,16487,0.5%,0,0,0
"Voya CLO 2012-2, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 14.35%)(11)",38070,17000,30526,16487,35342,0,1.0%,0,0
"Voya CLO 2012-2, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 14.35%)(11)",38070,30526,30526,35342,35342,1.0%,0,0,0
"Voya CLO 2012-3, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.03%)(11)",46632,30526,38504,35342,43523,0,1.2%,0,0
"Voya CLO 2012-3, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 13.03%)(11)",46632,38504,38504,43523,43523,1.2%,0,0,0
"Voya CLO 2012-4, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.41%)(11)",40613,38504,34230,43523,39141,0,1.1%,0,0
"Voya CLO 2012-4, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Income Notes (Residual Interest, current yield 15.41%)(11)",40613,34230,34230,39141,39141,1.1%,0,0,0
"Voya CLO 2014-1, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.87%)(11)",32383,34230,33101,39141,32250,0,0.9%,0,0
"Voya CLO 2014-1, Ltd.(22)",Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 12.87%)(11)",32383,33101,33101,32250,32250,0.9%,0,0,0
Washington Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.80%)(11)",22600,33101,21984,32250,21954,0,0.6%,0,0
Washington Mill CLO Ltd.(22),Cayman Islands / Diversified Financial Services,"Subordinated Notes (Residual Interest, current yield 13.80%)(11)",22600,21984,21984,21954,21954,0.6%,0,0,0
"Water Pik, Inc.(16)",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)",9726,21984,9341,21954,9355,0,0.3%,0,0
"Water Pik, Inc.(16)",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)",9726,9341,9341,9355,9355,0.3%,0,0,0
"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(4)",12000,9341,12000,9355,12000,0,0.3%,0,0
"Delayed Draw Term Loan – $3,000 Commitment (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 12/30/2015)(4)(25)",-,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(4)",-,12000,-,12000,-%,0.3%,0,0,0
Wind River Resources Corporation(39),Utah / Oil & Gas Production,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal and 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)(4)",15000,12000,14650,12000,-,0,-%,0,0
Net Profits Interest (5% of Equity Distributions)(7),Utah / Oil & Gas Production,-,15000,14650,14650,-,-,-%,0,0,0
