0,1,2,3,4,5,6,7,8,9,10,11,12
Babson CLO Ltd 2011-I.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,35000,579.0,35026,0,35991,0,1.4%
Babson CLO Ltd 2011-I.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,35000,579.0,35026,0,35991,0,1.4%
Babson CLO Ltd 2012-IA.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,29075,579.0,26884,0,28619,0,1.1%
Babson CLO Ltd 2012-IA.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,29075,579.0,26884,0,28619,0,1.1%
Babson CLO Ltd 2012-IIA.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,27850,579.0,29471,0,28332,0,1.1%
Babson CLO Ltd 2012-IIA.  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,27850,579.0,29471,0,28332,0,1.1%
"Broder Bros., Co.",New York / Media,"Pennsylvania /Textiles, Apparel & Luxury Goods","Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018  (4)",10013.0,100000,579.0,100000,0,100000,0,3.9%
"Broder Bros., Co.",New York / Media,"Pennsylvania /Textiles, Apparel & Luxury Goods","Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Notes (10.75% (LIBOR + 9.00% with 1.75% LIBOR floor), due 6/27/2018  (4)",10013.0,100000,579.0,100000,0,100000,0,3.9%
Byrider Systems Acquisition Corp  (22),New York / Media,Indiana / Auto Finance,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",10013.0,15833,579.0,15833,0,15176,0,0.6%
Byrider Systems Acquisition Corp  (22),New York / Media,Indiana / Auto Finance,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Subordinated Notes (12.00% plus 2.00% PIK, due 11/3/2016)  (3)",10013.0,15833,579.0,15833,0,15176,0,0.6%
"Caleel + Hayden, LLC  (14), (31)",New York / Media,Colorado / Personal & Nondurable Consumer Products,"Preferred Stock Series B (1,753.64 shares)  (13)","Membership Units (13,220 shares)",10013.0,15833,579.0,-,0,129,0,0.0%
"Caleel + Hayden, LLC  (14), (31)",New York / Media,Escrow Receivable,"Preferred Stock Series B (1,753.64 shares)  (13)","Membership Units (13,220 shares)",10013.0,-,579.0,103,0,0.0%,0,0
"Caleel + Hayden, LLC  (14), (31)",New York / Media,Escrow Receivable,"Preferred Stock Series B (1,753.64 shares)  (13)","Membership Units (13,220 shares)",10013.0,-,579.0,-,0,232,0,0.0%
"Capstone Logistics, LLC.  (4)",New York / Media,Georgia / Commercial Services,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan A (6.50% (LIBOR + 5.00% with 1.50% LIBOR floor), due 9/16/2016)",10013.0,97291,579.0,97291,0,97291,0,3.8%
"Capstone Logistics, LLC.  (4)",New York / Media,Georgia / Commercial Services,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)",10013.0,100000,579.0,100000,0,100000,0,3.9%
"Capstone Logistics, LLC.  (4)",New York / Media,Georgia / Commercial Services,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan B (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 9/16/2016)",10013.0,100000,579.0,197291,0,197291,0,7.7%
Portfolio Company,New York / Media,Locale / Industry,"Preferred Stock Series B (1,753.64 shares)  (13)",Investments  (1),10013.0,Principal  Value,579.0,Cost,0,Fair  Value  (2),0,% of Net  Assets
"Cargo Airport Services USA, LLC",New York / Media,New York / Transportation,"Preferred Stock Series B (1,753.64 shares)  (13)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 3/31/2016)  (3), (4)",10013.0,"$ 45,273",579.0,"$ 45,273",0,"$ 45,273",0,1.8%
"Cargo Airport Services USA, LLC",New York / Media,New York / Transportation,"Preferred Stock Series B (1,753.64 shares)  (13)",Common Equity (1.6 units),10013.0,"$ 45,273",579.0,1639,0,2259,0,0.1%
"Cargo Airport Services USA, LLC",New York / Media,New York / Transportation,"Preferred Stock Series B (1,753.64 shares)  (13)",Common Equity (1.6 units),10013.0,"$ 45,273",579.0,46912,0,47532,0,1.9%
Cent 17 CLO Limited  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,24870,579.0,24469,0,24293,0,1.0%
Cent 17 CLO Limited  (22),New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)",Subordinated Notes (Residual Interest),10013.0,24870,579.0,24469,0,24293,0,1.0%
"CIFC Funding 2011-I, Ltd.  (4), (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Preferred Stock Series B (1,753.64 shares)  (13)","Secured Class D Notes (5.30% (LIBOR + 5.00%), due 1/19/2023)",10013.0,19000,579.0,14965,0,16283,0,0.6%
"CIFC Funding 2011-I, Ltd.  (4), (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Secured Class D Notes (5.30% (LIBOR + 5.00%), due 1/19/2023)",15400.0,19000,12597.0,14965,13561.0,0,0.5%,0
"CIFC Funding 2011-I, Ltd.  (4), (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Secured Class D Notes (5.30% (LIBOR + 5.00%), due 1/19/2023)",15400.0,19000,12597.0,27562,0,29844,0,1.1%
"Cinedigm DC Holdings, LLC  (4)",New York / Media,New York/ Software & Computer Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% floor) plus 2.50% PIK, due 3/31/2021)",15400.0,70151,12597.0,70151,0,70151,0,2.7%
"Cinedigm DC Holdings, LLC  (4)",New York / Media,New York/ Software & Computer Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% floor) plus 2.50% PIK, due 3/31/2021)",15400.0,70151,12597.0,70151,0,70151,0,2.7%
"The Copernicus Group, Inc.",New York / Media,North Carolina / Healthcare,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Escrow Receivable,15400.0,70151,12597.0,-,0,320,0,0.0%
"The Copernicus Group, Inc.",New York / Media,North Carolina / Healthcare,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Escrow Receivable,15400.0,70151,12597.0,-,0,320,0,0.0%
"Correctional Healthcare Holding Company, Inc.",New York / Media,Colorado / Healthcare,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Second Lien Term Loan (11.25% due 1/11/2020)  (3),15400.0,27100,12597.0,27100,0,27100,0,1.1%
"Correctional Healthcare Holding Company, Inc.",New York / Media,Colorado / Healthcare,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Second Lien Term Loan (11.25% due 1/11/2020)  (3),15400.0,27100,12597.0,27100,0,27100,0,1.1%
"Coverall North America, Inc.",New York / Media,Florida / Commercial Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% floor), due 12/17/2017)  (3) ,(4)",15400.0,39551,12597.0,39551,0,39551,0,1.5%
"Coverall North America, Inc.",New York / Media,Florida / Commercial Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (11.50% (LIBOR + 8.50% with 3.00% floor), due 12/17/2017)  (3) ,(4)",15400.0,39551,12597.0,39551,0,39551,0,1.5%
"CP Well Testing, LLC",New York / Media,Oklahoma / Oil & Gas Products,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (13.50% (LIBOR + 11.00% with 2.50% floor), due 10/03/2017)  (4)",15400.0,19935,12597.0,19935,0,19935,0,0.8%
"CP Well Testing, LLC",New York / Media,Oklahoma / Oil & Gas Products,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (13.50% (LIBOR + 11.00% with 2.50% floor), due 10/03/2017)  (4)",15400.0,19935,12597.0,19935,0,19935,0,0.8%
"CRT MIDCO, LLC",New York / Media,Wisconsin / Media,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",15400.0,72375,12597.0,72375,0,72376,0,2.8%
"CRT MIDCO, LLC",New York / Media,Wisconsin / Media,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 6/30/2017)  (3), (4)",15400.0,72375,12597.0,72375,0,72376,0,2.8%
"Deltek, Inc.",New York / Media,Virginia/ Software & Computer Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (4)",15400.0,12000,12597.0,11828,0,11828,0,0.5%
"Deltek, Inc.",New York / Media,Virginia/ Software & Computer Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 10/10/2019)  (4)",15400.0,12000,12597.0,11828,0,11828,0,0.5%
"Diamondback Operating, LP",New York / Media,Oklahoma / Oil & Gas Production,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Net Profits Interest (15.00% payable on Equity distributions)  (7),15400.0,12000,12597.0,-,0,-,0,0.0%
"Diamondback Operating, LP",New York / Media,Oklahoma / Oil & Gas Production,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Net Profits Interest (15.00% payable on Equity distributions)  (7),15400.0,12000,12597.0,-,0,-,0,0.0%
"Edmentum, Inc (f/k/a Archipelago Learning, Inc)  (4)",New York / Media,Minnesota / Consumer Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",15400.0,50000,12597.0,48167,0,50000,0,2.0%
"Edmentum, Inc (f/k/a Archipelago Learning, Inc)  (4)",New York / Media,Minnesota / Consumer Services,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",15400.0,50000,12597.0,48167,0,50000,0,2.0%
"Empire Today, LLC",New York / Media,Illinois / Durable Consumer Products,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Note (11.375%, due 2/1/2017)",15400.0,15699,12597.0,15312,0,15700,0,0.6%
"Empire Today, LLC",New York / Media,Illinois / Durable Consumer Products,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Note (11.375%, due 2/1/2017)",15400.0,15699,12597.0,15312,0,15700,0,0.6%
Portfolio Company,New York / Media,Locale / Industry,"Unsecured Class E Notes (7.30% (LIBOR + 7.00%), due 1/19/2023)",Investments  (1),15400.0,Principal  Value,12597.0,Cost,0,Fair  Value  (2),0,% of Net  Assets
EIG Investors Corp,New York / Media,Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Investments  (1),"$ 22,000",Principal  Value,"$ 21,788",Cost,"$ 22,000",0,0.9%,0
EIG Investors Corp,New York / Media,Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Investments  (1),"$ 22,000",Principal  Value,"$ 21,788",21788,0,22000,0,0.9%
EXL Acquisition Corp.,New York / Media,South Carolina / Biotechnology,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",-,"$ 21,788",-,0,14,0,0.0%
EXL Acquisition Corp.,New York / Media,South Carolina / Biotechnology,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",-,"$ 21,788",-,0,14,0,0.0%
"Evanta Ventures, Inc.  (11)",New York / Media,Oregon / Commercial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)","$ 22,000",10453,"$ 21,788",10453,0,10453,0,0.4%
"Evanta Ventures, Inc.  (11)",New York / Media,Oregon / Commercial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)","$ 22,000",10453,"$ 21,788",10453,0,10453,0,0.4%
"Fairchild Industrial Products, Co.",New York / Media,North Carolina / Electronics,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",-,"$ 21,788",-,0,147,0,0.0%
"Fairchild Industrial Products, Co.",New York / Media,North Carolina / Electronics,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",-,"$ 21,788",-,0,147,0,0.0%
"Fischbein, LLC",New York / Media,North Carolina / Machinery,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",-,"$ 21,788",-,0,529,0,0.0%
"Fischbein, LLC",New York / Media,"Membership Class A (875,000 units)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",875,"$ 21,788",2771,0,0.1%,0,0
"Fischbein, LLC",New York / Media,"Membership Class A (875,000 units)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Escrow Receivable,"$ 22,000",875,"$ 21,788",875,0,3300,0,0.1%
"Focus Brands, Inc.  (4)",New York / Media,Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)","$ 22,000",18000,"$ 21,788",17723,0,17723,0,0.7%
"Focus Brands, Inc.  (4)",New York / Media,Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)","$ 22,000",18000,"$ 21,788",17723,0,17723,0,0.7%
"FPG, LLC",New York / Media,Illinois / Durable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)","$ 22,000",21677,"$ 21,788",21677,0,21677,0,0.8%
"FPG, LLC",New York / Media,"Common Stock (5,638 shares)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)","$ 22,000",27,"$ 21,788",97,0,0.0%,0,0
"FPG, LLC",New York / Media,"Common Stock (5,638 shares)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)","$ 22,000",27,"$ 21,788",21704,0,21774,0,0.8%
"Galaxy XII CLO, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Subordinated Notes (Residual Interest),"$ 22,000",22000,"$ 21,788",20930,0,22739,0,0.9%
"Galaxy XII CLO, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Subordinated Notes (Residual Interest),"$ 22,000",22000,"$ 21,788",20930,0,22739,0,0.9%
"Galaxy XV CLO, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Subordinated Notes (Residual Interest),"$ 22,000",35025,"$ 21,788",31713,0,31624,0,1.2%
"Galaxy XV CLO, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)",Subordinated Notes (Residual Interest),"$ 22,000",35025,"$ 21,788",31713,0,31624,0,1.2%
Grocery Outlet Inc.,New York / Media,California / Retail,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)","$ 22,000",17500,"$ 21,788",17161,0,17500,0,0.7%
Grocery Outlet Inc.,New York / Media,California / Retail,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)","$ 22,000",17500,"$ 21,788",17161,0,17500,0,0.7%
Gulf Coast Machine & Supply Company,New York / Media,Texas / Manufacturing,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)","$ 22,000",41475,"$ 21,788",41475,0,41475,0,1.6%
Gulf Coast Machine & Supply Company,New York / Media,Texas / Manufacturing,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)","$ 22,000",41475,"$ 21,788",41475,0,41475,0,1.6%
"H&M Oil & Gas, LLC",New York / Media,Texas / Oil & Gas Production,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% floor), due 5/09/2020)  (4), (16)","Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 1/1/2011, past due)  (4)","$ 22,000",64263,"$ 21,788",60019,0,39677,0,1.5%
"H&M Oil & Gas, LLC",New York / Media,Texas / Oil & Gas Production,"Senior Secured Note (18.00% PIK, in non-accrual status effective 4/27/2012, past due)","Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 1/1/2011, past due)  (4)",4823,64263,4130,60019,4822,0,0.2%,0
"H&M Oil & Gas, LLC",New York / Media,Texas / Oil & Gas Production,"Senior Secured Note (8.00% PIK, due 3/31/2013)","Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 1/1/2011, past due)  (4)",133,64263,130,60019,133,0,0.0%,0
"H&M Oil & Gas, LLC",New York / Media,Texas / Oil & Gas Production,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 1/1/2011, past due)  (4)",133,64263,-,60019,-,0,0.0%,0
"H&M Oil & Gas, LLC",New York / Media,Texas / Oil & Gas Production,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% PIK, plus 2.00% default interest, in non-accrual status effective 1/1/2011, past due)  (4)",133,64263,-,64279,0,44632,0,1.7%
Portfolio  Company,New York / Media,Locale / Industry,Net Profits Interest (8.00% payable on Equity distributions)  (7),Investments  (1),133,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of  Net  Assets
"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,"$ 23,188",-,"$ 23,032",0,"$ 22,944",0,0.9%
"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,"$ 23,188",-,23032,0,22944,0,0.9%
"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,40400,-,40289,0,40238,0,1.6%
"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,40400,-,40289,0,40238,0,1.6%
"Hoffmaster Group, Inc.  (4)",New York / Media,Wisconsin / Durable Consumer Products,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",133,20000,-,19826,0,19826,0,0.8%
"Hoffmaster Group, Inc.  (4)",New York / Media,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Net Profits Interest (8.00% payable on Equity distributions)  (7),1000,133,991,-,991,0,0.0%,0,0
"Hoffmaster Group, Inc.  (4)",New York / Media,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Net Profits Interest (8.00% payable on Equity distributions)  (7),1000,133,991,-,20817,0,20817,0,0.8%
"ICON Health & Fitness, Inc.",New York / Media,Utah / Durable Consumer Products,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Note (11.875% , due 10/15/2016)  (3)",133,43100,-,43323,0,37868,0,1.5%
"ICON Health & Fitness, Inc.",New York / Media,Utah / Durable Consumer Products,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Note (11.875% , due 10/15/2016)  (3)",133,43100,-,43323,0,37868,0,1.5%
"IDQ Holdings, Inc.",New York / Media,Texas / Automobile,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Note (11.50%, due 4/1/2017)",133,12500,-,12289,0,12500,0,0.5%
"IDQ Holdings, Inc.",New York / Media,Texas / Automobile,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Note (11.50%, due 4/1/2017)",133,12500,-,12289,0,12500,0,0.5%
"ING IM CLO 2012-II, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,38070,-,35965,0,38297,0,1.5%
"ING IM CLO 2012-II, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,38070,-,35965,0,38297,0,1.5%
"ING IM CLO 2012- III, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,46632,-,45736,0,47294,0,1.9%
"ING IM CLO 2012- III, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Subordinated Notes (Residual Interest),133,46632,-,45736,0,47294,0,1.9%
"ING IM CLO 2012- IV, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Income Notes (Residual Interest),133,40613,-,40597,0,41132,0,1.6%
"ING IM CLO 2012- IV, Ltd.  (22)",New York / Media,Cayman Islands / Diversified Financial Services,Net Profits Interest (8.00% payable on Equity distributions)  (7),Income Notes (Residual Interest),133,40613,-,40597,0,41132,0,1.6%
Injured Workers Pharmacy LLC,New York / Media,Massachusetts / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Second Lien Debt (12.00% (LIBOR + 7.50% with 4.50% LIBOR floor) plus 1.00% PIK, due 11/4/2017)  (3), (4)",133,15215,-,15215,0,15215,0,0.6%
Injured Workers Pharmacy LLC,New York / Media,Massachusetts / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Second Lien Debt (12.00% (LIBOR + 7.50% with 4.50% LIBOR floor) plus 1.00% PIK, due 11/4/2017)  (3), (4)",133,15215,-,15215,0,15215,0,0.6%
"Interdent, Inc  (4)",New York / Media,California / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Revolving Line of Credit - $10,000 Commitment (10.50% (LIBOR + 8.25% with 2.25% LIBOR floor), due 2/3/2013)  (25)",133,8250,-,8250,0,8250,0,0.3%
"Interdent, Inc  (4)",New York / Media,California / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",133,53819,-,53819,0,53819,0,2.1%
"Interdent, Inc  (4)",New York / Media,California / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3),",133,55000,-,55000,0,55000,0,2.2%
"Interdent, Inc  (4)",New York / Media,California / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3),",133,55000,-,117069,0,117069,0,4.6%
Portfolio  Company,New York / Media,Locale / Industry,Net Profits Interest (8.00% payable on Equity distributions)  (7),Investments  (1),133,Principal  Value,-,Cost,0,Fair  Value  (2),0,% of  Net  Assets
"JHH Holdings, Inc.",New York / Media,Texas / Healthcare,Net Profits Interest (8.00% payable on Equity distributions)  (7),"Second Lien Debt (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)  (3), (4)",133,"$ 16,041",-,"$ 16,041",0,"$ 16,041",0,0.6%
