,0,1,2,3,4,5,6,7,8,9,10,11,12
139,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.84% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(10)(11)",17325,17325,17325,17325,17325,0.5%,,,,
140,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(8)",50426,17325,50189,17325,50426,0.5%,1.5%,,,
141,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(8)",50426,50189,50189,50426,50426,1.5%,,,,
142,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",23402,50189,23402,50426,23402,1.5%,0.7%,,,
143,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(10)(14)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",-,50189,-,50426,-%,1.5%,,,,
144,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(10)(14)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(10)(11)",-,23402,-,23402,-%,0.7%,,,,
145,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(8)(10)(12)",18000,23402,17891,23402,18000,0.7%,0.5%,,,
146,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(8)(10)(12)",18000,17891,17891,18000,18000,0.5%,,,,
147,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.76%, due 4/15/2025)(5)(13)",39275,17891,28658,18000,29503,0.5%,0.9%,,,
148,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.76%, due 4/15/2025)(5)(13)",39275,28658,28658,29503,29503,0.9%,,,,
149,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.53%, due 11/16/2025)(5)(13)",24575,28658,18900,29503,18168,0.9%,0.5%,,,
150,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.53%, due 11/16/2025)(5)(13)",24575,18900,18900,18168,18168,0.5%,,,,
151,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.47%, due 7/15/2026)(5)(6)(13)",39905,18900,30527,18168,28779,0.5%,0.8%,,,
152,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.47%, due 7/15/2026)(5)(6)(13)",39905,30527,30527,28779,28779,0.8%,,,,
153,"Generation Brands Holdings, Inc.",Illinois / Durable Consumer Products,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(8)(10)(11)",19000,30527,18459,28779,19000,0.8%,0.6%,,,
154,"Generation Brands Holdings, Inc.",Illinois / Durable Consumer Products,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(8)(10)(11)",19000,18459,18459,19000,19000,0.6%,,,,
155,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",49250,18459,49250,19000,49250,0.6%,1.4%,,,
156,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(10)(12)",49250,49250,49250,49250,49250,1.4%,,,,
157,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,49250,1.4%,,,,
158,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 8/15/2023)(5)(13)",Principal Value,23188,Fair  Value(2),% of Net Assets,17575,1.4%,,16637.0,,0.5%
159,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.13%, due 8/15/2023)(5)(13)",Principal Value,17575,Fair  Value(2),16637,17575,0.5%,,,,
160,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.26%, due 4/15/2025)(5)(13)",40400,17575,30747,16637,26838,0.5%,0.8%,,,
161,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.26%, due 4/15/2025)(5)(13)",40400,30747,30747,26838,26838,0.8%,,,,
162,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.12%, due 4/18/2026)(5)(13)",24500,30747,17613,26838,14751,0.8%,0.4%,,,
163,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.12%, due 4/18/2026)(5)(13)",24500,17613,17613,14751,14751,0.4%,,,,
164,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 4/28/2025)(5)(6)(13)",41164,17613,29585,14751,25007,0.4%,0.7%,,,
165,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 8.84%, due 4/28/2025)(5)(6)(13)",41164,29585,29585,25007,25007,0.7%,,,,
166,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.37%, due 10/18/2027)(5)(6)(13)",39598,29585,35736,25007,31619,0.7%,0.9%,,,
167,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.37%, due 10/18/2027)(5)(6)(13)",39598,35736,35736,31619,31619,0.9%,,,,
168,"Harbortouch Payments, LLC",Pennsylvania / Business Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor) plus 3.00% PIK, due 5/31/2023)(3)(10)(11)(39)",27711,35736,27711,31619,28404,0.9%,0.9%,,,
169,Escrow Receivable,Pennsylvania / Business Services,-,27711,1629,27711,-%,28404,0.9%,,,,
170,Escrow Receivable,Pennsylvania / Business Services,-,27711,27711,27711,30033,28404,0.9%,,,,
171,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.22%, due 11/18/2026)(5)(6)(13)",19025,27711,14432,30033,12806,0.9%,0.4%,,,
172,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.22%, due 11/18/2026)(5)(6)(13)",19025,14432,14432,12806,12806,0.4%,,,,
173,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,14432,8894,12806,8352,0.4%,0.2%,,,
174,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(8)(10)(11)",9000,8894,8894,8352,8352,0.2%,,,,
175,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(12)",21860,8894,21860,8352,20293,0.2%,0.6%,,,
176,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(10)(12)",21860,21860,21860,20293,20293,0.6%,,,,
177,Inpatient Care Management Company LLC,Florida / Healthcare,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",16830,21860,16830,20293,16830,0.6%,0.5%,,,
178,Inpatient Care Management Company LLC,Florida / Healthcare,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(10)(12)",16830,16830,16830,16830,16830,0.5%,,,,
179,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",122444,16830,122444,16830,122444,0.5%,3.6%,,,
180,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(10)(11)",158100,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",158100,16830,158100,16830,4.6%,0.5%,,,,
181,"Senior Secured Term Loan C-1 (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",27000,16830,27000,16830,0.8%,0.5%,,,,
182,"Senior Secured Term Loan C-2 (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,16830,25000,16830,0.7%,0.5%,,,,
183,"Senior Secured Term Loan C-2 (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(10)(11)",25000,332544,25000,332544,0.7%,9.7%,,,,
184,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,0.7%,9.7%,,,,
185,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",Principal Value,79317,Fair  Value(2),% of Net Assets,79317,9.7%,,79317.0,,2.3%
186,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(12)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",131125,79317,131125,% of Net Assets,3.8%,9.7%,,,,
187,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(10)(12)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(10)(12)",131125,210442,131125,210442,3.8%,6.1%,,,,
188,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(8)",2868,210442,2868,210442,2868,6.1%,0.1%,,,
189,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(8)",2868,2868,2868,2868,2868,0.1%,,,,
190,JD Power and Associates,California / Consumer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(8)(10)(11)",15000,2868,14777,2868,15000,0.1%,0.4%,,,
191,JD Power and Associates,California / Consumer Services,"Second Lien Term Loan (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(8)(10)(11)",15000,14777,14777,15000,15000,0.4%,,,,
192,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.47%, due 7/20/2027)(5)(6)(13)",19500,14777,16821,15000,13174,0.4%,0.4%,,,
193,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.47%, due 7/20/2027)(5)(6)(13)",19500,16821,16821,13174,13174,0.4%,,,,
194,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",34424,16821,34424,13174,33667,0.4%,1.0%,,,
195,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",21129,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",21129,16821,20664,13174,0.6%,0.4%,,,,
196,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",21129,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 1.00% PIK, due 3/18/2019)(3)(10)(12)(39)",21129,55553,20664,54331,0.6%,1.6%,,,,
197,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.10%, due 7/15/2025)(5)(13)",30500,55553,22359,54331,21872,1.6%,0.6%,,,
198,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.10%, due 7/15/2025)(5)(13)",30500,22359,22359,21872,21872,0.6%,,,,
199,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.72%, due 8/15/2022)(5)(13)",43110,22359,29343,21872,28543,0.6%,0.8%,,,
200,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.72%, due 8/15/2022)(5)(13)",43110,29343,29343,28543,28543,0.8%,,,,
201,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",34490,29343,34490,28543,34490,0.8%,1.0%,,,
202,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,29343,45562,28543,1.3%,0.8%,,,,
203,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(10)(11)",45562,80052,45562,80052,1.3%,2.3%,,,,
204,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",45562,1252,45562,1990,1.3%,0.1%,,,,
205,"Class A Common Units (1,250,000 units)",Arizona / Healthcare,-,45562,204,45562,-%,1.3%,0.1%,,,,
206,"Class A Common Units (1,250,000 units)",Arizona / Healthcare,-,45562,1252,45562,2194,1.3%,0.1%,,,,
207,Mineral Fusion Natural Brands(30),Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%),45562,-,45562,197,1.3%,-%,,,,
208,Mineral Fusion Natural Brands(30),Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%),45562,-,45562,197,1.3%,-%,,,,
209,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.27%m due 4/12/2024)(5)(13)",43650,-,32078,197,29996,-%,0.9%,,,
210,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.27%m due 4/12/2024)(5)(13)",43650,32078,32078,29996,29996,0.9%,,,,
211,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 7/15/2027)(5)(6)(13)",47830,32078,42415,29996,38431,0.9%,1.1%,,,
212,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 7/15/2027)(5)(6)(13)",47830,42415,42415,38431,38431,1.1%,,,,
213,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,38431,1.1%,,,,
214,NCP Finance Limited Partnership(31),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(12)(13)",Principal Value,27119,Fair  Value(2),% of Net Assets,26502,1.1%,,25763.0,,0.7%
215,NCP Finance Limited Partnership(31),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(8)(10)(12)(13)",Principal Value,26502,Fair  Value(2),25763,26502,0.7%,,,,
216,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, in non-accrual status effective 7/1/2016, due 4/16/2018)(3)(8)(39)",14421,26502,14197,25763,10877,0.7%,0.3%,,,
217,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, in non-accrual status effective 7/1/2016, due 4/16/2018)(3)(8)(39)",14421,14197,14197,10877,10877,0.3%,,,,
218,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.99%, due 1/19/2025)(5)(13)",32921,14197,25527,10877,22633,0.3%,0.7%,,,
219,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 13.99%, due 1/19/2025)(5)(13)",32921,25527,25527,22633,22633,0.7%,,,,
220,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.76%, due 12/16/2024)(5)(6)(13)",28200,25527,19391,22633,17805,0.7%,0.5%,,,
221,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.76%, due 12/16/2024)(5)(6)(13)",28200,19391,19391,17805,17805,0.5%,,,,
222,Onyx Payments(32),Texas / Diversified Financial Services,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",-,19391,-,17805,-,0.5%,-%,,,
223,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(10)(11)",45130,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",45130,19391,45130,17805,1.3%,0.5%,,,,
224,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/10/2019)(10)(11)",25000,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",25000,19391,25000,17805,0.7%,0.5%,,,,
225,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(10)(11)",56889,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",56889,19391,56889,17805,1.7%,0.5%,,,,
226,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), due 9/10/2019)(10)(11)",25000,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",25000,19391,25000,17805,0.7%,0.5%,,,,
227,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), due 9/10/2019)(10)(11)",25000,"Revolving Line of Credit – $3,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 12/31/2016)(10)(11)(14)",25000,152019,25000,152019,0.7%,4.4%,,,,
228,Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",5500,152019,5500,152019,5500,4.4%,0.2%,,,
229,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)",97994,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",97994,152019,94364,152019,2.7%,4.4%,,,,
230,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(12)",97994,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",97994,152019,83137,152019,2.4%,4.4%,,,,
231,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(10)(12)",97994,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(10)(12)(14)",97994,201488,83137,183001,2.4%,5.3%,,,,
232,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(12)",17500,201488,17487,183001,16383,5.3%,0.5%,,,
233,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(8)(10)(12)",17500,17487,17487,16383,16383,0.5%,,,,
234,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",-,17487,-,16383,-,0.5%,-%,,,
235,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20199,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",20199,17487,19764,16383,0.6%,0.5%,,,,
236,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20849,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",20849,17487,20154,16383,0.6%,0.5%,,,,
237,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(10)(11)",20849,"Revolving Line of Credit – $1,000 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/17)(10)(11)(14)",20849,41048,20154,39918,0.6%,1.2%,,,,
238,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,0.6%,1.2%,,,,
239,"PGX Holdings, Inc.(33)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(12)",Principal Value,135000,Fair  Value(2),% of Net Assets,135000,1.2%,,135000.0,,3.9%
240,"PGX Holdings, Inc.(33)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(10)(12)",Principal Value,135000,Fair  Value(2),135000,135000,3.9%,,,,
241,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(12)(13)",9927,135000,9770,135000,9127,3.9%,0.3%,,,
242,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(8)(10)(12)(13)",9927,9770,9770,9127,9127,0.3%,,,,
243,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,9770,6925,9127,5188,0.3%,0.2%,,,
244,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(8)(10)(11)",7037,6925,6925,5188,5188,0.2%,,,,
245,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,6925,10862,5188,10924,0.2%,0.3%,,,
246,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(8)(10)(11)",11000,10862,10862,10924,10924,0.3%,,,,
247,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(8)(10)(12)",5192,10862,5067,10924,5192,0.3%,0.2%,,,
248,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(8)(10)(12)",5192,5067,5067,5192,5192,0.2%,,,,
249,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",53546,5067,53546,5192,53546,0.2%,1.6%,,,
250,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,5067,72741,5192,2.1%,0.2%,,,,
251,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(10)(11)",74500,128046,72741,126287,2.1%,3.7%,,,,
252,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,128046,9939,126287,9004,3.7%,0.3%,,,
253,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(8)",10000,9939,9939,9004,9004,0.3%,,,,
254,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(8)(10)(11)",5000,9939,4968,9004,4915,0.3%,0.1%,,,
255,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(8)(10)(11)",5000,4968,4968,4915,4915,0.1%,,,,
256,"SCS Merger Sub, Inc.",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(8)(10)(12)",20000,4968,19475,4915,19894,0.1%,0.6%,,,
