0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"FPG, LLC",Escrow Receivable,Illinois / Durable Consumer Products,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Common Stock (5,638 shares)",15400,21125,12680,27,13176,13,0,0.0%,0,0
"FPG, LLC",Escrow Receivable,Illinois / Durable Consumer Products,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Common Stock (5,638 shares)",15400,21125,12680,21152,13176,20835,0,0.7%,0,0
"Galaxy XII CLO, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,22000,12680,20506,13176,23346,0,0.8%,0,0
"Galaxy XII CLO, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,22000,12680,20506,13176,23346,0,0.8%,0,0
"Galaxy XV CLO, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,35025,12680,32307,13176,31750,0,1.1%,0,0
"Galaxy XV CLO, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,35025,12680,32307,13176,31750,0,1.1%,0,0
"Galaxy XVI CLO, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,22575,12680,20945,13176,20484,0,0.7%,0,0
"Galaxy XVI CLO, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,22575,12680,20945,13176,20484,0,0.7%,0,0
"Grocery Outlet, Inc.",Escrow Receivable,California / Retail,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",15400,14457,12680,14137,13176,14457,0,0.5%,0,0
"Grocery Outlet, Inc.",Escrow Receivable,California / Retail,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",15400,14457,12680,14137,13176,14457,0,0.5%,0,0
"GTP Operations, LLC (f/k/a CI (Transplace) Holdings, LLC)  (4)",Escrow Receivable,Texas / Software & Computer Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)  (3) ,(10)",15400,114425,12680,114425,13176,114425,0,3.9%,0,0
"GTP Operations, LLC (f/k/a CI (Transplace) Holdings, LLC)  (4)",Escrow Receivable,Texas / Software & Computer Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (10.00% (LIBOR + 5.00% with 5.00% LIBOR floor), due 6/11/2019)  (3) ,(10)",15400,114425,12680,114425,13176,114425,0,3.9%,0,0
Gulf Coast Machine & Supply Company,Escrow Receivable,Texas / Manufacturing,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",15400,41213,12680,41213,13176,12998,0,0.4%,0,0
Gulf Coast Machine & Supply Company,Escrow Receivable,Texas / Manufacturing,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (4)",15400,41213,12680,41213,13176,12998,0,0.4%,0,0
"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,23188,12680,21685,13176,23596,0,0.8%,0,0
"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,23188,12680,21685,13176,23596,0,0.8%,0,0
"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,40400,12680,42890,13176,39564,0,1.4%,0,0
"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Subordinated Notes (Residual Interest),15400,40400,12680,42890,13176,39564,0,1.4%,0,0
Portfolio Company,Escrow Receivable,Locale / Industry,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)",Investments  (1),15400,Principal  Value,12680,Cost,13176,Fair  Value  (2),0,% of Net  Assets,0,0
"Hoffmaster Group, Inc.  (4)",Escrow Receivable,Wisconsin / Personal & Nondurable Consumer Products,"Unsecured Class E Notes (7.27% (LIBOR + 7.00%), due 1/19/2023)","Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",15400,"$ 20,000",12680,"$ 19,837",13176,"$ 19,122",0,0.7%,0,0
"Hoffmaster Group, Inc.  (4)",Escrow Receivable,Wisconsin / Personal & Nondurable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",1000.0,"$ 20,000",991.0,"$ 19,837",932.0,"$ 19,122",0.0%,0,0,0
"Hoffmaster Group, Inc.  (4)",Escrow Receivable,Wisconsin / Personal & Nondurable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",1000.0,"$ 20,000",991.0,20828,932.0,20054,0,0.7%,0,0
"ICON Health & Fitness, Inc.",Escrow Receivable,Utah / Durable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.875%, due 10/15/2016)  (3)",1000.0,43100,991.0,43297,932.0,37497,0,1.3%,0,0
"ICON Health & Fitness, Inc.",Escrow Receivable,Utah / Durable Consumer Products,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.875%, due 10/15/2016)  (3)",1000.0,43100,991.0,43297,932.0,37497,0,1.3%,0,0
"IDQ Holdings, Inc.",Escrow Receivable,Texas / Automobile,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.50%, due 4/1/2017)",1000.0,12500,991.0,12310,932.0,12500,0,0.4%,0,0
"IDQ Holdings, Inc.",Escrow Receivable,Texas / Automobile,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Note (11.50%, due 4/1/2017)",1000.0,12500,991.0,12310,932.0,12500,0,0.4%,0,0
"ING IM CLO 2012-II, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,38070,991.0,33518,932.0,38477,0,1.3%,0,0
"ING IM CLO 2012-II, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,38070,991.0,33518,932.0,38477,0,1.3%,0,0
"ING IM CLO 2012-III, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,46632,991.0,42614,932.0,47322,0,1.6%,0,0
"ING IM CLO 2012-III, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,46632,991.0,42614,932.0,47322,0,1.6%,0,0
"ING IM CLO 2012-IV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,40613,991.0,37855,932.0,41867,0,1.4%,0,0
"ING IM CLO 2012-IV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,40613,991.0,37855,932.0,41867,0,1.4%,0,0
Injured Workers Pharmacy LLC,Escrow Receivable,Massachusetts / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",1000.0,22506,991.0,22506,932.0,22506,0,0.8%,0,0
Injured Workers Pharmacy LLC,Escrow Receivable,Massachusetts / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",1000.0,22506,991.0,22506,932.0,22506,0,0.8%,0,0
"Interdent, Inc.  (4)",Escrow Receivable,California / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",1000.0,53131,991.0,53131,932.0,53131,0,1.8%,0,0
"Interdent, Inc.  (4)",Escrow Receivable,California / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",1000.0,55000,991.0,55000,932.0,55000,0,1.9%,0,0
"Interdent, Inc.  (4)",Escrow Receivable,California / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",1000.0,55000,991.0,108131,932.0,108131,0,3.7%,0,0
"JHH Holdings, Inc.",Escrow Receivable,Texas / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)",1000.0,35000,991.0,35000,932.0,35000,0,1.2%,0,0
"JHH Holdings, Inc.",Escrow Receivable,Texas / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Second Lien Debt (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)  (3), (4)",1000.0,35000,991.0,35000,932.0,35000,0,1.2%,0,0
"LaserShip, Inc.  (4)",Escrow Receivable,Virginia / Transportation,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",1000.0,-,991.0,-,932.0,-,0,0.0%,0,0
"LaserShip, Inc.  (4)",Escrow Receivable,Virginia / Transportation,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",1000.0,36797,991.0,36797,932.0,36797,0,1.3%,0,0
"LaserShip, Inc.  (4)",Escrow Receivable,Virginia / Transportation,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",1000.0,36797,991.0,36797,932.0,36797,0,1.3%,0,0
Portfolio Company,Escrow Receivable,Locale / Industry,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Investments  (1),1000.0,Principal  Value,991.0,Cost,932.0,Fair  Value  (2),0,% of Net  Assets,0,0
LCM XIV CLO Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,"$ 26,500",991.0,"$ 26,161",932.0,"$ 25,732",0,0.9%,0,0
LCM XIV CLO Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Subordinated Notes (Residual Interest),1000.0,"$ 26,500",991.0,26161,932.0,25732,0,0.9%,0,0
LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",1000.0,-,991.0,-,932.0,-,0,0.0%,0,0
LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",1000.0,2665,991.0,2665,932.0,2665,0,0.1%,0,0
LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Membership Interest (125 units),1000.0,2665,991.0,216,932.0,256,0,0.0%,0,0
LHC Holdings Corp.,Escrow Receivable,Florida / Healthcare,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Membership Interest (125 units),1000.0,2665,991.0,2881,932.0,2921,0,0.1%,0,0
"Madison Park Funding IX, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,31110,991.0,26061,932.0,27703,0,1.0%,0,0
"Madison Park Funding IX, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",Income Notes (Residual Interest),1000.0,31110,991.0,26061,932.0,27703,0,1.0%,0,0
"Material Handling Services, LLC  (4)",Escrow Receivable,Ohio / Business Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",1000.0,27300,991.0,27300,932.0,27322,0,0.9%,0,0
"Material Handling Services, LLC  (4)",Escrow Receivable,Ohio / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",37578.0,27300,37578,27300,37174,27322,1.3%,0,0,0
"Material Handling Services, LLC  (4)",Escrow Receivable,Ohio / Business Services,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",37578.0,27300,37578,64878,37174,64496,0,2.2%,0,0
"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Revolving Line of Credit - $10,000 Commitment (10.00% (LIBOR + 8.50% with 1.50% LIBOR floor), due 2/9/2014)  (25)",37578.0,4000,37578,4000,37174,4000,0,0.1%,0,0
"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)",37578.0,35000,37578,35000,37174,35000,0,1.2%,0,0
"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)",37578.0,35000,37578,35000,37174,35000,0,1.2%,0,0
"Matrixx Initiatives, Inc.  (4)",Escrow Receivable,New Jersey / Pharmaceuticals,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)",37578.0,35000,37578,74000,37174,74000,0,2.5%,0,0
"Maverick Healthcare, LLC",Escrow Receivable,Arizona / Healthcare,"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)","Preferred Units (1,250,000 units)",37578.0,35000,37578,1252,37174,677,0,0.0%,0,0
"Maverick Healthcare, LLC",Escrow Receivable,Arizona / Healthcare,"Common Units (1,250,000 units)","Preferred Units (1,250,000 units)",37578.0,35000,-,1252,-,677,0.0%,0,0,0
"Maverick Healthcare, LLC",Escrow Receivable,Arizona / Healthcare,"Common Units (1,250,000 units)","Preferred Units (1,250,000 units)",37578.0,35000,-,1252,-,677,0,0.0%,0,0
Mountain View CLO 2013-I Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Subordinated Notes (Residual Interest),37578.0,43650,-,44523,-,43056,0,1.5%,0,0
Mountain View CLO 2013-I Ltd.  (22),Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Subordinated Notes (Residual Interest),37578.0,43650,-,44523,-,43056,0,1.5%,0,0
"National Bankruptcy Services, LLC  (4)",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",37578.0,18755,-,18755,-,11004,0,0.4%,0,0
"National Bankruptcy Services, LLC  (4)",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",37578.0,18755,-,18755,-,11004,0,0.4%,0,0
"Naylor, LLC  (4)",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",37578.0,-,-,-,-,-,0,0.0%,0,0
"Naylor, LLC  (4)",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",37578.0,45562,-,45562,-,45562,0,1.6%,0,0
"Naylor, LLC  (4)",Escrow Receivable,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",37578.0,45562,-,45562,-,45562,0,1.6%,0,0
Portfolio Company,Escrow Receivable,Locale / Industry,"Common Units (1,250,000 units)",Investments  (1),37578.0,Principal  Value,-,Cost,-,Fair  Value  (2),0,% of Net  Assets,0,0
"NCP Finance Limited Partnership  (22), (23)",Escrow Receivable,Ohio / Consumer Finance,"Common Units (1,250,000 units)","Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4), (16)",37578.0,"$ 12,000",-,"$ 11,760",-,"$ 12,000",0,0.4%,0,0
"NCP Finance Limited Partnership  (22), (23)",Escrow Receivable,Ohio / Consumer Finance,"Common Units (1,250,000 units)","Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)  (4), (16)",37578.0,"$ 12,000",-,11760,-,12000,0,0.4%,0,0
"New Century Transportation, Inc.",Escrow Receivable,New Jersey / Transportation,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",37578.0,45467,-,45467,-,43832,0,1.5%,0,0
"New Century Transportation, Inc.",Escrow Receivable,New Jersey / Transportation,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",37578.0,45467,-,45467,-,43832,0,1.5%,0,0
"New Star Metals, Inc.",Escrow Receivable,Indiana / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",37578.0,50405,-,50405,-,50405,0,1.7%,0,0
"New Star Metals, Inc.",Escrow Receivable,Indiana / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",37578.0,50405,-,50405,-,50405,0,1.7%,0,0
"Nixon, Inc.",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",37578.0,14325,-,14078,-,14325,0,0.5%,0,0
"Nixon, Inc.",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",37578.0,14325,-,14078,-,14325,0,0.5%,0,0
"NRG Manufacturing, Inc.",Escrow Receivable,Texas / Manufacturing,"Common Units (1,250,000 units)",Escrow Receivable,37578.0,14325,-,-,-,1040,0,0.0%,0,0
"NRG Manufacturing, Inc.",Escrow Receivable,Texas / Manufacturing,"Common Units (1,250,000 units)",Escrow Receivable,37578.0,14325,-,-,-,1040,0,0.0%,0,0
"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)",37578.0,-,-,-,-,-,0,0.0%,0,0
"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)",37578.0,15938,-,15938,-,15938,0,0.5%,0,0
"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",37578.0,15938,-,15938,-,15938,0,0.5%,0,0
"Pegasus Business Intelligence, LP",Escrow Receivable,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",37578.0,15938,-,31876,-,31876,0,1.0%,0,0
"Octagon Investment Partners XV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Income Notes (Residual Interest),37578.0,26901,-,25578,-,26032,0,0.9%,0,0
"Octagon Investment Partners XV, Ltd.  (22)",Escrow Receivable,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Income Notes (Residual Interest),37578.0,26901,-,25578,-,26032,0,0.9%,0,0
"Pelican Products, Inc.  (16)",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",37578.0,15000,-,14736,-,15000,0,0.5%,0,0
"Pelican Products, Inc.  (16)",Escrow Receivable,California / Durable Consumer Products,"Common Units (1,250,000 units)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3),(4)",37578.0,15000,-,14736,-,15000,0,0.5%,0,0
"The Petroleum Place, Inc.",Escrow Receivable,Colorado / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",37578.0,22000,-,21698,-,22000,0,0.8%,0,0
"The Petroleum Place, Inc.",Escrow Receivable,Colorado / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",37578.0,22000,-,21698,-,22000,0,0.8%,0,0
Photonis Technologies SAS  (22),Escrow Receivable,France / Aerospace & Defense,"Common Units (1,250,000 units)","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",37578.0,12500,-,12126,-,12323,0,0.4%,0,0
Photonis Technologies SAS  (22),Escrow Receivable,France / Aerospace & Defense,"Common Units (1,250,000 units)","First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)  (4), (16)",37578.0,12500,-,12126,-,12323,0,0.4%,0,0
Pinnacle (US) Acquisition Co Limited  (16),Escrow Receivable,Texas / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",37578.0,10000,-,9819,-,10000,0,0.3%,0,0
Pinnacle (US) Acquisition Co Limited  (16),Escrow Receivable,Texas / Software & Computer Services,"Common Units (1,250,000 units)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)  (4)",37578.0,10000,-,9819,-,10000,0,0.3%,0,0
Prince Mineral Holding Corp.,Escrow Receivable,New York / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.50%, due 12/15/2019)",37578.0,10000,-,9892,-,10000,0,0.3%,0,0
