,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
114,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,Second Lien Term Loan,10/7/2014,9.25% (1ML+ 8.25%),1.00,12500,10/7/2022,98982,24375,98811,24375,98982,0.8,3.1,%,(3)(8)(10),0.8,%,(3)(8)(10),,,,
115,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,Second Lien Term Loan,10/7/2014,9.25% (1ML+ 8.25%),1.00,12500,10/7/2022,98982,98811,98811,98982,98982,3.1,%,%,(3)(8)(10),0.8,%,(3)(8)(10),,,,
116,Carlyle C17 CLO Limited,Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 19.82%",-,12500,4/30/2031,24870,98811,15599,98982,13480,3.1,0.4,%,(5)(14),0.8,%,(3)(8)(10),,,,
117,Carlyle C17 CLO Limited,Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 19.82%",-,12500,4/30/2031,24870,15599,15599,13480,13480,0.4,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
118,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,Subordinated Structured Note,4/7/2017,"Residual Interest, current yield 16.36%",-,12500,7/15/2030,25534,15599,19436,13480,16156,0.4,0.5,%,(5)(14),0.8,%,(3)(8)(10),,,,
119,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,Subordinated Structured Note,4/7/2017,"Residual Interest, current yield 16.36%",-,12500,7/15/2030,25534,19436,19436,16156,16156,0.5,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
120,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,8/9/2016,"Residual Interest, current yield 10.76%",-,12500,10/22/2029,32200,19436,34433,16156,26191,0.5,0.8,%,(5)(14),0.8,%,(3)(8)(10),,,,
121,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,8/9/2016,"Residual Interest, current yield 10.76%",-,12500,10/22/2029,32200,34433,34433,26191,26191,0.8,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
122,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,26191,26191,0.8,%,%,(5)(14),0.8,%,(3)(8)(10),,,,
123,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,First Lien Term Loan,5/23/2019,5.76% (3ML+ 5.50%),-,Legal Maturity,10/1/2025,Amortized Cost,3615,% of Net Assets,26191,3568,0.8,%,3615,(5)(14),0.1,%,(3)(8)(10),,,,
124,First Lien Term Loan,5/23/2019,5.72% (3ML+ 5.50%),-,5.76% (3ML+ 5.50%),10/1/2025,5984,10/1/2025,5908,3615,5984,26191,0.2,%,(3)(8)(10),3615,(5)(14),0.1,%,(3)(8)(10),,,,
125,Second Lien Term Loan,10/12/2018,9.26% (3ML+ 9.00%),-,5.76% (3ML+ 5.50%),10/1/2026,37000,10/1/2025,36466,3615,37000,26191,1.2,%,(3)(8)(10),3615,(5)(14),0.1,%,(3)(8)(10),,,,
126,Second Lien Term Loan,10/12/2018,9.26% (3ML+ 9.00%),-,5.76% (3ML+ 5.50%),10/1/2026,37000,10/1/2025,36466,45942,37000,46599,1.2,1.5,%,3615,(5)(14),0.1,%,(3)(8)(10),,,,
127,Cent CLO 21 Limited,Structured Finance,Subordinated Structured Note,5/15/2014,"Residual Interest, current yield 7.79%",-,37000,7/29/2030,49552,45942,39083,46599,27016,1.5,0.8,%,(5)(14),0.1,%,(3)(8)(10),,,,
128,Cent CLO 21 Limited,Structured Finance,Subordinated Structured Note,5/15/2014,"Residual Interest, current yield 7.79%",-,37000,7/29/2030,49552,39083,39083,27016,27016,0.8,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
129,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,Subordinated Structured Note,8/2/2013,"Residual Interest, current yield 12.54%",-,37000,4/24/2031,44100,39083,30064,27016,22175,0.8,0.7,%,(5)(14),0.1,%,(3)(8)(10),,,,
130,"CIFC Funding 2013-III-R, Ltd.",Structured Finance,Subordinated Structured Note,8/2/2013,"Residual Interest, current yield 12.54%",-,37000,4/24/2031,44100,30064,30064,22175,22175,0.7,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
131,"CIFC Funding 2013-IV, Ltd.",Structured Finance,Subordinated Structured Note,10/22/2013,"Residual Interest, current yield 15.49%",-,37000,4/28/2031,45500,30064,33730,22175,28626,0.7,0.9,%,(5)(14),0.1,%,(3)(8)(10),,,,
132,"CIFC Funding 2013-IV, Ltd.",Structured Finance,Subordinated Structured Note,10/22/2013,"Residual Interest, current yield 15.49%",-,37000,4/28/2031,45500,33730,33730,28626,28626,0.9,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
133,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,Subordinated Structured Note,8/5/2014,"Residual Interest, current yield 10.76%",-,37000,10/17/2030,44467,33730,31478,28626,21047,0.9,0.7,%,(5)(14),0.1,%,(3)(8)(10),,,,
134,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,Subordinated Structured Note,8/5/2014,"Residual Interest, current yield 10.76%",-,37000,10/17/2030,44467,31478,31478,21047,21047,0.7,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
135,"CIFC Funding 2016-I, Ltd.",Structured Finance,Subordinated Structured Note,12/9/2016,"Residual Interest, current yield 9.78%",-,37000,10/21/2031,34000,31478,30301,21047,27045,0.7,0.9,%,(5)(14),0.1,%,(3)(8)(10),,,,
136,"CIFC Funding 2016-I, Ltd.",Structured Finance,Subordinated Structured Note,12/9/2016,"Residual Interest, current yield 9.78%",-,37000,10/21/2031,34000,30301,30301,27045,27045,0.9,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
137,"Cinedigm DC Holdings, LLC",Entertainment,Senior Secured Term Loan,2/28/2013,11.00% (3ML+ 9.00%) plus 2.50% PIK,2.00,37000,3/31/2021,12107,30301,12057,27045,12038,0.9,0.4,%,(10)(39),0.1,%,(3)(8)(10),,,,
138,"Cinedigm DC Holdings, LLC",Entertainment,Senior Secured Term Loan,2/28/2013,11.00% (3ML+ 9.00%) plus 2.50% PIK,2.00,37000,3/31/2021,12107,12057,12057,12038,12038,0.4,%,%,(10)(39),0.1,%,(3)(8)(10),,,,
139,"Class Valuation, LLC",Real Estate Management & Development,Senior Secured Term Loan,3/12/2018,9.75% (3ML+ 8.25%),1.50,37000,3/10/2023,31537,12057,31537,12038,31537,0.4,1.0,%,(3)(10),0.1,%,(3)(8)(10),,,,
140,"Class Valuation, LLC",Real Estate Management & Development,Senior Secured Term Loan,3/12/2018,9.75% (3ML+ 8.25%),1.50,37000,3/10/2023,31537,31537,31537,31537,31537,1.0,%,%,(3)(10),0.1,%,(3)(8)(10),,,,
141,"Collections Acquisition Company, Inc.",Diversified Financial Services,Senior Secured Term Loan,12/3/2019,10.15% (3ML+ 7.65%),2.50,37000,6/3/2024,30165,31537,30165,31537,30165,1.0,0.9,%,(3)(10),0.1,%,(3)(8)(10),,,,
142,"Collections Acquisition Company, Inc.",Diversified Financial Services,Senior Secured Term Loan,12/3/2019,10.15% (3ML+ 7.65%),2.50,37000,6/3/2024,30165,30165,30165,30165,30165,0.9,%,%,(3)(10),0.1,%,(3)(8)(10),,,,
143,Columbia Cent CLO 27 Limited,Structured Finance,Subordinated Structured Note,12/18/2013,"Residual Interest, current yield 6.24%",-,37000,10/25/2028,40275,30165,23202,30165,18935,0.9,0.6,%,(5)(14),0.1,%,(3)(8)(10),,,,
144,Columbia Cent CLO 27 Limited,Structured Finance,Subordinated Structured Note,12/18/2013,"Residual Interest, current yield 6.24%",-,37000,10/25/2028,40275,23202,23202,18935,18935,0.6,%,%,(5)(14),0.1,%,(3)(8)(10),,,,
145,"Coverall North America, Inc.",Commercial Services & Supplies,Senior Secured Term Loan A,11/2/2015,7.00% (3ML+ 6.00%),1.00,37000,5/3/2021,-,23202,-,18935,-,0.6,-,%,(3)(10),0.1,%,(3)(8)(10),,,,
146,"Coverall North America, Inc.",Commercial Services & Supplies,Senior Secured Term Loan A,11/2/2015,7.00% (3ML+ 6.00%),1.00,37000,5/3/2021,21872,23202,21872,18935,0.7,%,-,%,(3)(10),0.1,%,(3)(8)(10),,,,
147,CP VI Bella Midco,IT Services,Second Lien Term Loan,2/26/2018,6.90% (1ML+ 6.75%),-,37000,12/29/2025,15750,23202,15712,18935,15750,%,0.5,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
148,CP VI Bella Midco,IT Services,Second Lien Term Loan,2/26/2018,6.90% (1ML+ 6.75%),-,37000,12/29/2025,15750,15712,15712,15750,15750,0.5,%,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
149,Curo Group Holdings Corp.,Consumer Finance,Second Lien Term Loan,7/30/2020,-,-,37000,9/1/2025,3421,15712,2757,15750,2870,0.5,0.1,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
150,Curo Group Holdings Corp.,Consumer Finance,Second Lien Term Loan,7/30/2020,-,-,37000,9/1/2025,2757,15712,2870,15750,0.1,%,0.1,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
151,"Digital Room, LLC",Commercial Services & Supplies,First Lien Term Loan,5/29/2019,5.27% (6ML+ 5.00%),-,37000,5/21/2026,9875,15712,9769,15750,9631,%,0.3,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
152,Second Lien Term Loan,5/30/2019,9.27% (6ML+ 9.00%),-,5.27% (6ML+ 5.00%),5/21/2027,70000,5/21/2026,70000,15712,68199,15750,2.1,%,(3)(8)(10),%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
153,Second Lien Term Loan,5/30/2019,9.27% (6ML+ 9.00%),-,5.27% (6ML+ 5.00%),5/21/2027,70000,5/21/2026,70000,79769,68199,77830,2.1,2.4,%,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
154,"Dunn Paper, Inc.",Paper & Forest Products,First Lien Term Loan,11/27/2019,5.75% (2ML+ 4.75%),1.00,70000,8/26/2022,3541,79769,3475,77830,3475,2.4,0.1,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
155,First Lien Term Loan,11/27/2019,5.75% (1ML+ 4.75%),1.00,5.75% (2ML+ 4.75%),8/26/2022,947,8/26/2022,929,79769,929,77830,-,%,(3)(8)(10),%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
156,Second Lien Term Loan,10/7/2016,9.75% (1ML+ 8.75%),1.00,5.75% (2ML+ 4.75%),8/26/2023,11500,8/26/2022,11404,79769,11404,77830,0.4,%,(3)(8)(10),%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
157,Second Lien Term Loan,10/7/2016,9.75% (1ML+ 8.75%),1.00,5.75% (2ML+ 4.75%),8/26/2023,11500,8/26/2022,11404,15808,11404,15808,0.4,0.5,%,%,(3)(8)(10),0.1,%,(3)(8)(10),,,,
158,"Easy Gardener Products, Inc.",Household Durables,Third Lien Term Loan,6/11/2020,10.25% (3ML+ 10.00%),0.25,11500,9/30/2024,3980,15808,3980,15808,3980,0.5,0.1,%,(10),0.1,%,(3)(8)(10),,,,
159,"Class A Units of EZG Holdings, Inc. (200 units)",6/11/2020,Third Lien Term Loan,-,10.25% (3ML+ 10.00%),0.25,-,9/30/2024,312,15808,781,15808,-,%,(16),%,(10),0.1,%,(3)(8)(10),,,,
160,"Class B Units of EZG Holdings, Inc. (12,525 units)",6/11/2020,Third Lien Term Loan,-,10.25% (3ML+ 10.00%),0.25,-,9/30/2024,1688,15808,5029,15808,0.2,%,(16),%,(10),0.1,%,(3)(8)(10),,,,
161,"Class B Units of EZG Holdings, Inc. (12,525 units)",6/11/2020,Third Lien Term Loan,-,10.25% (3ML+ 10.00%),0.25,-,9/30/2024,1688,15808,5980,15808,9790,%,0.3,%,(10),0.1,%,(3)(8)(10),,,,
162,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,15808,9790,%,0.3,%,(10),0.1,%,(3)(8)(10),,,,
163,EDSCO Holding Company LLC,Machinery,Senior Secured Term Loan,1/10/2020,7.50% (1ML+ 6.00%),1.50,Legal Maturity,1/10/2025,Amortized Cost,17703,% of Net Assets,15808,17703,%,0.3,17703,(10),0.6,%,(3)(10),,,,
164,EDSCO Holding Company LLC,Machinery,Senior Secured Term Loan,1/10/2020,7.50% (1ML+ 6.00%),1.50,Legal Maturity,1/10/2025,Amortized Cost,17703,17703,15808,17703,%,0.6,%,(10),0.6,%,(3)(10),,,,
165,"Engine Group, Inc. (7)",Media,Senior Secured Term Loan,9/25/2017,6.00% (1ML+ 5.00%),1.00,Legal Maturity,9/15/2022,4220,17703,4220,15808,3204,%,0.1,%,(8)(9)(10),0.6,%,(3)(10),,,,
166,Second Lien Term Loan,9/25/2017,10.00% (1ML+ 9.00%),1.00,6.00% (1ML+ 5.00%),9/15/2023,35000,9/15/2022,35000,17703,7386,15808,0.2,%,(8)(9)(10),%,(8)(9)(10),0.6,%,(3)(10),,,,
167,Second Lien Term Loan,9/25/2017,10.00% (1ML+ 9.00%),1.00,6.00% (1ML+ 5.00%),9/15/2023,35000,9/15/2022,35000,17703,39220,15808,10590,%,0.3,%,(8)(9)(10),0.6,%,(3)(10),,,,
168,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals",Second Lien Term Loan,12/5/2017,8.50% (3ML+ 7.50%),1.00,35000,12/1/2025,12500,17703,12419,15808,12377,%,0.4,%,(3)(8)(10),0.6,%,(3)(10),,,,
169,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals",Second Lien Term Loan,12/5/2017,8.50% (3ML+ 7.50%),1.00,35000,12/1/2025,12500,17703,12419,15808,12377,%,0.4,%,(3)(8)(10),0.6,%,(3)(10),,,,
170,First Brands Group,Auto Components,First Lien Term Loan,8/6/2020,8.50% (2ML+ 7.50%),1.00,35000,2/2/2024,27179,17703,25724,15808,26477,%,0.8,%,(3)(8)(10),0.6,%,(3)(10),,,,
171,First Brands Group,Auto Components,First Lien Term Loan,8/6/2020,8.50% (2ML+ 7.50%),1.00,35000,2/2/2024,27179,17703,25724,15808,26477,%,0.8,%,(3)(8)(10),0.6,%,(3)(10),,,,
172,"Galaxy XV CLO, Ltd.",Structured Finance,Subordinated Structured Note,2/13/2013,"Residual Interest, current yield 13.37%",-,35000,10/15/2030,50525,17703,35931,15808,25611,%,0.8,%,(5)(14),0.6,%,(3)(10),,,,
173,"Galaxy XV CLO, Ltd.",Structured Finance,Subordinated Structured Note,2/13/2013,"Residual Interest, current yield 13.37%",-,35000,10/15/2030,50525,17703,35931,15808,25611,%,0.8,%,(5)(14),0.6,%,(3)(10),,,,
174,"Galaxy XXVII CLO, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2013,"Residual Interest, current yield 12.40%",-,35000,5/16/2031,24575,17703,16679,15808,11559,%,0.4,%,(5)(14),0.6,%,(3)(10),,,,
175,"Galaxy XXVII CLO, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2013,"Residual Interest, current yield 12.40%",-,35000,5/16/2031,24575,17703,16679,15808,11559,%,0.4,%,(5)(14),0.6,%,(3)(10),,,,
176,"Galaxy XXVIII CLO, Ltd.",Structured Finance,Subordinated Structured Note,5/30/2014,"Residual Interest, current yield 11.41%",-,35000,7/15/2031,39905,17703,29154,15808,16170,%,0.5,%,(5)(14),0.6,%,(3)(10),,,,
177,"Galaxy XXVIII CLO, Ltd.",Structured Finance,Subordinated Structured Note,5/30/2014,"Residual Interest, current yield 11.41%",-,35000,7/15/2031,39905,17703,29154,15808,16170,%,0.5,%,(5)(14),0.6,%,(3)(10),,,,
178,"GEON Performance Solutions, LLC",Chemicals,"Revolving Line of Credit - $3,621 Commitment",12/12/2019,7.88% (1ML+ 6.25%),1.63,35000,10/25/2024,-,17703,-,15808,-,%,-,%,(10)(15),0.6,%,(3)(10),,,,
179,First Lien Term Loan,12/12/2019,7.88% (1ML+ 6.25%),1.63,7.88% (1ML+ 6.25%),10/25/2024,31222,10/25/2024,31077,17703,31222,15808,1.0,%,(3)(10),%,(10)(15),0.6,%,(3)(10),,,,
180,First Lien Term Loan,12/12/2019,7.88% (1ML+ 6.25%),1.63,7.88% (1ML+ 6.25%),10/25/2024,31222,10/25/2024,31077,17703,31077,15808,31222,%,1.0,%,(10)(15),0.6,%,(3)(10),,,,
181,Global Tel*Link Corporation,Diversified Telecommunication Services,First Lien Term Loan,8/20/2019,4.40% (1ML+ 4.25%),-,31222,11/29/2025,9874,17703,9536,15808,9471,%,0.3,%,(3)(8)(10),0.6,%,(3)(10),,,,
182,Second Lien Term Loan,12/4/2018,8.40% (1ML+ 8.25%),-,4.40% (1ML+ 4.25%),11/29/2026,40170,11/29/2025,39424,17703,39082,15808,1.2,%,(3)(8)(10),%,(3)(8)(10),0.6,%,(3)(10),,,,
183,Second Lien Term Loan,12/4/2018,8.40% (1ML+ 8.25%),-,4.40% (1ML+ 4.25%),11/29/2026,40170,11/29/2025,39424,17703,48960,15808,48553,%,1.5,%,(3)(8)(10),0.6,%,(3)(10),,,,
184,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,Second Lien Term Loan,5/15/2019,8.39% (1ML+ 8.25%),-,40170,5/15/2027,12500,17703,12500,15808,10386,%,0.3,%,(3)(8)(10),0.6,%,(3)(10),,,,
185,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,Second Lien Term Loan,5/15/2019,8.39% (1ML+ 8.25%),-,40170,5/15/2027,12500,17703,12500,15808,10386,%,0.3,%,(3)(8)(10),0.6,%,(3)(10),,,,
186,"Eze Castle Integration, Inc. (f/k/a/ H.I.G. ECI Merger Sub, Inc.)",IT Services,First Lien Term Loan,7/15/2020,10.00% (1ML+ 8.50%),1.50,40170,7/15/2025,48094,17703,48094,15808,48094,%,1.5,%,(3)(10),0.6,%,(3)(10),,,,
187,"Delayed Draw Term Loan - $1,786 Commitment",7/15/2020,10.00% (1ML+ 8.50%),1.50,10.00% (1ML+ 8.50%),7/15/2025,-,7/15/2025,-,17703,-,15808,-,%,(3)(10)(15),%,(3)(10),0.6,%,(3)(10),,,,
188,"Delayed Draw Term Loan - $1,786 Commitment",7/15/2020,10.00% (1ML+ 8.50%),1.50,10.00% (1ML+ 8.50%),7/15/2025,-,7/15/2025,-,17703,48094,15808,48094,%,1.5,%,(3)(10),0.6,%,(3)(10),,,,
189,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,Subordinated Structured Note,8/7/2012,"Residual Interest, current yield 0.00%",-,-,8/15/2023,23188,17703,3726,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
190,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,Subordinated Structured Note,8/7/2012,"Residual Interest, current yield 0.00%",-,-,8/15/2023,23188,17703,3726,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
191,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,Subordinated Structured Note,3/8/2013,"Residual Interest, current yield 0.00%",-,-,4/15/2025,40400,17703,19984,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
192,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,Subordinated Structured Note,3/8/2013,"Residual Interest, current yield 0.00%",-,-,4/15/2025,40400,17703,19984,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
193,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,Subordinated Structured Note,2/7/2014,"Residual Interest, current yield 0.00%",-,-,4/20/2026,24500,17703,11822,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
194,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,Subordinated Structured Note,2/7/2014,"Residual Interest, current yield 0.00%",-,-,4/20/2026,24500,17703,11822,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
195,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,Subordinated Structured Note,4/14/2014,"Residual Interest, current yield 0.00%",-,-,4/28/2025,41164,17703,21322,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
196,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,Subordinated Structured Note,4/14/2014,"Residual Interest, current yield 0.00%",-,-,4/28/2025,41164,17703,21322,15808,-,%,-,%,(5)(14)(17),0.6,%,(3)(10),,,,
197,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,Subordinated Structured Note,7/23/2015,"Residual Interest, current yield 0.00%",-,-,10/18/2027,39598,17703,29671,15808,15189,%,0.5,%,(5)(14)(17),0.6,%,(3)(10),,,,
198,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,Subordinated Structured Note,7/23/2015,"Residual Interest, current yield 0.00%",-,-,10/18/2027,39598,17703,29671,15808,15189,%,0.5,%,(5)(14)(17),0.6,%,(3)(10),,,,
199,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,15808,15189,%,0.5,%,(5)(14)(17),0.6,%,(3)(10),,,,
200,"Halyard MD OpCo, LLC",Media,First Lien Term Loan,8/6/2018,10.00% (3ML+ 8.00%),2.00,Legal Maturity,8/6/2023,Amortized Cost,10265,% of Net Assets,15808,10265,%,0.5,10265,(5)(14)(17),0.3,%,(3)(10),,,,
201,"Halyard MD OpCo, LLC",Media,First Lien Term Loan,8/6/2018,10.00% (3ML+ 8.00%),2.00,Legal Maturity,8/6/2023,Amortized Cost,10265,10265,15808,10265,%,0.3,%,(5)(14)(17),0.3,%,(3)(10),,,,
202,"HarbourView CLO VII-R, Ltd.",Structured Finance,Subordinated Structured Note,6/5/2015,"Residual Interest, current yield 0.00%",-,Legal Maturity,7/18/2031,19025,10265,12817,15808,5010,%,0.2,%,(5)(14)(17),0.3,%,(3)(10),,,,
203,"HarbourView CLO VII-R, Ltd.",Structured Finance,Subordinated Structured Note,6/5/2015,"Residual Interest, current yield 0.00%",-,Legal Maturity,7/18/2031,19025,10265,12817,15808,5010,%,0.2,%,(5)(14)(17),0.3,%,(3)(10),,,,
204,"Help/Systems Holdings, Inc.",Software,First Lien Term Loan,11/29/2019,5.75% (3ML+ 4.75%),1.00,Legal Maturity,11/19/2026,8458,10265,8386,15808,8458,%,0.3,%,(3)(8)(10),0.3,%,(3)(10),,,,
205,Second Lien Term Loan,11/22/2019,9.00% (3ML+ 8.00%),1.00,5.75% (3ML+ 4.75%),11/19/2027,17500,11/19/2026,17198,10265,17198,15808,0.5,%,(3)(8)(10),%,(3)(8)(10),0.3,%,(3)(10),,,,
206,Second Lien Term Loan,11/22/2019,9.00% (3ML+ 8.00%),1.00,5.75% (3ML+ 4.75%),11/19/2027,17500,11/19/2026,17198,10265,25584,15808,25656,%,0.8,%,(3)(8)(10),0.3,%,(3)(10),,,,
207,"Inpatient Care Management Company, LLC",Health Care Providers & Services,Senior Secured Term Loan,6/8/2016,9.00% (3ML+ 8.00%),1.00,17500,6/8/2021,14000,10265,14000,15808,13973,%,0.4,%,(3)(10),0.3,%,(3)(10),,,,
208,"Inpatient Care Management Company, LLC",Health Care Providers & Services,Senior Secured Term Loan,6/8/2016,9.00% (3ML+ 8.00%),1.00,17500,6/8/2021,14000,10265,14000,15808,13973,%,0.4,%,(3)(10),0.3,%,(3)(10),,,,
209,Jefferson Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,6/26/2015,"Residual Interest, current yield 10.39%",-,17500,10/20/2031,23594,10265,19760,15808,12476,%,0.4,%,(5)(14),0.3,%,(3)(10),,,,
210,Jefferson Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,6/26/2015,"Residual Interest, current yield 10.39%",-,17500,10/20/2031,23594,10265,19760,15808,12476,%,0.4,%,(5)(14),0.3,%,(3)(10),,,,
211,"K&N Parent, Inc.",Auto Components,First Lien Term Loan,3/3/2020,5.75% (1ML+ 4.75%),1.00,17500,10/20/2023,1431,10265,1255,15808,1382,%,-,%,(3)(8)(10),0.3,%,(3)(10),,,,
212,Second Lien Term Loan,10/28/2016,9.75% (1ML+ 8.75%),1.00,5.75% (1ML+ 4.75%),10/21/2024,25887,10/20/2023,25553,10265,24160,15808,0.8,%,(3)(8)(10),%,(3)(8)(10),0.3,%,(3)(10),,,,
213,Second Lien Term Loan,10/28/2016,9.75% (1ML+ 8.75%),1.00,5.75% (1ML+ 4.75%),10/21/2024,25887,10/20/2023,25553,10265,26808,15808,25542,%,0.8,%,(3)(8)(10),0.3,%,(3)(10),,,,
214,Keystone Acquisition Corp. (4),Health Care Providers & Services,Second Lien Term Loan,5/18/2017,10.25% (3ML+ 9.25%),1.00,25887,5/1/2025,50000,10265,50000,15808,49692,%,1.6,%,(3)(8)(10),0.3,%,(3)(10),,,,
215,Keystone Acquisition Corp. (4),Health Care Providers & Services,Second Lien Term Loan,5/18/2017,10.25% (3ML+ 9.25%),1.00,25887,5/1/2025,50000,10265,50000,15808,49692,%,1.6,%,(3)(8)(10),0.3,%,(3)(10),,,,
216,LCM XIV Ltd.,Structured Finance,Subordinated Structured Note,6/25/2013,"Residual Interest, current yield 12.46%",-,25887,7/21/2031,49934,10265,28707,15808,19322,%,0.6,%,(5)(14),0.3,%,(3)(10),,,,
217,LCM XIV Ltd.,Structured Finance,Subordinated Structured Note,6/25/2013,"Residual Interest, current yield 12.46%",-,25887,7/21/2031,49934,10265,28707,15808,19322,%,0.6,%,(5)(14),0.3,%,(3)(10),,,,
218,"Legility, LLC",Professional Services,First Lien Term Loan,2/28/2020,7.00% (6ML+ 6.00%),1.00,25887,12/17/2025,19750,10265,19390,15808,19750,%,0.6,%,(3)(8)(10),0.3,%,(3)(10),,,,
219,"Legility, LLC",Professional Services,First Lien Term Loan,2/28/2020,7.00% (6ML+ 6.00%),1.00,25887,12/17/2025,19750,10265,19390,15808,19750,%,0.6,%,(3)(8)(10),0.3,%,(3)(10),,,,
220,"LGC US FINCO, LLC",Machinery,First Lien Term Loan,1/24/2020,7.50% (1ML+ 6.50%),1.00,25887,12/20/2025,29550,10265,28758,15808,26562,%,0.8,%,(3)(8)(10),0.3,%,(3)(10),,,,
221,"LGC US FINCO, LLC",Machinery,First Lien Term Loan,1/24/2020,7.50% (1ML+ 6.50%),1.00,25887,12/20/2025,29550,10265,28758,15808,26562,%,0.8,%,(3)(8)(10),0.3,%,(3)(10),,,,
222,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (1,250,000 units)",10/31/2007,7.50% (1ML+ 6.50%),-,25887,12/20/2025,-,10265,-,15808,-,%,-,%,(16),0.3,%,(3)(10),,,,
223,"Class A Common Units (1,250,000 units)",10/31/2007,"Preferred Units (1,250,000 units)",-,7.50% (1ML+ 6.50%),-,-,12/20/2025,-,10265,-,15808,-,%,(16),%,(16),0.3,%,(3)(10),,,,
224,"Class A Common Units (1,250,000 units)",10/31/2007,"Preferred Units (1,250,000 units)",-,7.50% (1ML+ 6.50%),-,-,12/20/2025,-,10265,-,15808,-,%,-,%,(16),0.3,%,(3)(10),,,,
225,"Medusind Acquisition, Inc. (19)",Health Care Providers & Services,First Lien Term Loan,9/30/2019,9.00% (3ML+ 8.00%),1.00,-,4/8/2024,24324,10265,24032,15808,23674,%,0.7,%,(3)(10),0.3,%,(3)(10),,,,
