,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
124,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,58915,100711,% of Net Assets,101030,8.2%,3.1%,34790.0,,1.1%,,,,
125,"Capstone Logistics Acquisition, Inc.",Commercial Services & Supplies,"Second Lien Term Loan (10.77% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(8)(13)",10/7/2014,101030,58915,100711,% of Net Assets,101030,8.2%,3.1%,34790.0,,1.1%,,,,
126,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 22.13%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,58915,16528,% of Net Assets,18309,8.2%,0.6%,34790.0,,1.1%,,,,
127,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 22.13%, due 7/15/2030)(5)(6)(14)",6/29/2018,25534,58915,16528,% of Net Assets,18309,8.2%,0.6%,34790.0,,1.1%,,,,
128,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.17%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,58915,33301,% of Net Assets,28715,8.2%,0.9%,34790.0,,1.1%,,,,
129,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.17%, due 10/20/2029)(5)(6)(14)",9/13/2016,32200,58915,33301,% of Net Assets,28715,8.2%,0.9%,34790.0,,1.1%,,,,
130,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.48%, due 4/30/2031)(5)(14)",5/10/2018,24870,58915,14130,% of Net Assets,12251,8.2%,0.4%,34790.0,,1.1%,,,,
131,Carlyle C17 CLO Limited (f/k/a Cent CLO 17 Limited),Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.48%, due 4/30/2031)(5)(14)",5/10/2018,24870,58915,14130,% of Net Assets,12251,8.2%,0.4%,34790.0,,1.1%,,,,
132,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"Second Lien Term Loan (11.52% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,35000,58915,34318,% of Net Assets,33625,8.2%,1.0%,34790.0,,1.1%,,,,
133,"CCS-CMGC Holdings, Inc.",Health Care Providers & Services,"Second Lien Term Loan (11.52% (LIBOR + 9.00%), due 10/1/2026)(3)(8)(13)",10/12/2018,35000,58915,34318,% of Net Assets,33625,8.2%,1.0%,34790.0,,1.1%,,,,
134,Cent CLO 21 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.75%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,58915,37238,% of Net Assets,30591,8.2%,0.9%,34790.0,,1.1%,,,,
135,Cent CLO 21 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.75%, due 7/27/2030)(5)(6)(14)",6/18/2014,49552,58915,37238,% of Net Assets,30591,8.2%,0.9%,34790.0,,1.1%,,,,
136,Cent CLO 21 Limited,Structured Finance,"Class E Notes (12.66% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,58915,9995,% of Net Assets,10793,8.2%,0.3%,34790.0,,1.1%,,,,
137,Cent CLO 21 Limited,Structured Finance,"Class E Notes (12.66% (LIBOR + 8.65%), due 7/27/2030)(6)(11)(14)(37)",7/27/2018,10591,58915,9995,% of Net Assets,10793,8.2%,0.3%,34790.0,,1.1%,,,,
138,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 10/25/2028)(5)(14)",1/15/2014,40275,58915,21719,% of Net Assets,25733,8.2%,0.8%,34790.0,,1.1%,,,,
139,Columbia Cent CLO 27 Limited,Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.52%, due 10/25/2028)(5)(14)",1/15/2014,40275,58915,21719,% of Net Assets,25733,8.2%,0.8%,34790.0,,1.1%,,,,
140,Columbia Cent CLO 27 Limited,Structured Finance,"Class E Notes (11.86% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,58915,7237,% of Net Assets,7448,8.2%,0.2%,34790.0,,1.1%,,,,
141,Columbia Cent CLO 27 Limited,Structured Finance,"Class E Notes (11.86% (LIBOR + 8.29%), due 10/25/2028)(11)(14)(37)",10/25/2018,7450,58915,7237,% of Net Assets,7448,8.2%,0.2%,34790.0,,1.1%,,,,
142,Centerfield Media Holding Company(35),IT Services,"Senior Secured Term Loan A (9.81% (LIBOR + 7.00% with 2.00% LIBOR floor), due 1/17/2022)(3)(11)",1/17/2017,74842,58915,74842,% of Net Assets,74842,8.2%,2.3%,34790.0,,1.1%,,,,
143,"Senior Secured Term Loan B (15.31% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,1/17/2017,78100,58915,78100,% of Net Assets,2.4%,8.2%,2.3%,34790.0,,1.1%,,,,
144,"Senior Secured Term Loan B (15.31% (LIBOR + 12.50% with 2.00% LIBOR floor), due 1/17/2022)(11)",1/17/2017,78100,1/17/2017,78100,58915,152942,% of Net Assets,152942,8.2%,4.7%,34790.0,,1.1%,,,,
145,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.92%, due 4/24/2031)(5)(14)",4/5/2018,44100,58915,29113,% of Net Assets,24641,8.2%,0.7%,34790.0,,1.1%,,,,
146,"CIFC Funding 2013-III-R, Ltd. (f/k/a CIFC Funding 2013-III, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.92%, due 4/24/2031)(5)(14)",4/5/2018,44100,58915,29113,% of Net Assets,24641,8.2%,0.7%,34790.0,,1.1%,,,,
147,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,24641,8.2%,0.7%,34790.0,,1.1%,,,,
148,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.95%, due 4/28/2031)(5)(14)",11/14/2013,Principal Value,45500,Fair  Value(2),% of Net Assets,32020,8.2%,0.7%,27080.0,,0.8%,,,,
149,"CIFC Funding 2013-IV, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.95%, due 4/28/2031)(5)(14)",11/14/2013,Principal Value,45500,32020,% of Net Assets,27080,8.2%,0.8%,27080.0,,0.8%,,,,
150,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.97%, due 10/17/2030)(5)(6)(14)",9/3/2014,44467,45500,30057,% of Net Assets,23952,8.2%,0.7%,27080.0,,0.8%,,,,
151,"CIFC Funding 2014-IV-R, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.97%, due 10/17/2030)(5)(6)(14)",9/3/2014,44467,45500,30057,% of Net Assets,23952,8.2%,0.7%,27080.0,,0.8%,,,,
152,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Class F Notes (12.03% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,45500,9963,% of Net Assets,10348,8.2%,0.3%,27080.0,,0.8%,,,,
153,"CIFC Funding 2014-V, Ltd.",Structured Finance,"Class F Notes (12.03% (LIBOR + 8.50%), due 10/17/2031)(6)(11)(14)(37)",9/27/2018,10250,45500,9963,% of Net Assets,10348,8.2%,0.3%,27080.0,,0.8%,,,,
154,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.60%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,45500,31141,% of Net Assets,28320,8.2%,0.9%,27080.0,,0.8%,,,,
155,"CIFC Funding 2016-I, Ltd.",Structured Finance,"Income Notes (Residual Interest, current yield 13.60%, due 10/21/2028)(5)(6)(14)",12/21/2016,34000,45500,31141,% of Net Assets,28320,8.2%,0.9%,27080.0,,0.8%,,,,
156,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,26405,45500,26355,% of Net Assets,26405,8.2%,0.8%,27080.0,,0.8%,,,,
157,"Cinedigm DC Holdings, LLC",Entertainment,"Senior Secured Term Loan (11.81% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(46)",2/28/2013,26405,45500,26355,% of Net Assets,26405,8.2%,0.8%,27080.0,,0.8%,,,,
158,"Class Valuation, LLC (f/k/a Class Appraisal, LLC)",Real Estate Management & Development,"Revolving Line of Credit – $1,500 Commitment (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/12/2020)(11)(15)",3/12/2018,-,45500,-,% of Net Assets,-,8.2%,-%,27080.0,,0.8%,,,,
159,"Senior Secured Term Loan (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,41370,3/12/2018,41370,45500,41370,% of Net Assets,1.3%,8.2%,-%,27080.0,,0.8%,,,,
160,"Senior Secured Term Loan (11.06% (LIBOR + 8.25% with 1.50% LIBOR floor), due 3/10/2023)(3)(11)",3/12/2018,41370,3/12/2018,41370,45500,41370,% of Net Assets,41370,8.2%,1.3%,27080.0,,0.8%,,,,
161,"Coverall North America, Inc.",Commercial Services & Supplies,"Senior Secured Term Loan A (8.81% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,13975,45500,13975,% of Net Assets,13975,8.2%,0.4%,27080.0,,0.8%,,,,
162,"Senior Secured Term Loan B (13.81% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,24125,11/2/2015,24125,45500,24125,% of Net Assets,0.8%,8.2%,0.4%,27080.0,,0.8%,,,,
163,"Senior Secured Term Loan B (13.81% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)",11/2/2015,24125,11/2/2015,24125,45500,38100,% of Net Assets,38100,8.2%,1.2%,27080.0,,0.8%,,,,
164,CP VI Bella Midco,IT Services,"Second Lien Term Loan (9.27% (LIBOR + 6.75%, due 12/29/2025)(3)(8)(13)",12/28/2017,11500,45500,11487,% of Net Assets,11376,8.2%,0.3%,27080.0,,0.8%,,,,
165,CP VI Bella Midco,IT Services,"Second Lien Term Loan (9.27% (LIBOR + 6.75%, due 12/29/2025)(3)(8)(13)",12/28/2017,11500,45500,11487,% of Net Assets,11376,8.2%,0.3%,27080.0,,0.8%,,,,
166,"Digital Room, LLC",Commercial Services & Supplies,"First Lien Term Loan (7.53% (LIBOR + 5.00% with 1.00% LIBOR floor), due 12/29/2023)(3)(8)(13)",2/9/2018,9900,45500,9816,% of Net Assets,9900,8.2%,0.3%,27080.0,,0.8%,,,,
167,"Second Lien Term Loan (11.28% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",2/8/2018,57100,2/9/2018,56357,45500,57100,% of Net Assets,1.7%,8.2%,0.3%,27080.0,,0.8%,,,,
168,"Second Lien Term Loan (11.28% (LIBOR + 8.75% with 1.00% LIBOR floor), due 12/29/2024)(3)(8)(13)",2/8/2018,57100,2/9/2018,56357,66173,57100,67000,1.7%,2.0%,0.3%,27080.0,,0.8%,,,,
169,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,66173,11345,67000,11345,2.0%,0.3%,27080.0,,0.8%,,,,
170,"Dunn Paper, Inc.",Paper & Forest Products,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 8/26/2023)(3)(8)(13)",10/7/2016,11500,11345,11345,11345,11345,0.3%,0.3%,27080.0,,0.8%,,,,
171,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.52% (LIBOR + 7.00%), due 8/23/2026)(3)(8)(13)",8/23/2018,2735,11345,2728,11345,2728,0.3%,0.1%,27080.0,,0.8%,,,,
172,"Dynatrace, LLC",Software,"Second Lien Term Loan (9.52% (LIBOR + 7.00%), due 8/23/2026)(3)(8)(13)",8/23/2018,2735,2728,2728,2728,2728,0.1%,0.1%,27080.0,,0.8%,,,,
173,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.81% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,16056,2728,16056,2728,14923,0.1%,0.5%,27080.0,,0.8%,,,,
174,"Easy Gardener Products, Inc.",Household Durables,"Senior Secured Term Loan (12.81% (LIBOR + 10.00% with 0.25% LIBOR floor), due 09/30/2020)(3)(11)",10/2/2015,16056,16056,16056,14923,14923,0.5%,0.5%,27080.0,,0.8%,,,,
175,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,14923,0.5%,0.5%,27080.0,,0.8%,,,,
176,"Engine Group, Inc.(7)",Media,"Senior Secured Term Loan (7.80% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/15/2022)(8)(11)",9/25/2017,Principal Value,4650,Fair  Value(2),% of Net Assets,4650,0.5%,0.5%,4583.0,,0.1%,,,,
177,"Second Lien Term Loan (11.80% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,9/25/2017,35000,4650,30000,% of Net Assets,0.9%,0.5%,0.5%,4583.0,,0.1%,,,,
178,"Second Lien Term Loan (11.80% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/15/2023)(3)(8)(11)",9/25/2017,35000,9/25/2017,35000,39650,30000,34583,0.9%,1.0%,0.5%,4583.0,,0.1%,,,,
179,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.85% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(3)(8)(13)",12/5/2017,12500,39650,12392,34583,12114,1.0%,0.4%,4583.0,,0.1%,,,,
180,EXC Holdings III Corp,"Technology Hardware, Storage & Peripherals","Second Lien Term Loan (9.85% (LIBOR + 7.50% with 1.00% LIBOR floor), due 12/01/2025)(3)(8)(13)",12/5/2017,12500,12392,12392,12114,12114,0.4%,0.4%,4583.0,,0.1%,,,,
181,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.30%, due 10/15/2030)(5)(14)",3/14/2013,50525,12392,35571,12114,27837,0.4%,0.8%,4583.0,,0.1%,,,,
182,"Galaxy XV CLO, Ltd.",Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.30%, due 10/15/2030)(5)(14)",3/14/2013,50525,35571,35571,27837,27837,0.8%,0.8%,4583.0,,0.1%,,,,
183,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.84%, due 5/16/2031)(5)(14)",4/17/2018,24575,35571,16599,27837,12508,0.8%,0.4%,4583.0,,0.1%,,,,
184,"Galaxy XXVII CLO, Ltd. (f/k/a Galaxy XVI CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.84%, due 5/16/2031)(5)(14)",4/17/2018,24575,16599,16599,12508,12508,0.4%,0.4%,4583.0,,0.1%,,,,
185,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.87%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,16599,29052,12508,20331,0.4%,0.6%,4583.0,,0.1%,,,,
186,"Galaxy XXVIII CLO, Ltd. (f/k/a Galaxy XVII CLO, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.87%, due 7/15/2031)(5)(6)(14)",6/27/2014,39905,29052,29052,20331,20331,0.6%,0.6%,4583.0,,0.1%,,,,
187,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Class F Junior Note (12.70% (LIBOR + 8.48%), due 7/15/2031)(6)(11)(14)(37)",7/16/2018,6658,29052,6187,20331,6770,0.6%,0.2%,4583.0,,0.1%,,,,
188,"Galaxy XXVIII CLO, Ltd.",Structured Finance,"Class F Junior Note (12.70% (LIBOR + 8.48%), due 7/15/2031)(6)(11)(14)(37)",7/16/2018,6658,6187,6187,6770,6770,0.2%,0.2%,4583.0,,0.1%,,,,
189,Global Tel*Link Corporation,Diversified Telecommunication Services,"Second Lien Term Loan (10.96% (LIBOR + 8.25%), due 11/29/2026)(8)(11)",12/4/2018,25000,6187,24567,6770,24567,0.2%,0.7%,4583.0,,0.1%,,,,
190,Global Tel*Link Corporation,Diversified Telecommunication Services,"Second Lien Term Loan (10.96% (LIBOR + 8.25%), due 11/29/2026)(8)(11)",12/4/2018,25000,24567,24567,24567,24567,0.7%,0.7%,4583.0,,0.1%,,,,
191,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,"Second Lien Term Loan (10.52% (LIBOR + 8.00%), due 10/16/2026)(3)(8)(13)",10/25/2018,12500,24567,12316,24567,12316,0.7%,0.4%,4583.0,,0.1%,,,,
192,"GlobalTranz Enterprises, Inc.",Air Freight & Logistics,"Second Lien Term Loan (10.52% (LIBOR + 8.00%), due 10/16/2026)(3)(8)(13)",10/25/2018,12500,12316,12316,12316,12316,0.4%,0.4%,4583.0,,0.1%,,,,
193,"H.I.G. ECI Merger Sub, Inc.",IT Services,"Senior Secured Term Loan A (8.31% (LIBOR + 5.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,44464,12316,44464,12316,44464,0.4%,1.3%,4583.0,,0.1%,,,,
194,"Senior Secured Term Loan B (13.31% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,5/31/2018,29900,12316,29387,12316,0.9%,0.4%,1.3%,4583.0,,0.1%,,,,
195,"Senior Secured Term Loan B (13.31% (LIBOR + 10.50% with 1.50% LIBOR floor), due 5/31/2023)(3)(11)",5/31/2018,29900,5/31/2018,29900,74364,29387,73851,0.9%,2.2%,1.3%,4583.0,,0.1%,,,,
196,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/21/2012,23188,74364,3823,73851,1463,2.2%,-%,4583.0,,0.1%,,,,
197,Halcyon Loan Advisors Funding 2012-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 8/15/2023)(5)(14)(17)",8/21/2012,23188,3823,3823,1463,1463,-%,-%,4583.0,,0.1%,,,,
198,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,3823,20715,1463,14281,-%,0.4%,4583.0,,0.1%,,,,
199,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/15/2025)(5)(14)(17)",3/28/2013,40400,20715,20715,14281,14281,0.4%,0.4%,4583.0,,0.1%,,,,
200,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/18/2026)(5)(14)(17)",3/6/2014,24500,20715,12715,14281,8252,0.4%,0.2%,4583.0,,0.1%,,,,
201,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/18/2026)(5)(14)(17)",3/6/2014,24500,12715,12715,8252,8252,0.2%,0.2%,4583.0,,0.1%,,,,
202,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,8252,0.2%,0.2%,4583.0,,0.1%,,,,
203,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(6)(14)(17)",4/28/2014,Principal Value,41164,Fair  Value(2),% of Net Assets,22238,0.2%,0.2%,12941.0,,0.4%,,,,
204,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 0.00%, due 4/28/2025)(5)(6)(14)(17)",4/28/2014,Principal Value,22238,Fair  Value(2),12941,22238,0.4%,0.2%,12941.0,,0.4%,,,,
205,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.31%, due 10/18/2027)(5)(6)(14)",9/3/2015,39598,22238,34074,12941,30322,0.4%,0.9%,12941.0,,0.4%,,,,
206,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.31%, due 10/18/2027)(5)(6)(14)",9/3/2015,39598,34074,34074,30322,30322,0.9%,0.9%,12941.0,,0.4%,,,,
207,"Halyard MD OPCO, LLC",Media,"Revolving Line of Credit – $2,000 Commitment (10.81% (LIBOR + 8.00%), due 2/6/2020)(11)(15)",8/6/2018,-,34074,-,30322,-,0.9%,-%,12941.0,,0.4%,,,,
208,"First Lien Term Loan (10.81% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2023)(3)(11)",8/6/2018,11850,8/6/2018,11850,34074,11850,30322,0.4%,0.9%,-%,12941.0,,0.4%,,,,
209,"Delayed Draw Term Loan – $3,500 Commitment (10.81% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2019)(11)(15)",8/6/2018,-,8/6/2018,-,34074,-,30322,-%,0.9%,-%,12941.0,,0.4%,,,,
210,"Delayed Draw Term Loan – $3,500 Commitment (10.81% (LIBOR + 8.00% with 2.00% LIBOR floor), due 8/6/2019)(11)(15)",8/6/2018,-,8/6/2018,-,11850,-,11850,-%,0.4%,-%,12941.0,,0.4%,,,,
211,"Harbortouch Payments, LLC",Commercial Services & Supplies,Escrow Receivable,3/31/2014,-,11850,-,11850,951,0.4%,-%,12941.0,,0.4%,,,,
212,"Harbortouch Payments, LLC",Commercial Services & Supplies,Escrow Receivable,3/31/2014,-,-,-,951,951,-%,-%,12941.0,,0.4%,,,,
213,"HarbourView CLO VII-R, Ltd. (f/k/a HarbourView CLO VII, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.84%, due 7/18/2031)(5)(6)(14)",6/10/2015,19025,-,13331,951,12661,-%,0.4%,12941.0,,0.4%,,,,
214,"HarbourView CLO VII-R, Ltd. (f/k/a HarbourView CLO VII, Ltd.)",Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.84%, due 7/18/2031)(5)(6)(14)",6/10/2015,19025,13331,13331,12661,12661,0.4%,0.4%,12941.0,,0.4%,,,,
215,"Help/Systems Holdings, Inc.",Software,"Second Lien Term Loan (10.27% (LIBOR + 7.75%), due 3/27/2026)(3)(8)(13)",4/17/2018,11293,13331,11248,12661,11112,0.4%,0.3%,12941.0,,0.4%,,,,
216,"Help/Systems Holdings, Inc.",Software,"Second Lien Term Loan (10.27% (LIBOR + 7.75%), due 3/27/2026)(3)(8)(13)",4/17/2018,11293,11248,11248,11112,11112,0.3%,0.3%,12941.0,,0.4%,,,,
217,"Ingenio, LLC",Interactive Media & Services,"Senior Secured Term Loan (10.25% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",9/25/2017,9647,11248,9647,11112,9647,0.3%,0.3%,12941.0,,0.4%,,,,
218,"Ingenio, LLC",Interactive Media & Services,"Senior Secured Term Loan (10.25% (LIBOR + 7.50% with 1.25% LIBOR floor), due 9/26/2022)(3)(8)(11)",9/25/2017,9647,9647,9647,9647,9647,0.3%,0.3%,12941.0,,0.4%,,,,
219,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,20443,9647,20443,9647,20252,0.3%,0.6%,12941.0,,0.4%,,,,
220,"Inpatient Care Management Company, LLC",Health Care Providers & Services,"Senior Secured Term Loan (10.81% (LIBOR + 8.00% with 1.00% LIBOR floor), due 6/8/2021)(3)(11)",6/8/2016,20443,20443,20443,20252,20252,0.6%,0.6%,12941.0,,0.4%,,,,
221,"Janus International Group, LLC",Building Products,"Second Lien Term Loan (10.27% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(3)(8)(13)",2/22/2018,20000,20443,19830,20252,19249,0.6%,0.6%,12941.0,,0.4%,,,,
222,"Janus International Group, LLC",Building Products,"Second Lien Term Loan (10.27% (LIBOR + 7.75% with 1.00% LIBOR floor), due 2/12/2026)(3)(8)(13)",2/22/2018,20000,19830,19830,19249,19249,0.6%,0.6%,12941.0,,0.4%,,,,
223,JD Power and Associates,Capital Markets,"Second Lien Term Loan (11.02% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",9/16/2016,21673,19830,21534,19249,21673,0.6%,0.7%,12941.0,,0.4%,,,,
224,JD Power and Associates,Capital Markets,"Second Lien Term Loan (11.02% (LIBOR + 8.50% with 1.00% LIBOR floor), due 9/7/2024)(3)(8)(13)",9/16/2016,21673,21534,21534,21673,21673,0.7%,0.7%,12941.0,,0.4%,,,,
225,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.26%, due 10/20/2031)(5)(6)(14)",7/28/2015,23594,21534,18303,21673,12743,0.7%,0.4%,12941.0,,0.4%,,,,
226,Jefferson Mill CLO Ltd.,Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.26%, due 10/20/2031)(5)(6)(14)",7/28/2015,23594,18303,18303,12743,12743,0.4%,0.4%,12941.0,,0.4%,,,,
227,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",10/20/2016,25887,18303,25409,12743,25409,0.4%,0.8%,12941.0,,0.4%,,,,
228,"K&N Parent, Inc.",Auto Components,"Second Lien Term Loan (11.27% (LIBOR + 8.75% with 1.00% LIBOR floor), due 10/21/2024)(3)(8)(13)",10/20/2016,25887,25409,25409,25409,25409,0.8%,0.8%,12941.0,,0.4%,,,,
229,Portfolio Company,Industry,Investments(1)(44),Acquisition Date(53),Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,25409,0.8%,0.8%,12941.0,,0.4%,,,,
230,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (12.05% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,Principal Value,50000,Fair  Value(2),% of Net Assets,50000,0.8%,0.8%,50000.0,,1.5%,,,,
231,Keystone Acquisition Corp.(36),Health Care Providers & Services,"Second Lien Term Loan (12.05% (LIBOR + 9.25% with 1.00% LIBOR floor), due 5/1/2025)(3)(8)(11)",5/18/2017,Principal Value,50000,Fair  Value(2),50000,50000,1.5%,0.8%,50000.0,,1.5%,,,,
232,LCM XIV Ltd.,Structured Finance,"Income Notes (Residual Interest, current yield 15.73%, due 7/21/2031)(5)(14)",7/11/2013,49934,50000,26947,50000,22272,1.5%,0.7%,50000.0,,1.5%,,,,
