,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
198,Halcyon Loan Advisors Funding 2013-1 Ltd.,Structured Finance,Subordinated Structured Note,3/8/2013,"Residual Interest, current yield 0.00%",-,,4/15/2025,40400,,19984,,-,,-,%,(5)(14)(17),,,,,,,
199,,,,,,,,,,,19984,,-,,-,%,,,,,,,,
200,Halcyon Loan Advisors Funding 2014-1 Ltd.,Structured Finance,Subordinated Structured Note,2/7/2014,"Residual Interest, current yield 0.00%",-,,4/20/2026,24500,,11822,,-,,-,%,(5)(14)(17),,,,,,,
201,,,,,,,,,,,11822,,-,,-,%,,,,,,,,
202,Halcyon Loan Advisors Funding 2014-2 Ltd.,Structured Finance,Subordinated Structured Note,4/14/2014,"Residual Interest, current yield 0.00%",-,,4/28/2025,41164,,21322,,-,,-,%,(5)(14)(17),,,,,,,
203,,,,,,,,,,,21322,,-,,-,%,,,,,,,,
204,Halcyon Loan Advisors Funding 2015-3 Ltd.,Structured Finance,Subordinated Structured Note,7/23/2015,"Residual Interest, current yield 0.00%",-,,10/18/2027,39598,,29671,,15189,,0.5,%,(5)(14)(17),,,,,,,
205,,,,,,,,,,,29671,,15189,,0.5,%,,,,,,,,
206,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
207,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,
208,"Halyard MD OpCo, LLC",Media,First Lien Term Loan,8/6/2018,10.00% (3ML+ 8.00%),2.00,,8/6/2023,,10265,,,10265,,,10265,,0.3,%,(3)(10),,,,
209,,,,,,,,,,,10265,,10265,,0.3,%,,,,,,,,
210,"HarbourView CLO VII-R, Ltd.",Structured Finance,Subordinated Structured Note,6/5/2015,"Residual Interest, current yield 0.00%",-,,7/18/2031,19025,,12817,,5010,,0.2,%,(5)(14)(17),,,,,,,
211,,,,,,,,,,,12817,,5010,,0.2,%,,,,,,,,
212,"Help/Systems Holdings, Inc.",Software,First Lien Term Loan,11/29/2019,5.75% (3ML+ 4.75%),1.00,,11/19/2026,8458,,8386,,8458,,0.3,%,(3)(8)(10),,,,,,,
213,Second Lien Term Loan,11/22/2019,9.00% (3ML+ 8.00%),1.00,,11/19/2027,17500,,17198,,17198,,0.5,%,(3)(8)(10),,,,,,,,,
214,,,,,,,,,,,25584,,25656,,0.8,%,,,,,,,,
215,"Inpatient Care Management Company, LLC",Health Care Providers & Services,Senior Secured Term Loan,6/8/2016,9.00% (3ML+ 8.00%),1.00,,6/8/2021,14000,,14000,,13973,,0.4,%,(3)(10),,,,,,,
216,,,,,,,,,,,14000,,13973,,0.4,%,,,,,,,,
217,Jefferson Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,6/26/2015,"Residual Interest, current yield 10.39%",-,,10/20/2031,23594,,19760,,12476,,0.4,%,(5)(14),,,,,,,
218,,,,,,,,,,,19760,,12476,,0.4,%,,,,,,,,
219,"K&N Parent, Inc.",Auto Components,First Lien Term Loan,3/3/2020,5.75% (1ML+ 4.75%),1.00,,10/20/2023,1431,,1255,,1382,,-,%,(3)(8)(10),,,,,,,
220,Second Lien Term Loan,10/28/2016,9.75% (1ML+ 8.75%),1.00,,10/21/2024,25887,,25553,,24160,,0.8,%,(3)(8)(10),,,,,,,,,
221,,,,,,,,,,,26808,,25542,,0.8,%,,,,,,,,
222,Keystone Acquisition Corp. (4),Health Care Providers & Services,Second Lien Term Loan,5/18/2017,10.25% (3ML+ 9.25%),1.00,,5/1/2025,50000,,50000,,49692,,1.6,%,(3)(8)(10),,,,,,,
223,,,,,,,,,,,50000,,49692,,1.6,%,,,,,,,,
224,LCM XIV Ltd.,Structured Finance,Subordinated Structured Note,6/25/2013,"Residual Interest, current yield 12.46%",-,,7/21/2031,49934,,28707,,19322,,0.6,%,(5)(14),,,,,,,
225,,,,,,,,,,,28707,,19322,,0.6,%,,,,,,,,
226,"Legility, LLC",Professional Services,First Lien Term Loan,2/28/2020,7.00% (6ML+ 6.00%),1.00,,12/17/2025,19750,,19390,,19750,,0.6,%,(3)(8)(10),,,,,,,
227,,,,,,,,,,,19390,,19750,,0.6,%,,,,,,,,
228,"LGC US FINCO, LLC",Machinery,First Lien Term Loan,1/24/2020,7.50% (1ML+ 6.50%),1.00,,12/20/2025,29550,,28758,,26562,,0.8,%,(3)(8)(10),,,,,,,
229,,,,,,,,,,,28758,,26562,,0.8,%,,,,,,,,
230,"Maverick Healthcare Equity, LLC",Health Care Providers & Services,"Preferred Units (1,250,000 units)",10/31/2007,,-,,,-,,-,,-,,-,%,(16),,,,,,,
231,"Class A Common Units (1,250,000 units)",10/31/2007,,-,,,-,,-,,-,,-,%,(16),,,,,,,,,
232,,,,,,,,,,,-,,-,,-,%,,,,,,,,
233,"Medusind Acquisition, Inc. (19)",Health Care Providers & Services,First Lien Term Loan,9/30/2019,9.00% (3ML+ 8.00%),1.00,,4/8/2024,24324,,24032,,23674,,0.7,%,(3)(10),,,,,,,
234,,,,,,,,,,,24032,,23674,,0.7,%,,,,,,,,
235,Mountain View CLO 2013-I Ltd.,Structured Finance,Subordinated Structured Note,4/17/2013,"Residual Interest, current yield 1.15%",-,,10/15/2030,43650,,28516,,15324,,0.5,%,(5)(14),,,,,,,
236,,,,,,,,,,,28516,,15324,,0.5,%,,,,,,,,
237,Mountain View CLO IX Ltd.,Structured Finance,Subordinated Structured Note,5/13/2015,"Residual Interest, current yield 14.50%",-,,7/15/2031,47830,,29590,,26834,,0.8,%,(5)(14),,,,,,,
238,,,,,,,,,,,29590,,26834,,0.8,%,,,,,,,,
239,"Octagon Investment Partners XV, Ltd.",Structured Finance,Subordinated Structured Note,1/24/2013,"Residual Interest, current yield 11.73%",-,,7/19/2030,42064,,32969,,24504,,0.8,%,(5)(14),,,,,,,
240,,,,,,,,,,,32969,,24504,,0.8,%,,,,,,,,
241,Octagon Investment Partners 18-R Ltd.,Structured Finance,Subordinated Structured Note,8/12/2015,"Residual Interest, current yield 16.00%",-,,4/16/2031,46016,,25925,,18360,,0.6,%,(5)(14),,,,,,,
242,,,,,,,,,,,25925,,18360,,0.6,%,,,,,,,,
243,Pearl Intermediate Parent LLC,Health Care Providers & Services,Second Lien Term Loan,2/28/2018,6.40% (1ML+ 6.25%),-,,2/15/2026,5000,,4983,,4994,,0.2,%,(3)(8)(10),,,,,,,
244,,,,,,,,,,,4983,,4994,,0.2,%,,,,,,,,
245,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
246,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,
247,"PeopleConnect Holdings, LLC (11)",Interactive Media & Services,"Revolving Line of Credit - $8,918 Commitment",1/22/2020,10.00% (1ML+ 8.25%),1.75,,1/22/2025,,-,,,-,,,-,,-,%,(10)(15),,,,
248,"Delayed Draw Term Loan - $5,000 Commitment",1/22/2020,10.00% (3ML+ 8.25%),1.75,,1/22/2021,-,,-,,-,,-,%,(10)(15),,,,,,,,,
249,Senior Secured Term Loan,1/22/2020,10.00% (3ML+ 8.25%),1.75,,1/22/2025,195577,,195577,,195577,,6.1,%,(3)(10),,,,,,,,,
250,,,,,,,,,,,195577,,195577,,6.1,%,,,,,,,,
251,"PG Dental Holdings New Jersey, LLC",Health Care Providers & Services,"Delayed Draw Term Loan - $5,000 Commitment",5/31/2019,10.00% (3ML+ 7.25%),2.75,,5/31/2024,2500,,2500,,2500,,0.1,%,(3)(10)(15),,,,,,,
252,Senior Secured Term Loan,5/31/2019,10.00% (3ML+ 7.25%),2.75,,5/31/2024,22185,,22185,,22185,,0.7,%,(3)(10),,,,,,,,,
253,,,,,,,,,,,24685,,24685,,0.8,%,,,,,,,,
254,"PlayPower, Inc.",Leisure Products,First Lien Term Loan,5/16/2019,5.72% (3ML+ 5.50%),-,,5/10/2026,6246,,6194,,5993,,0.2,%,(3)(8)(10),,,,,,,
255,,,,,,,,,,,6194,,5993,,0.2,%,,,,,,,,
256,"Research Now Group, Inc. & Survey Sampling International LLC",Professional Services,First Lien Term Loan,1/5/2018,6.50% (6ML+ 5.50%),1.00,,12/20/2024,9725,,9404,,9619,,0.3,%,(3)(8)(10),,,,,,,
257,Second Lien Term Loan,1/5/2018,10.50% (6ML+ 9.50%),1.00,,12/20/2025,50000,,47727,,49167,,1.5,%,(3)(8)(10),,,,,,,,,
258,,,,,,,,,,,57131,,58786,,1.8,%,,,,,,,,
259,"RGIS Services, LLC",Commercial Services & Supplies,Senior Secured Term Loan,6/25/2020,8.50% (3ML+ 7.50%),1.00,,6/25/2025,8822,,8822,,8822,,0.2,%,(8)(10),,,,,,,
260,Membership Interest (4.34%),6/25/2020,,-,,,-,,10303,,8419,,0.3,%,(16),,,,,,,,,
261,,,,,,,,,,,19125,,17241,,0.5,%,,,,,,,,
262,RME Group Holding Company,Media,Senior Secured Term Loan A,5/4/2017,7.00% (3ML+ 6.00%),1.00,,5/4/2022,27459,,27458,,27153,,0.8,%,(3)(10),,,,,,,
263,Senior Secured Term Loan B,5/4/2017,12.00% (3ML+ 11.00%),1.00,,5/4/2022,22286,,22286,,22032,,0.7,%,(3)(10),,,,,,,,,
264,,,,,,,,,,,49744,,49185,,1.5,%,,,,,,,,
265,"Rocket Software, Inc.",Software,Second Lien Term Loan,12/7/2018,8.51% (3ML+ 8.25%),-,,11/27/2026,50000,,49615,,48730,,1.5,%,(3)(8)(10),,,,,,,
266,,,,,,,,,,,49615,,48730,,1.5,%,,,,,,,,
267,Romark WM-R Ltd.,Structured Finance,Subordinated Structured Note,4/11/2014,"Residual Interest, current yield 10.90%",-,,4/21/2031,27725,,23604,,14940,,0.5,%,(5)(14),,,,,,,
268,,,,,,,,,,,23604,,14940,,0.5,%,,,,,,,,
269,Rosa Mexicano,"Hotels, Restaurants & Leisure",Revolving Line of Credit - $500 Commitment,3/29/2018,6.50% (3ML+ 5.25%) plus 2.25% PIK,1.25,,3/29/2023,510,,510,,465,,-,%,(10)(15)(39),,,,,,,
270,Senior Secured Term Loan,3/29/2018,6.50% (3ML+ 5.25%) plus 2.25% PIK,1.25,,3/29/2023,23324,,23324,,21256,,0.7,%,(10)(39),,,,,,,,,
271,,,,,,,,,,,23834,,21721,,0.7,%,,,,,,,,
272,"Securus Technologies Holdings, Inc.",Communications Equipment,First Lien Term Loan,9/3/2019,5.50% (6ML+ 4.50%),1.00,,11/1/2024,9898,,9142,,9007,,0.3,%,(8)(10),,,,,,,
273,Second Lien Term Loan,11/3/2017,9.25% (6ML+ 8.25%),1.00,,11/1/2025,50662,,50539,,45184,,1.4,%,(3)(8)(10),,,,,,,,,
274,,,,,,,,,,,59681,,54191,,1.7,%,,,,,,,,
275,"SEOTownCenter, Inc.",IT Services,Senior Secured Term Loan A,4/10/2018,7.73% (3ML+ 7.50%),-,,4/7/2023,24644,,24643,,24644,,0.8,%,(3)(10)(39),,,,,,,
276,Senior Secured Term Loan B,4/10/2018,12.73% (3ML+ 12.50%),-,,4/7/2023,19119,,19119,,19119,,0.6,%,(3)(10)(39),,,,,,,,,
277,,,,,,,,,,,43762,,43763,,1.4,%,,,,,,,,
278,"Shearer’s Foods, LLC",Food Products,Second Lien Term Loan,9/28/2020,8.75% (3ML+ 7.75%),1.00,,9/23/2028,5000,,4900,,4938,,0.2,%,(8)(10),,,,,,,
279,,,,,,,,,,,4900,,4938,,0.2,%,,,,,,,,
280,"Shutterfly, Inc.",Internet & Direct Marketing Retail,First Lien Term Loan,12/9/2019,7.00% (3ML+ 6.00%),1.00,,9/25/2026,17419,,15775,,16562,,0.5,%,(3)(8)(10),,,,,,,
281,,,,,,,,,,,15775,,16562,,0.5,%,,,,,,,,
282,"Sorenson Communications, LLC",Diversified Telecommunication Services,First Lien Term Loan,5/8/2019,6.72% (3ML+ 6.50%),-,,4/29/2024,7564,,7507,,7564,,0.2,%,(3)(8)(10),,,,,,,
283,,,,,,,,,,,7507,,7564,,0.2,%,,,,,,,,
284,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
285,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,
286,Spectrum Holdings III Corp,Health Care Equipment & Supplies,Second Lien Term Loan,2/13/2018,8.00% (6ML+ 7.00%),1.00,,1/31/2026,,7500,,,7475,,,5845,,0.2,%,(3)(8)(10),,,,
287,,,,,,,,,,,7475,,5845,,0.2,%,,,,,,,,
288,"Staples, Inc.",Distributors,First Lien Term Loan,12/3/2019,5.25% (3ML+ 5.00%),-,,4/16/2026,8932,,8854,,8438,,0.3,%,(3)(8)(10),,,,,,,
289,,,,,,,,,,,8854,,8438,,0.3,%,,,,,,,,
290,Strategic Materials,Household Durables,Second Lien Term Loan,11/1/2017,8.75% (3ML+ 7.75%),1.00,,11/1/2025,7000,,6956,,5249,,0.2,%,(3)(8)(10),,,,,,,
291,,,,,,,,,,,6956,,5249,,0.2,%,,,,,,,,
292,Sudbury Mill CLO Ltd.,Structured Finance,Subordinated Structured Note,11/14/2013,"Residual Interest, current yield 0.00%",-,,1/19/2026,28200,,13875,,3135,,0.1,%,(5)(14)(17),,,,,,,
293,,,,,,,,,,,13875,,3135,,0.1,%,,,,,,,,
294,"Symphony CLO XIV, Ltd.",Structured Finance,Subordinated Structured Note,5/6/2014,"Residual Interest, current yield 0.00%",-,,7/14/2026,49250,,29076,,15318,,0.5,%,(5)(14)(17),,,,,,,
295,,,,,,,,,,,29076,,15318,,0.5,%,,,,,,,,
296,"Symphony CLO XV, Ltd.",Structured Finance,Subordinated Structured Note,10/17/2014,"Residual Interest, current yield 8.04%",-,,1/19/2032,63831,,43830,,22567,,0.7,%,(5)(14),,,,,,,
297,,,,,,,,,,,43830,,22567,,0.7,%,,,,,,,,
298,TGP HOLDINGS III LLC,Household Durables,Second Lien Term Loan,10/3/2017,9.50% (3ML+ 8.50%),1.00,,9/25/2025,3000,,2972,,3000,,0.1,%,(8)(10),,,,,,,
299,,,,,,,,,,,2972,,3000,,0.1,%,,,,,,,,
300,"The Octave Music Group, Inc. (f/k/a Touchtunes Interactive Networks, Inc.)",Entertainment,First Lien Term Loan,3/6/2020,6.25% (1ML+ 5.25%) plus 0.75% PIK,1.00,,5/29/2025,38573,,38225,,37002,,1.2,%,(8)(10)(39),,,,,,,
301,,,,,,,,,,,38225,,37002,,1.2,%,,,,,,,,
302,"Town & Country Holdings, Inc.",Distributors,First Lien Term Loan,1/26/2018,8.73% (3ML+ 8.50%),-,,1/26/2023,163521,,163521,,163521,,5.1,%,(3)(10)(39),,,,,,,
303,,,,,,,,,,,163521,,163521,,5.1,%,,,,,,,,
304,"Transplace Holdings, Inc.",Transportation Infrastructure,Second Lien Term Loan,10/16/2017,9.75% (6ML+ 8.75%),1.00,,10/6/2025,28104,,27683,,27683,,0.9,%,(3)(8)(10),,,,,,,
305,,,,,,,,,,,27683,,27683,,0.9,%,,,,,,,,
306,"United Sporting Companies, Inc. (18)",Distributors,Second Lien Term Loan,9/28/2012,12.75% (1ML+ 11.00%) plus 2.00% PIK,1.75,,11/16/2019,147423,,105431,,6580,,0.2,%,(9)(10),,,,,,,
307,,,,,,,,,,,105431,,6580,,0.2,%,,,,,,,,
308,"Universal Fiber Systems, LLC","Textiles, Apparel & Luxury Goods",Second Lien Term Loan,10/16/2015,10.50% (1ML+ 9.50%),1.00,,10/2/2022,37000,,36789,,34797,,1.1,%,(3)(8)(10),,,,,,,
309,,,,,,,,,,,36789,,34797,,1.1,%,,,,,,,,
310,"Upstream Newco, Inc.",Health Care Providers & Services,First Lien Term Loan,12/2/2019,4.65% (1ML+ 4.50%),-,,11/20/2026,8210,,8172,,8018,,0.2,%,(3)(8)(10),,,,,,,
311,Second Lien Term Loan,12/2/2019,8.65% (1ML+ 8.50%),-,,11/20/2027,22000,,21816,,21869,,0.7,%,(3)(8)(10),,,,,,,,,
312,,,,,,,,,,,29988,,29887,,0.9,%,,,,,,,,
313,"USG Intermediate, LLC",Leisure Products,"Revolving Line of Credit - $3,000 Commitment",4/15/2015,10.25% (1ML+ 9.25%),1.00,,8/24/2021,3000,,3000,,3000,,0.1,%,(10)(15),,,,,,,
314,Senior Secured Term Loan B,4/15/2015,12.75% (1ML+ 11.75%),1.00,,8/24/2022,16393,,16393,,16393,,0.5,%,(3)(10),,,,,,,,,
315,Equity,4/15/2015,,-,,,-,,1,,-,,-,%,(16),,,,,,,,,
316,,,,,,,,,,,19394,,19393,,0.6,%,,,,,,,,
317,Venio LLC,Professional Services,Second Lien Term Loan,2/19/2014,4.00% plus 10.00% PIK (3ML + 7.50%),-,,2/19/2020,18196,,18196,,18196,,0.6,%,(10)(39),,,,,,,
318,,,,,,,,,,,18196,,18196,,0.6,%,,,,,,,,
319,"Versant Health Holdco, Inc. (f/k/a Wink Holdco, Inc.)",Insurance,Second Lien Term Loan,12/12/2017,7.75% (1ML+ 6.75%),1.00,,12/1/2025,3000,,2990,,3000,,0.1,%,(3)(8)(10),,,,,,,
320,,,,,,,,,,,2990,,3000,,0.1,%,,,,,,,,
321,"Voya CLO 2012-4, Ltd.",Structured Finance,Subordinated Structured Note,11/5/2012,"Residual Interest, current yield 5.31%",-,,10/15/2030,40613,,30399,,23584,,0.7,%,(5)(14),,,,,,,
322,,,,,,,,,,,30399,,23584,,0.7,%,,,,,,,,
323,Portfolio Company,Industry,Investments(1)(37),Acquisition Date(44),Coupon/Yield,Floor,Legal Maturity,Principal Value,Amortized Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
324,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,,,,,
325,"Voya CLO 2014-1, Ltd.",Structured Finance,Subordinated Structured Note,2/5/2014,"Residual Interest, current yield 4.95%",-,,4/18/2031,,40772,,,30683.0,,,18428,,0.6,%,(5)(14),,,,
326,,,,,,,,,,,30683,,18428.0,,0.6,%,,,,,,,,
327,"Voya CLO 2016-3, Ltd.",Structured Finance,Subordinated Structured Note,9/30/2016,"Residual Interest, current yield 8.36%",-,,10/20/2031,28100,,26204,,19485.0,,0.6,%,(5)(14),,,,,,,
328,,,,,,,,,,,26204,,19485.0,,0.6,%,,,,,,,,
329,"Voya CLO 2017-3, Ltd.",Structured Finance,Subordinated Structured Note,6/13/2017,"Residual Interest, current yield 9.80%",-,,7/22/2030,44885,,49945,,39467.0,,1.3,%,(5)(14),,,,,,,
330,,,,,,,,,,,49945,,39467.0,,1.3,%,,,,,,,,
331,"VT Topco, Inc.",Commercial Services & Supplies,Second Lien Term Loan,8/23/2018,7.15% (1ML+ 7.00%),-,,8/17/2026,7000,,6974,,6688.0,,0.2,%,,,,,,,,
332,,,,,,,,,,,6974,,6688.0,,0.2,%,,,,,,,,
333,Total Non-Control/Non-Affiliate Investments (Level 3),,,3335811,,,2816638,,88.5,%,,,,,,,,,,,,,,
334,Total Portfolio Investments (Level 3),,,5828931,,,5386385,,169.2,%,,,,,,,,,,,,,,
335,Machinery,46461,,-,,-,,-,,-,,-,,-,,46461.0,,,,,,,,
336,Media,64229,,-,,35000,,-,,-,,-,,-,,99229.0,,,,,,,,
337,Paper & Forest Products,4404,,-,,11404,,-,,-,,-,,-,,15808.0,,,,,,,,
338,Professional Services,28794,,-,,65923,,-,,-,,-,,-,,94717.0,,,,,,,,
339,Real Estate Management & Development,31537,,-,,-,,-,,-,,-,,-,,31537.0,,,,,,,,
340,Software,8386,,-,,66813,,-,,-,,-,,-,,75199.0,,,,,,,,
341,"Technology Hardware, Storage & Peripherals",-,,-,,12419,,-,,-,,-,,-,,12419.0,,,,,,,,
342,"Textiles, Apparel & Luxury Goods",165390,,-,,36789,,-,,-,,-,,-,,202179.0,,,,,,,,
343,Transportation Infrastructure,-,,-,,27683,,-,,-,,-,,-,,27683.0,,,,,,,,
344,Structured Finance (A),-,,-,,-,,-,,1100944,,-,,-,,1100944.0,,,,,,,,
345,Total Non-Control/Non-Affiliate,,1287456,,,-,,,931127,,,3979,,,1100944.0,,,-,,,12305.0,3335811.0,,
346,Total Portfolio Investment Cost,,2568987,,,2873,,,1432812,,,3979,,,1100944.0,,,48194,,,671142.0,5828931.0,,
347,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,
348,Distributors,,-,,,-,,,-,,,-,,,-,,,-,,,-,-,-,%
349,Diversified Consumer Services,-,,2873,,117405,,-,,-,,53262,,63649,,237189.0,,7.5,%,,,,,
350,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,-,,24986,,24986.0,,0.8,%,,,,,
351,Total Affiliate Investments,,-,,,2873,,,117405,,,-,,,-,,,53262,,,88635,262175,8.2,%
352,Fair Value % of Net Assets,-,%,0.1,%,3.6,%,-,%,-,%,1.7,%,2.8,%,8.2,%,,,,,,,
353,Non-Control/Non-Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,
354,Air Freight & Logistics,,-,,,-,,,10386,,,-,,,-,,,-,,,-,10386,0.3,%
355,Auto Components,27859,,-,,24160,,-,,-,,-,,-,,52019.0,,1.6,%,,,,,
356,Chemicals,31222,,-,,-,,-,,-,,-,,-,,31222.0,,1.0,%,,,,,
357,Commercial Services & Supplies,40325,,-,,173869,,-,,-,,-,,8419,,222613.0,,7.0,%,,,,,
358,Communications Equipment,9007,,-,,45184,,-,,-,,-,,-,,54191.0,,1.7,%,,,,,
359,Consumer Finance,29210,,-,,2870,,-,,-,,-,,-,,32080.0,,1.0,%,,,,,
360,Distributors,171959,,-,,6580,,-,,-,,-,,-,,178539.0,,5.6,%,,,,,
361,Diversified Financial Services,30165,,-,,-,,-,,-,,-,,-,,30165.0,,0.9,%,,,,,
362,Diversified Telecommunication Services,17035,,-,,39082,,-,,-,,-,,-,,56117.0,,1.8,%,,,,,
363,Entertainment,49040,,-,,-,,-,,-,,-,,-,,49040.0,,1.5,%,,,,,
364,Food Products,-,,-,,29938,,-,,-,,-,,-,,29938.0,,0.9,%,,,,,
365,Health Care Equipment & Supplies,-,,-,,5845,,-,,-,,-,,-,,5845.0,,0.2,%,,,,,
366,Health Care Providers & Services,151154,,-,,113555,,-,,-,,-,,-,,264709.0,,8.3,%,,,,,
367,"Hotels, Restaurants & Leisure",21721,,-,,-,,-,,-,,-,,-,,21721.0,,0.7,%,,,,,
368,Household Durables,-,,-,,8249,,3980,,-,,-,,5810,,18039.0,,0.6,%,,,,,
369,Household Products,24375,,-,,-,,-,,-,,-,,-,,24375.0,,0.8,%,,,,,
370,Insurance,-,,-,,16978,,-,,-,,-,,-,,16978.0,,0.5,%,,,,,
371,Interactive Media & Services,195577,,-,,-,,-,,-,,-,,-,,195577.0,,6.1,%,,,,,
372,Internet & Direct Marketing Retail,16562,,-,,-,,-,,-,,-,,-,,16562.0,,0.5,%,,,,,
373,IT Services,91857,,-,,85750,,-,,-,,-,,-,,177607.0,,5.6,%,,,,,
374,Leisure Products,25386,,-,,-,,-,,-,,-,,-,,25386.0,,0.8,%,,,,,
375,Machinery,44265,,-,,-,,-,,-,,-,,-,,44265.0,,1.4,%,,,,,
376,Media,62654,,-,,7386,,-,,-,,-,,-,,70040.0,,2.2,%,,,,,
377,Paper & Forest Products,4404,,-,,11404,,-,,-,,-,,-,,15808.0,,0.5,%,,,,,
378,Professional Services,29369,,-,,67363,,-,,-,,-,,-,,96732.0,,3.0,%,,,,,
379,Real Estate Management & Development,31537,,-,,-,,-,,-,,-,,-,,31537.0,,1.0,%,,,,,
380,Software,8458,,-,,65928,,-,,-,,-,,-,,74386.0,,2.3,%,,,,,
381,"Technology Hardware, Storage & Peripherals",-,,-,,12377,,-,,-,,-,,-,,12377.0,,0.4,%,,,,,
382,"Textiles, Apparel & Luxury Goods",165390,,-,,34797,,-,,-,,-,,-,,200187.0,,6.3,%,,,,,
383,Transportation Infrastructure,-,,-,,27683,,-,,-,,-,,-,,27683.0,,0.9,%,,,,,
384,Structured Finance (A),-,,-,,-,,-,,730514,,-,,-,,730514.0,,23.0,%,,,,,
385,Total Non-Control/Non-Affiliate,,1278531,,,-,,,789384,,,3980,,,730514,,,-,,,14229.0,2816638.0,88.5,%
386,Fair Value % of Net Assets,40.2,%,-,%,24.8,%,0.1,%,23.0,%,-,%,0.4,%,88.5,%,,,,,,,
387,Total Portfolio,,2465385,,,2873,,,1293955,,,3980,,,730514,,,53262,,,836416.0,5386385.0,169.3,%
388,Fair Value % of Net Assets,77.5,%,0.1,%,40.7,%,0.1,%,22.9,%,1.7,%,26.3,%,169.3,%,,,,,,,
389,Entertainment,50601,,-,,-,,-,,-,,-,,-,,50601.0,,,,,,,,
390,Food Products,-,,-,,24853,,-,,-,,-,,-,,24853.0,,,,,,,,
391,Health Care Equipment & Supplies,-,,-,,7474,,-,,-,,-,,-,,7474.0,,,,,,,,
392,Health Care Providers & Services,152900,,-,,113235,,-,,-,,-,,-,,266135.0,,,,,,,,
393,"Hotels, Restaurants & Leisure",23501,,-,,-,,-,,-,,-,,-,,23501.0,,,,,,,,
394,Household Durables,-,,-,,9924,,3990,,-,,-,,2001,,15915.0,,,,,,,,
395,Household Products,24437,,-,,-,,-,,-,,-,,-,,24437.0,,,,,,,,
396,Insurance,-,,-,,12796,,-,,-,,-,,-,,12796.0,,,,,,,,
397,Interactive Media & Services,200728,,-,,-,,-,,-,,-,,-,,200728.0,,,,,,,,
398,Internet & Direct Marketing Retail,15706,,-,,-,,-,,-,,-,,-,,15706.0,,,,,,,,
399,IT Services,117574,,-,,85711,,-,,-,,-,,-,,203285.0,,,,,,,,
400,Leisure Products,24518,,-,,-,,-,,-,,-,,1,,24519.0,,,,,,,,
401,Machinery,48745,,-,,-,,-,,-,,-,,-,,48745.0,,,,,,,,
402,Media,64630,,-,,35000,,-,,-,,-,,-,,99630.0,,,,,,,,
403,Paper & Forest Products,4393,,-,,11395,,-,,-,,-,,-,,15788.0,,,,,,,,
404,Professional Services,28910,,-,,75254,,-,,-,,-,,-,,104164.0,,,,,,,,
405,Real Estate Management & Development,31747,,-,,-,,-,,-,,-,,-,,31747.0,,,,,,,,
406,Software,8425,,-,,66783,,-,,-,,-,,-,,75208.0,,,,,,,,
407,"Technology Hardware, Storage & Peripherals",-,,-,,12415,,-,,-,,-,,-,,12415.0,,,,,,,,
408,"Textiles, Apparel & Luxury Goods",166307,,-,,36762,,-,,-,,-,,-,,203069.0,,,,,,,,
409,Transportation Infrastructure,-,,-,,27662,,-,,-,,-,,-,,27662.0,,,,,,,,
410,Structured Finance (A),-,,-,,-,,-,,1089079,,-,,-,,1089079.0,,,,,,,,
411,Total Non-Control/Non-Affiliate,,1298671,,,-,,,928464,,,3990,,,1089079.0,,,-,,,12305.0,3332509.0,,
412,Total Portfolio Investment Cost,,2615252,,,1981,,,1428648,,,3990,,,1089079.0,,,43935,,,599833.0,5782718.0,,
413,Structured Finance (A),79200,,-,,-,,-,,-,,-,,-,,79200,,2.6,%,,,,,
414,Total Control Investments,,1167383,,,-,,,388637,,,-,,,-,,,-,,,703272,2259292.0,73.9,%
415,Fair Value % of Net Assets,38.2,%,,12.7,%,-,%,-,%,-,%,23.0,%,73.9,%,,,,,,,,
416,Affiliate Investments,,,,,,,,,,,,,,,,,,,,,,,
417,Diversified Consumer Services,,-,,,1981,,,107412,,,-,,,-,,,51079,,,5857,166329.0,5.4,%
418,"Textiles, Apparel & Luxury Goods",-,,-,,-,,-,,-,,-,,21208,,21208,,0.7,%,,,,,
