,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
213,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 20.38%)(24)(32)",31110,,22617,,23670,,0.7%,,,,,,,,,,
214,,,,,22617,,23670,,0.7%,,,,,,,,,,,
215,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",32327,,32327,,32260,,0.9%,,,,,,,,,,
216,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(4)(30)",40562,,40562,,40562,,1.2%,,,,,,,,,,,,
217,,,,,72889,,72822,,2.1%,,,,,,,,,,,
218,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,,1252,,2037,,0.1%,,,,,,,,,,
219,"Class A Common Units (1,250,000 units)",-,,-,,895,,-%,,,,,,,,,,,,
220,,,,,1252,,2932,,0.1%,,,,,,,,,,,
221,Mineral Fusions Natural Brands,Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%)(40),-,,-,,266,,-%,,,,,,,,,,
222,,,,,-,,266,,-%,,,,,,,,,,,
223,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.24%)(24)(32)",43650,,34466,,31761,,0.9%,,,,,,,,,,
224,,,,,34466,,31761,,0.9%,,,,,,,,,,,
225,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.81%)(24)(25)(32)",47830,,43830,,39129,,1.1%,,,,,,,,,,
226,,,,,43830,,39129,,1.1%,,,,,,,,,,,
227,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(27)",3000,,3000,,3000,,0.1%,,,,,,,,,,
228,,,,,3000,,3000,,0.1%,,,,,,,,,,,
229,NCP Finance Limited Partnership(37),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(4)(27)(31)(32)",16169,,15977,,16125,,0.5%,,,,,,,,,,
230,,,,,15977,,16125,,0.5%,,,,,,,,,,,
231,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, due 4/16/2018)(3)(6)(27)",14192,,14061,,13133,,0.4%,,,,,,,,,,
232,,,,,14061,,13133,,0.4%,,,,,,,,,,,
233,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 17.20%)(24)(32)",32921,,26520,,23862,,0.7%,,,,,,,,,,
234,,,,,26520,,23862,,0.7%,,,,,,,,,,,
235,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.20%)(24)(25)(32)",28200,,20456,,19547,,0.6%,,,,,,,,,,
236,,,,,20456,,19547,,0.6%,,,,,,,,,,,
237,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
238,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,
239,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,
240,Onyx Payments(43),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(4)(30)(33)",,1000,,,1000,,,1000.0,,-%,,,,,,,
241,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(4)(30)",49884,,49884,,49884,,1.5%,,,,,,,,,,,,
242,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(4)(30)",59389,,59389,,59337,,1.7%,,,,,,,,,,,,
243,,,,,110273,,110221,,3.2%,,,,,,,,,,,
244,Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)(33)",2500,,2500,,2500,,0.1%,,,,,,,,,,
245,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/26/2020)(4)(31)",98250,,98250,,90349,,2.6%,,,,,,,,,,,,
246,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(4)(31)",98250,,98250,,72714,,2.1%,,,,,,,,,,,,
247,,,,,199000,,165563,,4.8%,,,,,,,,,,,
248,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(4)(27)(30)",17500,,17486,,16319,,0.5%,,,,,,,,,,
249,,,,,17486,,16319,,0.5%,,,,,,,,,,,
250,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 7/1/2016)(4)(30)(33)",-,,-,,-,,-%,,,,,,,,,,
251,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(4)(30)",21142,,21142,,20848,,0.6%,,,,,,,,,,,,
252,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(4)(30)",21321,,21321,,20872,,0.6%,,,,,,,,,,,,
253,,,,,42463,,41720,,1.2%,,,,,,,,,,,
254,"PGX Holdings, Inc.(39)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(4)(31)(28)",135000,,135000,,135000,,3.9%,,,,,,,,,,
255,,,,,135000,,135000,,3.9%,,,,,,,,,,,
256,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(4)(27)(30)(32)",10255,,10072,,9388,,0.3%,,,,,,,,,,
257,,,,,10072,,9388,,0.3%,,,,,,,,,,,
258,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)(27)(30)",7037,,6910,,5406,,0.2%,,,,,,,,,,
259,,,,,6910,,5406,,0.2%,,,,,,,,,,,
260,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(4)(27)(30)",11000,,10850,,10824,,0.3%,,,,,,,,,,
261,,,,,10850,,10824,,0.3%,,,,,,,,,,,
262,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(4)(27)(30)",10000,,9864,,9864,,0.3%,,,,,,,,,,
263,,,,,9864,,9864,,0.3%,,,,,,,,,,,
264,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",53837,,53837,,53466,,1.6%,,,,,,,,,,
265,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(4)(30)",74500,,74500,,74500,,2.1%,,,,,,,,,,,,
266,,,,,128337,,127966,,3.7%,,,,,,,,,,,
267,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
268,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,
269,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,
270,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(27)",,10000,,,9929,,,8204.0,,0.2%,,,,,,,
271,,,,,9929,,8204,,0.2%,,,,,,,,,,,
272,"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(4)(27)(30)",20000,,19840,,20000,,0.6%,,,,,,,,,,
273,,,,,19840,,20000,,0.6%,,,,,,,,,,,
274,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(4)(27)(30)",5000,,4966,,4707,,0.1%,,,,,,,,,,
275,,,,,4966,,4707,,0.1%,,,,,,,,,,,
276,"SCS Merger Sub, Inc. (Sirius)",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(4)(27)(31)",20000,,19438,,19438,,0.6%,,,,,,,,,,
277,,,,,19438,,19438,,0.6%,,,,,,,,,,,
278,"Security Alarm Financing Enterprises, L.P.(44)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(4)(31)",25000,,25000,,22717,,0.7%,,,,,,,,,,
279,,,,,25000,,22717,,0.7%,,,,,,,,,,,
280,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(4)(27)(30)",10000,,9872,,9871,,0.3%,,,,,,,,,,
281,,,,,9872,,9871,,0.3%,,,,,,,,,,,
282,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(4)(27)(30)",16000,,15703,,15220,,0.4%,,,,,,,,,,
283,,,,,15703,,15220,,0.4%,,,,,,,,,,,
284,Small Business Whole Loan Portfolio,Various / Online Lending,"908 small business loans purchased from On Deck Capital, Inc.(38)",20015,,20015,,20383,,0.6%,,,,,,,,,,
285,"Subordinated Notes (Residual Interest, current yield -4.01%) in MarketPlace Loan Trust, Series 2015-OD2(32)",-,,719,,391,,-%,,,,,,,,,,,,
286,,,,,20734,,20774,,0.6%,,,,,,,,,,,
287,"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13156,,13156,,10257,,0.3%,,,,,,,,,,
288,"Senior Secured Term Loan B (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/28/2017)(4)(31)",13669,,13669,,-,,-%,,,,,,,,,,,,
289,,,,,26825,,10257,,0.3%,,,,,,,,,,,
290,Speedy Group Holdings Corp.,Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(27)(29)(32)",15000,,15000,,10244,,0.3%,,,,,,,,,,
291,,,,,15000,,10244,,0.3%,,,,,,,,,,,
292,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(18),-,,-,,-,,-%,,,,,,,,,,
293,,,,,-,,-,,-%,,,,,,,,,,,
294,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.21%)(24)(32)",28200,,21090,,17155,,0.5%,,,,,,,,,,
295,,,,,21090,,17155,,0.5%,,,,,,,,,,,
296,Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.27%)(24)(32)",45500,,33187,,30045,,0.9%,,,,,,,,,,
297,,,,,33187,,30045,,0.9%,,,,,,,,,,,
298,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
299,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,
300,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,
301,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.41%)(24)(25)(32)",,49250,,,40217,,,34520.0,,1.0%,,,,,,,
302,,,,,40217,,34520,,1.0%,,,,,,,,,,,
303,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.40%)(24)(32)",50250,,44797,,38389,,1.1%,,,,,,,,,,
304,,,,,44797,,38389,,1.1%,,,,,,,,,,,
305,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(4)(31)",104553,,104553,,104553,,3.1%,,,,,,,,,,
306,,,,,104553,,104553,,3.1%,,,,,,,,,,,
307,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(4)(27)(30)",5000,,4933,,4906,,0.1%,,,,,,,,,,
308,,,,,4933,,4906,,0.1%,,,,,,,,,,,
309,Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",34800,,34800,,34103,,1.0%,,,,,,,,,,
310,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(4)(30)",36600,,36600,,35933,,1.0%,,,,,,,,,,,,
311,,,,,71400,,70036,,2.0%,,,,,,,,,,,
312,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(4)(27)(30)",4410,,4391,,4296,,0.1%,,,,,,,,,,
313,,,,,4391,,4296,,0.1%,,,,,,,,,,,
314,"Trinity Services Group, Inc.(35)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(4)(35)",9676,,9676,,9676,,0.3%,,,,,,,,,,
315,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(4)(35)",100000,,100000,,100000,,2.9%,,,,,,,,,,,,
316,,,,,109676,,109676,,3.2%,,,,,,,,,,,
317,"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(4)(5)(31)",140847,,140847,,137751,,4.0%,,,,,,,,,,
318,,,,,140847,,137751,,4.0%,,,,,,,,,,,
319,"United States Environmental Services, LLC",Texas / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",22950,,22950,,20752,,0.6%,,,,,,,,,,
320,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/31/2019)(3)(4)(30)",36000,,36000,,31619,,0.9%,,,,,,,,,,,,
321,,,,,58950,,52371,,1.5%,,,,,,,,,,,
322,"Universal Fiber Systems, LLC(5)","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(4)(27)(31)",37000,,36314,,36314,,1.1%,,,,,,,,,,
323,,,,,36314,,36314,,1.1%,,,,,,,,,,,
324,"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2016)(4)(31)(33)",1000,,1000,,1000,,-%,,,,,,,,,,
325,"Senior Secured Term Loan A (8.25% (LIBOR + 7.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(4)(31)",17359,,17359,,17178,,0.5%,,,,,,,,,,,,
326,"Senior Secured Term Loan B (13.25% (LIBOR + 12.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(4)(31)",20140,,20140,,19154,,0.6%,,,,,,,,,,,,
327,Equity,-,,1,,-,,-%,,,,,,,,,,,,
328,,,,,38500,,37332,,1.1%,,,,,,,,,,,
329,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,,,,,,,,,,,,,
330,LEVEL 3 PORTFOLIO INVESTMENTS,,,,,,,,,,,,,,,,,,,
331,Non-Control/Non-Affiliate Investments (less than 5.00% voting control),,,,,,,,,,,,,,,,,,,
332,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(4)(30)",,17000,,,17000,,,12911.0,,0.4%,,,,,,,
333,,,,,17000,,12911,,0.4%,,,,,,,,,,,
334,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.83%)(24)(32)",38070,,28421,,28165,,0.8%,,,,,,,,,,
335,,,,,28421,,28165,,0.8%,,,,,,,,,,,
336,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.55%)(24)(32)",46632,,34930,,33437,,1.0%,,,,,,,,,,
337,,,,,34930,,33437,,1.0%,,,,,,,,,,,
338,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.72%)(24)(32)",40613,,30957,,30768,,0.9%,,,,,,,,,,
339,,,,,30957,,30768,,0.9%,,,,,,,,,,,
340,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.90%)(24)(25)(32)",32383,,26505,,25561,,0.7%,,,,,,,,,,
341,,,,,26505,,25561,,0.7%,,,,,,,,,,,
342,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.56%)(24)(25)(32)",22600,,18718,,14687,,0.4%,,,,,,,,,,
343,,,,,18718,,14687,,0.4%,,,,,,,,,,,
344,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(4)(27)(30)",15439,,15078,,14746,,0.4%,,,,,,,,,,
345,,,,,15078,,14746,,0.4%,,,,,,,,,,,
346,"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",12000,,12000,,11998,,0.3%,,,,,,,,,,
347,"Subordinated Secured (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",5460,,5460,,5460,,0.2%,,,,,,,,,,,,
348,,,,,17460,,17458,,0.5%,,,,,,,,,,,
349,Total Non-Control/Non-Affiliate Investments (Level 3),,,4238156,,,3994994,,116.2%,,,,,,,,,,,
350,Total Portfolio Investments,,,6208157,,,6005105,,175.5%,,,,,,,,,,,
351,American Property REIT Corp.,-%,5.50%,5.50%,,,,,,,,,,,,,,,,
352,CCPI Inc.,7.00%,-%,7.00%,,,,,,,,,,,,,,,,
353,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,,,,,,,,,,,,,,,,
354,Credit Central Loan Company,0.35%,9.65%,10.00%,,,,,,,,,,,,,,,,
355,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,,,,,,,,,,,,,,,,
356,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,,,,,,,,,,,,,,,,
357,Echelon Aviation LLC,-%,2.25%,2.25%,,,,,,,,,,,,,,,,
358,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,,,,,,,,,,,,,,,,
359,"Edmentum Ultimate Holdings, LLC - Junior PIK Note",10.00%,-%,10.00%,,,,,,,,,,,,,,,,
360,First Tower Finance Company LLC,-%,12.00%,12.00%,,,,,,,,,,,,,,,,
361,"Harbortouch Payments, LLC",,,5.50%,(A),,,,,,,,,,,,,,,
362,"JHH Holdings, Inc.",0.50%,-%,0.50%,,,,,,,,,,,,,,,,
363,"LaserShip , Inc. - Term Loan A",2.00%,-%,2.00%,,,,,,,,,,,,,,,,
364,"LaserShip , Inc. - Term Loan B",2.00%,-%,2.00%,,,,,,,,,,,,,,,,
365,"Mity, Inc.",-%,10.00%,10.00%,,,,,,,,,,,,,,,,
366,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,,,,,,,,
367,National Property REIT Corp. - Senior Secured Term Loan C,-%,5.00%,5.00%,,,,,,,,,,,,,,,,
368,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,,,,,,,,,,,,,,,,
369,Nationwide Loan Company LLC,0.52%,9.48%,10.00%,,,,,,,,,,,,,,,,
370,"Nixon, Inc.",3.00%,-%,3.00%,,,,,,,,,,,,,,,,
371,United Property REIT Corp.,-%,5.50%,5.50%,,,,,,,,,,,,,,,,
372,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,,,,,,,,,,,,,,,,
373,"Valley Electric Company, Inc.",0.71%,7.79%,8.50%,,,,,,,,,,,,,,,,
374,American Property REIT Corp.,-%,5.50%,5.50%,,,,,,,,,,,,,,,,
375,CCPI Inc.,7.00%,-%,7.00%,,,,,,,,,,,,,,,,
376,"Cinedigm DC Holdings, LLC",2.50%,-%,2.50%,,,,,,,,,,,,,,,,
377,CP Energy Services Inc. - Second Lien Term Loan,9.00%,-%,9.00%,,,,,,,,,,,,,,,,
378,CP Energy Services Inc. - Senior Secured Term Loan B,7.50%,-%,7.50%,,,,,,,,,,,,,,,,
379,"Credit Central Loan Company, LLC",-%,10.00%,10.00%,,,,,,,,,,,,,,,,
380,Echelon Aviation LLC,,,2.25%,(B),,,,,,,,,,,,,,,
381,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",,,10.00%,(B),,,,,,,,,,,,,,,
382,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",,,8.50%,(B),,,,,,,,,,,,,,,
383,First Tower Finance Company LLC,1.64%,10.36%,12.00%,,,,,,,,,,,,,,,,
384,"Harbortouch Payments, LLC",5.50%,-%,5.50%,(A),,,,,,,,,,,,,,,
385,"JHH Holdings, Inc.",0.50%,-%,0.50%,,,,,,,,,,,,,,,,
386,"Mity, Inc.",10.00%,-%,10.00%,,,,,,,,,,,,,,,,
387,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,,,,,,,,,,,,,,,,
388,"National Property REIT Corp. - Senior Secured Term Loan A to ACL Loan Holdings, Inc.",-%,7.50%,7.50%,,,,,,,,,,,,,,,,
389,"National Property REIT Corp. - Senior Secured Term Loan B to ACL Loan Holdings, Inc.",-%,4.50%,4.50%,,,,,,,,,,,,,,,,
390,National Property REIT Corp. - Senior Secured Term Loan C,-%,7.50%,7.50%,,,,,,,,,,,,,,,,
391,National Property REIT Corp. - Senior Secured Term Loan D,-%,4.50%,4.50%,,,,,,,,,,,,,,,,
392,Nationwide Loan Company LLC,-%,10.00%,10.00%,,,,,,,,,,,,,,,,
393,"Nixon, Inc.",2.75%,-%,2.75%,,,,,,,,,,,,,,,,
394,"Ryan, LLC",3.00%,-%,3.00%,,,,,,,,,,,,,,,,
395,"Targus Group International, Inc.",1.00%,-%,1.00%,,,,,,,,,,,,,,,,
396,United Property REIT Corp.,-%,5.50%,5.50%,,,,,,,,,,,,,,,,
397,"Valley Electric Co. of Mt. Vernon, Inc.",2.50%,-%,2.50%,,,,,,,,,,,,,,,,
398,"Valley Electric Company, Inc.",8.50%,-%,8.50%,,,,,,,,,,,,,,,,
399,American Property REIT Corp.,,118256,,,2826,,,"(26,730",,,13141,,,107493.0,,6488,11016.0,702.0,-
400,"Arctic Energy Services, LLC",60364,,-,,-,,"(22,748",,37616,,1123,,-,,-,-,,,
401,CCPI Inc.,41352,,475,,"(6,255",,5281,,40853,,2370,,3195,,-,-,,,
402,CP Energy Services Inc.,91009,,"(2,820",,-,,"(12,766",,75423,,(390,,-,,-,-,,,
403,"Credit Central Loan Company, LLC",55172,,323,,(323,,"(2,786",,52386,,5556,,-,,1852,-,,,
404,Echelon Aviation LLC,68941,,-,,"(2,954",,"(9,023",,56964,,4360,,7250,,-,-,,,
405,"Edmentum Ultimate Holdings, LLC",37216,,4841,,"(4,896",,3127,,40288,,2728,,-,,-,-,,,
406,First Tower Finance Company LLC,365950,,8353,,(679,,"(15,494",,358130,,42499,,-,,-,-,,,
407,"Freedom Marine Solutions, LLC",27090,,400,,-,,(871,,26619,,1112,,-,,-,-,,,
408,Gulf Coast Machine & Supply Company,6918,,8000,,(75,,"(4,897",,9946,,-,,-,,-,-,,,
409,"Harbortouch Payments, LLC",376936,,-,,"(4,028",,"(37,228",,335680,,23129,,-,,-,-,,,
410,"MITY, Inc.",50795,,140,,-,,6688,,57623,,4325,,710,,-,7,,,
411,National Property REIT Corp.,471889,,192533,,"(116,128",,30249,,578543,,45360,,-,,3894,-,,,
412,Nationwide Loan Company LLC,34550,,3583,,(300,,"(3,635",,34198,,2368,,2651,,-,-,,,
413,"NMMB, Inc.",12052,,-,,-,,1218,,13270,,1146,,-,,-,-,,,
414,"R-V Industries, Inc.",40508,,-,,(614,,"(4,587",,35307,,2192,,224,,-,-,,,
415,"SB Forging Company, Inc.",-,,-,,-,,-,,-,,-,,-,,-,-,,,
416,United Property REIT Corp.,84685,,7531,,-,,13416,,105632,,5774,,-,,988,-,,,
417,"Valley Electric Company, Inc.",30497,,1397,,-,,(535,,31359,,3995,,-,,-,-,,,
418,"Wolf Energy, LLC",22,,-,,-,,671,,693,,-,,-,,-,-,,,
419,Total,,1974202,,,227582,,,"(162,982",,,"(40,779",,,1998023.0,,154135,25046.0,7436.0,7
