,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
106,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(11)(14)",121475,"Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(11)(14)",121475,44075,121475,40312,3.5%,1.2%,3.5%,2350.0,-%,0.1%,,,,,,,,,,
107,"Senior Secured Term Loan B (13.50% (LIBOR + 12.25% with 1.25% LIBOR floor), due 6/03/2021)(11)(14)",121475,"Senior Secured Term Loan A (7.00% (LIBOR + 5.75% with 1.25% LIBOR floor), due 6/03/2021)(3)(11)(14)",121475,242212,121475,242212,3.5%,7.0%,3.5%,2350.0,-%,0.1%,,,,,,,,,,
108,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.44%)(6)(15)",26000,242212,19875,242212,18990,7.0%,0.6%,2350.0,-%,0.1%,,,,,,,,,,
109,Brookside Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.44%)(6)(15)",26000,19875,19875,18990,18990,0.6%,0.6%,2350.0,-%,0.1%,,,,,,,,,,
110,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(9)(11)(14)",101828,19875,101298,18990,97752,0.6%,2.8%,2350.0,-%,0.1%,,,,,,,,,,
111,"Capstone Logistics Acquisition, Inc.",Georgia / Business Services,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 10/7/2022)(3)(9)(11)(14)",101828,101298,101298,97752,97752,2.8%,2.8%,2350.0,-%,0.1%,,,,,,,,,,
112,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.64%)(6)(15)",24870,101298,18839,97752,16695,2.8%,0.5%,2350.0,-%,0.1%,,,,,,,,,,
113,Cent CLO 17 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.64%)(6)(15)",24870,18839,18839,16695,16695,0.5%,0.5%,2350.0,-%,0.1%,,,,,,,,,,
114,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.19%)(6)(15)",40275,18839,32835,16695,26501,0.5%,0.8%,2350.0,-%,0.1%,,,,,,,,,,
115,Cent CLO 20 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 10.19%)(6)(15)",40275,32835,32835,26501,26501,0.8%,0.8%,2350.0,-%,0.1%,,,,,,,,,,
116,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.64%)(6)(7)(15)",48528,32835,38125,26501,31467,0.8%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
117,Cent CLO 21 Limited,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 11.64%)(6)(7)(15)",48528,38125,38125,31467,31467,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
118,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.72%)(6)(15)",44100,38125,32338,31467,29634,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
119,"CIFC Funding 2013-III, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.72%)(6)(15)",44100,32338,32338,29634,29634,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
120,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.13%)(6)(15)",45500,32338,33414,29634,32752,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
121,"CIFC Funding 2013-IV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.13%)(6)(15)",45500,33414,33414,32752,32752,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
122,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.05%)(6)(7)(15)",41500,33414,31729,32752,30378,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
123,"CIFC Funding 2014-IV Investor, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 15.05%)(6)(7)(15)",41500,31729,31729,30378,30378,0.9%,0.9%,2350.0,-%,0.1%,,,,,,,,,,
124,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(13)(47)",65990,31729,65940,30378,65990,0.9%,1.9%,2350.0,-%,0.1%,,,,,,,,,,
125,"Cinedigm DC Holdings, LLC",New York / Software & Computer Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.00% with 2.00% LIBOR floor) plus 2.50% PIK, due 3/31/2021)(11)(13)(47)",65990,65940,65940,65990,65990,1.9%,1.9%,2350.0,-%,0.1%,,,,,,,,,,
126,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,65990,1.9%,1.9%,2350.0,-%,0.1%,,,,,,,,,,
127,"Coverall North America, Inc.",Florida / Commercial Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)(13)",Principal Value,24250,Fair  Value(2),% of Net Assets,24250,1.9%,1.9%,24250.0,-%,0.7%,,,,,,,,,,
128,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)(13)",25000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)(13)",25000,24250,25000,% of Net Assets,0.7%,1.9%,1.9%,24250.0,-%,0.7%,,,,,,,,,,
129,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)(13)",25000,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 11/02/2020)(3)(11)(13)",25000,49250,25000,49250,0.7%,1.4%,1.9%,24250.0,-%,0.7%,,,,,,,,,,
130,Crosman Corporation,New York / Manufacturing,"Senior Secured Term Loan A (9.16% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(11)(14)(47)",54185,49250,54185,49250,53935,1.4%,1.6%,24250.0,-%,0.7%,,,,,,,,,,
131,"Senior Secured Term Loan B (16.16% (LIBOR + 15.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(11)(14)(47)",41284,"Senior Secured Term Loan A (9.16% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(11)(14)(47)",41284,49250,40458,49250,1.1%,1.4%,1.6%,24250.0,-%,0.7%,,,,,,,,,,
132,"Senior Secured Term Loan B (16.16% (LIBOR + 15.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(11)(14)(47)",41284,"Senior Secured Term Loan A (9.16% (LIBOR + 8.70% with .30% LIBOR floor) plus 4.00% PIK, due 8/5/2020)(3)(11)(14)(47)",41284,95469,40458,94393,1.1%,2.7%,1.6%,24250.0,-%,0.7%,,,,,,,,,,
133,CURO Group Holdings Corp (f/k/a Speedy Cash Holdings Corp.),Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(9)(15)",15000,95469,15000,94393,8081,2.7%,0.2%,24250.0,-%,0.7%,,,,,,,,,,
134,CURO Group Holdings Corp (f/k/a Speedy Cash Holdings Corp.),Canada / Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(9)(15)",15000,15000,15000,8081,8081,0.2%,0.2%,24250.0,-%,0.7%,,,,,,,,,,
135,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.63% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(11)(13)",17369,15000,17369,8081,17369,0.2%,0.5%,24250.0,-%,0.7%,,,,,,,,,,
136,"Easy Gardener Products, Inc.",Texas / Durable Consumer Products,"Senior Secured Term Loan (10.63% (LIBOR + 10.00% with .25% LIBOR floor), due 09/30/2020)(3)(11)(13)",17369,17369,17369,17369,17369,0.5%,0.5%,24250.0,-%,0.7%,,,,,,,,,,
137,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(9)",50426,17369,49988,17369,49938,0.5%,1.4%,24250.0,-%,0.7%,,,,,,,,,,
138,"Empire Today, LLC",Illinois / Durable Consumer Products,"Senior Secured Note (11.375%, due 2/1/2017)(9)",50426,49988,49988,49938,49938,1.4%,1.4%,24250.0,-%,0.7%,,,,,,,,,,
139,"Fleetwash, Inc.",New Jersey / Business Services,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(11)(13)",23402,49988,23402,49938,23402,1.4%,0.7%,24250.0,-%,0.7%,,,,,,,,,,
140,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(11)(16)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(11)(13)",-,49988,-,49938,-%,1.4%,0.7%,24250.0,-%,0.7%,,,,,,,,,,
141,"Delayed Draw Term Loan – $15,000 Commitment (expires 4/30/2019)(11)(16)",-,"Senior Secured Term Loan B (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 4/30/2019)(3)(11)(13)",-,23402,-,23402,-%,0.7%,0.7%,24250.0,-%,0.7%,,,,,,,,,,
142,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(9)(11)(14)",18000,23402,17876,23402,18000,0.7%,0.5%,24250.0,-%,0.7%,,,,,,,,,,
143,"Focus Brands, Inc.",Georgia / Consumer Services,"Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)(9)(11)(14)",18000,17876,17876,18000,18000,0.5%,0.5%,24250.0,-%,0.7%,,,,,,,,,,
144,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.19%)(6)(15)",39275,17876,29037,18000,30452,0.5%,0.9%,24250.0,-%,0.7%,,,,,,,,,,
145,"Galaxy XV CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.19%)(6)(15)",39275,29037,29037,30452,30452,0.9%,0.9%,24250.0,-%,0.7%,,,,,,,,,,
146,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.22%)(6)(15)",24575,29037,19195,30452,18925,0.9%,0.5%,24250.0,-%,0.7%,,,,,,,,,,
147,"Galaxy XVI CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.22%)(6)(15)",24575,19195,19195,18925,18925,0.5%,0.5%,24250.0,-%,0.7%,,,,,,,,,,
148,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.77%)(6)(7)(15)",39905,19195,31077,18925,29820,0.5%,0.9%,24250.0,-%,0.7%,,,,,,,,,,
149,"Galaxy XVII CLO, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.77%)(6)(7)(15)",39905,31077,31077,29820,29820,0.9%,0.9%,24250.0,-%,0.7%,,,,,,,,,,
150,"Generation Brands Holdings, Inc.",Illinois / Durable Consumer Products,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(9)(11)(13)",19000,31077,18437,29820,19000,0.9%,0.6%,24250.0,-%,0.7%,,,,,,,,,,
151,"Generation Brands Holdings, Inc.",Illinois / Durable Consumer Products,"Subordinated Secured Term Loan (11.00% (LIBOR + 10.00% with 1.00% LIBOR floor), due 12/10/2022)(9)(11)(13)",19000,18437,18437,19000,19000,0.6%,0.6%,24250.0,-%,0.7%,,,,,,,,,,
152,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(11)(14)",49312,18437,49312,19000,49312,0.6%,1.4%,24250.0,-%,0.7%,,,,,,,,,,
153,"Global Employment Solutions, Inc.",Colorado / Business Services,"Senior Secured Term Loan (10.25% (LIBOR + 9.25% with 1.00% LIBOR floor), due 6/26/2020)(3)(11)(14)",49312,49312,49312,49312,49312,1.4%,1.4%,24250.0,-%,0.7%,,,,,,,,,,
154,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,49312,1.4%,1.4%,24250.0,-%,0.7%,,,,,,,,,,
155,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.90%)(6)(15)",Principal Value,23188,Fair  Value(2),% of Net Assets,18245,1.4%,1.4%,18140.0,-%,0.5%,,,,,,,,,,
156,Halcyon Loan Advisors Funding 2012-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.90%)(6)(15)",Principal Value,18245,Fair  Value(2),18140,18245,0.5%,1.4%,18140.0,-%,0.5%,,,,,,,,,,
157,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.01%)(6)(15)",40400,18245,31897,18140,32212,0.5%,0.9%,18140.0,-%,0.5%,,,,,,,,,,
158,Halcyon Loan Advisors Funding 2013-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 18.01%)(6)(15)",40400,31897,31897,32212,32212,0.9%,0.9%,18140.0,-%,0.5%,,,,,,,,,,
159,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.66%)(6)(15)",24500,31897,18255,32212,17076,0.9%,0.5%,18140.0,-%,0.5%,,,,,,,,,,
160,Halcyon Loan Advisors Funding 2014-1 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.66%)(6)(15)",24500,18255,18255,17076,17076,0.5%,0.5%,18140.0,-%,0.5%,,,,,,,,,,
161,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.91%)(6)(7)(15)",41164,18255,30795,17076,30532,0.5%,0.9%,18140.0,-%,0.5%,,,,,,,,,,
162,Halcyon Loan Advisors Funding 2014-2 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.91%)(6)(7)(15)",41164,30795,30795,30532,30532,0.9%,0.9%,18140.0,-%,0.5%,,,,,,,,,,
163,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.86%)(6)(7)(15)",39598,30795,36746,30532,35202,0.9%,1.0%,18140.0,-%,0.5%,,,,,,,,,,
164,Halcyon Loan Advisors Funding 2015-3 Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 15.86%)(6)(7)(15)",39598,36746,36746,35202,35202,1.0%,1.0%,18140.0,-%,0.5%,,,,,,,,,,
165,"Harbortouch Payments, LLC",Pennsylvania / Business Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor) plus 3.00% PIK, due 5/31/2023)(11)(13)(47)",27500,36746,27500,35202,27500,1.0%,0.8%,18140.0,-%,0.5%,,,,,,,,,,
166,Escrow Receivable,Pennsylvania / Business Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor) plus 3.00% PIK, due 5/31/2023)(11)(13)(47)",-,36746,1602,35202,-%,1.0%,0.8%,18140.0,-%,0.5%,,,,,,,,,,
167,Escrow Receivable,Pennsylvania / Business Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor) plus 3.00% PIK, due 5/31/2023)(11)(13)(47)",-,27500,1602,29102,-%,0.8%,0.8%,18140.0,-%,0.5%,,,,,,,,,,
168,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.35%)(6)(7)(15)",19025,27500,14454,29102,13005,0.8%,0.4%,18140.0,-%,0.5%,,,,,,,,,,
169,"HarbourView CLO VII, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 17.35%)(6)(7)(15)",19025,14454,14454,13005,13005,0.4%,0.4%,18140.0,-%,0.5%,,,,,,,,,,
170,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(9)(11)(13)",9000,14454,8886,13005,8886,0.4%,0.3%,18140.0,-%,0.5%,,,,,,,,,,
171,"Harley Marine Services, Inc.",Washington / Transportation,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 12/20/2019)(3)(9)(11)(13)",9000,8886,8886,8886,8886,0.3%,0.3%,18140.0,-%,0.5%,,,,,,,,,,
172,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(11)(14)",21860,8886,21860,8886,21098,0.3%,0.6%,18140.0,-%,0.5%,,,,,,,,,,
173,"Hollander Sleep Products, LLC",Florida / Durable Consumer Products,"Senior Secured Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 10/21/2020)(3)(11)(14)",21860,21860,21860,21098,21098,0.6%,0.6%,18140.0,-%,0.5%,,,,,,,,,,
174,"ICV-CAS Holdings, LLC",New York / Transportation,Escrow Receivable,21860,21860,-,21098,6,0.6%,-%,18140.0,-%,0.5%,,,,,,,,,,
175,"ICV-CAS Holdings, LLC",New York / Transportation,Escrow Receivable,21860,21860,-,21098,6,0.6%,-%,18140.0,-%,0.5%,,,,,,,,,,
176,Inpatient Care Management Company LLC,Florida / Healthcare,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(9)(11)(14)",17000,21860,17000,21098,17000,0.6%,0.5%,18140.0,-%,0.5%,,,,,,,,,,
177,Inpatient Care Management Company LLC,Florida / Healthcare,"Senior Secured Term Loan (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 6/8/2021(9)(11)(14)",17000,17000,17000,17000,17000,0.5%,0.5%,18140.0,-%,0.5%,,,,,,,,,,
178,"Instant Web, LLC",Minnesota / Media,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",122943,17000,122943,17000,122943,0.5%,3.6%,18140.0,-%,0.5%,,,,,,,,,,
179,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 3/28/2019)(3)(11)(13)",158100,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",158100,17000,158100,17000,4.6%,0.5%,3.6%,18140.0,-%,0.5%,,,,,,,,,,
180,"Senior Secured Term Loan C-1 (12.75% (LIBOR + 11.75% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",27000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",27000,17000,27000,17000,0.8%,0.5%,3.6%,18140.0,-%,0.5%,,,,,,,,,,
181,"Senior Secured Term Loan C-2 (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",25000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",25000,17000,25000,17000,0.7%,0.5%,3.6%,18140.0,-%,0.5%,,,,,,,,,,
182,"Senior Secured Term Loan C-2 (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",25000,"Senior Secured Term Loan A (5.50% (LIBOR + 4.50% with 1.00% LIBOR floor), due 3/28/2019)(11)(13)",25000,333043,25000,333043,0.7%,9.7%,3.6%,18140.0,-%,0.5%,,,,,,,,,,
183,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,0.7%,9.7%,3.6%,18140.0,-%,0.5%,,,,,,,,,,
184,"InterDent, Inc.",California / Healthcare,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(11)(14)",Principal Value,79538,Fair  Value(2),% of Net Assets,79538,9.7%,3.6%,79538.0,-%,2.3%,,,,,,,,,,
185,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(11)(14)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(11)(14)",131125,79538,130582,% of Net Assets,3.8%,9.7%,3.6%,79538.0,-%,2.3%,,,,,,,,,,
186,"Senior Secured Term Loan B (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 8/3/2017)(3)(11)(14)",131125,"Senior Secured Term Loan A (6.25% (LIBOR + 5.50% with 0.75% LIBOR floor), due 8/3/2017)(11)(14)",131125,210663,130582,210120,3.8%,6.1%,3.6%,79538.0,-%,2.3%,,,,,,,,,,
187,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(9)",2868,210663,2868,210120,2868,6.1%,0.1%,79538.0,-%,2.3%,,,,,,,,,,
188,JAC Holding Corporation,Michigan / Transportation,"Senior Secured Note (11.50%, due 10/1/2019)(9)",2868,2868,2868,2868,2868,0.1%,0.1%,79538.0,-%,2.3%,,,,,,,,,,
189,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.75%)(6)(7)(15)",19500,2868,16915,2868,13072,0.1%,0.4%,79538.0,-%,2.3%,,,,,,,,,,
190,Jefferson Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.75%)(6)(7)(15)",19500,16915,16915,13072,13072,0.4%,0.4%,79538.0,-%,2.3%,,,,,,,,,,
191,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(11)(13)(47)",35477,16915,35477,13072,35477,0.4%,1.0%,79538.0,-%,2.3%,,,,,,,,,,
192,"JHH Holdings, Inc.",Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor) plus 0.50% PIK, due 3/30/2019)(3)(11)(13)(47)",35477,35477,35477,35477,35477,1.0%,1.0%,79538.0,-%,2.3%,,,,,,,,,,
193,"LaserShip, Inc.",Virginia / Transportation,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",34570,35477,34570,35477,32113,1.0%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
194,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",21214,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",21214,35477,19705,35477,0.6%,1.0%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
195,"Senior Secured Term Loan B (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",21214,"Senior Secured Term Loan A (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor) plus 2.00% PIK, due 3/18/2019)(3)(11)(14)(47)",21214,55784,19705,51818,0.6%,1.5%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
196,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.80%)(6)(15)",30500,55784,22890,51818,23376,1.5%,0.7%,79538.0,-%,2.3%,,,,,,,,,,
197,LCM XIV Ltd.,Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.80%)(6)(15)",30500,22890,22890,23376,23376,0.7%,0.7%,79538.0,-%,2.3%,,,,,,,,,,
198,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.15%)(6)(15)",31110,22890,22259,23376,21174,0.7%,0.6%,79538.0,-%,2.3%,,,,,,,,,,
199,"Madison Park Funding IX, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 21.15%)(6)(15)",31110,22259,22259,21174,21174,0.6%,0.6%,79538.0,-%,2.3%,,,,,,,,,,
200,"Matrixx Initiatives, Inc.",New Jersey / Pharmaceuticals,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",30177,22259,30177,21174,30177,0.6%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
201,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",40562,22259,40562,21174,1.2%,0.6%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
202,"Senior Secured Term Loan B (12.50% (LIBOR + 11.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",40562,"Senior Secured Term Loan A (7.50% (LIBOR + 6.00% with 1.50% LIBOR floor), due 8/9/2018)(3)(11)(13)",40562,70739,40562,70739,1.2%,2.1%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
203,"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",40562,70739,1252,70739,2037,2.1%,0.1%,79538.0,-%,2.3%,,,,,,,,,,
204,"Class A Common Units (1,250,000 units)",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,70739,353,70739,-%,2.1%,0.1%,79538.0,-%,2.3%,,,,,,,,,,
205,"Class A Common Units (1,250,000 units)",Arizona / Healthcare,"Preferred Units (1,250,000 units)",-,1252,353,2390,-%,0.1%,0.1%,79538.0,-%,2.3%,,,,,,,,,,
206,Mineral Fusion Natural Brands,Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%)(37),-,1252,-,2390,266,0.1%,-%,79538.0,-%,2.3%,,,,,,,,,,
207,Mineral Fusion Natural Brands,Colorado / Personal & Nondurable Consumer Products,Membership Interest (1.43%)(37),-,-,-,266,266,-%,-%,79538.0,-%,2.3%,,,,,,,,,,
208,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.72%)(6)(15)",43650,-,33156,266,30928,-%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
209,Mountain View CLO 2013-I Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 14.72%)(6)(15)",43650,33156,33156,30928,30928,0.9%,0.9%,79538.0,-%,2.3%,,,,,,,,,,
